player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Garry Rosemond Jr.,148601,CB,MERRIMACK,8,0,385,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,205,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Ryan Turner,156485,CB,OHIO STATE,3,0,260,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,14.3,1,7,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Kamdan Hightower,141637,S,N ARIZONA,8,0,252,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,232,1,100.0,0,0,0,0,100.0,1,1,100.0,1,0,0,1,0,0
Tye Freeland,55939,CB,WM & MARY,5,0,348,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,171,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Tyhir Harley,105838,CB,MARIST,8,0,213,0,0,0,0,0,0,,0,0,,0,0,0,0,0.7,1,150,1,100.0,0,0,0,0,,0,0,,0,0,0,1,1,0
Simon Thompson,101222,LB,W OREGON,1,0,411,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,25.0,1,4,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Bryan Stukes,150525,CB,MORGAN ST,8,0,235,0,0,0,0,0,0,100.0,2,2,100.0,2,2,0,0,1.0,2,193,2,100.0,0,0,0,0,0.0,0,0,,0,0,0,2,2,0
Joshua Pickett,143869,CB,DUKE,9,0,154,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,299,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Les Odimara,155200,CB,TARLETON,5,0,401,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,4.3,1,23,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Kevaris Hall,123218,CB,SMU,7,0,287,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,1.2,1,86,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Caleb Nichols,161677,S,TENN TECH,1,0,309,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,14.3,1,7,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Ryan Stapp,101748,CB,MINNESOTA,7,0,225,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,1.4,1,72,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Lance Boykin,83066,CB,COAST CAR,8,0,141,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,0.4,1,231,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jonquis Hardaway,164132,CB,CINCINNATI,8,0,138,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.6,1,38,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Carlton Johnson,86963,CB,FRESNO ST,2,0,169,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.4,1,29,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Brylan Lanier,146606,CB,INDIANA,7,0,190,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,1.4,1,71,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Pierre Royster,150423,CB,NORFOLK,7,0,244,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,1,91,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Tyree Skipper,122660,S,LA LAFAYET,9,0,207,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.8,1,55,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Colby Huerter,148237,S,S DAK ST,9,0,292,0,0,0,0,0,1,100.0,1,1,100.0,1,1,0,1,0.6,1,155,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jadarius Horton,143294,CB,VALPO,8,0,332,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,0.7,1,150,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Ty Woods,151799,S,TENN MARTN,9,0,310,0,0,0,0,0,0,,0,0,,0,0,0,0,0.7,1,134,1,100.0,0,0,0,0,,0,0,,0,0,0,1,1,0
Randy Caldwell,162740,LB,N CAROLINA,1,0,245,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,16.7,1,6,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Kody Leach,143157,S,BUTLER,5,0,127,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.3,1,44,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Jeremiah Lewis,159288,S,CORNELL,3,0,147,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,25.0,1,4,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Joseph Charleston,99732,S,MISSOURI,9,0,229,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.7,2,271,2,75.0,0,1,0,0,100.0,2,2,75.0,1,1,0,1,1,0
Garrick Ponder,164307,LB,N ALABAMA,1,0,389,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,25.0,2,8,2,75.0,0,0,1,1,100.0,2,2,75.0,1,0,0,1,0,0
Dawson Weber,66802,S,N DAK ST,9,0,250,0,1,0,0,0,0,50.0,1,1,100.0,1,1,0,0,0.9,2,224,2,75.0,0,0,1,0,50.0,1,1,50.0,0,0,0,1,1,0
Austin Brawley,164120,S,OHIO,8,0,259,1,0,0,1,0,0,100.0,2,2,75.0,1,1,0,0,1.6,2,128,2,75.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Parker McKenna,143761,LB,PORTLAND,3,0,269,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,2.2,2,93,2,75.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Cam Stone,128434,CB,WYOMING,9,0,351,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.3,1,300,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jakobe Thomas,145309,S,MIDDLE TN,6,0,224,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.7,1,135,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jaelen Stokes,144498,S,USF,2,0,327,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,20.0,2,10,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Kamar Wilcoxson,124400,CB,FLORIDA,1,0,163,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,6.7,1,15,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Cayvian Holmes,88395,CB,MURRAY ST,9,0,236,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.6,1,178,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Mishael Powell,100390,CB,WASHINGTON,5,0,340,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.8,1,121,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Asa Turner,100389,S,WASHINGTON,6,0,340,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,167,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Camden O'Gara,86506,LB,ARMY,3,0,114,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,8.7,2,23,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Elijah Alexander,159143,LB,MAINE,1,0,212,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,14.3,1,7,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jakob Robinson,128395,CB,BYU,10,0,128,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,171,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Christopher Smith,83220,S,GEORGIA,9,0,173,1,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0.7,2,274,2,50.0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,0,0
Kody Jones,158538,CB,MICHIGAN,3,0,222,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,5.9,1,17,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Audley Isaacs,58177,LB,TARLETON,2,0,401,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,14.3,1,7,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Kenny Logan Jr.,97494,S,KANSAS,9,0,198,1,1,0,1,0,0,50.0,1,1,50.0,0,0,0,0,0.6,2,314,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Matthew Bailey,158197,S,ILLINOIS,8,0,187,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.0,1,50,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Dallas Branch,128292,CB,S DIEGO ST,9,0,284,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,1.3,2,160,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Ryan Parris,148606,LB,SACR HEART,3,0,280,0,1,0,0,0,0,,0,0,,0,0,0,0,10.0,1,10,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Charles Brantley,144956,CB,MICH STATE,9,0,223,0,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,0.8,2,263,1,50.0,0,0,0,0,50.0,1,0,0.0,0,0,0,1,1,0
AJ Davis,158262,CB,SMU,2,0,287,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.8,1,36,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Pierre Goree,158268,LB,SMU,1,0,287,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,50.0,1,2,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Angel King,128234,S,COLO STATE,6,0,144,0,1,0,0,1,0,100.0,3,2,50.0,1,1,0,0,1.8,3,163,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Kosi Agina,128171,S,FRESNO ST,2,0,169,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,4.3,1,23,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Davion Daniels,100294,S,BOWL GREEN,5,0,122,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,3.6,1,28,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
James Campbell,61475,CB,MONTANA ST,9,0,233,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.4,1,228,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Sheldon Russ,150836,LB,ALCORN ST,1,0,107,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,16.7,1,6,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kyan Gross,151551,ED,KY STATE,1,0,378,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Brett Hiatt,101864,S,LNDNWD,5,0,949,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.1,1,91,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tamarious Brown,121482,LB,UAB,1,0,321,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,14.3,1,7,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
