player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Khalil Crowder,78240,G,GA SOUTHRN,10,1,174,72.7,1,8,487,100.0,100.0,99.1,1,9,0,512,512,59.7,0,3,94,100.0,100.0,98.4,3,0,99,99
Logan Langemeier,108708,C,GA SOUTHRN,10,0,174,69.5,5,12,487,100.0,100.0,98.3,1,17,0,512,512,73.0,0,4,94,100.0,100.0,97.9,4,0,99,99
Dennis Wilburn,157314,C,TEXAS TECH,9,0,315,52.1,0,27,489,100.0,100.0,97.0,1,28,1,506,506,49.8,0,12,171,100.0,100.0,95.9,13,1,177,177
Caleb Rogers,123157,T,TEXAS TECH,9,1,315,59.6,2,27,488,99.8,99.8,94.2,1,43,14,505,506,56.1,1,15,171,100.0,100.0,90.6,24,8,177,177
Cole Smith,99094,G,MISS STATE,9,0,227,72.1,2,11,469,100.0,100.0,98.6,0,13,0,497,497,49.2,2,7,125,100.0,100.0,96.4,9,0,131,131
Nick Jones,146837,T,MISS STATE,9,0,227,71.5,4,3,467,100.0,100.0,98.2,0,12,5,495,495,57.4,3,1,123,100.0,100.0,94.3,9,5,129,129
Caleb Kelly,59709,T,GA SOUTHRN,10,1,174,70.7,4,9,465,100.0,100.0,98.6,1,13,0,489,489,65.6,3,4,85,100.0,100.0,95.9,7,0,90,90
Nate Williams,130322,T,AKRON,10,0,102,70.8,2,17,471,100.0,100.0,96.7,2,25,6,489,489,69.6,2,13,265,100.0,100.0,95.3,20,5,273,273
Kameron Jones,81739,T,MISS STATE,9,2,227,63.5,4,18,450,100.0,100.0,96.9,5,25,3,478,478,48.4,2,11,120,100.0,100.0,92.9,15,2,126,126
Mike Katic,101575,G,INDIANA,9,0,190,68.1,3,4,446,100.0,100.0,98.3,0,11,4,475,475,63.5,3,3,157,100.0,100.0,96.2,9,3,171,171
Luke Haggard,129442,T,INDIANA,9,1,190,71.2,7,9,445,99.8,99.8,97.5,1,19,3,474,475,70.2,5,6,156,99.4,99.4,95.2,13,2,170,171
Brian Miller,56358,T,GA SOUTHRN,9,0,174,58.2,7,19,441,100.0,100.0,96.8,1,27,1,465,465,33.2,4,9,79,100.0,100.0,90.5,14,1,84,84
Jacob Likes,101023,C,MEMPHIS,10,0,218,69.4,1,8,434,100.0,100.0,97.6,0,15,6,462,462,56.1,1,2,170,100.0,100.0,96.2,8,5,180,180
Matt Dale,98648,T,MEMPHIS,10,0,218,75.0,3,19,434,100.0,100.0,96.8,0,25,3,462,462,72.3,2,11,170,100.0,100.0,95.0,15,2,180,180
Rusty Staats,81941,C,W KENTUCKY,10,0,346,77.2,1,5,439,100.0,100.0,99.1,0,7,1,461,461,67.5,0,1,92,100.0,100.0,98.4,2,1,100,100
Vincent Murphy,99046,G,W KENTUCKY,10,0,346,74.3,2,9,439,100.0,100.0,98.7,1,11,0,461,461,49.7,1,5,92,100.0,100.0,96.7,6,0,100,100
Quantavious Leslie,123456,G,W KENTUCKY,10,0,346,87.6,1,4,439,100.0,100.0,99.0,0,7,2,461,461,67.2,1,4,92,100.0,100.0,96.2,6,1,100,100
