player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Myles Wiley,148913,S,HARVARD,2,7,,7.0,179,0,39.6,0,1,0,0,0,0.0
Davion Ross,104927,CB,MEMPHIS,2,3,,3.0,218,0,39.6,0,1,0,0,0,0.0
Paul Jennings,148954,ED,PENN,1,1,,1.0,267,0,39.6,0,1,0,0,0,0.0
Corbin Walker,105066,CB,MONTANA,1,1,,1.0,232,0,39.6,0,1,0,0,0,0.0
Matt Jaworski,149312,ED,FORDHAM,1,3,,3.0,168,0,39.6,0,1,0,0,0,0.0
Carson Rostad,143698,LB,MONTANA,1,2,,2.0,232,0,39.6,0,1,0,0,0,0.0
Matt Koshiol,105952,S,N DAKOTA,1,3,,3.0,249,0,39.6,0,1,0,0,0,0.0
Jonathan Collins Jr.,105114,CB,NEW HAMP,4,10,,10.0,240,0,39.6,0,1,0,0,0,0.0
Cooper DeVeau,105934,CB,BROWN,4,8,,4.0,123,0,39.6,0,2,0,0,0,0.0
Braxton Hill,105326,LB,MONTANA,5,13,,13.0,232,0,39.6,0,1,0,0,0,0.0
Joshua Rudolph,149135,LB,AUSTINPEAY,1,1,,1.0,116,0,39.6,0,1,0,0,0,0.0
Jaxon Lee,143712,S,MONTANA,2,2,,2.0,232,0,39.6,0,1,0,0,0,0.0
Brad Jamison,149258,LB,BUCKNELL,3,4,,4.0,125,0,39.6,0,1,0,0,0,0.0
Randy Brito,105882,CB,SACR HEART,5,17,,17.0,280,0,39.6,0,1,0,0,0,0.0
Terron Mallory,105846,CB,SACR HEART,2,2,,2.0,280,0,39.6,0,1,0,0,0,0.0
Jayden Anderson,105535,ED,CENT CT ST,1,3,,3.0,133,0,39.6,0,1,0,0,0,0.0
Ryder Meyer,105638,CB,MONTANA,3,9,,3.0,232,0,39.6,0,3,0,0,0,0.0
Marquallius Turner Jr.,105793,S,LA TECH,1,7,,7.0,208,0,39.6,0,1,0,0,0,0.0
P.J. O'Brien,144033,CB,PITTSBURGH,6,18,,9.0,268,0,39.6,0,2,0,0,0,0.0
Jordan Poole,144001,LB,NC STATE,1,4,,4.0,248,0,39.6,0,1,0,0,0,0.0
Bryce Steele,143838,LB,BOSTON COL,4,10,,10.0,121,0,39.6,0,1,0,0,0,0.0
Sean Brown,143986,S,NC STATE,1,2,,2.0,248,0,39.6,0,1,0,0,0,0.0
Michael Taaffe,144732,S,TEXAS,7,20,,20.0,311,0,39.6,0,1,0,0,0,0.0
Caleb Coleman,144774,S,W VIRGINIA,1,2,,2.0,343,0,39.6,0,1,0,0,0,0.0
Justin Jameson,142324,LB,NEW HAMP,1,3,,3.0,240,0,39.6,0,1,0,0,0,0.0
Benito Speight,142303,CB,MAINE,2,2,,2.0,212,0,39.6,0,1,0,0,0,0.0
Ricky Richardson,168366,LB,LINCOK,1,4,,4.0,1452,0,39.6,0,1,0,0,0,0.0
Jayqwan Louis,168301,S,WARNER,1,2,,2.0,407,0,39.6,0,1,0,0,0,0.0
Teddye Buchanan,142172,LB,UC DAVIS,4,12,,6.0,322,1,0.0,0,2,0,0,0,0.0
Davondre Robinson,55861,S,CHARLOTTE,2,7,,7.0,136,0,39.6,0,1,0,0,0,0.0
Aaron Smith,142779,LB,SCAR STATE,6,11,,11.0,290,0,39.6,0,1,0,0,0,0.0
Ameer Speed,55918,CB,MICH STATE,3,4,,4.0,223,0,39.6,0,1,0,0,0,0.0
Tamichael Shellman,167767,CB,KYCRST,1,4,,4.0,1474,0,39.6,0,1,0,0,0,0.0
Joseph Jamison,167733,CB,KYCRST,1,11,,5.5,1474,0,39.6,0,2,0,0,0,0.0
Arsheen Jiles,142101,CB,SACR HEART,3,5,,5.0,280,0,39.6,0,1,0,0,0,0.0
Eric Coley,56200,S,SYRACUSE,4,10,,10.0,304,0,39.6,0,1,0,0,0,0.0
Derrick Tucker,56224,S,TEXAS STHN,3,10,,10.0,313,1,0.0,0,1,0,0,0,0.0
Dion Kuinlan,167552,S,ASSMPT,1,7,,2.3,1257,0,39.6,0,3,0,0,0,0.0
Jaylon Turner,142012,LB,GRAMBLING,2,3,,3.0,177,0,39.6,0,1,0,0,0,0.0
Jay Shaw,56244,CB,WISCONSIN,4,6,,6.0,349,0,39.6,0,1,0,0,0,0.0
Bryce Brand,56691,ED,BOWL GREEN,1,1,,1.0,122,0,39.6,0,1,0,0,0,0.0
Isaiah Hamilton,141966,CB,TEXAS STHN,4,7,,7.0,313,0,39.6,0,1,0,0,0,0.0
Sam Anthony,166994,S,ARKAPB,3,7,,7.0,112,0,39.6,0,1,0,0,0,0.0
Bradyn Smith,141927,S,W ILLINOIS,1,2,,2.0,345,0,39.6,0,1,0,0,0,0.0
Conner Long,166883,S,CONCMI,1,8,,8.0,1472,0,39.6,0,1,0,0,0,0.0
Braylen Brooks,141923,CB,W ILLINOIS,4,7,,7.0,345,0,39.6,0,1,0,0,0,0.0
Lovelle Williams,166769,S,MARS HILL,1,11,,5.5,383,0,39.6,0,2,0,0,0,0.0
Jaydon Hood,144935,LB,MICHIGAN,1,2,,2.0,222,0,39.6,0,1,0,0,0,0.0
James Mozelle,166509,S,STANKN,1,4,,4.0,1455,0,39.6,0,1,0,0,0,0.0
Tre Allen,57846,LB,MURRAY ST,2,2,,2.0,236,0,39.6,0,1,0,0,0,0.0
Derrick Williams,141820,LB,SOUTHERN U,6,12,,12.0,297,0,39.6,0,1,0,0,0,0.0
Kaymen St. Junious,141807,CB,SOUTHERN U,1,1,,1.0,297,0,39.6,0,1,0,0,0,0.0
Devon Williams,144984,LB,MINNESOTA,2,6,,6.0,225,0,39.6,0,1,0,0,0,0.0
Chris Ware,166109,S,MILES,1,7,,7.0,386,0,39.6,0,1,0,0,0,0.0
Rodney Echols,141741,S,ALABAMA ST,6,10,,10.0,105,0,39.6,0,1,0,0,0,0.0
Aubrey Miller Jr.,57993,LB,JACKSON ST,3,8,,4.0,194,0,39.6,0,2,0,0,0,0.0
Davis Dengah,141551,LB,IDAHO,2,7,,7.0,185,1,0.0,0,1,0,0,0,0.0
Trevor Thurman,141540,LB,E WASHGTON,3,3,,3.0,161,0,39.6,0,1,0,0,0,0.0
Isaiah Moore,58049,LB,NC STATE,2,3,,3.0,248,0,39.6,0,1,0,0,0,0.0
Isaac Slade-Matautia,58108,LB,SMU,5,8,,8.0,287,0,39.6,0,1,0,0,0,0.0
Greg Hookfin,165762,ED,LAMAR,5,7,,7.0,204,0,39.6,0,1,0,0,0,0.0
Sydney Audiger,141367,CB,ROB MORRIS,1,2,,2.0,277,0,39.6,0,1,0,0,0,0.0
Monty Montgomery,58203,LB,LOUISVILLE,8,11,,11.0,210,0,39.6,0,1,0,0,0,0.0
Dominic Njoku,165225,S,DAVIDSON,5,22,,5.5,149,0,39.6,0,4,0,0,0,0.0
Rahyme Johnson,58225,LB,S JOSE ST,4,18,,18.0,285,1,0.0,0,1,0,0,0,0.0
Caldra Williford,165205,CB,MURRAY ST,2,13,,6.5,236,0,39.6,0,2,0,0,0,0.0
Colby Williams,141325,CB,UTAHTC,4,7,,2.3,1285,0,39.6,0,3,0,0,0,0.0
Trey Watkins,58300,LB,WM & MARY,7,25,,25.0,348,0,39.6,0,1,0,0,0,0.0
Devyn Perkins,141301,CB,UTAHTC,1,1,,1.0,1285,0,39.6,0,1,0,0,0,0.0
Antonio Oliver,141243,CB,BETH COOK,2,2,,2.0,119,0,39.6,0,1,0,0,0,0.0
Dylan Dominguez,164900,S,YNGTOWN ST,1,1,,1.0,353,0,39.6,0,1,0,0,0,0.0
Tyrin Brooks,164797,LB,MO STATE,1,1,,1.0,230,0,39.6,0,1,0,0,0,0.0
Malcolm Reed,164772,CB,NC CENT,2,6,,6.0,247,0,39.6,0,1,0,0,0,0.0
Devin Smith,62923,CB,AUSTINPEAY,1,2,,2.0,116,0,39.6,0,1,0,0,0,0.0
DeMarquez Trotter,63032,S,LIUSHAR,1,3,,3.0,1298,0,39.6,0,1,0,0,0,0.0
Josh McClurg,139440,S,MOREHEAD,5,15,,15.0,234,0,39.6,0,1,0,0,0,0.0
Jayden Flaker,164760,ED,NC CENT,1,1,,1.0,247,0,39.6,0,1,0,0,0,0.0
DJ Hagler,63317,LB,IDAHO ST,6,22,,22.0,186,1,0.0,0,1,0,0,0,0.0
Nyamusa Njoka,164734,S,NORFOLK,1,3,,3.0,244,0,39.6,0,1,0,0,0,0.0
Javian Browder,139418,S,MOREHEAD,2,14,,14.0,234,0,39.6,0,1,0,0,0,0.0
Adrian Hope,64444,ED,COAST CAR,3,3,,3.0,141,0,39.6,0,1,0,0,0,0.0
Melik Williams,164707,LB,YALE,1,2,,2.0,352,0,39.6,0,1,0,0,0,0.0
Miles Mitchell,164569,ED,MONMOUTH,5,5,,5.0,231,0,39.6,0,1,0,0,0,0.0
Shuayb Brinkley,164529,CB,DELAWARE,1,3,,3.0,151,0,39.6,0,1,0,0,0,0.0
Noah Caston,164495,CB,CAMPBELL,4,25,,25.0,131,0,39.6,0,1,0,0,0,0.0
Elias Rantissi,164446,LB,N COLORADO,2,3,,3.0,253,0,39.6,0,1,0,0,0,0.0
Lavario Wiley,72769,CB,C MICHIGAN,2,4,,4.0,134,0,39.6,0,1,0,0,0,0.0
T.D. Williams,164233,CB,CENT ARK,2,5,,2.5,132,0,39.6,0,2,0,0,0,0.0
JJ Ross,75240,CB,W ILLINOIS,2,2,,1.0,345,0,39.6,0,2,0,0,0,0.0
Jaylon Bolden,139166,CB,MURRAY ST,6,9,,4.5,236,0,39.6,0,2,0,0,0,0.0
Logan Jackson,75697,CB,PRVIEW A&M,1,1,,1.0,270,1,0.0,0,1,0,0,0,0.0
Mahlik Strozier,75710,S,DUQUESNE,5,20,,20.0,155,0,39.6,0,1,0,0,0,0.0
D.J. McKinney,163824,CB,OKLA STATE,1,1,,1.0,262,0,39.6,0,1,0,0,0,0.0
Chandler Jones,76565,S,LOUISVILLE,5,24,,12.0,210,0,39.6,0,2,0,0,0,0.0
Telly Plummer,76566,S,CHATTNOOGA,2,12,,12.0,137,0,39.6,0,1,0,0,0,0.0
Isaac Duffy,76575,CB,ALBANY,4,14,,14.0,106,0,39.6,0,1,0,0,0,0.0
Mark Milton,76596,CB,BAYLOR,5,6,,6.0,118,0,39.6,0,1,0,0,0,0.0
Joshua Manchigiah,42649,S,S DAKOTA,3,3,,3.0,291,0,39.6,0,1,0,0,0,0.0
Zion Keith,76637,CB,SCAR STATE,3,5,,5.0,290,0,39.6,0,1,0,0,0,0.0
Peyton Woulard,76639,S,CAMPBELL,5,7,,7.0,131,0,39.6,0,1,0,0,0,0.0
Caden Richards,139041,S,FURMAN,1,1,,1.0,170,0,39.6,0,1,0,0,0,0.0
Zamari Walton,76654,CB,GA TECH,2,2,,2.0,176,0,39.6,0,1,0,0,0,0.0
Armani Chatman,76663,CB,VA TECH,2,5,,5.0,337,0,39.6,0,1,0,0,0,0.0
Jack Rhodes,139040,S,FURMAN,5,13,,6.5,170,0,39.6,0,2,0,0,0,0.0
Taylor Groves,163657,S,OLE MISS,1,2,,2.0,226,0,39.6,0,1,0,0,0,0.0
Nasim Cooper,138426,CB,HOWARD,1,4,,4.0,184,0,39.6,0,1,0,0,0,0.0
Jaidyn Denis,138406,CB,ELON,4,4,,4.0,162,0,39.6,0,1,0,0,0,0.0
Ekow Boye-Doe,76742,CB,KANSAS ST,3,3,,3.0,199,0,39.6,0,1,0,0,0,0.0
