player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Jacobs,45953,HB,LV,12,220,28,5,20.8,160,0,771,5,8,28,518,33.2,9,32,23,3,109,59.0,64.9,25.1,60.0,47.7,50.7,70.3,55.5,63,2,280,35,224,257,0,0,50,255,6,771,518,2.35,3.5,1.25,95
Christian McCaffrey,11763,HB,SF,12,210,48,13,30.8,318,0,1033,0,4,48,699,66.3,28,63,28,3,75,59.6,91.1,89.4,,25.2,91.2,90.4,34.5,65,0,429,51,299,259,0,0,58,261,12,1033,699,3.33,4.9,1.43,126
Travis Etienne Jr.,57185,HB,JAX,12,205,44,8,23.7,183,0,771,3,15,44,573,67.3,18,42,15,0,117,90.8,71.6,61.3,,57.5,69.5,70.3,77.0,35,1,346,40,289,240,0,0,47,245,8,771,573,2.8,3.8,1.2,81
Derrick Henry,10679,HB,TEN,12,198,42,12,31.5,266,0,845,1,2,42,634,64.3,16,45,31,0,88,90.7,90.8,84.0,66.0,84.9,73.6,89.6,58.0,63,0,181,21,126,224,0,0,23,219,8,845,634,3.2,4.3,1.44,109
Joe Mixon,11803,HB,CIN,12,180,23,4,10.9,75,1,689,3,11,23,452,39.0,17,42,7,0,111,90.6,66.7,25.9,,41.1,64.9,68.9,61.0,22,2,281,39,283,203,0,0,45,219,6,689,452,2.51,3.8,0.99,66
Tony Pollard,27126,HB,DAL,12,180,26,10,28.6,211,0,737,2,5,26,518,40.2,16,39,9,3,93,53.0,69.0,88.9,,82.3,51.5,72.9,47.0,31,0,248,42,284,212,0,0,49,222,5,737,518,2.88,4.1,0.87,81
Isiah Pacheco,83747,HB,KC,12,176,32,9,27.3,213,0,779,1,8,32,505,54.9,17,48,16,0,67,90.6,80.9,28.6,,58.9,67.6,83.2,60.8,48,1,209,33,217,196,0,0,38,209,6,779,505,2.87,4.4,0.96,105
Rachaad White,131633,HB,TB,12,176,27,4,15.4,99,0,643,1,18,27,459,52.9,15,33,30,1,75,79.9,70.6,31.8,,71.2,62.6,73.9,51.5,38,2,386,46,326,205,0,0,51,222,5,643,459,2.61,3.7,1.18,95
D'Andre Swift,57212,HB,PHI,12,167,33,9,30.8,241,0,783,1,8,33,428,51.8,14,36,24,3,49,49.7,62.2,56.0,,38.8,54.5,67.0,54.6,43,1,208,36,235,214,0,0,43,203,4,783,428,2.56,4.7,0.89,115
Saquon Barkley,45791,HB,NYG,9,165,21,10,36.4,254,0,698,2,4,21,507,39.8,17,31,21,1,69,77.6,68.4,88.1,,64.2,63.0,68.5,56.4,36,0,168,28,203,198,0,0,38,193,1,698,507,3.07,4.2,0.83,92
Raheem Mostert,9783,HB,MIA,12,162,43,11,33.9,281,0,828,1,11,43,569,103.6,24,45,17,4,51,32.0,84.2,87.5,,59.8,50.4,91.0,59.1,49,0,166,21,219,201,0,0,25,183,14,828,569,3.51,5.1,0.76,107
Zack Moss,40341,HB,IND,11,161,32,7,28.0,202,0,722,3,5,32,480,60.9,17,38,14,0,41,90.4,67.8,89.2,,61.5,47.9,72.2,57.2,56,0,144,20,186,184,0,0,24,181,5,722,480,2.98,4.5,0.77,120
Brian Robinson,57120,HB,WAS,13,160,35,8,25.8,171,0,663,3,9,35,477,69.4,18,41,32,3,48,46.9,74.8,89.3,,60.5,67.3,74.3,66.8,29,0,325,29,198,177,0,0,33,189,5,663,477,2.98,4.1,1.64,108
Bijan Robinson,123126,HB,ATL,12,159,38,7,20.9,158,0,756,4,6,38,476,67.9,24,39,2,2,48,48.2,68.1,59.2,,53.0,58.8,74.0,44.1,38,1,266,35,291,194,0,0,51,194,3,756,476,2.99,4.8,0.91,108
Najee Harris,57121,HB,PIT,12,159,30,11,34.0,225,0,661,2,9,30,476,64.9,17,31,25,1,56,61.1,69.5,86.1,,56.2,55.8,71.5,60.4,25,0,130,21,165,192,0,0,26,180,4,661,476,2.99,4.2,0.79,94
Alexander Mattison,45817,HB,MIN,12,158,31,6,17.2,102,0,594,5,3,31,424,49.3,14,24,18,3,56,47.7,60.1,87.7,,57.1,44.8,66.1,43.3,21,0,174,27,243,181,0,0,38,185,0,594,424,2.68,3.8,0.72,100
Rhamondre Stevenson,98689,HB,NE,12,156,30,3,15.2,94,0,620,4,8,30,438,55.0,10,36,19,1,82,77.3,71.3,87.4,,72.7,51.2,78.7,29.3,64,0,238,38,251,176,0,0,48,194,4,620,438,2.81,4.0,0.95,65
Jerome Ford,83601,HB,CLV,12,154,29,6,34.6,224,0,647,7,5,29,464,55.7,17,27,8,1,82,76.4,66.5,89.1,,55.0,44.0,74.5,68.0,69,0,196,30,239,173,0,0,43,184,3,647,464,3.01,4.2,0.82,67
Javonte Williams,77803,HB,DEN,11,153,25,10,27.6,161,0,584,2,2,25,417,40.4,16,27,10,0,76,90.4,64.3,83.3,,29.6,63.2,65.2,58.8,21,1,155,29,112,188,0,0,34,182,0,584,417,2.73,3.8,1.38,74
James Cook,83666,HB,BUF,12,153,19,6,22.7,166,0,731,3,9,19,445,43.8,21,36,4,2,94,61.0,72.0,88.7,,23.9,55.6,80.4,57.8,42,0,309,33,224,168,0,0,38,186,1,731,445,2.91,4.8,1.38,48
David Montgomery,45719,HB,DET,9,151,35,7,28.3,199,0,704,2,5,35,450,74.5,13,41,11,2,76,57.5,83.6,30.3,,65.2,56.8,85.1,60.0,75,1,87,9,110,162,0,0,13,160,10,704,450,2.98,4.7,0.79,75
AJ Dillon,57165,HB,GB,12,149,15,3,13.8,72,0,521,1,7,15,411,35.9,7,28,12,0,68,90.2,74.2,87.8,,59.9,66.8,74.8,56.6,40,0,198,20,199,170,0,0,24,169,1,521,411,2.76,3.5,0.99,79
Kenneth Walker III,97199,HB,SEA,10,149,33,7,30.8,189,0,613,1,12,33,425,77.3,12,28,29,0,38,90.2,74.9,12.0,,39.9,69.7,76.3,59.2,45,2,173,17,134,162,0,0,20,166,6,613,425,2.85,4.1,1.29,101
