player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,7,166,33,10,30.2,229,0,759,3,2,33,644,75.4,21,37,31,1,67,90.4,89.8,27.1,,60.9,54.7,89.3,79.5,41,1,140,14,69,178,0,0,17,180,7,759,644,3.88,4.6,2.03,98
Saquon Barkley,45791,HB,NYG,8,163,28,12,41.5,323,0,779,2,5,28,535,56.7,19,31,21,1,96,77.3,79.6,87.5,,62.5,61.5,82.8,58.8,68,0,189,28,193,200,0,0,35,191,5,779,535,3.28,4.8,0.98,63
Nick Chubb,45783,HB,CLV,8,149,51,13,36.9,310,0,841,0,4,51,564,130.9,27,39,8,0,81,90.2,91.1,83.5,,66.7,56.4,91.3,59.6,41,0,70,10,106,164,0,0,12,159,10,841,564,3.79,5.6,0.66,64
Joe Mixon,11803,HB,CIN,8,129,12,1,7.2,31,0,432,3,4,12,264,20.1,7,23,7,0,72,90.1,65.3,87.7,,24.3,64.9,67.8,57.1,31,1,214,34,201,148,0,0,41,163,2,432,264,2.05,3.3,1.06,53
Josh Jacobs,45953,HB,LV,7,121,40,6,22.1,149,0,675,0,5,40,477,124.1,20,39,23,1,81,72.2,91.2,82.3,,50.1,67.9,92.0,59.2,42,0,152,22,135,140,0,0,25,143,6,675,477,3.94,5.6,1.13,25
Dameon Pierce,83659,HB,HST,7,121,41,6,32.2,174,0,540,2,8,41,460,132.1,14,32,13,2,58,52.9,82.6,81.5,,37.4,61.5,84.9,60.0,75,0,98,20,93,129,0,0,22,141,3,540,460,3.8,4.5,1.05,60
Rhamondre Stevenson,98689,HB,NE,8,115,24,7,34.3,192,0,560,1,10,24,450,90.5,14,28,19,0,64,89.8,88.6,86.1,,68.5,87.7,83.8,63.3,49,0,217,32,145,134,0,0,36,147,4,560,450,3.91,4.9,1.5,43
Miles Sanders,40555,HB,PHI,7,114,18,4,18.5,104,0,563,1,4,18,359,55.4,17,29,24,0,35,89.2,68.5,87.2,,86.4,48.5,71.3,56.1,35,0,42,11,118,160,0,0,13,125,5,563,359,3.15,4.9,0.36,75
Dalvin Cook,11796,HB,MIN,7,114,27,5,23.7,133,0,561,1,1,27,366,68.6,16,28,18,1,42,69.7,73.9,85.5,,46.3,60.2,77.4,60.0,53,0,110,17,143,126,0,0,20,131,5,561,366,3.21,4.9,0.77,69
Leonard Fournette,11759,HB,TB,8,112,9,2,8.8,34,0,386,2,13,9,258,34.0,10,23,30,0,80,89.8,64.5,41.1,,26.8,74.7,65.2,46.2,17,1,273,37,224,127,0,0,41,149,2,386,258,2.3,3.4,1.22,30
