player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,BLT,7,5,5.1,0,0,3,58.9,72.7,85.8,68.2,68.8,37.1,5.9,1,0,92,93,5.4,5,11
Tyson Alualu,5535,DI,PIT,8,1,2.2,0,0,25,60.0,30.3,18.2,52.3,31.9,48.2,0.0,0,2,75,75,4.0,3,5
Brandon Graham,5538,ED,PHI,7,1,1.6,0,0,24,72.3,90.2,85.7,86.3,73.2,67.0,14.3,1,0,48,49,10.4,5,5
Jason Pierre-Paul,5540,ED,BLT,5,1,3.0,1,0,3,55.7,46.8,58.4,53.2,46.0,59.4,20.0,1,1,75,75,1.3,1,3
Kareem Jackson,5545,S,DEN,8,11,7.4,0,0,10,68.6,69.0,56.6,,66.7,61.8,17.6,6,1,187,204,1.6,3,17
Devin McCourty,5552,S,NE,8,4,12.8,0,0,19,59.7,63.1,83.3,58.3,68.9,82.8,10.0,2,0,198,201,1.0,2,14
Jerry Hughes,5556,ED,HST,7,2,4.0,1,0,13,68.2,73.8,50.2,66.7,63.6,29.2,30.0,3,2,125,125,1.6,2,5
Carlos Dunlap,5579,ED,KC,7,2,2.9,0,0,16,56.5,64.5,86.9,59.5,69.8,46.4,10.0,1,0,64,67,9.4,6,7
Corey Peters,5607,DI,JAX,4,3,1.5,0,0,15,60.0,57.9,81.6,61.5,53.8,71.9,0.0,0,0,48,48,2.1,1,2
Al Woods,5646,DI,SEA,7,6,1.7,0,0,29,60.5,69.9,50.0,67.3,68.1,66.6,5.0,1,1,108,111,9.3,10,13
Von Miller,6154,ED,BUF,7,0,2.0,0,0,4,90.2,89.8,36.2,78.9,88.4,59.0,14.3,1,2,77,78,7.8,6,6
Patrick Peterson,6157,CB,MIN,7,0,2.4,0,0,18,77.1,77.9,45.0,60.0,81.3,75.1,0.0,0,3,159,161,3.1,5,5
J.J. Watt,6163,ED,ARZ,7,1,-1.0,0,0,1,63.2,64.3,67.8,67.6,51.1,61.0,0.0,0,2,104,108,4.8,5,5
Robert Quinn,6166,ED,PHI,8,2,2.6,2,0,24,60.4,41.9,22.6,57.2,37.7,50.8,12.5,1,4,131,133,1.5,2,5
Cameron Jordan,6176,ED,NO,8,7,1.2,0,0,20,81.8,73.4,71.7,59.4,78.0,54.0,16.1,5,1,146,152,10.3,15,19
Cameron Heyward,6183,DI,PIT,8,6,3.4,0,0,25,68.3,88.0,84.8,68.7,80.7,70.5,0.0,0,1,140,144,10.0,14,19
Justin Houston,6222,ED,BLT,5,1,0.0,0,0,3,67.8,82.1,82.9,76.8,65.6,50.9,0.0,0,0,16,18,6.3,1,1
Lawrence Guy,6385,DI,NE,5,5,2.0,0,0,19,,52.8,82.5,57.8,50.5,74.6,0.0,0,0,89,91,9.0,8,8
Chris Harris Jr.,6457,CB,NO,4,2,8.8,0,0,20,57.9,63.3,81.0,70.4,76.3,85.9,0.0,0,2,49,51,0.0,0,4
Josh Bynes,6503,LB,BLT,7,1,4.2,0,0,3,69.9,54.2,80.9,58.5,38.1,62.3,12.5,2,0,121,122,5.0,6,13
Nick Bellore,6515,LB,SEA,3,1,,0,0,29,60.0,80.8,65.9,60.0,74.9,71.7,0.0,0,0,8,8,0.0,0,0
Mario Addison,6558,ED,HST,3,2,3.5,0,0,13,60.0,56.5,82.9,52.9,55.8,46.3,20.0,1,0,31,31,3.2,1,2
Stephon Gilmore,7016,CB,IND,8,0,8.8,0,0,14,71.3,72.3,85.4,,69.7,72.2,20.0,1,2,216,220,0.0,0,4
Fletcher Cox,7018,DI,PHI,7,5,3.8,0,0,24,,60.7,62.3,65.7,52.2,74.7,0.0,0,1,86,88,3.5,3,5
Michael Brockers,7020,DI,DET,5,0,2.3,0,0,11,,50.1,80.9,55.8,48.4,37.2,0.0,0,0,55,55,5.5,3,4
Bruce Irvin,7021,ED,SEA,2,1,-3.0,0,0,29,64.4,62.0,11.7,51.3,84.3,36.8,0.0,0,1,22,22,9.1,2,2
Melvin Ingram III,7024,ED,MIA,8,1,1.0,1,0,17,38.4,64.7,0.0,78.4,73.1,34.7,20.0,1,5,75,78,4.0,3,3
Chandler Jones,7027,ED,LV,7,3,1.9,1,0,23,72.4,59.3,67.6,60.3,53.1,29.7,23.5,4,1,128,130,4.7,6,10
Bobby Wagner,7050,LB,LA,7,11,3.1,0,0,26,68.8,83.0,84.2,78.3,81.6,88.3,0.0,0,0,162,169,7.4,12,19
Lavonte David,7060,LB,TB,8,11,5.0,0,0,30,85.7,80.2,48.6,67.9,65.6,89.1,3.8,1,1,207,213,3.4,7,14
Vinny Curry,7061,ED,NYJ,3,1,2.5,0,0,22,,55.1,19.5,61.9,56.8,33.3,28.6,2,1,34,35,8.8,3,4
Casey Hayward Jr.,7064,CB,ATL,6,0,24.0,0,0,2,65.6,64.7,83.4,,55.2,33.7,25.0,1,0,115,119,0.9,1,3
Demario Davis,7079,LB,NO,8,10,5.5,0,0,20,79.4,86.5,51.4,90.9,75.5,59.5,11.5,3,1,190,198,4.2,8,13
Akiem Hicks,7090,DI,TB,2,0,3.2,0,0,30,,48.0,78.9,53.5,49.0,71.4,0.0,0,0,22,23,18.2,4,5
Rodney McLeod,7271,S,IND,8,7,1.7,0,0,14,75.8,71.4,79.0,63.2,56.4,72.3,5.3,1,2,177,181,4.5,8,11
Tashaun Gipson Sr.,7288,S,SF,8,5,9.6,0,0,28,62.2,70.1,85.8,70.8,84.3,90.7,0.0,0,0,188,192,1.1,2,8
Harrison Smith,7641,S,MIN,6,1,10.0,1,0,18,60.5,62.0,85.8,66.9,61.0,82.8,9.1,1,1,119,121,0.8,1,9
Justin Bethel,7654,CB,MIA,3,0,6.3,0,0,17,53.4,54.0,77.7,,58.1,62.9,25.0,1,1,15,17,0.0,0,3
Darius Slay,7817,CB,PHI,7,0,19.0,0,0,24,80.8,77.2,84.3,,45.8,48.8,20.0,1,1,113,116,0.9,1,4
Johnathan Hankins,7830,DI,DAL,6,5,2.4,0,0,9,60.0,53.6,82.3,51.1,56.2,47.1,7.7,1,0,74,77,5.4,4,7
Jon Bostic,7831,LB,WAS,3,1,0.0,0,0,32,50.9,60.1,70.6,59.1,68.1,77.1,0.0,0,0,15,15,6.7,1,1
Jamie Collins Sr.,7833,LB,NE,1,1,,0,0,19,43.8,58.0,75.8,57.9,68.7,70.5,0.0,0,0,16,16,0.0,0,0
Tyrann Mathieu,7850,S,NO,8,7,10.2,0,0,20,80.4,77.9,84.1,60.9,62.5,60.4,8.7,2,1,189,197,1.6,3,14
John Jenkins,7863,DI,MIA,7,3,2.3,0,0,17,59.8,53.7,79.7,59.9,50.4,73.7,0.0,0,0,46,47,4.3,2,4
Logan Ryan,7864,S,TB,4,0,9.0,0,1,30,66.8,75.2,80.3,59.2,89.1,85.5,0.0,0,0,34,35,2.9,1,3
Duron Harmon,7872,S,LV,7,5,9.8,0,1,23,78.5,76.9,84.8,68.9,56.8,67.8,16.7,2,0,159,161,0.0,0,5
Akeem Spence,7882,DI,SF,5,2,6.0,0,0,28,60.0,43.2,80.6,47.6,46.2,28.3,33.3,2,0,54,55,1.9,1,2
William Gholston,7908,DI,TB,8,5,2.3,0,0,30,60.5,57.1,83.8,58.3,54.8,60.4,6.3,1,0,130,133,5.4,7,10
Oday Aboushi,7923,G,LA,1,0,,1,0,26,,60.0,60.0,,60.0,,,0,1,0,1,,0,0
Steven Means,7929,ED,BLT,2,0,22.0,0,0,3,60.0,75.7,75.6,65.1,73.2,72.4,0.0,0,0,9,10,0.0,0,1
A.J. Klein,7930,LB,BLT,2,1,0.0,0,0,3,50.4,54.2,70.8,59.1,64.7,29.7,33.3,1,0,7,7,14.3,1,1
Micah Hyde,7941,S,BUF,2,0,4.0,0,0,4,69.1,68.4,81.7,59.1,52.5,63.0,50.0,1,0,30,30,3.3,1,1
Jordan Poyer,8000,S,BUF,5,2,8.3,0,0,4,67.4,68.4,82.5,58.3,63.1,62.4,16.7,2,0,102,103,2.0,2,8
Nick Williams,8006,DI,NYG,8,8,2.7,0,0,21,60.0,59.9,83.7,52.7,63.2,76.8,5.0,1,0,100,104,6.0,6,11
Tony Jefferson,8361,S,NYG,1,0,8.0,0,0,21,57.3,52.1,77.9,46.5,62.6,77.2,0.0,0,0,2,2,0.0,0,1
