player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Spencer Burford,81920,G,SF,6,0,28,71.7,100.0,63,32.0,63,65.4,1,100.0,197,197,58.6,100.0,105,53.3,105
Erik McCoy,37347,C,NO,7,1,20,78.7,100.0,60,30.6,60,83.2,1,100.0,196,196,81.8,100.0,109,55.6,109
Colton McKivitz,29314,T,SF,6,1,28,58.6,100.0,62,32.1,62,55.3,1,100.0,193,193,56.0,100.0,103,53.4,103
Penei Sewell,81788,T,DET,6,1,11,76.5,100.0,83,44.1,83,76.2,1,100.0,188,188,66.7,100.0,85,45.2,85
Frank Ragnow,39137,C,DET,6,0,11,70.4,100.0,83,44.1,83,80.3,1,100.0,188,188,79.2,100.0,85,45.2,85
Jordan Mailata,66916,T,PHI,6,1,24,55.2,100.0,48,25.7,48,84.6,1,100.0,187,187,92.9,100.0,107,57.2,107
Jason Kelce,6343,C,PHI,6,0,24,65.9,100.0,48,25.7,48,72.1,0,100.0,187,187,71.4,100.0,107,57.2,107
Luke Fortner,42028,C,JAX,7,0,15,57.1,100.0,88,47.8,88,52.2,0,100.0,184,184,48.9,100.0,70,38.0,70
Jake Brendel,11117,C,SF,6,0,28,58.9,100.0,58,31.7,58,66.4,0,100.0,183,183,66.9,100.0,98,53.6,98
Anton Harrison,122929,T,JAX,7,0,15,41.4,100.0,87,48.1,87,56.2,1,100.0,181,181,72.1,100.0,68,37.6,68
DeVonta Smith,61100,WR,PHI,6,0,24,57.3,100.0,42,23.3,42,47.8,0,100.0,180,180,68.9,100.0,107,59.4,107
Trent Williams,5529,T,SF,6,1,28,73.6,100.0,58,32.4,58,80.7,3,100.0,179,179,76.8,100.0,97,54.2,97
John Simpson,41715,G,BLT,6,0,3,65.8,100.0,95,53.4,95,54.9,0,100.0,178,178,51.0,100.0,62,34.8,62
Kevin Zeitler,7032,G,BLT,6,0,3,54.7,100.0,94,53.1,94,60.5,0,100.0,177,177,66.0,100.0,62,35.0,62
Terence Steele,39461,T,DAL,6,0,9,58.8,100.0,87,49.4,87,60.0,0,100.0,176,176,70.4,100.0,68,38.6,68
Aaron Banks,59983,G,SF,6,0,28,51.1,100.0,55,31.3,55,49.1,1,100.0,176,176,52.4,100.0,93,52.8,93
Dallas Goedert,47272,TE,PHI,6,0,24,55.9,100.0,43,24.7,43,78.9,0,100.0,174,174,82.9,100.0,99,56.9,99
Jared Goff,10635,QB,DET,6,0,11,60.2,100.0,83,48.0,83,60.2,0,93.5,173,185,60.0,98.8,83,48.0,84
Landon Dickerson,41712,G,PHI,6,1,24,68.5,100.0,45,26.0,45,74.3,3,100.0,173,173,76.1,100.0,97,56.1,97
A.J. Brown,48327,WR,PHI,6,0,24,59.3,100.0,42,24.3,42,69.0,0,100.0,173,173,61.7,100.0,102,59.0,102
Drew Dalman,52270,C,ATL,6,1,2,78.1,100.0,50,29.4,50,87.2,1,100.0,170,170,84.3,100.0,110,64.7,110
Jake Matthews,8641,T,ATL,6,0,2,64.3,100.0,50,29.4,50,66.0,1,100.0,170,170,63.2,100.0,110,64.7,110
Matthew Bergeron,99658,G,ATL,6,0,2,50.6,100.0,50,29.4,50,51.1,0,100.0,170,170,54.7,100.0,110,64.7,110
Chris Lindstrom,46692,G,ATL,6,0,2,59.3,100.0,50,29.4,50,80.1,1,100.0,170,170,85.8,100.0,110,64.7,110
Lane Johnson,7786,T,PHI,6,0,24,64.6,100.0,40,23.7,40,74.6,0,100.0,169,169,76.6,100.0,101,59.8,101
Brock Purdy,77672,QB,SF,6,0,28,60.0,100.0,58,34.5,58,60.0,0,93.3,168,180,60.0,100.0,98,58.3,98
Austin Jackson,60816,T,MIA,6,0,17,40.2,100.0,56,33.5,56,50.8,1,100.0,167,167,62.9,100.0,86,51.5,86
Isaiah Wynn,46048,G,MIA,6,0,17,44.9,100.0,56,33.5,56,43.2,1,100.0,167,167,45.4,100.0,86,51.5,86
Trevor Penning,59963,T,NO,7,0,20,60.1,100.0,49,29.7,49,49.0,2,100.0,165,165,45.7,100.0,91,55.2,91
Jonah Jackson,37070,G,DET,5,0,11,61.1,100.0,74,45.4,74,62.3,1,100.0,163,163,64.1,100.0,72,44.2,72
Cesar Ruiz,59857,G,NO,6,0,20,44.0,100.0,55,33.7,55,46.3,0,100.0,163,163,51.1,100.0,87,53.4,87
Ryan Ramczyk,11787,T,NO,6,0,20,53.6,100.0,47,29.2,47,63.7,0,100.0,161,161,66.7,100.0,92,57.1,92
Jedrick Wills Jr.,58467,T,CLV,5,0,8,62.0,100.0,79,49.1,79,52.6,1,100.0,161,161,42.3,100.0,66,41.0,66
Trevor Lawrence,77632,QB,JAX,7,0,15,60.0,98.9,86,53.4,87,60.2,0,90.4,161,178,60.0,95.6,65,40.4,68
Wyatt Teller,46131,G,CLV,5,0,8,65.6,100.0,79,49.1,79,66.4,0,100.0,161,161,67.9,100.0,66,41.0,66
