player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Jaylon Johnson,56259,CB,CHI,3,6,,6.0,6,0,39.6,0,1,0,0,0,0.0
Alex Singleton,9994,LB,DEN,6,18,,18.0,10,0,39.6,0,1,0,0,0,0.0
Jack Gibbens,57662,LB,TEN,4,7,,7.0,31,0,39.6,0,1,0,0,0,0.0
Craig James,26360,CB,NYJ,1,5,,5.0,22,0,39.6,0,1,0,0,0,0.0
Levi Wallace,25445,CB,PIT,5,6,,6.0,25,0,39.6,0,1,0,0,0,0.0
Xavier Woods,11946,S,CAR,3,17,,17.0,5,0,39.6,0,1,0,0,0,0.0
Derrek Pitts,60785,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Damontae Kazee,11904,S,PIT,4,8,,8.0,25,0,39.6,0,1,0,0,0,0.0
Cameron Sutton,11850,CB,DET,5,8,,8.0,11,0,39.6,0,1,0,0,0,0.0
Nick Niemann,43500,LB,LAC,3,2,,2.0,27,0,39.6,0,1,0,0,0,0.0
Jaquan Brisker,101665,S,CHI,6,25,,25.0,6,0,39.6,0,1,0,0,0,0.0
Alex Highsmith,43507,ED,PIT,5,13,,13.0,25,1,0.0,0,1,0,0,0,0.0
Terell Smith,83302,CB,CHI,1,2,,2.0,6,0,39.6,0,1,0,0,0,0.0
Cam Taylor-Britt,83326,CB,CIN,5,15,,7.5,7,0,39.6,0,2,0,0,0,0.0
Juanyeh Thomas,76655,S,DAL,3,5,,2.5,9,0,39.6,0,2,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,3,7,,7.0,23,0,39.6,0,1,0,0,0,0.0
Roquan Smith,50892,LB,BLT,6,15,,15.0,3,0,39.6,0,1,0,0,0,0.0
Ugo Amadi,49352,CB,NO,3,11,,5.5,20,0,39.6,0,2,0,0,0,0.0
Innis Gaines,44443,CB,GB,1,5,,2.5,12,0,39.6,0,2,0,0,0,0.0
Terrell Edmunds,51334,S,PHI,5,21,,21.0,24,0,39.6,0,1,0,0,0,0.0
Brandon Stephens,45644,CB,BLT,3,8,,8.0,3,0,39.6,0,1,0,0,0,0.0
Andrew Van Ginkel,30267,ED,MIA,5,16,,16.0,17,0,39.6,0,1,0,0,0,0.0
Josh Woods,49023,LB,ARZ,3,7,,7.0,1,0,39.6,0,1,0,0,0,0.0
Jessie Bates III,49162,S,ATL,6,23,,11.5,2,1,0.0,0,2,0,0,0,0.0
Jordan Poyer,8000,S,BUF,5,33,33.0,33.0,4,0,118.8,1,1,0,21,3,0.64
Derwin James Jr.,51368,S,LAC,4,32,32.0,32.0,27,0,118.8,1,1,0,15,2,0.47
Nick Scott,49012,S,CIN,6,29,29.0,9.7,7,0,81.9,1,3,1,1,0,0.03
Andre Chachere,51194,S,ARZ,5,29,29.0,9.7,1,0,56.3,1,3,0,19,8,0.66
Patrick Queen,57941,LB,BLT,6,29,29.0,14.5,3,0,58.3,1,2,0,7,4,0.24
Darrick Forrest,55087,S,WAS,5,27,27.0,13.5,32,0,56.3,1,2,0,2,4,0.07
Xavier McKinney,55775,S,NYG,6,27,27.0,27.0,21,0,108.3,1,1,0,10,3,0.37
Justin Reid,49048,S,KC,6,53,26.5,10.6,16,1,12.5,2,5,0,20,19,0.38
Tashaun Gipson Sr.,7288,S,SF,6,47,23.5,15.7,28,0,70.1,2,3,0,6,1,0.13
Kerby Joseph,83239,S,DET,4,46,23.0,6.6,11,0,52.7,2,7,0,43,22,0.93
De'Vondre Campbell,10749,LB,GB,3,23,23.0,11.5,12,0,56.3,1,2,0,5,5,0.22
Arthur Maulet,12224,CB,BLT,4,63,21.0,10.5,3,0,85.4,3,6,0,60,55,0.95
Justin Simmons,10732,S,DEN,4,21,21.0,10.5,10,0,95.8,1,2,1,4,0,0.19
Antoine Winfield Jr.,42475,S,TB,5,21,21.0,10.5,30,0,81.3,1,2,0,18,22,0.86
Zach Cunningham,11812,LB,PHI,5,20,20.0,6.7,24,0,45.1,1,3,0,11,7,0.55
Jordan Whitehead,49196,S,NYJ,6,59,19.7,8.4,22,1,19.6,3,7,0,36,27,0.61
Danny Johnson,49379,S,WAS,1,36,18.0,12.0,32,0,100.7,2,3,0,31,10,0.86
DeShon Elliott,28854,S,MIA,4,18,18.0,9.0,17,0,95.8,1,2,1,1,0,0.06
Cameron Mitchell,97340,CB,CLV,5,34,17.0,17.0,8,0,118.8,2,2,0,39,16,1.15
Parry Nickerson,50511,CB,MIA,2,17,17.0,5.7,17,0,42.4,1,3,0,6,1,0.35
Leighton Vander Esch,50950,LB,DAL,5,17,17.0,17.0,9,0,104.2,1,1,0,9,2,0.53
Patrick Peterson,6157,CB,PIT,5,47,15.7,9.4,25,0,102.1,3,5,0,60,47,1.28
Grant Delpit,60685,S,CLV,5,47,15.7,11.8,8,0,77.1,3,4,0,11,9,0.23
Jalen Mills,10867,S,NE,6,30,15.0,7.5,19,0,59.4,2,4,0,15,17,0.5
