player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Kelvin Beachum,7229,T,ARZ,10,0,1,72.7,3,21,444,100.0,100.0,96.4,2,28,4,479,479,65.2,3,13,173,100.0,100.0,93.6,19,3,186,186
Robert Hainsey,59980,C,TB,10,1,30,64.5,3,12,443,100.0,100.0,98.3,1,15,0,473,473,53.8,2,7,197,100.0,100.0,97.7,9,0,214,214
Shaq Mason,9564,G,TB,10,0,30,71.7,4,5,443,100.0,100.0,99.0,0,9,0,473,473,70.1,2,4,197,100.0,100.0,98.5,6,0,214,214
Tristan Wirfs,64818,T,TB,10,0,30,89.9,1,2,443,100.0,100.0,99.7,1,3,0,473,473,90.0,0,1,197,100.0,100.0,99.7,1,0,214,214
Braden Smith,46794,T,IND,10,1,14,74.1,6,10,426,100.0,100.0,97.2,4,20,4,453,453,74.1,3,8,214,100.0,100.0,96.5,13,2,229,229
Quenton Nelson,12954,G,IND,10,1,14,75.5,1,10,426,100.0,100.0,98.2,4,13,2,453,453,59.8,1,10,214,100.0,100.0,96.5,13,2,229,229
Joe Thuney,10712,G,KC,9,0,16,84.8,3,9,412,100.0,100.0,98.3,0,13,1,445,445,77.5,1,8,175,100.0,100.0,96.9,10,1,192,192
Creed Humphrey,59996,C,KC,9,0,16,76.2,2,10,411,100.0,100.0,98.5,2,12,0,444,444,62.6,1,8,175,100.0,100.0,97.4,9,0,192,192
Orlando Brown Jr.,46227,T,KC,9,1,16,65.2,5,26,411,100.0,100.0,95.7,1,33,2,444,444,67.6,2,17,175,100.0,100.0,93.4,21,2,192,192
Matt Feiler,9289,G,LAC,9,0,27,55.9,1,19,417,100.0,100.0,97.4,1,21,1,435,435,48.1,1,14,215,100.0,100.0,96.0,16,1,225,225
Zion Johnson,99681,G,LAC,9,0,27,47.6,3,16,417,100.0,100.0,97.2,1,21,2,435,435,33.3,3,14,215,100.0,100.0,95.1,19,2,225,225
Charles Leno Jr.,8880,T,WAS,10,0,32,85.1,4,13,404,100.0,100.0,96.7,0,22,5,432,432,74.8,3,11,181,100.0,100.0,93.4,19,5,196,196
Andrew Norwell,9126,G,WAS,10,1,32,54.4,2,14,402,100.0,100.0,97.0,3,20,4,430,430,42.8,1,10,179,100.0,100.0,94.7,15,4,194,194
Andrew Wylie,12333,T,KC,9,3,16,56.8,3,20,386,100.0,100.0,95.5,7,29,6,418,418,58.5,1,14,167,100.0,100.0,93.1,19,4,184,184
Ryan Kelly,10652,C,IND,10,0,14,64.8,2,9,390,100.0,100.0,98.1,0,13,2,413,413,70.7,1,5,189,100.0,100.0,97.4,8,2,203,203
Brian O'Neill,46854,T,MIN,9,0,18,71.6,3,7,382,100.0,100.0,97.9,0,13,3,410,410,68.4,2,6,178,100.0,100.0,96.1,11,3,191,191
Rodger Saffold,5558,G,BUF,9,0,4,52.0,2,19,395,100.0,100.0,97.3,0,21,0,410,410,45.2,2,14,175,100.0,100.0,95.4,16,0,184,184
Ezra Cleveland,41973,G,MIN,9,1,18,46.4,12,13,382,100.0,100.0,95.9,1,28,3,410,410,40.1,7,11,178,100.0,100.0,93.8,20,2,191,191
Ed Ingram,59819,G,MIN,9,1,18,34.2,11,19,382,100.0,100.0,94.2,1,37,7,410,410,23.3,8,15,178,100.0,100.0,90.2,29,6,191,191
Dion Dawkins,11818,T,BUF,9,1,4,78.1,2,13,394,99.7,99.8,97.6,3,17,2,409,410,71.7,2,9,175,100.0,100.0,96.3,12,1,184,184
Connor Williams,46216,C,MIA,10,0,17,68.5,1,6,384,100.0,100.0,99.1,3,7,0,408,408,48.6,1,6,121,100.0,100.0,97.1,7,0,126,126
Garrett Bradbury,46013,C,MIN,9,0,18,65.7,3,12,380,100.0,100.0,97.5,1,17,2,408,408,57.5,2,9,176,100.0,100.0,95.7,13,2,189,189
Cordell Volson,30614,G,CIN,9,1,7,57.0,7,10,383,100.0,100.0,97.0,2,20,3,407,407,73.4,2,4,148,100.0,100.0,97.3,7,1,164,164
Robert Hunt,46139,G,MIA,10,1,17,75.7,1,9,383,100.0,100.0,98.2,2,12,2,407,407,63.0,0,6,120,100.0,100.0,95.8,8,2,125,125
