player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,BLT,12,8,3.5,0,0,3,58.6,76.1,87.5,73.1,67.8,30.1,10.7,3,0,139,141,7.9,11,17
Ndamukong Suh,5527,DI,PHI,4,2,0.8,0,0,24,,67.3,79.8,55.5,71.7,72.5,0.0,0,0,36,38,11.1,4,4
Tyson Alualu,5535,DI,PIT,13,1,2.9,0,0,25,60.0,29.4,30.5,56.7,28.2,38.0,11.1,1,2,116,117,3.4,4,7
Brandon Graham,5538,ED,PHI,13,2,0.7,0,0,24,72.1,91.2,69.7,90.1,83.6,66.9,7.7,1,1,110,113,8.2,9,10
Jason Pierre-Paul,5540,ED,BLT,10,1,2.3,1,0,3,59.9,54.6,51.7,55.0,58.4,70.2,7.7,1,2,121,121,5.8,7,11
Kareem Jackson,5545,S,DEN,13,17,6.6,0,0,10,63.8,66.5,70.8,56.7,71.1,58.1,16.3,8,1,322,343,2.5,8,24
Devin McCourty,5552,S,NE,13,7,11.8,0,0,19,67.8,69.6,86.2,55.5,70.7,85.8,8.0,2,0,315,318,0.6,2,16
Jerry Hughes,5556,ED,HST,13,5,1.6,2,0,13,68.1,73.4,56.4,72.6,59.8,25.7,33.3,7,3,246,246,2.4,6,9
Linval Joseph,5571,DI,PHI,4,5,3.5,0,0,24,60.0,45.9,23.3,59.9,48.0,29.4,22.2,2,1,50,52,2.0,1,2
Carlos Dunlap,5579,ED,KC,13,5,3.1,0,0,16,55.9,64.4,89.3,57.9,71.5,57.9,4.5,1,1,123,127,9.8,12,16
Corey Peters,5607,DI,JAX,8,3,0.8,0,0,15,62.8,60.1,83.4,58.5,56.1,73.6,0.0,0,0,72,73,4.2,3,5
Al Woods,5646,DI,SEA,12,9,1.9,0,0,29,60.5,71.8,64.5,68.6,68.7,57.9,8.3,3,1,191,194,8.9,17,24
Von Miller,6154,ED,BUF,11,1,1.9,0,0,4,74.2,85.8,26.0,81.8,78.8,53.2,15.4,2,4,134,135,7.5,10,10
Patrick Peterson,6157,CB,MIN,13,1,10.0,0,0,18,81.7,79.3,63.6,60.0,60.9,72.6,12.5,1,3,303,309,1.7,5,6
J.J. Watt,6163,DI,ARZ,12,1,0.5,0,0,1,64.0,62.0,39.6,67.8,52.3,48.3,7.7,1,5,172,176,5.8,10,11
Robert Quinn,6166,ED,PHI,12,2,2.4,2,0,24,65.8,41.2,28.0,55.6,34.8,55.0,10.0,1,4,147,150,1.4,2,7
Cameron Jordan,6176,ED,NO,12,10,1.3,0,0,20,84.8,71.5,78.2,54.1,72.1,43.6,16.2,6,1,208,217,7.7,16,21
Cameron Heyward,6183,DI,PIT,13,12,3.0,0,0,25,68.4,88.8,86.5,72.1,79.6,75.0,0.0,0,1,234,240,10.3,24,30
Justin Houston,6222,ED,BLT,10,1,0.3,0,0,3,69.9,75.7,65.0,71.9,67.4,46.9,20.0,1,1,51,54,5.9,3,3
Lawrence Guy,6385,DI,NE,10,15,2.2,0,0,19,62.9,53.2,85.5,54.7,50.6,67.4,2.9,1,0,184,186,8.2,15,18
Chris Harris Jr.,6457,CB,NO,8,2,6.1,0,0,20,47.6,49.9,36.2,68.5,59.5,56.6,0.0,0,4,120,123,1.7,2,7
Josh Bynes,6503,LB,BLT,7,1,4.2,0,0,3,69.9,54.2,80.9,58.5,38.1,62.3,12.5,2,0,121,122,5.0,6,13
Nick Bellore,6515,FB,SEA,3,1,,0,0,29,60.0,80.8,65.9,60.0,74.9,71.7,0.0,0,0,8,8,0.0,0,0
Mario Addison,6558,ED,HST,9,5,2.8,0,0,13,64.1,58.3,87.9,62.4,47.8,64.4,10.0,1,0,114,118,2.6,3,4
Stephon Gilmore,7016,CB,IND,13,1,9.7,0,0,14,79.3,79.5,87.3,,71.6,71.6,7.1,1,2,365,377,0.5,2,12
Fletcher Cox,7018,DI,PHI,13,8,3.0,0,0,24,,56.6,74.1,62.7,49.1,58.4,6.9,2,1,190,193,6.3,12,19
Michael Brockers,7020,DI,DET,6,0,2.3,0,0,11,,51.3,81.3,55.2,50.4,37.2,0.0,0,0,62,62,4.8,3,4
Bruce Irvin,7021,ED,SEA,7,5,2.2,0,0,29,66.5,64.0,39.4,53.8,73.1,45.0,11.1,2,2,148,150,5.4,8,11
Melvin Ingram III,7024,ED,MIA,13,2,1.4,1,0,17,45.3,72.5,4.0,82.4,69.0,35.2,12.5,1,6,109,113,3.7,4,5
Chandler Jones,7027,ED,LV,13,8,2.2,1,1,23,53.5,64.5,66.6,61.5,67.7,40.0,19.4,6,2,236,238,4.7,11,17
Bobby Wagner,7050,LB,LA,13,27,2.8,0,0,26,79.3,90.7,86.7,73.6,91.1,91.1,1.5,1,1,311,323,7.7,24,39
Lavonte David,7060,LB,TB,13,15,3.4,0,0,30,87.8,82.3,61.4,63.3,70.1,70.6,10.6,5,1,330,338,5.8,19,27
Vinny Curry,7061,ED,NYJ,8,3,3.1,0,0,22,60.0,51.3,50.9,57.9,50.2,35.6,23.1,3,1,69,73,7.2,5,7
Casey Hayward Jr.,7064,CB,ATL,6,0,24.0,0,0,2,65.6,64.7,83.4,,55.2,33.7,25.0,1,0,115,119,0.9,1,3
Demario Davis,7079,LB,NO,13,17,4.2,0,0,20,81.3,81.0,66.5,85.6,67.2,54.9,13.2,7,1,344,357,4.9,17,29
Akiem Hicks,7090,DI,TB,7,3,2.4,0,0,30,59.5,58.0,35.6,57.0,63.0,40.7,12.5,2,2,108,110,9.3,10,11
Rodney McLeod,7271,S,IND,13,9,3.5,0,0,14,78.8,73.7,82.1,63.2,59.2,73.5,3.1,1,2,326,338,4.0,13,22
Michael Thomas,7279,S,CIN,1,0,7.0,0,0,7,64.4,58.0,72.5,60.0,49.9,80.6,0.0,0,0,8,8,0.0,0,1
Tashaun Gipson Sr.,7288,S,SF,13,7,8.3,0,0,28,59.0,67.2,88.7,63.5,87.2,91.4,0.0,0,0,258,264,0.8,2,12
Brandon Bolden,7469,HB,LV,1,0,,0,0,23,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Harrison Smith,7641,S,MIN,11,5,10.0,1,0,18,64.3,65.3,88.2,60.0,64.0,78.9,16.0,4,1,238,242,0.8,2,16
Justin Bethel,7654,CB,MIA,4,0,6.3,0,0,17,59.5,56.8,78.8,,44.5,55.8,40.0,2,1,18,21,0.0,0,3
Xavier Rhodes,7806,CB,BUF,2,0,6.0,0,0,4,52.7,51.1,78.7,,44.8,37.6,50.0,1,0,22,22,0.0,0,1
Darius Slay,7817,CB,PHI,13,3,13.7,0,0,24,80.4,76.4,86.3,,48.4,64.8,13.3,2,2,263,269,1.1,3,10
