player_id,team,opp,pos,name,fpts,proj_own,opto_pct,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1694,,,G,Ben Taylor,34.21,0.31,1.17,30.09,61,20.5,0,0,6100,,35024,1694
1496,,,G,Scottie Scheffler,84.31,23.5,20.38,94.77,104,64.5,0,0,11600,,35127,1496
1023,,,G,Jorge Campillo,44.32,0.52,1.20,47.95,71.5,23,0,0,6700,,36632,1023
1298,,,G,Justin Walters,44.21,0.77,2.13,27.54,72,22.5,0,0,6100,,36710,1298
2024,,,G,Max Homa,70.3,10.1,16.18,84.8,92,29.65,0,0,8800,,36137,2024
703406,,,G,Seonghyeon Kim,45.48,1.4,1.23,41.44,73.5,23.5,0,0,6700,,2316733,703406
99,,,G,Nicolas Colsaerts,28.54,0.2,1.23,9.63,34.5,18,0,0,6000,,35266,99
1760,,,G,Tom Hoge,44.21,0.63,1.60,50.39,71.5,23,0,0,6900,,34888,1760
671066,,,G,Kevin Yu,52.45,6.4,3.83,58.74,79,25,0,0,6800,,382261,671066
1101,,,G,Eddie Pepperell,39.63,0.56,0.80,34.42,68,22,0,0,6800,,37142,1101
1156,,,G,Thriston Lawrence,44.7,1.2,1.33,49.3,72,23,0,0,6800,,3600388,1156
696565,,,G,Daniel Hillier,45.04,1.6,1.43,46.58,73.5,23,0,0,6900,,1074853,696565
1860,,,G,Corey Conners,63.81,13.8,13.69,74.77,87.5,28,0,0,8000,,37123,1860
700009,,,G,Tom Kim,62.8,7.8,8.92,73.3,86,28,0,0,8500,,2203377,700009
696566,,,G,Brandon Wu,49.86,2.8,2.70,56.68,76.5,24.5,0,0,7100,,1074861,696566
1421,,,G,Bio Kim,32.61,0.68,1.93,30.83,57.5,19.5,0,0,6000,,36670,1421
1356,,,G,Tyrrell Hatton,78.13,19,20.58,91.05,98,54,0,0,9600,,35279,1356
1125,,,G,Adrian Otaegui,46.87,0.95,2.16,41.76,74.5,23.5,0,0,7000,,36688,1125
404847,,,G,Sahith Theegala,54.03,8.6,3.93,68.98,80.5,25,0,0,7600,,37149,404847
1048,,,G,Ryan Fox,57.93,10.6,7.63,68.26,83.5,26,0,0,7500,,36650,1048
670431,,,G,Harrison Endycott,36.2,0.3,1.40,30.41,63.5,21,0,0,6100,,3803322,670431
670464,,,G,Robert Macintyre,54.76,10.7,4.56,62.57,81,25.5,0,0,7400,,1156742,670464
1961,,,G,Scott Stallings,41.63,0.5,1.37,35.46,69.5,22.5,0,0,6400,,34999,1961
