Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3865903335,ScottitosBurritos,960,48.820004,QB Jared Goff RB Tony Pollard RB Joe Mixon WR Amon-Ra St. Brown WR Marquez Valdes-Scantling WR Jerry Jeudy TE Sam LaPorta FLEX Brandon Aiyuk BN Gabe Davis BN James Conner BN Alexander Mattison BN Russell Wilson BN Greg Dulcich BN Jeff Wilson Jr. BN C.J. Stroud BN Nico Collins BN Michael Gallup BN Robert Woods BN Luke Schoonmaker BN Darius Slayton,,Amon-Ra St. Brown,WR,8.33%,19.1
2,3865913326,StellarPropellers,1080,20.94,QB Patrick Mahomes RB Aaron Jones RB Miles Sanders WR Skyy Moore WR Tyreek Hill WR Mike Williams TE Mark Andrews FLEX Alvin Kamara BN AJ Dillon BN Samaje Perine BN Jakobi Meyers BN Roschon Johnson BN Kendre Miller BN Devin Singletary BN Rondale Moore BN Hayden Hurst BN Van Jefferson BN Jelani Woods BN Baker Mayfield BN Ryan Tannehill,,Tony Pollard,RB,8.33%,0
3,3865929395,DeepSeaMike,1140,13.4,QB Jalen Hurts RB David Montgomery RB Najee Harris WR Justin Jefferson WR DeVonta Smith WR Diontae Johnson TE Dallas Goedert FLEX D'Andre Swift BN Elijah Moore BN Dawson Knox BN Zay Jones BN Raheem Mostert BN Romeo Doubs BN Tyjae Spears BN Kenny Pickett BN Isaiah Likely BN Jayden Reed BN Hunter Henry BN Quez Watkins BN Ty Chandler,,Jerry Jeudy,WR,8.33%,0
4,3865921012,buggy22,1020,13.299999,QB Dak Prescott RB Isiah Pacheco RB Clyde Edwards-Helaire WR A.J. Brown WR DJ Moore WR Tyler Lockett TE Jake Ferguson FLEX Austin Ekeler BN Travis Etienne Jr. BN George Pickens BN Tyler Boyd BN Antonio Gibson BN Trey Lance BN DJ Chark Jr. BN Ezekiel Elliott BN Kareem Hunt BN Isaiah Hodgins BN Tyler Conklin BN Mac Jones BN Zach Ertz,,Brandon Aiyuk,WR,8.33%,0
5,3865929030,sneakusbeakus,1140,11.6,QB Justin Fields RB Bijan Robinson RB Javonte Williams WR Rashee Rice WR Garrett Wilson WR Amari Cooper TE David Njoku FLEX Jaxon Smith-Njigba BN Jahan Dotson BN James Cook BN Geno Smith BN Anthony Richardson BN Chig Okonkwo BN Juwan Johnson BN Kenneth Gainwell BN Josh Downs BN Khalil Shakir BN Tyquan Thornton BN Deon Jackson BN Calvin Austin III,,Joe Mixon,RB,8.33%,0
6,3865929222,mikeymcd7,1140,8,QB Justin Herbert RB Jahmyr Gibbs RB Jonathan Taylor WR Davante Adams WR CeeDee Lamb WR Brandin Cooks TE Dalton Kincaid FLEX Breece Hall BN Zach Charbonnet BN Quentin Johnston BN Rashod Bateman BN Kyler Murray BN Jaylen Warren BN Michael Mayer BN Gerald Everett BN Jimmy Garoppolo BN Hunter Renfrow BN Marvin Mims Jr. BN Joshua Kelley BN Michael Wilson,,Gabe Davis,FLEX,8.33%,0
7,3865913466,mybabywendy,1080,2.6,QB Lamar Jackson RB Derrick Henry RB Damien Harris WR Richie James Jr. WR Kadarius Toney WR Cooper Kupp TE Darren Waller FLEX Christian Kirk BN Michael Pittman Jr. BN Tua Tagovailoa BN Courtland Sutton BN Dalton Schultz BN K.J. Osborn BN Taysom Hill BN Joshua Palmer BN Curtis Samuel BN Desmond Ridder BN Deuce Vaughn BN Jalen Tolbert BN Cedrick Wilson Jr.,,James Conner,BN,8.33%,0
8,3865929280,Taiboar,1140,2,QB Trevor Lawrence RB Jerick McKinnon RB Christian McCaffrey WR Calvin Ridley WR Terry McLaurin WR Michael Thomas TE George Kittle FLEX Josh Jacobs BN Cam Akers BN Pat Freiermuth BN Zay Flowers BN Derek Carr BN Jalin Hyatt BN Tyler Higbee BN Matthew Stafford BN Chase Claypool BN Jerome Ford BN DeVante Parker BN Tutu Atwell BN Puka Nacua,,Alexander Mattison,BN,8.33%,0
9,3865903593,Freshboiswag313,1080,1.8,QB Josh Allen RB Dameon Pierce RB Tyler Allgeier WR Marvin Jones Jr. WR Stefon Diggs WR Deebo Samuel TE Evan Engram FLEX DeAndre Hopkins BN Deshaun Watson BN Odell Beckham Jr. BN JuJu Smith-Schuster BN Jamaal Williams BN Cole Kmet BN Alec Pierce BN Leonard Fournette BN Chase Brown BN Mecole Hardman Jr. BN Chuba Hubbard BN Gus Edwards BN Matt Breida,,Jared Goff,QB,8.33%,14.02
10,3865903503,doktoru1981,1140,1.6,QB Kirk Cousins RB Rachaad White RB Brian Robinson Jr. WR Justyn Ross WR Ja'Marr Chase WR Chris Olave TE T.J. Hockenson FLEX Tee Higgins BN Christian Watson BN Jordan Addison BN Elijah Mitchell BN De'Von Achane BN Jordan Love BN Bryce Young BN Rashid Shaheed BN Jonathan Mingo BN Tank Bigsby BN Mike Gesicki BN Noah Fant BN Terrace Marshall Jr.,,Russell Wilson,BN,8.33%,0
