Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3892311689,DeepSeaMike,1020,26.7,QB Justin Herbert RB David Montgomery RB Dalvin Cook WR Marquez Valdes-Scantling WR Justin Watson WR Cooper Kupp TE Juwan Johnson FLEX A.J. Brown BN Davante Adams BN Dameon Pierce BN James Cook BN Rashod Bateman BN Khalil Herbert BN Darnell Mooney BN Tyler Higbee BN Matthew Stafford BN Hunter Henry BN Kyren Williams BN Kendrick Bourne BN Salvon Ahmed,,Justin Jefferson,WR,8.33%,0
2,3892317729,Squatchy42,1080,20.54,QB Patrick Mahomes RB Jonathan Taylor RB Breece Hall WR Keenan Allen WR Chris Godwin WR Treylon Burks TE Travis Kelce FLEX Brandin Cooks BN James Conner BN Odell Beckham Jr. BN Elijah Mitchell BN D'Onta Foreman BN Josh Downs BN Isaiah Hodgins BN Cordarrelle Patterson BN Brock Purdy BN Mac Jones BN Luke Musgrave BN Cade Otton BN Puka Nacua,,Josh Jacobs,RB,8.33%,0
3,3892303346,sexual_harrisment,1020,19.5,QB Jalen Hurts RB Joe Mixon RB Alexander Mattison WR Amon-Ra St. Brown WR Skyy Moore WR Gabe Davis TE Darren Waller FLEX Courtland Sutton BN Daniel Jones BN AJ Dillon BN Dalton Schultz BN Adam Thielen BN Michael Gallup BN Kareem Hunt BN Hunter Renfrow BN Chuba Hubbard BN Jayden Reed BN Noah Fant BN Deon Jackson BN Joshua Dobbs,,Calvin Ridley,WR,8.33%,0
4,3892311708,al37t,1080,17.7,QB Jordan Love RB Saquon Barkley RB Nick Chubb WR Rashee Rice WR Deebo Samuel WR Amari Cooper TE Noah Gray FLEX Miles Sanders BN Michael Pittman Jr. BN J.K. Dobbins BN Jahan Dotson BN David Njoku BN Pat Freiermuth BN Roschon Johnson BN C.J. Stroud BN Joshua Palmer BN Kenny Pickett BN Deuce Vaughn BN Ryan Tannehill BN Michael Wilson,,Najee Harris,RB,8.33%,0
5,3892317735,NateDoggyDog32,1020,16.02,QB Jared Goff RB Jerick McKinnon RB Kenneth Walker III WR Ja'Marr Chase WR Jaylen Waddle WR DeVonta Smith TE Chig Okonkwo FLEX Christian Watson BN Jaxon Smith-Njigba BN Tua Tagovailoa BN Jordan Addison BN Jameson Williams BN Brian Robinson Jr. BN Jeff Wilson Jr. BN Kendre Miller BN Curtis Samuel BN Trey McBride BN Sam Howell BN Tyler Conklin BN Pierre Strong Jr.,,T.J. Hockenson,TE,8.33%,0
6,3892311487,SwedishEagles,1020,11.400001,QB Deshaun Watson RB Jahmyr Gibbs RB Austin Ekeler WR Marvin Jones Jr. WR Richie James Jr. WR DJ Moore TE Kyle Pitts FLEX Derrick Henry BN DeAndre Hopkins BN Michael Thomas BN Zay Flowers BN Geno Smith BN Cole Kmet BN Zay Jones BN DJ Chark Jr. BN Tyjae Spears BN Kenneth Gainwell BN Michael Mayer BN Desmond Ridder BN Evan Hull,,Mike Evans,WR,8.33%,0
7,3892303354,dmac910-63,1140,9.4,QB Josh Allen RB Isiah Pacheco RB Rachaad White WR Stefon Diggs WR Tee Higgins WR Terry McLaurin TE Dalton Kincaid FLEX Diontae Johnson BN Joe Burrow BN Rashaad Penny BN Tyler Boyd BN Bryce Young BN Raheem Mostert BN Rashid Shaheed BN Wan'Dale Robinson BN Jonathan Mingo BN Irv Smith Jr. BN Isaiah Likely BN DeVante Parker BN Chase Edmonds,,Javonte Williams,FLEX,8.33%,0
8,3892317701,WinterScrubs,1140,8.9,QB Justin Fields RB Bijan Robinson RB Rhamondre Stevenson WR Garrett Wilson WR Brandon Aiyuk WR Tyler Lockett TE Sam LaPorta FLEX Evan Engram BN Tyler Allgeier BN Anthony Richardson BN Kyler Murray BN De'Von Achane BN Nico Collins BN Rondale Moore BN Tank Bigsby BN Chase Claypool BN Tank Dell BN Zamir White BN Joshua Kelley BN Randall Cobb,,Kirk Cousins,QB,8.33%,0
9,3892294463,tdunne09,1080,4.9,QB Lamar Jackson RB Clyde Edwards-Helaire RB Aaron Jones WR Kadarius Toney WR Tyreek Hill WR George Pickens TE Mark Andrews FLEX Dallas Goedert BN Cam Akers BN Marquise Brown BN Zach Charbonnet BN JuJu Smith-Schuster BN K.J. Osborn BN Derek Carr BN Donovan Peoples-Jones BN Devin Singletary BN Gus Edwards BN Robert Woods BN Baker Mayfield BN Trey Palmer,,Russell Wilson,BN,8.33%,0
10,3892303137,10footballguy10,1140,1.6,QB Aaron Rodgers RB Christian McCaffrey RB Travis Etienne Jr. WR Justyn Ross WR Chris Olave WR Mike Williams TE George Kittle FLEX Jerry Jeudy BN Alvin Kamara BN Jamaal Williams BN Allen Lazard BN Romeo Doubs BN Taysom Hill BN Alec Pierce BN Ezekiel Elliott BN Jimmy Garoppolo BN Chase Brown BN Mecole Hardman Jr. BN John Metchie III BN Van Jefferson,,Antonio Gibson,BN,8.33%,0
11,3892294422,ajimithing,1200,0,QB Kirk Cousins RB Josh Jacobs RB Najee Harris WR Justin Jefferson WR Calvin Ridley WR Mike Evans TE T.J. Hockenson FLEX Javonte Williams BN Russell Wilson BN Antonio Gibson BN Jalin Hyatt BN Greg Dulcich BN Jaylen Warren BN Gerald Everett BN Mike Gesicki BN Marvin Mims Jr. BN Parris Campbell BN Darius Slayton BN Greg Dortch BN Zack Moss,,Jalin Hyatt,BN,8.33%,0
11,3892311679,jsavoy17,1200,0,QB Trevor Lawrence RB Tony Pollard RB D'Andre Swift WR CeeDee Lamb WR DK Metcalf WR Drake London TE Dawson Knox FLEX Christian Kirk BN Dak Prescott BN Quentin Johnston BN Damien Harris BN Elijah Moore BN Samaje Perine BN Jakobi Meyers BN Jake Ferguson BN Hayden Hurst BN Jerome Ford BN Deonte Harty BN Tutu Atwell BN Ty Chandler,,Greg Dulcich,BN,8.33%,0
,,,,,,,Jaylen Warren,BN,8.33%,0
,,,,,,,Gerald Everett,BN,8.33%,0
,,,,,,,Mike Gesicki,BN,8.33%,0
,,,,,,,Marvin Mims Jr.,BN,8.33%,0
,,,,,,,Parris Campbell,BN,8.33%,0
,,,,,,,Darius Slayton,BN,8.33%,0
,,,,,,,Greg Dortch,BN,8.33%,0
,,,,,,,Zack Moss,BN,8.33%,0
,,,,,,,Tyreek Hill,WR,8.33%,0
,,,,,,,Mark Andrews,TE,8.33%,0
,,,,,,,Lamar Jackson,QB,8.33%,0
,,,,,,,Aaron Jones,RB,8.33%,0
,,,,,,,Dallas Goedert,FLEX,8.33%,0
,,,,,,,George Pickens,WR,8.33%,0
,,,,,,,Cam Akers,RB,8.33%,0
,,,,,,,Marquise Brown,WR,8.33%,0
,,,,,,,Kadarius Toney,BN,8.33%,1
,,,,,,,Zach Charbonnet,BN,8.33%,0
,,,,,,,JuJu Smith-Schuster,BN,8.33%,0
,,,,,,,K.J. Osborn,BN,8.33%,0
