Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3866543678,nick.mccallum,960,30,QB Deshaun Watson RB Jerick McKinnon RB Nick Chubb WR Amon-Ra St. Brown WR DJ Moore WR Brandon Aiyuk TE Sam LaPorta FLEX Joe Mixon BN James Cook BN Jameson Williams BN Anthony Richardson BN Romeo Doubs BN Juwan Johnson BN Jaylen Warren BN Chase Brown BN John Metchie III BN Isaiah Likely BN Desmond Ridder BN Zamir White BN JaMycal Hasty,,Austin Ekeler,RB,8.33%,0
2,3866532382,RiskyTrubisky,1080,27.34,QB Patrick Mahomes RB Austin Ekeler RB Breece Hall WR Marquez Valdes-Scantling WR Amari Cooper WR Odell Beckham Jr. TE Mark Andrews FLEX Miles Sanders BN Dameon Pierce BN Dak Prescott BN Zay Flowers BN Geno Smith BN JuJu Smith-Schuster BN Tyler Allgeier BN Jakobi Meyers BN D'Onta Foreman BN Trey McBride BN Jayden Reed BN Mac Jones BN Hunter Henry,,Patrick Mahomes,QB,8.33%,20.54
3,3866543529,silkdawilk,1080,23.42,QB Jared Goff RB Isiah Pacheco RB Rachaad White WR Tyreek Hill WR Jaylen Waddle WR Tee Higgins TE Chig Okonkwo FLEX Jerry Jeudy BN Chris Godwin BN Tua Tagovailoa BN Brian Robinson Jr. BN Rashid Shaheed BN Nico Collins BN Rondale Moore BN Isaiah Hodgins BN Sam Howell BN Gus Edwards BN DeVante Parker BN Ty Chandler BN Durham Smythe,,Breece Hall,RB,8.33%,0
4,3866560084,shaunej36,1080,15.2,QB Lamar Jackson RB David Montgomery RB Jonathan Taylor WR Marvin Jones Jr. WR Cooper Kupp WR Michael Thomas TE T.J. Hockenson FLEX D'Andre Swift BN Cam Akers BN David Njoku BN Damien Harris BN Derek Carr BN Darnell Mooney BN Jalin Hyatt BN Raheem Mostert BN Alec Pierce BN DJ Chark Jr. BN Josh Downs BN Mike Gesicki BN Ryan Tannehill,,Mark Andrews,TE,8.33%,0
5,3866532440,stockwiz65,1080,13.6,QB Jalen Hurts RB Saquon Barkley RB Zach Charbonnet WR Josh Reynolds WR Justyn Ross WR Drake London TE Greg Dulcich FLEX Terry McLaurin BN George Pickens BN Brandin Cooks BN Khalil Herbert BN Alexander Mattison BN AJ Dillon BN Russell Wilson BN Tyler Higbee BN Kenneth Gainwell BN Jimmy Garoppolo BN Hunter Renfrow BN Laviska Shenault Jr. BN Jordan Mason,,Amari Cooper,WR,8.33%,0
6,3866550249,DeepSeaMike,1140,11.6,QB Justin Herbert RB Kenneth Walker III RB Travis Etienne Jr. WR Rashee Rice WR A.J. Brown WR CeeDee Lamb TE Dalton Kincaid FLEX DeAndre Hopkins BN Jordan Addison BN Kirk Cousins BN Quentin Johnston BN Elijah Mitchell BN Antonio Gibson BN Ezekiel Elliott BN Devin Singletary BN Joshua Palmer BN Jake Ferguson BN Irv Smith Jr. BN Parris Campbell BN Darius Slayton,,Miles Sanders,BN,8.33%,0
7,3866532506,WVUTommygun,1080,9,QB Joe Burrow RB Jahmyr Gibbs RB Josh Jacobs WR Kadarius Toney WR Stefon Diggs WR Garrett Wilson TE Kyle Pitts FLEX Marquise Brown BN Gabe Davis BN Rashaad Penny BN Samaje Perine BN Cole Kmet BN Roschon Johnson BN Michael Gallup BN Tank Bigsby BN Brock Purdy BN Baker Mayfield BN Jerome Ford BN Luke Musgrave BN Calvin Austin III,,Dameon Pierce,FLEX,8.33%,0
8,3866543650,younghoe,1080,3.9,QB Daniel Jones RB Clyde Edwards-Helaire RB Najee Harris WR Davante Adams WR DK Metcalf WR Christian Watson TE Travis Kelce FLEX Evan Engram BN James Conner BN Jahan Dotson BN Jamaal Williams BN K.J. Osborn BN Jordan Love BN Michael Mayer BN Gerald Everett BN Deuce Vaughn BN Tank Dell BN Deon Jackson BN Trey Palmer BN A.T. Perry,,Dak Prescott,BN,8.33%,0
9,3866543667,cwdc,1080,1.6,QB Aaron Rodgers RB Bijan Robinson RB Rhamondre Stevenson WR Richie James Jr. WR Deebo Samuel WR Keenan Allen TE George Kittle FLEX Michael Pittman Jr. BN Diontae Johnson BN Alvin Kamara BN Elijah Moore BN Allen Lazard BN Dawson Knox BN Kendre Miller BN Tyjae Spears BN Matthew Stafford BN Leonard Fournette BN Marvin Mims Jr. BN Tyler Conklin BN Van Jefferson,,Odell Beckham Jr.,WR,8.33%,0
10,3866543520,ScottitosBurritos,1140,0.4,QB Trevor Lawrence RB Christian McCaffrey RB Dalvin Cook WR Skyy Moore WR Chris Olave WR Calvin Ridley TE Dalton Schultz FLEX Mike Williams BN J.K. Dobbins BN Mike Evans BN Rashod Bateman BN Tyler Boyd BN Zay Jones BN Bryce Young BN Jeff Wilson Jr. BN C.J. Stroud BN Jonathan Mingo BN Hayden Hurst BN Chuba Hubbard BN Cade Otton,,Zay Flowers,WR,8.33%,0
11,3866532492,Jovan_23,1140,0,QB Josh Allen RB Derrick Henry RB Aaron Jones WR Justin Jefferson WR Tyler Lockett WR Treylon Burks TE Darren Waller FLEX Javonte Williams BN Courtland Sutton BN Pat Freiermuth BN Kyler Murray BN De'Von Achane BN Adam Thielen BN Kenny Pickett BN Kareem Hunt BN Mecole Hardman Jr. BN Noah Fant BN Allen Robinson II BN James Robinson BN Devin Duvernay,,Geno Smith,BN,8.33%,0
11,3866560093,Babs2109,1140,0,QB Justin Fields RB Tony Pollard RB Michael Carter WR Ja'Marr Chase WR DeVonta Smith WR Christian Kirk TE Dallas Goedert FLEX Jaxon Smith-Njigba BN Donovan Peoples-Jones BN Taysom Hill BN Curtis Samuel BN Tom Brady BN Jameis Winston BN Trenton Irwin BN Joe Reed BN Spencer Brown BN Jamison Crowder BN Kwamie Lassiter II BN Willie Snead IV BN Shaq Davis,,JuJu Smith-Schuster,BN,8.33%,0
,,,,,,,Tyler Allgeier,BN,8.33%,0
,,,,,,,Jakobi Meyers,BN,8.33%,0
,,,,,,,D'Onta Foreman,BN,8.33%,0
,,,,,,,Marquez Valdes-Scantling,BN,8.33%,6.8
,,,,,,,Trey McBride,BN,8.33%,0
,,,,,,,Jayden Reed,BN,8.33%,0
,,,,,,,Mac Jones,BN,8.33%,0
,,,,,,,Hunter Henry,BN,8.33%,0
,,,,,,,Saquon Barkley,RB,8.33%,0
,,,,,,,Jalen Hurts,QB,8.33%,0
,,,,,,,Drake London,WR,8.33%,0
,,,,,,,Terry McLaurin,WR,8.33%,0
,,,,,,,George Pickens,WR,8.33%,0
,,,,,,,Brandin Cooks,BN,8.33%,0
,,,,,,,Zach Charbonnet,BN,8.33%,0
,,,,,,,Khalil Herbert,FLEX,8.33%,0
,,,,,,,Alexander Mattison,RB,8.33%,0
,,,,,,,AJ Dillon,BN,8.33%,0
,,,,,,,Russell Wilson,BN,8.33%,0
,,,,,,,Greg Dulcich,BN,8.33%,0
,,,,,,,Tyler Higbee,TE,8.33%,0
,,,,,,,Kenneth Gainwell,BN,8.33%,0
,,,,,,,Jimmy Garoppolo,BN,8.33%,0
,,,,,,,Hunter Renfrow,BN,8.33%,0
,,,,,,,Justyn Ross,BN,8.33%,1.6
,,,,,,,Josh Reynolds,BN,8.33%,12
,,,,,,,Laviska Shenault Jr.,BN,8.33%,0
,,,,,,,Jordan Mason,BN,8.33%,0
,,,,,,,Justin Jefferson,WR,8.33%,0
,,,,,,,Josh Allen,QB,8.33%,0
,,,,,,,Derrick Henry,RB,8.33%,0
,,,,,,,Aaron Jones,RB,8.33%,0
,,,,,,,Tyler Lockett,WR,8.33%,0
,,,,,,,Darren Waller,TE,8.33%,0
,,,,,,,Treylon Burks,BN,8.33%,0
,,,,,,,Javonte Williams,FLEX,8.33%,0
,,,,,,,Courtland Sutton,WR,8.33%,0
,,,,,,,Pat Freiermuth,BN,8.33%,0
,,,,,,,Kyler Murray,BN,8.33%,0
,,,,,,,De'Von Achane,BN,8.33%,0
,,,,,,,Adam Thielen,BN,8.33%,0
,,,,,,,Kenny Pickett,BN,8.33%,0
,,,,,,,Kareem Hunt,BN,8.33%,0
,,,,,,,Mecole Hardman Jr.,BN,8.33%,0
,,,,,,,Noah Fant,BN,8.33%,0
,,,,,,,Allen Robinson II,BN,8.33%,0
,,,,,,,James Robinson,BN,8.33%,0
,,,,,,,Devin Duvernay,BN,8.33%,0
,,,,,,,Stefon Diggs,WR,8.33%,0
,,,,,,,Garrett Wilson,WR,8.33%,0
,,,,,,,Josh Jacobs,RB,8.33%,0
,,,,,,,Joe Burrow,QB,8.33%,0
,,,,,,,Jahmyr Gibbs,RB,8.33%,8
,,,,,,,Kyle Pitts,TE,8.33%,0
,,,,,,,Marquise Brown,FLEX,8.33%,0
,,,,,,,Kadarius Toney,BN,8.33%,1
,,,,,,,Gabe Davis,WR,8.33%,0
,,,,,,,Rashaad Penny,BN,8.33%,0
,,,,,,,Samaje Perine,BN,8.33%,0
,,,,,,,Cole Kmet,BN,8.33%,0
,,,,,,,Roschon Johnson,BN,8.33%,0
,,,,,,,Michael Gallup,BN,8.33%,0
,,,,,,,Tank Bigsby,BN,8.33%,0
,,,,,,,Brock Purdy,BN,8.33%,0
,,,,,,,Baker Mayfield,BN,8.33%,0
,,,,,,,Jerome Ford,BN,8.33%,0
,,,,,,,Luke Musgrave,BN,8.33%,0
,,,,,,,Calvin Austin III,BN,8.33%,0
,,,,,,,Christian McCaffrey,RB,8.33%,0
,,,,,,,Chris Olave,WR,8.33%,0
,,,,,,,Calvin Ridley,WR,8.33%,0
,,,,,,,Mike Williams,WR,8.33%,0
,,,,,,,Trevor Lawrence,QB,8.33%,0
,,,,,,,Dalvin Cook,BN,8.33%,0
,,,,,,,J.K. Dobbins,RB,8.33%,0
,,,,,,,Mike Evans,FLEX,8.33%,0
,,,,,,,Rashod Bateman,BN,8.33%,0
,,,,,,,Dalton Schultz,TE,8.33%,0
,,,,,,,Skyy Moore,BN,8.33%,0.4
,,,,,,,Tyler Boyd,BN,8.33%,0
,,,,,,,Zay Jones,BN,8.33%,0
,,,,,,,Bryce Young,BN,8.33%,0
,,,,,,,Jeff Wilson Jr.,BN,8.33%,0
,,,,,,,C.J. Stroud,BN,8.33%,0
,,,,,,,Jonathan Mingo,BN,8.33%,0
,,,,,,,Hayden Hurst,BN,8.33%,0
,,,,,,,Chuba Hubbard,BN,8.33%,0
,,,,,,,Cade Otton,BN,8.33%,0
,,,,,,,Tyreek Hill,WR,8.33%,0
,,,,,,,Jaylen Waddle,WR,8.33%,0
,,,,,,,Tee Higgins,WR,8.33%,0
,,,,,,,Jerry Jeudy,FLEX,8.33%,0
,,,,,,,Chris Godwin,BN,8.33%,0
,,,,,,,Isiah Pacheco,RB,8.33%,9.4
,,,,,,,Rachaad White,RB,8.33%,0
,,,,,,,Tua Tagovailoa,QB,8.33%,0
,,,,,,,Jared Goff,BN,8.33%,14.02
,,,,,,,Brian Robinson Jr.,BN,8.33%,0
,,,,,,,Chig Okonkwo,TE,8.33%,0
,,,,,,,Rashid Shaheed,BN,8.33%,0
,,,,,,,Nico Collins,BN,8.33%,0
,,,,,,,Rondale Moore,BN,8.33%,0
,,,,,,,Isaiah Hodgins,BN,8.33%,0
,,,,,,,Sam Howell,BN,8.33%,0
,,,,,,,Gus Edwards,BN,8.33%,0
,,,,,,,DeVante Parker,BN,8.33%,0
,,,,,,,Ty Chandler,BN,8.33%,0
,,,,,,,Durham Smythe,BN,8.33%,0
,,,,,,,Travis Kelce,TE,8.33%,0
,,,,,,,Davante Adams,WR,8.33%,0
,,,,,,,DK Metcalf,WR,8.33%,0
,,,,,,,Najee Harris,RB,8.33%,0
,,,,,,,Christian Watson,WR,8.33%,0
,,,,,,,Evan Engram,BN,8.33%,0
,,,,,,,Daniel Jones,QB,8.33%,0
,,,,,,,James Conner,RB,8.33%,0
,,,,,,,Jahan Dotson,FLEX,8.33%,0
,,,,,,,Jamaal Williams,BN,8.33%,0
,,,,,,,K.J. Osborn,BN,8.33%,0
,,,,,,,Jordan Love,BN,8.33%,0
,,,,,,,Michael Mayer,BN,8.33%,0
,,,,,,,Gerald Everett,BN,8.33%,0
,,,,,,,Clyde Edwards-Helaire,BN,8.33%,3.9
,,,,,,,Deuce Vaughn,BN,8.33%,0
,,,,,,,Tank Dell,BN,8.33%,0
,,,,,,,Deon Jackson,BN,8.33%,0
,,,,,,,Trey Palmer,BN,8.33%,0
,,,,,,,A.T. Perry,BN,8.33%,0
,,,,,,,Bijan Robinson,RB,8.33%,0
,,,,,,,Rhamondre Stevenson,RB,8.33%,0
,,,,,,,Deebo Samuel,WR,8.33%,0
,,,,,,,George Kittle,TE,8.33%,0
,,,,,,,Keenan Allen,WR,8.33%,0
,,,,,,,Michael Pittman Jr.,FLEX,8.33%,0
,,,,,,,Diontae Johnson,WR,8.33%,0
,,,,,,,Alvin Kamara,BN,8.33%,0
,,,,,,,Aaron Rodgers,QB,8.33%,0
,,,,,,,Elijah Moore,BN,8.33%,0
,,,,,,,Allen Lazard,BN,8.33%,0
,,,,,,,Dawson Knox,BN,8.33%,0
,,,,,,,Kendre Miller,BN,8.33%,0
,,,,,,,Tyjae Spears,BN,8.33%,0
,,,,,,,Matthew Stafford,BN,8.33%,0
,,,,,,,Leonard Fournette,BN,8.33%,0
,,,,,,,Marvin Mims Jr.,BN,8.33%,0
,,,,,,,Tyler Conklin,BN,8.33%,0
,,,,,,,Van Jefferson,BN,8.33%,0
,,,,,,,Richie James Jr.,BN,8.33%,1.6
,,,,,,,Amon-Ra St. Brown,WR,8.33%,19.1
,,,,,,,Nick Chubb,RB,8.33%,0
,,,,,,,DJ Moore,WR,8.33%,0
,,,,,,,Brandon Aiyuk,WR,8.33%,0
,,,,,,,Deshaun Watson,QB,8.33%,0
,,,,,,,Joe Mixon,RB,8.33%,0
,,,,,,,James Cook,FLEX,8.33%,0
,,,,,,,Jameson Williams,BN,8.33%,0
,,,,,,,Anthony Richardson,BN,8.33%,0
,,,,,,,Romeo Doubs,BN,8.33%,0
,,,,,,,Juwan Johnson,BN,8.33%,0
,,,,,,,Jaylen Warren,BN,8.33%,0
,,,,,,,Chase Brown,BN,8.33%,0
,,,,,,,John Metchie III,BN,8.33%,0
,,,,,,,Sam LaPorta,TE,8.33%,8.9
,,,,,,,Isaiah Likely,BN,8.33%,0
,,,,,,,Desmond Ridder,BN,8.33%,0
,,,,,,,Jerick McKinnon,BN,8.33%,2
,,,,,,,Zamir White,BN,8.33%,0
,,,,,,,JaMycal Hasty,BN,8.33%,0
,,,,,,,A.J. Brown,WR,8.33%,0
,,,,,,,CeeDee Lamb,WR,8.33%,0
,,,,,,,Kenneth Walker III,RB,8.33%,0
,,,,,,,Travis Etienne Jr.,RB,8.33%,0
,,,,,,,DeAndre Hopkins,WR,8.33%,0
,,,,,,,Justin Herbert,QB,8.33%,0
,,,,,,,Jordan Addison,BN,8.33%,0
,,,,,,,Kirk Cousins,BN,8.33%,0
,,,,,,,Quentin Johnston,FLEX,8.33%,0
,,,,,,,Elijah Mitchell,BN,8.33%,0
,,,,,,,Antonio Gibson,BN,8.33%,0
,,,,,,,Dalton Kincaid,TE,8.33%,0
,,,,,,,Ezekiel Elliott,BN,8.33%,0
,,,,,,,Devin Singletary,BN,8.33%,0
,,,,,,,Joshua Palmer,BN,8.33%,0
,,,,,,,Rashee Rice,BN,8.33%,11.6
,,,,,,,Jake Ferguson,BN,8.33%,0
,,,,,,,Irv Smith Jr.,BN,8.33%,0
,,,,,,,Parris Campbell,BN,8.33%,0
,,,,,,,Darius Slayton,BN,8.33%,0
,,,,,,,Cooper Kupp,WR,8.33%,0
,,,,,,,Jonathan Taylor,RB,8.33%,0
,,,,,,,Lamar Jackson,QB,8.33%,0
,,,,,,,T.J. Hockenson,TE,8.33%,0
,,,,,,,D'Andre Swift,FLEX,8.33%,0
,,,,,,,David Montgomery,BN,8.33%,13.4
,,,,,,,Cam Akers,RB,8.33%,0
,,,,,,,David Njoku,BN,8.33%,0
,,,,,,,Michael Thomas,WR,8.33%,0
,,,,,,,Damien Harris,BN,8.33%,0
,,,,,,,Derek Carr,BN,8.33%,0
,,,,,,,Darnell Mooney,BN,8.33%,0
,,,,,,,Jalin Hyatt,BN,8.33%,0
,,,,,,,Raheem Mostert,BN,8.33%,0
,,,,,,,Alec Pierce,BN,8.33%,0
,,,,,,,DJ Chark Jr.,WR,8.33%,0
,,,,,,,Josh Downs,BN,8.33%,0
,,,,,,,Mike Gesicki,BN,8.33%,0
,,,,,,,Marvin Jones Jr.,BN,8.33%,1.8
,,,,,,,Ryan Tannehill,BN,8.33%,0
,,,,,,,Ja'Marr Chase,WR,8.33%,0
,,,,,,,Tony Pollard,RB,8.33%,0
,,,,,,,DeVonta Smith,WR,8.33%,0
,,,,,,,Justin Fields,QB,8.33%,0
,,,,,,,Christian Kirk,WR,8.33%,0
,,,,,,,Jaxon Smith-Njigba,FLEX,8.33%,0
,,,,,,,Dallas Goedert,TE,8.33%,0
,,,,,,,Donovan Peoples-Jones,BN,8.33%,0
,,,,,,,Taysom Hill,BN,8.33%,0
,,,,,,,Curtis Samuel,BN,8.33%,0
,,,,,,,Michael Carter,BN,8.33%,0
,,,,,,,Tom Brady,BN,8.33%,0
,,,,,,,Jameis Winston,BN,8.33%,0
,,,,,,,Trenton Irwin,BN,8.33%,0
,,,,,,,Joe Reed,BN,8.33%,0
,,,,,,,Spencer Brown,RB,8.33%,0
,,,,,,,Jamison Crowder,BN,8.33%,0
,,,,,,,Kwamie Lassiter II,BN,8.33%,0
,,,,,,,Willie Snead IV,BN,8.33%,0
,,,,,,,Shaq Davis,BN,8.33%,0
