Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3889613326,thegron,960,41.52,QB Jared Goff RB Rhamondre Stevenson RB J.K. Dobbins WR Amon-Ra St. Brown WR Marquez Valdes-Scantling WR Richie James Jr. TE Darren Waller FLEX Calvin Ridley BN Brandon Aiyuk BN Treylon Burks BN Daniel Jones BN Chig Okonkwo BN Zay Jones BN Kenneth Gainwell BN Jaylen Warren BN Isaiah Likely BN Ryan Tannehill BN Evan Hull BN Matt Corral BN Latavius Murray,,Justin Jefferson,WR,8.33%,0
2,3889596076,BigFoot-It-Is,1020,28.640001,QB Patrick Mahomes RB Austin Ekeler RB Travis Etienne Jr. WR Justin Watson WR Justyn Ross WR Jaylen Waddle TE T.J. Hockenson FLEX Jerry Jeudy BN D'Andre Swift BN George Pickens BN Anthony Richardson BN Russell Wilson BN Greg Dulcich BN Raheem Mostert BN Alec Pierce BN Devin Singletary BN Isaiah Hodgins BN Marvin Mims Jr. BN Tyler Conklin BN Darius Slayton,,Josh Allen,QB,8.33%,0
3,3889631889,jellis44,1080,19.6,QB Trevor Lawrence RB Jahmyr Gibbs RB Bijan Robinson WR Rashee Rice WR Davante Adams WR Terry McLaurin TE Kyle Pitts FLEX Najee Harris BN Deshaun Watson BN Tua Tagovailoa BN Javonte Williams BN Kyler Murray BN Allen Lazard BN Jalin Hyatt BN Donovan Peoples-Jones BN Jeff Wilson Jr. BN Jonathan Mingo BN Chase Brown BN Hayden Hurst BN Noah Fant,,DeVonta Smith,WR,8.33%,0
4,3889658505,DeepSeaMike,1080,19.5,QB Jalen Hurts RB David Montgomery RB Kenneth Walker III WR Tyreek Hill WR DK Metcalf WR Marquise Brown TE Noah Gray FLEX Dallas Goedert BN Diontae Johnson BN Jordan Addison BN Zach Charbonnet BN Rashaad Penny BN Samaje Perine BN Tyjae Spears BN Gerald Everett BN Mac Jones BN DeVante Parker BN Kendrick Bourne BN Justice Hill BN Myles Gaskin,,Christian Watson,WR,8.33%,0
5,3889646673,camslauter315,1020,19.3,QB Joe Burrow RB Isiah Pacheco RB AJ Dillon WR Kadarius Toney WR Ja'Marr Chase WR Chris Olave TE Sam LaPorta FLEX Tee Higgins BN DeAndre Hopkins BN George Kittle BN Zay Flowers BN Tyler Boyd BN De'Von Achane BN Kendre Miller BN Hunter Renfrow BN Irv Smith Jr. BN Van Jefferson BN Gus Edwards BN Parris Campbell BN Randall Cobb,,James Conner,RB,8.33%,0
6,3889590217,Supperboy2,1140,3.9,QB Kirk Cousins RB Clyde Edwards-Helaire RB Christian McCaffrey WR Cooper Kupp WR Michael Pittman Jr. WR JuJu Smith-Schuster TE Evan Engram FLEX Breece Hall BN Josh Jacobs BN Dameon Pierce BN Jakobi Meyers BN Dalton Schultz BN Dawson Knox BN Adam Thielen BN DJ Chark Jr. BN Matthew Stafford BN Rondale Moore BN Brock Purdy BN Jerome Ford BN Joshua Dobbs,,Alvin Kamara,FLEX,8.33%,0
7,3889656273,IceDogDurocher,1080,3.8,QB Justin Fields RB Jerick McKinnon RB Tony Pollard WR Marvin Jones Jr. WR CeeDee Lamb WR DJ Moore TE Cole Kmet FLEX Cam Akers BN Dak Prescott BN Brandin Cooks BN Khalil Herbert BN Jamaal Williams BN Darnell Mooney BN D'Onta Foreman BN Michael Gallup BN Josh Downs BN Jake Ferguson BN Chase Claypool BN Robert Woods BN Deuce Vaughn,,Pat Freiermuth,TE,8.33%,0
8,3889620247,SirMysticMac,1080,0.4,QB Lamar Jackson RB Nick Chubb RB Derrick Henry WR Skyy Moore WR Drake London WR Gabe Davis TE David Njoku FLEX Joe Mixon BN Odell Beckham Jr. BN Quentin Johnston BN Jameson Williams BN Damien Harris BN Derek Carr BN Tyler Higbee BN Michael Mayer BN Curtis Samuel BN Mecole Hardman Jr. BN John Metchie III BN Desmond Ridder BN Kyren Williams,,Alexander Mattison,RB,8.33%,0
9,3889639482,paulied7770,1200,0,QB Geno Smith RB Miles Sanders RB Brian Robinson Jr. WR A.J. Brown WR Garrett Wilson WR Mike Williams TE Hunter Henry FLEX Keenan Allen BN Jaxon Smith-Njigba BN Tyler Lockett BN Jahan Dotson BN Tyler Allgeier BN Roschon Johnson BN Sam Howell BN Chuba Hubbard BN Baker Mayfield BN Luke Musgrave BN Ty Chandler BN Cole Turner BN Michael Wilson,,Elijah Moore,BN,8.33%,0
9,3889641037,hunter11110,1200,0,QB Jordan Love RB Saquon Barkley RB Rachaad White WR Stefon Diggs WR Amari Cooper WR Christian Kirk TE Mark Andrews FLEX Chris Godwin BN Mike Evans BN Rashod Bateman BN Elijah Mitchell BN Antonio Gibson BN Bryce Young BN Dalton Kincaid BN C.J. Stroud BN Jayden Reed BN Zamir White BN Cade Otton BN Chris Evans BN Mack Hollins,,Juwan Johnson,BN,8.33%,0
