Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3884314803,DeepSeaMike,900,48.219997,QB Jared Goff RB David Montgomery RB Jerick McKinnon WR Josh Reynolds WR Marquez Valdes-Scantling WR Stefon Diggs TE Dalton Kincaid FLEX Josh Jacobs BN Josh Allen BN Mike Williams BN Terry McLaurin BN Treylon Burks BN Diontae Johnson BN James Cook BN Matthew Stafford BN Gerald Everett BN Jerome Ford BN Kyren Williams BN Chris Evans BN Deonte Harty,,Tyreek Hill,WR,8.33%,0
2,3884293300,jbaker79,1020,32.3,QB Trevor Lawrence RB Khalil Herbert RB Jamaal Williams WR Amon-Ra St. Brown WR Rashee Rice WR Justyn Ross TE Dallas Goedert FLEX Garrett Wilson BN Tee Higgins BN DJ Moore BN Elijah Mitchell BN Antonio Gibson BN Raheem Mostert BN Taysom Hill BN Tyjae Spears BN Devin Singletary BN Mac Jones BN Tank Dell BN Mack Hollins BN Puka Nacua,,Mark Andrews,TE,8.33%,0
3,3884314864,krimmm74,1020,20.54,QB Patrick Mahomes RB Jonathan Taylor RB Kenneth Walker III WR Deebo Samuel WR Michael Pittman Jr. WR Mike Evans TE Travis Kelce FLEX Najee Harris BN Zach Charbonnet BN Quentin Johnston BN Jameson Williams BN Ezekiel Elliott BN Michael Mayer BN Mike Gesicki BN Brock Purdy BN Jayden Reed BN Baker Mayfield BN Deon Jackson BN Zack Moss BN Michael Wilson,,Calvin Ridley,WR,8.33%,0
4,3884314873,bhy101,1080,9.9,QB Lamar Jackson RB Travis Etienne Jr. RB Javonte Williams WR Kadarius Toney WR Cooper Kupp WR CeeDee Lamb TE Sam LaPorta FLEX Brandon Aiyuk BN David Njoku BN Courtland Sutton BN Alexander Mattison BN Geno Smith BN Kyler Murray BN K.J. Osborn BN De'Von Achane BN Dawson Knox BN Donovan Peoples-Jones BN Josh Downs BN Chase Brown BN Mecole Hardman Jr.,,T.J. Hockenson,FLEX,8.33%,0
5,3884308088,Stradic03,1080,9.8,QB Justin Fields RB Jahmyr Gibbs RB Nick Chubb WR Marvin Jones Jr. WR Davante Adams WR Brandin Cooks TE George Kittle FLEX James Conner BN Jordan Addison BN Tyler Allgeier BN Darnell Mooney BN Nico Collins BN Rondale Moore BN Tank Bigsby BN Jimmy Garoppolo BN Jake Ferguson BN Ryan Tannehill BN Darius Slayton BN Ty Chandler BN Jimmy Graham,,DeAndre Hopkins,WR,8.33%,0
6,3884300719,benjamin64,1080,9.4,QB Justin Herbert RB Isiah Pacheco RB Austin Ekeler WR DeVonta Smith WR DK Metcalf WR Drake London TE Cole Kmet FLEX D'Andre Swift BN Zay Flowers BN Anthony Richardson BN Tyler Boyd BN Zay Jones BN Greg Dulcich BN C.J. Stroud BN Kenneth Gainwell BN Kareem Hunt BN Trey McBride BN Van Jefferson BN Zamir White BN Cade Otton,,J.K. Dobbins,RB,8.33%,0
7,3884300361,kushman999,1140,6.5,QB Dak Prescott RB Aaron Jones RB Dalvin Cook WR Justin Watson WR Justin Jefferson WR Keenan Allen TE Dalton Schultz FLEX George Pickens BN Jahan Dotson BN AJ Dillon BN Brian Robinson Jr. BN Bryce Young BN Tyler Higbee BN Jaylen Warren BN Wan'Dale Robinson BN Kenny Pickett BN Parris Campbell BN Deuce Vaughn BN Calvin Austin III BN Myles Gaskin,,Tua Tagovailoa,QB,8.33%,0
8,3884293305,bburns3000,1140,3.9,QB Joe Burrow RB Clyde Edwards-Helaire RB Miles Sanders WR Ja'Marr Chase WR Jaylen Waddle WR Chris Olave TE Pat Freiermuth FLEX Jaxon Smith-Njigba BN Dameon Pierce BN Cam Akers BN Jordan Love BN Romeo Doubs BN DJ Chark Jr. BN Khalil Shakir BN Hayden Hurst BN Marvin Mims Jr. BN Gus Edwards BN Hunter Henry BN Luke Musgrave BN Evan Hull,,Daniel Jones,BN,8.33%,0
9,3884314769,kriegs524,1140,1.6,QB Kirk Cousins RB Saquon Barkley RB Rhamondre Stevenson WR Richie James Jr. WR A.J. Brown WR Chris Godwin TE Evan Engram FLEX Rachaad White BN Joe Mixon BN Gabe Davis BN Michael Thomas BN Derek Carr BN Chig Okonkwo BN Jeff Wilson Jr. BN Juwan Johnson BN Kendre Miller BN Curtis Samuel BN Sam Howell BN Isaiah Likely BN Robert Woods,,Alvin Kamara,RB,8.33%,0
10,3884293282,natc,1140,0.4,QB Tua Tagovailoa RB J.K. Dobbins RB Alvin Kamara WR Skyy Moore WR Tyreek Hill WR Calvin Ridley TE Mark Andrews FLEX T.J. Hockenson BN DeAndre Hopkins BN Daniel Jones BN Rashaad Penny BN JuJu Smith-Schuster BN Roschon Johnson BN Alec Pierce BN Jonathan Mingo BN Joshua Palmer BN Isaiah Hodgins BN Desmond Ridder BN Chase Edmonds BN Cole Turner,,Rashaad Penny,BN,8.33%,0
11,3884300703,BJR5056,1200,0,QB Deshaun Watson RB Bijan Robinson RB Tony Pollard WR Amari Cooper WR Jerry Jeudy WR Christian Watson TE Darren Waller FLEX Rashod Bateman BN Elijah Moore BN Samaje Perine BN Russell Wilson BN Allen Lazard BN Jalin Hyatt BN Rashid Shaheed BN Michael Gallup BN Irv Smith Jr. BN Allen Robinson II BN Joshua Kelley BN DeVante Parker BN Rico Dowdle,,JuJu Smith-Schuster,BN,8.33%,0
11,3884323505,scott.m.42,1200,0,QB Jalen Hurts RB Christian McCaffrey RB Breece Hall WR Christian Kirk WR Tyler Lockett WR Marquise Brown TE Kyle Pitts FLEX Derrick Henry BN Odell Beckham Jr. BN Aaron Rodgers BN Damien Harris BN Jakobi Meyers BN Adam Thielen BN D'Onta Foreman BN Cordarrelle Patterson BN John Metchie III BN Chuba Hubbard BN Tyler Conklin BN Zach Ertz BN Ronnie Bell,,Skyy Moore,BN,8.33%,0.4
,,,,,,,Roschon Johnson,BN,8.33%,0
,,,,,,,Alec Pierce,BN,8.33%,0
,,,,,,,Jonathan Mingo,BN,8.33%,0
,,,,,,,Joshua Palmer,BN,8.33%,0
,,,,,,,Isaiah Hodgins,BN,8.33%,0
,,,,,,,Desmond Ridder,BN,8.33%,0
,,,,,,,Chase Edmonds,BN,8.33%,0
,,,,,,,Cole Turner,BN,8.33%,0
,,,,,,,Garrett Wilson,WR,8.33%,0
,,,,,,,Amon-Ra St. Brown,WR,8.33%,19.1
,,,,,,,Tee Higgins,WR,8.33%,0
,,,,,,,DJ Moore,FLEX,8.33%,0
,,,,,,,Trevor Lawrence,QB,8.33%,0
,,,,,,,Dallas Goedert,TE,8.33%,0
,,,,,,,Khalil Herbert,RB,8.33%,0
