Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3845992422,Minipawshadouken,1080,28.5,QB Trevor Lawrence RB Isiah Pacheco RB Nick Chubb WR Amon-Ra St. Brown WR Jerry Jeudy WR Allen Lazard TE Juwan Johnson FLEX Miles Sanders BN Joe Mixon BN Daniel Jones BN James Cook BN K.J. Osborn BN Romeo Doubs BN Alec Pierce BN Jimmy Garoppolo BN Gus Edwards BN Noah Fant BN Robert Woods BN Luke Musgrave BN Melvin Gordon III,,Jonathan Taylor,FLEX,8.33%,0
2,3845978539,DeepSeaMike,1080,25,QB Justin Herbert RB David Montgomery RB D'Andre Swift WR Rashee Rice WR Davante Adams WR CeeDee Lamb TE Dalton Schultz FLEX Mike Williams BN Drake London BN Dak Prescott BN Quentin Johnston BN Khalil Herbert BN Gerald Everett BN Devin Singletary BN Jake Ferguson BN Parris Campbell BN Hunter Henry BN Zamir White BN Evan Hull BN Latavius Murray,,Bijan Robinson,RB,8.33%,0
3,3846002355,28allday2012,1020,20.94,QB Patrick Mahomes RB Rhamondre Stevenson RB Dameon Pierce WR Skyy Moore WR DJ Moore WR Christian Kirk TE Travis Kelce FLEX Jordan Addison BN Pat Freiermuth BN Odell Beckham Jr. BN Tyler Allgeier BN Anthony Richardson BN Roschon Johnson BN Kenneth Gainwell BN Michael Mayer BN Tank Bigsby BN Isaiah Hodgins BN Baker Mayfield BN Malik Davis BN Ty Chandler,,Saquon Barkley,RB,8.33%,0
4,3845987802,Djrose41,1080,14.02,QB Jared Goff RB Breece Hall RB Aaron Jones WR Justin Jefferson WR DeVonta Smith WR Tee Higgins TE Kyle Pitts FLEX Jaxon Smith-Njigba BN Jameson Williams BN Elijah Moore BN Antonio Gibson BN Jordan Love BN Tyler Higbee BN Jaylen Warren BN Mike Gesicki BN Chuba Hubbard BN Jayden Reed BN Desmond Ridder BN Deuce Vaughn BN Mack Hollins,,Lamar Jackson,QB,8.33%,0
5,3845992430,DirtyWilk,1080,8.9,QB Kirk Cousins RB Travis Etienne Jr. RB Dalvin Cook WR Stefon Diggs WR Garrett Wilson WR Keenan Allen TE Sam LaPorta FLEX Brandon Aiyuk BN James Conner BN Rashaad Penny BN Aaron Rodgers BN Damien Harris BN Derek Carr BN DJ Chark Jr. BN Joshua Palmer BN Curtis Samuel BN Leonard Fournette BN Mecole Hardman Jr. BN Michael Carter BN Tyler Conklin,,Diontae Johnson,WR,8.33%,0
6,3846001867,B_Round23,1080,8.8,QB Justin Fields RB Jerick McKinnon RB Christian McCaffrey WR Marquez Valdes-Scantling WR DK Metcalf WR Calvin Ridley TE Evan Engram FLEX Michael Pittman Jr. BN J.K. Dobbins BN Alexander Mattison BN Jamaal Williams BN Dawson Knox BN Adam Thielen BN C.J. Stroud BN Hayden Hurst BN John Metchie III BN Van Jefferson BN Mac Jones BN Pierre Strong Jr. BN Chase Edmonds,,Gabe Davis,WR,8.33%,0
7,3845978934,brettski25,1140,8,QB Jalen Hurts RB Jahmyr Gibbs RB Alvin Kamara WR A.J. Brown WR Terry McLaurin WR George Pickens TE T.J. Hockenson FLEX Mike Evans BN Geno Smith BN JuJu Smith-Schuster BN Jakobi Meyers BN Cole Kmet BN Darnell Mooney BN Bryce Young BN Ezekiel Elliott BN Chase Claypool BN Jerome Ford BN Darius Slayton BN Greg Dortch BN DeeJay Dallas,,Javonte Williams,BN,8.33%,0
8,3845992424,bcarper24,1020,5.5,QB Deshaun Watson RB Clyde Edwards-Helaire RB Austin Ekeler WR Richie James Jr. WR Jaylen Waddle WR Chris Godwin TE Mark Andrews FLEX Kenneth Walker III BN Najee Harris BN Jahan Dotson BN Courtland Sutton BN Zach Charbonnet BN Russell Wilson BN Donovan Peoples-Jones BN Taysom Hill BN Nico Collins BN Kenny Pickett BN Kareem Hunt BN Isaiah Likely BN Marquez Callaway,,David Njoku,TE,8.33%,0
9,3845978535,Stitchcasam,1140,1.6,QB Lamar Jackson RB Jonathan Taylor RB Bijan Robinson WR Justyn Ross WR Diontae Johnson WR Gabe Davis TE David Njoku FLEX Saquon Barkley BN Javonte Williams BN Michael Thomas BN Rashod Bateman BN Zay Flowers BN Greg Dulcich BN Trey Lance BN Rashid Shaheed BN Jonathan Mingo BN Khalil Shakir BN Marvin Mims Jr. BN Sam Howell BN Matt Breida,,Michael Thomas,BN,8.33%,0
10,3845987686,btoporek,1140,1,QB Joe Burrow RB Tony Pollard RB AJ Dillon WR Kadarius Toney WR Ja'Marr Chase WR Deebo Samuel TE Darren Waller FLEX DeAndre Hopkins BN Marquise Brown BN Kyler Murray BN Tyler Boyd BN Elijah Mitchell BN Raheem Mostert BN Jeff Wilson Jr. BN Chase Brown BN Irv Smith Jr. BN Brock Purdy BN Zach Ertz BN Allen Robinson II BN Corey Davis,,Rashod Bateman,BN,8.33%,0
