Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3869765600,wes1969,960,42.4,QB Trevor Lawrence RB David Montgomery RB Isiah Pacheco WR Rashee Rice WR Christian Kirk WR Mike Evans TE Mike Gesicki FLEX Jahmyr Gibbs BN Christian McCaffrey BN Rhamondre Stevenson BN Elijah Mitchell BN Jordan Love BN Ezekiel Elliott BN Rashid Shaheed BN Josh Downs BN Jake Ferguson BN Mac Jones BN Hunter Henry BN Kendrick Bourne BN Laviska Shenault Jr.,,Austin Ekeler,RB,8.33%,0
2,3869772161,puckpilot,1020,39.920002,QB Jared Goff RB Najee Harris RB James Conner WR Amon-Ra St. Brown WR Marquez Valdes-Scantling WR DJ Moore TE Greg Dulcich FLEX Alvin Kamara BN Jalen Hurts BN Khalil Herbert BN Brian Robinson Jr. BN Jakobi Meyers BN Nico Collins BN Curtis Samuel BN Khalil Shakir BN Trey McBride BN Irv Smith Jr. BN Baker Mayfield BN DeVante Parker BN Jordan Akins,,Patrick Mahomes,QB,8.33%,20.54
3,3869754711,jaja12,1140,20.54,QB Patrick Mahomes RB Austin Ekeler RB Joe Mixon WR Jaylen Waddle WR Christian Watson WR Tyler Lockett TE Evan Engram FLEX James Cook BN AJ Dillon BN Dalton Schultz BN Allen Lazard BN Dawson Knox BN Trey Lance BN DJ Chark Jr. BN Michael Gallup BN Kenny Pickett BN Hunter Renfrow BN Cordarrelle Patterson BN Gus Edwards BN Stetson Bennett,,Jaylen Waddle,WR,8.33%,0
4,3869755249,markschrimper,1020,10.9,QB Anthony Richardson RB Bijan Robinson RB Nick Chubb WR Justyn Ross WR Skyy Moore WR Jerry Jeudy TE Sam LaPorta FLEX Aaron Jones BN George Pickens BN Gabe Davis BN Courtland Sutton BN Jamaal Williams BN Juwan Johnson BN Devin Singletary BN Marvin Mims Jr. BN Brock Purdy BN Tyler Conklin BN Cedric Tillman BN Parris Campbell BN Ryan Tannehill,,Christian Watson,WR,8.33%,0
5,3869766207,themaltz,1080,3.9,QB Dak Prescott RB Clyde Edwards-Helaire RB Tony Pollard WR Cooper Kupp WR Deebo Samuel WR Brandon Aiyuk TE Mark Andrews FLEX George Kittle BN Odell Beckham Jr. BN Jameson Williams BN Rashaad Penny BN Zay Flowers BN Geno Smith BN De'Von Achane BN Roschon Johnson BN Kendre Miller BN Van Jefferson BN Kyren Williams BN Puka Nacua BN Bailey Zappe,,Tyler Lockett,WR,8.33%,0
6,3869755501,DeepSeaMike,1140,2,QB Lamar Jackson RB Jerick McKinnon RB Jonathan Taylor WR CeeDee Lamb WR Drake London WR Diontae Johnson TE Chig Okonkwo FLEX Saquon Barkley BN Daniel Jones BN Jahan Dotson BN Jordan Addison BN Rashod Bateman BN Raheem Mostert BN Kenneth Gainwell BN Jonathan Mingo BN Desmond Ridder BN Luke Musgrave BN Darius Slayton BN Cade Otton BN Durham Smythe,,Joe Mixon,RB,8.33%,0
7,3869771417,SlyPigs2709,1080,1.8,QB Joe Burrow RB Kenneth Walker III RB J.K. Dobbins WR Marvin Jones Jr. WR Ja'Marr Chase WR Calvin Ridley TE Darren Waller FLEX D'Andre Swift BN Quentin Johnston BN Elijah Moore BN Cole Kmet BN Romeo Doubs BN Alec Pierce BN Tyjae Spears BN Jaylen Warren BN Matthew Stafford BN Kareem Hunt BN Hayden Hurst BN Devin Duvernay BN Calvin Austin III,,Evan Engram,TE,8.33%,0
8,3869755433,SloppyPunt78,1140,1.6,QB Justin Herbert RB Travis Etienne Jr. RB Miles Sanders WR Richie James Jr. WR Stefon Diggs WR Davante Adams TE Gerald Everett FLEX DK Metcalf BN Dalvin Cook BN Treylon Burks BN Kirk Cousins BN Aaron Rodgers BN Alexander Mattison BN Tyler Boyd BN Donovan Peoples-Jones BN Chuba Hubbard BN Isaiah Likely BN Zach Ertz BN Kyle Trask BN Deon Jackson,,James Cook,FLEX,8.33%,0
9,3869755471,Tmackjns,1200,0,QB Deshaun Watson RB Rachaad White RB Tyler Allgeier WR Tyreek Hill WR Chris Olave WR DeVonta Smith TE Dallas Goedert FLEX DeAndre Hopkins BN Terry McLaurin BN David Njoku BN Darnell Mooney BN Zay Jones BN Michael Mayer BN Rondale Moore BN Tank Bigsby BN John Metchie III BN Sam Howell BN Robert Woods BN Deuce Vaughn BN Latavius Murray,,AJ Dillon,BN,8.33%,0
9,3869765246,soiaetmsos,1200,0,QB Justin Fields RB Derrick Henry RB Cam Akers WR Justin Jefferson WR Keenan Allen WR Michael Pittman Jr. TE T.J. Hockenson FLEX Kyle Pitts BN JuJu Smith-Schuster BN Russell Wilson BN Antonio Gibson BN Adam Thielen BN D'Onta Foreman BN Tyler Higbee BN Mecole Hardman Jr. BN Jayden Reed BN Tank Dell BN Chase Edmonds BN Mack Hollins BN Ty Chandler,,Dalton Schultz,BN,8.33%,0
9,3869771805,roboryder,1140,0,QB Josh Allen RB Josh Jacobs RB Dameon Pierce WR A.J. Brown WR Mike Williams WR Brandin Cooks TE Pat Freiermuth FLEX Javonte Williams BN Michael Thomas BN K.J. Osborn BN Derek Carr BN Jalin Hyatt BN Dalton Kincaid BN Taysom Hill BN Jeff Wilson Jr. BN Jimmy Garoppolo BN Isaiah Hodgins BN Leonard Fournette BN Chase Brown BN Aidan O'Connell,,Allen Lazard,BN,8.33%,0
9,3869772136,pjc08,0,0,,,Dawson Knox,BN,8.33%,0
,,,,,,,Trey Lance,BN,8.33%,0
,,,,,,,DJ Chark Jr.,BN,8.33%,0
,,,,,,,Michael Gallup,BN,8.33%,0
,,,,,,,Kenny Pickett,BN,8.33%,0
,,,,,,,Hunter Renfrow,BN,8.33%,0
,,,,,,,Cordarrelle Patterson,BN,8.33%,0
,,,,,,,Gus Edwards,BN,8.33%,0
,,,,,,,Stetson Bennett,BN,8.33%,0
,,,,,,,Bijan Robinson,RB,8.33%,0
,,,,,,,Nick Chubb,RB,8.33%,0
,,,,,,,Jerry Jeudy,WR,8.33%,0
,,,,,,,Aaron Jones,FLEX,8.33%,0
,,,,,,,George Pickens,WR,8.33%,0
,,,,,,,Gabe Davis,WR,8.33%,0
,,,,,,,Courtland Sutton,BN,8.33%,0
,,,,,,,Anthony Richardson,QB,8.33%,0
,,,,,,,Jamaal Williams,BN,8.33%,0
,,,,,,,Skyy Moore,BN,8.33%,0.4
,,,,,,,Juwan Johnson,BN,8.33%,0
,,,,,,,Devin Singletary,BN,8.33%,0
,,,,,,,Marvin Mims Jr.,BN,8.33%,0
,,,,,,,Brock Purdy,BN,8.33%,0
,,,,,,,Sam LaPorta,TE,8.33%,8.9
,,,,,,,Tyler Conklin,BN,8.33%,0
,,,,,,,Cedric Tillman,BN,8.33%,0
,,,,,,,Parris Campbell,BN,8.33%,0
,,,,,,,Ryan Tannehill,BN,8.33%,0
,,,,,,,Justyn Ross,BN,8.33%,1.6
,,,,,,,Stefon Diggs,WR,8.33%,0
,,,,,,,Davante Adams,WR,8.33%,0
,,,,,,,DK Metcalf,WR,8.33%,0
,,,,,,,Travis Etienne Jr.,RB,8.33%,0
,,,,,,,Justin Herbert,QB,8.33%,0
,,,,,,,Miles Sanders,FLEX,8.33%,0
,,,,,,,Dalvin Cook,BN,8.33%,0
,,,,,,,Treylon Burks,BN,8.33%,0
,,,,,,,Kirk Cousins,BN,8.33%,0
,,,,,,,Aaron Rodgers,BN,8.33%,0
,,,,,,,Alexander Mattison,RB,8.33%,0
,,,,,,,Tyler Boyd,BN,8.33%,0
,,,,,,,Donovan Peoples-Jones,BN,8.33%,0
,,,,,,,Gerald Everett,TE,8.33%,0
,,,,,,,Chuba Hubbard,BN,8.33%,0
,,,,,,,Isaiah Likely,BN,8.33%,0
,,,,,,,Zach Ertz,BN,8.33%,0
,,,,,,,Richie James Jr.,BN,8.33%,1.6
,,,,,,,Kyle Trask,BN,8.33%,0
,,,,,,,Deon Jackson,BN,8.33%,0
,,,,,,,Tyreek Hill,WR,8.33%,0
,,,,,,,Chris Olave,WR,8.33%,0
,,,,,,,DeVonta Smith,WR,8.33%,0
,,,,,,,DeAndre Hopkins,FLEX,8.33%,0
,,,,,,,Terry McLaurin,BN,8.33%,0
,,,,,,,Dallas Goedert,TE,8.33%,0
,,,,,,,Deshaun Watson,QB,8.33%,0
,,,,,,,Rachaad White,RB,8.33%,0
,,,,,,,David Njoku,BN,8.33%,0
,,,,,,,Tyler Allgeier,BN,8.33%,0
,,,,,,,Darnell Mooney,BN,8.33%,0
,,,,,,,Zay Jones,BN,8.33%,0
,,,,,,,Michael Mayer,BN,8.33%,0
,,,,,,,Rondale Moore,BN,8.33%,0
,,,,,,,Tank Bigsby,RB,8.33%,0
,,,,,,,John Metchie III,BN,8.33%,0
,,,,,,,Sam Howell,BN,8.33%,0
,,,,,,,Robert Woods,BN,8.33%,0
,,,,,,,Deuce Vaughn,BN,8.33%,0
,,,,,,,Latavius Murray,BN,8.33%,0
,,,,,,,Jonathan Taylor,RB,8.33%,0
,,,,,,,CeeDee Lamb,WR,8.33%,0
,,,,,,,Saquon Barkley,RB,8.33%,0
,,,,,,,Lamar Jackson,QB,8.33%,0
,,,,,,,Drake London,WR,8.33%,0
,,,,,,,Diontae Johnson,WR,8.33%,0
,,,,,,,Daniel Jones,BN,8.33%,0
,,,,,,,Jahan Dotson,BN,8.33%,0
,,,,,,,Jordan Addison,FLEX,8.33%,0
,,,,,,,Rashod Bateman,BN,8.33%,0
,,,,,,,Chig Okonkwo,TE,8.33%,0
,,,,,,,Raheem Mostert,BN,8.33%,0
,,,,,,,Kenneth Gainwell,BN,8.33%,0
,,,,,,,Jonathan Mingo,BN,8.33%,0
,,,,,,,Desmond Ridder,BN,8.33%,0
,,,,,,,Jerick McKinnon,BN,8.33%,2
,,,,,,,Luke Musgrave,BN,8.33%,0
,,,,,,,Darius Slayton,BN,8.33%,0
,,,,,,,Cade Otton,BN,8.33%,0
,,,,,,,Durham Smythe,BN,8.33%,0
,,,,,,,Justin Jefferson,WR,8.33%,0
,,,,,,,Justin Fields,QB,8.33%,0
,,,,,,,Derrick Henry,RB,8.33%,0
,,,,,,,T.J. Hockenson,TE,8.33%,0
,,,,,,,Keenan Allen,WR,8.33%,0
,,,,,,,Kyle Pitts,FLEX,8.33%,0
,,,,,,,Michael Pittman Jr.,WR,8.33%,0
,,,,,,,Cam Akers,RB,8.33%,0
,,,,,,,JuJu Smith-Schuster,BN,8.33%,0
,,,,,,,Russell Wilson,BN,8.33%,0
,,,,,,,Antonio Gibson,BN,8.33%,0
,,,,,,,Adam Thielen,BN,8.33%,0
,,,,,,,D'Onta Foreman,BN,8.33%,0
,,,,,,,Tyler Higbee,BN,8.33%,0
,,,,,,,Mecole Hardman Jr.,BN,8.33%,0
,,,,,,,Jayden Reed,BN,8.33%,0
,,,,,,,Tank Dell,BN,8.33%,0
,,,,,,,Chase Edmonds,BN,8.33%,0
,,,,,,,Mack Hollins,BN,8.33%,0
,,,,,,,Ty Chandler,BN,8.33%,0
,,,,,,,Christian McCaffrey,RB,8.33%,0
,,,,,,,Rhamondre Stevenson,RB,8.33%,0
,,,,,,,Jahmyr Gibbs,FLEX,8.33%,8
,,,,,,,Christian Kirk,WR,8.33%,0
,,,,,,,Trevor Lawrence,QB,8.33%,0
,,,,,,,Isiah Pacheco,BN,8.33%,9.4
,,,,,,,David Montgomery,BN,8.33%,13.4
,,,,,,,Mike Evans,WR,8.33%,0
,,,,,,,Elijah Mitchell,BN,8.33%,0
,,,,,,,Jordan Love,BN,8.33%,0
,,,,,,,Ezekiel Elliott,BN,8.33%,0
,,,,,,,Rashid Shaheed,BN,8.33%,0
,,,,,,,Josh Downs,BN,8.33%,0
,,,,,,,Rashee Rice,WR,8.33%,11.6
,,,,,,,Mike Gesicki,BN,8.33%,0
,,,,,,,Jake Ferguson,BN,8.33%,0
,,,,,,,Mac Jones,BN,8.33%,0
,,,,,,,Hunter Henry,TE,8.33%,0
,,,,,,,Kendrick Bourne,BN,8.33%,0
,,,,,,,Laviska Shenault Jr.,BN,8.33%,0
,,,,,,,Cooper Kupp,WR,8.33%,0
,,,,,,,Tony Pollard,RB,8.33%,0
,,,,,,,Mark Andrews,TE,8.33%,0
,,,,,,,Deebo Samuel,WR,8.33%,0
,,,,,,,George Kittle,FLEX,8.33%,0
,,,,,,,Brandon Aiyuk,WR,8.33%,0
,,,,,,,Dak Prescott,QB,8.33%,0
,,,,,,,Odell Beckham Jr.,BN,8.33%,0
,,,,,,,Jameson Williams,BN,8.33%,0
,,,,,,,Rashaad Penny,RB,8.33%,0
,,,,,,,Zay Flowers,BN,8.33%,0
,,,,,,,Geno Smith,BN,8.33%,0
,,,,,,,De'Von Achane,BN,8.33%,0
,,,,,,,Roschon Johnson,BN,8.33%,0
,,,,,,,Kendre Miller,BN,8.33%,0
,,,,,,,Van Jefferson,BN,8.33%,0
,,,,,,,Clyde Edwards-Helaire,BN,8.33%,3.9
,,,,,,,Kyren Williams,BN,8.33%,0
,,,,,,,Puka Nacua,BN,8.33%,0
,,,,,,,Bailey Zappe,BN,8.33%,0
,,,,,,,Ja'Marr Chase,WR,8.33%,0
,,,,,,,Kenneth Walker III,RB,8.33%,0
,,,,,,,Joe Burrow,QB,8.33%,0
,,,,,,,Calvin Ridley,WR,8.33%,0
,,,,,,,J.K. Dobbins,FLEX,8.33%,0
,,,,,,,D'Andre Swift,RB,8.33%,0
,,,,,,,Darren Waller,TE,8.33%,0
,,,,,,,Quentin Johnston,WR,8.33%,0
,,,,,,,Elijah Moore,BN,8.33%,0
,,,,,,,Cole Kmet,BN,8.33%,0
,,,,,,,Romeo Doubs,BN,8.33%,0
,,,,,,,Alec Pierce,BN,8.33%,0
,,,,,,,Tyjae Spears,BN,8.33%,0
,,,,,,,Jaylen Warren,BN,8.33%,0
,,,,,,,Matthew Stafford,BN,8.33%,0
,,,,,,,Kareem Hunt,BN,8.33%,0
,,,,,,,Hayden Hurst,BN,8.33%,0
,,,,,,,Marvin Jones Jr.,BN,8.33%,1.8
,,,,,,,Devin Duvernay,BN,8.33%,0
,,,,,,,Calvin Austin III,BN,8.33%,0
,,,,,,,A.J. Brown,WR,8.33%,0
,,,,,,,Josh Allen,QB,8.33%,0
,,,,,,,Josh Jacobs,RB,8.33%,0
,,,,,,,Mike Williams,WR,8.33%,0
,,,,,,,Dameon Pierce,RB,8.33%,0
,,,,,,,Brandin Cooks,WR,8.33%,0
,,,,,,,Javonte Williams,FLEX,8.33%,0
,,,,,,,Michael Thomas,BN,8.33%,0
,,,,,,,Pat Freiermuth,BN,8.33%,0
,,,,,,,K.J. Osborn,BN,8.33%,0
,,,,,,,Derek Carr,BN,8.33%,0
,,,,,,,Jalin Hyatt,BN,8.33%,0
,,,,,,,Dalton Kincaid,TE,8.33%,0
,,,,,,,Taysom Hill,BN,8.33%,0
,,,,,,,Jeff Wilson Jr.,BN,8.33%,0
,,,,,,,Jimmy Garoppolo,BN,8.33%,0
,,,,,,,Isaiah Hodgins,BN,8.33%,0
,,,,,,,Leonard Fournette,BN,8.33%,0
,,,,,,,Chase Brown,BN,8.33%,0
,,,,,,,Aidan O'Connell,BN,8.33%,0
