Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3866620449,LBo1231,1080,23.42,QB Jared Goff RB Isiah Pacheco RB Miles Sanders WR A.J. Brown WR Davante Adams WR Deebo Samuel TE Chig Okonkwo FLEX Michael Pittman Jr. BN J.K. Dobbins BN Joe Mixon BN Odell Beckham Jr. BN AJ Dillon BN Jalin Hyatt BN Greg Dulcich BN Kendre Miller BN Mike Gesicki BN Jimmy Garoppolo BN Hunter Renfrow BN John Metchie III BN Isaiah Spiller,,Ja'Marr Chase,WR,8.33%,0
2,3866628406,drdjd2010,1140,20.54,QB Patrick Mahomes RB Austin Ekeler RB Rachaad White WR Keenan Allen WR Brandon Aiyuk WR George Pickens TE T.J. Hockenson FLEX Zach Charbonnet BN Daniel Jones BN Michael Thomas BN Tyler Allgeier BN Jamaal Williams BN K.J. Osborn BN Taysom Hill BN Devin Singletary BN Mecole Hardman Jr. BN Ryan Tannehill BN Joshua Kelley BN Sterling Shepard BN C.J. Uzomah,,DeVonta Smith,WR,8.33%,0
3,3866620638,chris41658,1080,19.1,QB Lamar Jackson RB Rhamondre Stevenson RB Rashaad Penny WR Amon-Ra St. Brown WR Garrett Wilson WR Chris Godwin TE Dalton Kincaid FLEX Diontae Johnson BN Brandin Cooks BN Zay Flowers BN Brian Robinson Jr. BN Kyler Murray BN Kenneth Gainwell BN Jaylen Warren BN Leonard Fournette BN Irv Smith Jr. BN Jayden Reed BN Zach Ertz BN Ty Chandler BN Michael Wilson,,Calvin Ridley,WR,8.33%,0
4,3866638292,drewtstafford1,1020,15.200001,QB Tua Tagovailoa RB Jerick McKinnon RB Christian McCaffrey WR Rashee Rice WR Richie James Jr. WR Jaylen Waddle TE David Njoku FLEX Breece Hall BN DK Metcalf BN Christian Kirk BN Cam Akers BN Javonte Williams BN Geno Smith BN Jeff Wilson Jr. BN Michael Gallup BN Jonathan Mingo BN Tyler Conklin BN Darius Slayton BN Chris Evans BN Puka Nacua,,Justin Herbert,QB,8.33%,0
5,3866620672,pfmanni,1080,13.4,QB Deshaun Watson RB David Montgomery RB Nick Chubb WR CeeDee Lamb WR Amari Cooper WR DeAndre Hopkins TE Dawson Knox FLEX Jaxon Smith-Njigba BN Treylon Burks BN Jameson Williams BN Alexander Mattison BN Elijah Moore BN Elijah Mitchell BN Matthew Stafford BN Khalil Shakir BN Hayden Hurst BN Brock Purdy BN Jerome Ford BN Tank Dell BN Luke Musgrave,,D'Andre Swift,RB,8.33%,0
6,3866638327,nacchach25,1020,11.9,QB Trevor Lawrence RB Jahmyr Gibbs RB Clyde Edwards-Helaire WR Cooper Kupp WR DJ Moore WR Christian Watson TE Evan Engram FLEX Saquon Barkley BN Jordan Addison BN Rashod Bateman BN De'Von Achane BN Adam Thielen BN C.J. Stroud BN Tyler Higbee BN Tyjae Spears BN Nico Collins BN Rondale Moore BN Josh Downs BN Kareem Hunt BN Trey McBride,,Darren Waller,TE,8.33%,0
7,3866611059,Mr.Me17,1140,8.9,QB Joe Burrow RB Derrick Henry RB Dalvin Cook WR Tyreek Hill WR Tee Higgins WR Terry McLaurin TE Sam LaPorta FLEX Dameon Pierce BN Gabe Davis BN Quentin Johnston BN Samaje Perine BN Darnell Mooney BN D'Onta Foreman BN Bryce Young BN DJ Chark Jr. BN Gerald Everett BN Chase Claypool BN Gus Edwards BN Jelani Woods BN Baker Mayfield,,James Cook,RB,8.33%,0
8,3866611106,kimdennisclub,1020,8.6,QB Josh Allen RB Josh Jacobs RB James Conner WR Marquez Valdes-Scantling WR Marvin Jones Jr. WR Mike Williams TE Travis Kelce FLEX Mike Evans BN Dak Prescott BN Damien Harris BN JuJu Smith-Schuster BN Dalton Schultz BN Joshua Palmer BN Curtis Samuel BN Jake Ferguson BN Cordarrelle Patterson BN Noah Fant BN Robert Woods BN Deuce Vaughn BN Latavius Murray,,Khalil Herbert,BN,8.33%,0
9,3866628439,cash320,1140,1.6,QB Kirk Cousins RB Jonathan Taylor RB Najee Harris WR Justyn Ross WR Justin Jefferson WR Chris Olave TE Dallas Goedert FLEX Aaron Jones BN Alvin Kamara BN Anthony Richardson BN Jakobi Meyers BN Jordan Love BN Romeo Doubs BN Michael Mayer BN Tank Bigsby BN Tyquan Thornton BN Isaiah Likely BN Desmond Ridder BN Cade Otton BN Nick Westbrook-Ikhine,,Skyy Moore,FLEX,8.33%,0.4
10,3866628438,theotherguy,1140,1,QB Jalen Hurts RB Bijan Robinson RB Travis Etienne Jr. WR Kadarius Toney WR Drake London WR Jahan Dotson TE George Kittle FLEX Kyle Pitts BN Justin Fields BN Aaron Rodgers BN Allen Lazard BN Cole Kmet BN Donovan Peoples-Jones BN Alec Pierce BN Juwan Johnson BN Isaiah Hodgins BN Chuba Hubbard BN Deon Jackson BN Matt Breida BN Kenyan Drake,,Tyler Boyd,BN,8.33%,0
