Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3878804402,Badg3rs,900,42.54,QB Patrick Mahomes RB Isiah Pacheco RB Miles Sanders WR Rashee Rice WR Kadarius Toney WR DeVonta Smith TE Travis Kelce FLEX DeAndre Hopkins BN Christian Kirk BN Brandin Cooks BN Damien Harris BN Jordan Love BN Romeo Doubs BN Tyjae Spears BN Khalil Shakir BN Mecole Hardman Jr. BN Irv Smith Jr. BN Jerome Ford BN Allen Robinson II BN Joshua Kelley,,Davante Adams,WR,8.33%,0
2,3878787238,alboogie69,1080,20.7,QB Deshaun Watson RB Jonathan Taylor RB Breece Hall WR Amon-Ra St. Brown WR Justyn Ross WR Garrett Wilson TE David Njoku FLEX Amari Cooper BN Marquise Brown BN Jahan Dotson BN Brian Robinson Jr. BN Tyler Boyd BN De'Von Achane BN Roschon Johnson BN Donovan Peoples-Jones BN Rashid Shaheed BN Brock Purdy BN Jayden Reed BN Cade Otton BN Daniel Bellinger,,CeeDee Lamb,WR,8.33%,0
3,3878797031,robdawg8766,1140,14.02,QB Jared Goff RB Saquon Barkley RB Dalvin Cook WR A.J. Brown WR DJ Moore WR Brandon Aiyuk TE Pat Freiermuth FLEX Dameon Pierce BN Mike Evans BN Joe Mixon BN Rashaad Penny BN Aaron Rodgers BN Taysom Hill BN Juwan Johnson BN DJ Chark Jr. BN Kendre Miller BN Cordarrelle Patterson BN Zamir White BN Eric Gray BN Ty Chandler,,Deebo Samuel,WR,8.33%,0
4,3878804332,RyanHeitkamp,1140,13.4,QB Joe Burrow RB David Montgomery RB Tony Pollard WR Cooper Kupp WR Jaxon Smith-Njigba WR Chris Godwin TE George Kittle FLEX Josh Jacobs BN Kirk Cousins BN Samaje Perine BN Jakobi Meyers BN Dalton Schultz BN K.J. Osborn BN C.J. Stroud BN Devin Singletary BN Hunter Renfrow BN Chase Brown BN Chuba Hubbard BN Luke Musgrave BN Randall Cobb,,Najee Harris,RB,8.33%,0
5,3878787406,pgannon15,1080,10,QB Jalen Hurts RB Jahmyr Gibbs RB Jerick McKinnon WR Tyreek Hill WR Diontae Johnson WR Zay Flowers TE Dallas Goedert FLEX Kenneth Walker III BN Tua Tagovailoa BN Geno Smith BN Elijah Mitchell BN Antonio Gibson BN Jeff Wilson Jr. BN Curtis Samuel BN Mike Gesicki BN Jake Ferguson BN John Metchie III BN Marvin Mims Jr. BN Tyler Conklin BN Michael Wilson,,T.J. Hockenson,TE,8.33%,0
6,3878797064,kjd3good,1140,8.9,QB Lamar Jackson RB J.K. Dobbins RB James Cook WR Ja'Marr Chase WR Christian Watson WR Odell Beckham Jr. TE Sam LaPorta FLEX Mark Andrews BN Darren Waller BN Rashod Bateman BN Tyler Allgeier BN Anthony Richardson BN Jamaal Williams BN Jalin Hyatt BN Alec Pierce BN Josh Downs BN Desmond Ridder BN Mack Hollins BN Evan Hull BN Deon Jackson,,Rachaad White,FLEX,8.33%,0
7,3878787396,CHITOWNHAWKS,1020,8.6,QB Josh Allen RB Christian McCaffrey RB Aaron Jones WR Marquez Valdes-Scantling WR Marvin Jones Jr. WR DK Metcalf TE Evan Engram FLEX Gabe Davis BN James Conner BN Courtland Sutton BN JuJu Smith-Schuster BN Cole Kmet BN Adam Thielen BN Raheem Mostert BN Leonard Fournette BN Van Jefferson BN Mac Jones BN Baker Mayfield BN Ryan Tannehill BN Darius Slayton,,Dak Prescott,QB,8.33%,0
8,3878797134,tdunne09,1020,5.5,QB Daniel Jones RB Clyde Edwards-Helaire RB Bijan Robinson WR Richie James Jr. WR Mike Williams WR Drake London TE Dawson Knox FLEX Derrick Henry BN Keenan Allen BN Terry McLaurin BN Treylon Burks BN Michael Thomas BN Alexander Mattison BN Elijah Moore BN Tyler Higbee BN Matthew Stafford BN Kareem Hunt BN Sam Howell BN Puka Nacua BN Cole Turner,,Alvin Kamara,RB,8.33%,0
9,3878780199,jagsbraves10,1140,0.4,QB Trevor Lawrence RB D'Andre Swift RB Cam Akers WR Skyy Moore WR Justin Jefferson WR Tee Higgins TE Michael Mayer FLEX Calvin Ridley BN George Pickens BN Khalil Herbert BN Kyler Murray BN Zay Jones BN D'Onta Foreman BN Bryce Young BN Trey Lance BN Rondale Moore BN Tank Bigsby BN Isaiah Likely BN Zach Ertz BN Deuce Vaughn,,AJ Dillon,BN,8.33%,0
10,3878779836,bigcaf69,1200,0,QB Dak Prescott RB Najee Harris RB Rachaad White WR Davante Adams WR CeeDee Lamb WR Deebo Samuel TE T.J. Hockenson FLEX Alvin Kamara BN AJ Dillon BN Allen Lazard BN Greg Dulcich BN Dalton Kincaid BN Ezekiel Elliott BN Kenny Pickett BN Jimmy Garoppolo BN Trey McBride BN Parris Campbell BN Tank Dell BN Chris Evans BN Zack Moss,,Allen Lazard,BN,8.33%,0
10,3878787412,DeepSeaMike,1200,0,QB Justin Herbert RB Nick Chubb RB Rhamondre Stevenson WR Stefon Diggs WR Jaylen Waddle WR Jerry Jeudy TE Gerald Everett FLEX Tyler Lockett BN Jordan Addison BN Zach Charbonnet BN Quentin Johnston BN Russell Wilson BN Kenneth Gainwell BN Jaylen Warren BN Jonathan Mingo BN Joshua Palmer BN Noah Fant BN Hunter Henry BN Kyren Williams BN Adam Trautman,,Greg Dulcich,BN,8.33%,0
10,3878797020,oshdiddy,1140,0,QB Justin Fields RB Austin Ekeler RB Travis Etienne Jr. WR Chris Olave WR Michael Pittman Jr. WR Jameson Williams TE Kyle Pitts FLEX Javonte Williams BN Derek Carr BN Darnell Mooney BN Chig Okonkwo BN Nico Collins BN Michael Gallup BN Isaiah Hodgins BN Hayden Hurst BN Gus Edwards BN Robert Woods BN DeVante Parker BN Gardner Minshew II BN Dorian Thompson-Robinson,,Dalton Kincaid,BN,8.33%,0
,,,,,,,Ezekiel Elliott,BN,8.33%,0
,,,,,,,Kenny Pickett,BN,8.33%,0
,,,,,,,Jimmy Garoppolo,BN,8.33%,0
,,,,,,,Trey McBride,BN,8.33%,0
,,,,,,,Parris Campbell,BN,8.33%,0
,,,,,,,Tank Dell,BN,8.33%,0
,,,,,,,Chris Evans,BN,8.33%,0
,,,,,,,Zack Moss,BN,8.33%,0
,,,,,,,Justin Jefferson,WR,8.33%,0
,,,,,,,Tee Higgins,WR,8.33%,0
,,,,,,,Calvin Ridley,WR,8.33%,0
,,,,,,,Trevor Lawrence,QB,8.33%,0
,,,,,,,D'Andre Swift,RB,8.33%,0
,,,,,,,George Pickens,FLEX,8.33%,0
,,,,,,,Cam Akers,RB,8.33%,0
,,,,,,,Khalil Herbert,BN,8.33%,0
,,,,,,,Kyler Murray,BN,8.33%,0
,,,,,,,Skyy Moore,BN,8.33%,0.4
,,,,,,,Zay Jones,BN,8.33%,0
,,,,,,,D'Onta Foreman,BN,8.33%,0
,,,,,,,Bryce Young,BN,8.33%,0
,,,,,,,Trey Lance,BN,8.33%,0
,,,,,,,Michael Mayer,TE,8.33%,0
,,,,,,,Rondale Moore,BN,8.33%,0
,,,,,,,Tank Bigsby,BN,8.33%,0
,,,,,,,Isaiah Likely,BN,8.33%,0
