Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3872917003,jbenoit012,960,37.019997,QB Jared Goff RB David Montgomery RB Jahmyr Gibbs WR Justyn Ross WR Cooper Kupp WR DeAndre Hopkins TE Chig Okonkwo FLEX Tony Pollard BN Drake London BN Jaxon Smith-Njigba BN Tyler Lockett BN Brian Robinson Jr. BN Jordan Love BN Greg Dulcich BN Romeo Doubs BN Michael Gallup BN Joshua Palmer BN Isaiah Hodgins BN Tyler Conklin BN Pierre Strong Jr.,,Saquon Barkley,RB,8.33%,0
2,3872936478,sunshinebui,1020,32.5,QB Trevor Lawrence RB Josh Jacobs RB Travis Etienne Jr. WR Amon-Ra St. Brown WR Rashee Rice WR Marvin Jones Jr. TE Evan Engram FLEX Davante Adams BN Kirk Cousins BN Michael Thomas BN Alexander Mattison BN Jamaal Williams BN K.J. Osborn BN Roschon Johnson BN Donovan Peoples-Jones BN Jimmy Garoppolo BN Khalil Shakir BN Irv Smith Jr. BN Zach Ertz BN Cade Otton,,Nick Chubb,RB,8.33%,0
3,3872936449,SteveS42,1140,20.54,QB Patrick Mahomes RB Derrick Henry RB Aaron Jones WR Justin Jefferson WR Christian Watson WR Jahan Dotson TE George Kittle FLEX Pat Freiermuth BN Khalil Herbert BN Elijah Moore BN Tyler Allgeier BN Jakobi Meyers BN Darnell Mooney BN Matthew Stafford BN Kenny Pickett BN Noah Fant BN Jerome Ford BN Allen Robinson II BN Puka Nacua BN Ty Chandler,,Amari Cooper,WR,8.33%,0
4,3872939163,WestCoast757,1080,18.3,QB Dak Prescott RB Isiah Pacheco RB Austin Ekeler WR Jaylen Waddle WR Mike Williams WR Jerry Jeudy TE Sam LaPorta FLEX Dameon Pierce BN Javonte Williams BN Quentin Johnston BN JuJu Smith-Schuster BN Russell Wilson BN Jalin Hyatt BN Michael Mayer BN Josh Downs BN Marvin Mims Jr. BN Baker Mayfield BN Luke Musgrave BN Chris Evans BN Calvin Austin III,,T.J. Hockenson,TE,8.33%,0
5,3872928947,bootcampfan,1140,6.8,QB Josh Allen RB Rhamondre Stevenson RB Cam Akers WR Marquez Valdes-Scantling WR Stefon Diggs WR DK Metcalf TE Dalton Schultz FLEX Michael Pittman Jr. BN Gabe Davis BN Courtland Sutton BN AJ Dillon BN Dalton Kincaid BN C.J. Stroud BN Rashid Shaheed BN Rondale Moore BN Cordarrelle Patterson BN Chuba Hubbard BN Robert Woods BN Mack Hollins BN Deon Jackson,,Chris Godwin,WR,8.33%,0
6,3872939159,gjlea7,1140,3.9,QB Justin Herbert RB Clyde Edwards-Helaire RB Breece Hall WR Ja'Marr Chase WR Chris Olave WR Keenan Allen TE Juwan Johnson FLEX Treylon Burks BN Jordan Addison BN Alvin Kamara BN Antonio Gibson BN Derek Carr BN DJ Chark Jr. BN Jaylen Warren BN Gerald Everett BN Devin Singletary BN Hayden Hurst BN Jelani Woods BN Ryan Tannehill BN Michael Wilson,,Deshaun Watson,QB,8.33%,0
7,3872936460,MikePickems,1140,2,QB Jalen Hurts RB Jerick McKinnon RB Najee Harris WR Tyreek Hill WR DeVonta Smith WR Mike Evans TE Darren Waller FLEX Miles Sanders BN Marquise Brown BN David Njoku BN Geno Smith BN Kyler Murray BN Kendre Miller BN Kenneth Gainwell BN Chase Claypool BN Isaiah Likely BN Van Jefferson BN DeVante Parker BN Boston Scott BN Olamide Zaccheaus,,Rachaad White,BN,8.33%,0
8,3872916864,trippkirk07,1140,1.6,QB Deshaun Watson RB Saquon Barkley RB Nick Chubb WR Richie James Jr. WR Amari Cooper WR Chris Godwin TE T.J. Hockenson FLEX Rachaad White BN Joe Mixon BN Zach Charbonnet BN Aaron Rodgers BN Allen Lazard BN Elijah Mitchell BN Jonathan Mingo BN Hunter Renfrow BN Trey McBride BN John Metchie III BN Deuce Vaughn BN Zamir White BN Dorian Thompson-Robinson,,Joe Mixon,FLEX,8.33%,0
9,3872928743,DeepSeaMike,1080,1,QB Joe Burrow RB Dalvin Cook RB J.K. Dobbins WR Kadarius Toney WR Tee Higgins WR Calvin Ridley TE Travis Kelce FLEX D'Andre Swift BN Diontae Johnson BN Rashod Bateman BN Tyler Boyd BN Jeff Wilson Jr. BN Ezekiel Elliott BN Jake Ferguson BN Chase Brown BN Jayden Reed BN Mac Jones BN Hunter Henry BN Darius Slayton BN Kendrick Bourne,,Zach Charbonnet,BN,8.33%,0
10,3872917007,whats_up_pig,960,0.4,QB Justin Fields RB Bijan Robinson RB James Cook WR Skyy Moore WR Garrett Wilson WR DJ Moore TE Kyle Pitts FLEX Terry McLaurin BN Jameson Williams BN Anthony Richardson BN Cole Kmet BN Raheem Mostert BN Alec Pierce BN Tyjae Spears BN Nico Collins BN Curtis Samuel BN Mike Gesicki BN Kareem Hunt BN Leonard Fournette BN Desmond Ridder,,Aaron Rodgers,BN,8.33%,0
11,3872936444,JaqaV,1200,0,QB Lamar Jackson RB Christian McCaffrey RB James Conner WR Christian Kirk WR Brandon Aiyuk WR Odell Beckham Jr. TE Mark Andrews FLEX Zay Flowers BN Tua Tagovailoa BN Damien Harris BN De'Von Achane BN Zay Jones BN D'Onta Foreman BN Taysom Hill BN Tank Bigsby BN Brock Purdy BN Gus Edwards BN Parris Campbell BN Durham Smythe BN Cedrick Wilson Jr.,,Allen Lazard,WR,8.33%,0
11,3872939139,THESCHLAGGER,1200,0,QB Daniel Jones RB Jonathan Taylor RB Kenneth Walker III WR A.J. Brown WR CeeDee Lamb WR Deebo Samuel TE Dallas Goedert FLEX George Pickens BN Brandin Cooks BN Rashaad Penny BN Samaje Perine BN Dawson Knox BN Adam Thielen BN Bryce Young BN Tyler Higbee BN Mecole Hardman Jr. BN Sam Howell BN Tank Dell BN Joshua Kelley BN Evan Hull,,Elijah Mitchell,BN,8.33%,0
,,,,,,,Jonathan Mingo,BN,8.33%,0
,,,,,,,Hunter Renfrow,BN,8.33%,0
,,,,,,,Trey McBride,BN,8.33%,0
,,,,,,,John Metchie III,BN,8.33%,0
,,,,,,,Richie James Jr.,BN,8.33%,1.6
,,,,,,,Deuce Vaughn,BN,8.33%,0
,,,,,,,Zamir White,BN,8.33%,0
,,,,,,,Dorian Thompson-Robinson,BN,8.33%,0
,,,,,,,Cooper Kupp,WR,8.33%,0
,,,,,,,Tony Pollard,RB,8.33%,0
,,,,,,,DeAndre Hopkins,WR,8.33%,0
,,,,,,,Jahmyr Gibbs,RB,8.33%,8
,,,,,,,Drake London,WR,8.33%,0
,,,,,,,Jaxon Smith-Njigba,BN,8.33%,0
,,,,,,,Tyler Lockett,FLEX,8.33%,0
,,,,,,,David Montgomery,BN,8.33%,13.4
,,,,,,,Jared Goff,QB,8.33%,14.02
,,,,,,,Brian Robinson Jr.,BN,8.33%,0
,,,,,,,Chig Okonkwo,TE,8.33%,0
,,,,,,,Jordan Love,BN,8.33%,0
,,,,,,,Greg Dulcich,BN,8.33%,0
,,,,,,,Romeo Doubs,BN,8.33%,0
,,,,,,,Michael Gallup,BN,8.33%,0
,,,,,,,Joshua Palmer,BN,8.33%,0
,,,,,,,Isaiah Hodgins,BN,8.33%,0
,,,,,,,Tyler Conklin,BN,8.33%,0
,,,,,,,Justyn Ross,BN,8.33%,1.6
,,,,,,,Pierre Strong Jr.,BN,8.33%,0
,,,,,,,Bijan Robinson,RB,8.33%,0
,,,,,,,Garrett Wilson,WR,8.33%,0
,,,,,,,Justin Fields,QB,8.33%,0
,,,,,,,DJ Moore,WR,8.33%,0
,,,,,,,Terry McLaurin,WR,8.33%,0
,,,,,,,Kyle Pitts,TE,8.33%,0
,,,,,,,James Cook,RB,8.33%,0
,,,,,,,Jameson Williams,BN,8.33%,0
,,,,,,,Anthony Richardson,BN,8.33%,0
,,,,,,,Skyy Moore,FLEX,8.33%,0.4
,,,,,,,Cole Kmet,BN,8.33%,0
,,,,,,,Raheem Mostert,BN,8.33%,0
,,,,,,,Alec Pierce,BN,8.33%,0
,,,,,,,Tyjae Spears,BN,8.33%,0
,,,,,,,Nico Collins,BN,8.33%,0
,,,,,,,Curtis Samuel,BN,8.33%,0
,,,,,,,Mike Gesicki,BN,8.33%,0
,,,,,,,Kareem Hunt,BN,8.33%,0
,,,,,,,Leonard Fournette,BN,8.33%,0
,,,,,,,Desmond Ridder,BN,8.33%,0
,,,,,,,Travis Kelce,TE,8.33%,0
,,,,,,,Tee Higgins,WR,8.33%,0
,,,,,,,Joe Burrow,QB,8.33%,0
,,,,,,,Calvin Ridley,WR,8.33%,0
,,,,,,,Dalvin Cook,FLEX,8.33%,0
,,,,,,,J.K. Dobbins,RB,8.33%,0
,,,,,,,D'Andre Swift,RB,8.33%,0
,,,,,,,Kadarius Toney,BN,8.33%,1
,,,,,,,Diontae Johnson,WR,8.33%,0
,,,,,,,Rashod Bateman,BN,8.33%,0
,,,,,,,Tyler Boyd,BN,8.33%,0
,,,,,,,Jeff Wilson Jr.,BN,8.33%,0
,,,,,,,Ezekiel Elliott,BN,8.33%,0
,,,,,,,Jake Ferguson,BN,8.33%,0
,,,,,,,Chase Brown,BN,8.33%,0
,,,,,,,Jayden Reed,BN,8.33%,0
,,,,,,,Mac Jones,BN,8.33%,0
,,,,,,,Hunter Henry,BN,8.33%,0
,,,,,,,Darius Slayton,BN,8.33%,0
,,,,,,,Kendrick Bourne,BN,8.33%,0
,,,,,,,Stefon Diggs,WR,8.33%,0
,,,,,,,Josh Allen,QB,8.33%,0
,,,,,,,DK Metcalf,WR,8.33%,0
,,,,,,,Rhamondre Stevenson,RB,8.33%,0
,,,,,,,Michael Pittman Jr.,FLEX,8.33%,0
,,,,,,,Cam Akers,RB,8.33%,0
,,,,,,,Gabe Davis,WR,8.33%,0
,,,,,,,Courtland Sutton,BN,8.33%,0
,,,,,,,AJ Dillon,BN,8.33%,0
,,,,,,,Dalton Schultz,BN,8.33%,0
,,,,,,,Dalton Kincaid,TE,8.33%,0
,,,,,,,C.J. Stroud,BN,8.33%,0
,,,,,,,Marquez Valdes-Scantling,BN,8.33%,6.8
,,,,,,,Rashid Shaheed,BN,8.33%,0
,,,,,,,Rondale Moore,BN,8.33%,0
,,,,,,,Cordarrelle Patterson,BN,8.33%,0
,,,,,,,Chuba Hubbard,BN,8.33%,0
,,,,,,,Robert Woods,BN,8.33%,0
,,,,,,,Mack Hollins,BN,8.33%,0
,,,,,,,Deon Jackson,BN,8.33%,0
,,,,,,,Christian McCaffrey,RB,8.33%,0
,,,,,,,Mark Andrews,TE,8.33%,0
,,,,,,,Lamar Jackson,QB,8.33%,0
,,,,,,,Christian Kirk,WR,8.33%,0
,,,,,,,Brandon Aiyuk,WR,8.33%,0
,,,,,,,Tua Tagovailoa,BN,8.33%,0
,,,,,,,James Conner,RB,8.33%,0
,,,,,,,Odell Beckham Jr.,FLEX,8.33%,0
,,,,,,,Zay Flowers,WR,8.33%,0
,,,,,,,Damien Harris,BN,8.33%,0
,,,,,,,De'Von Achane,BN,8.33%,0
,,,,,,,Zay Jones,BN,8.33%,0
,,,,,,,D'Onta Foreman,BN,8.33%,0
,,,,,,,Taysom Hill,BN,8.33%,0
,,,,,,,Tank Bigsby,BN,8.33%,0
,,,,,,,Brock Purdy,BN,8.33%,0
,,,,,,,Gus Edwards,BN,8.33%,0
,,,,,,,Parris Campbell,BN,8.33%,0
,,,,,,,Durham Smythe,BN,8.33%,0
,,,,,,,Cedrick Wilson Jr.,BN,8.33%,0
,,,,,,,Justin Jefferson,WR,8.33%,0
,,,,,,,Patrick Mahomes,QB,8.33%,20.54
,,,,,,,Derrick Henry,RB,8.33%,0
,,,,,,,George Kittle,TE,8.33%,0
,,,,,,,Christian Watson,WR,8.33%,0
,,,,,,,Aaron Jones,RB,8.33%,0
,,,,,,,Jahan Dotson,WR,8.33%,0
,,,,,,,Pat Freiermuth,BN,8.33%,0
,,,,,,,Khalil Herbert,BN,8.33%,0
,,,,,,,Elijah Moore,FLEX,8.33%,0
,,,,,,,Tyler Allgeier,BN,8.33%,0
,,,,,,,Jakobi Meyers,BN,8.33%,0
,,,,,,,Darnell Mooney,BN,8.33%,0
,,,,,,,Matthew Stafford,BN,8.33%,0
,,,,,,,Kenny Pickett,BN,8.33%,0
,,,,,,,Noah Fant,BN,8.33%,0
,,,,,,,Jerome Ford,BN,8.33%,0
,,,,,,,Allen Robinson II,BN,8.33%,0
,,,,,,,Puka Nacua,BN,8.33%,0
,,,,,,,Ty Chandler,BN,8.33%,0
,,,,,,,Tyreek Hill,WR,8.33%,0
,,,,,,,Jalen Hurts,QB,8.33%,0
,,,,,,,DeVonta Smith,WR,8.33%,0
,,,,,,,Najee Harris,RB,8.33%,0
,,,,,,,Miles Sanders,RB,8.33%,0
,,,,,,,Darren Waller,TE,8.33%,0
,,,,,,,Mike Evans,WR,8.33%,0
,,,,,,,Marquise Brown,FLEX,8.33%,0
,,,,,,,David Njoku,BN,8.33%,0
,,,,,,,Geno Smith,BN,8.33%,0
,,,,,,,Kyler Murray,BN,8.33%,0
,,,,,,,Kendre Miller,BN,8.33%,0
,,,,,,,Kenneth Gainwell,BN,8.33%,0
,,,,,,,Chase Claypool,BN,8.33%,0
,,,,,,,Isaiah Likely,BN,8.33%,0
,,,,,,,Van Jefferson,BN,8.33%,0
