Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3865952856,evavold2007,1080,25.900002,QB Trevor Lawrence RB Tony Pollard RB Travis Etienne Jr. WR Amon-Ra St. Brown WR Marquez Valdes-Scantling WR Deebo Samuel TE Michael Mayer FLEX Drake London BN Christian Kirk BN Rachaad White BN Treylon Burks BN Zach Charbonnet BN Samaje Perine BN Kyler Murray BN Antonio Gibson BN Bryce Young BN Rondale Moore BN Jimmy Garoppolo BN Trey McBride BN Dre Miller,,Cooper Kupp,WR,8.33%,0
2,3865968465,Freshboiswag313,1020,22.34,QB Patrick Mahomes RB Austin Ekeler RB Kenneth Walker III WR Marvin Jones Jr. WR Michael Pittman Jr. WR Odell Beckham Jr. TE David Njoku FLEX Rhamondre Stevenson BN Dameon Pierce BN Quentin Johnston BN JuJu Smith-Schuster BN Tyler Allgeier BN Greg Dulcich BN Alec Pierce BN Leonard Fournette BN Chase Brown BN Mecole Hardman Jr. BN John Metchie III BN Baker Mayfield BN Matt Breida,,Saquon Barkley,RB,8.33%,0
3,3865942872,CoachS111,1080,21,QB Joe Burrow RB Isiah Pacheco RB Saquon Barkley WR Rashee Rice WR Cooper Kupp WR DeAndre Hopkins TE George Kittle FLEX Miles Sanders BN Lamar Jackson BN Zay Flowers BN Jakobi Meyers BN De'Von Achane BN Jeff Wilson Jr. BN DJ Chark Jr. BN Tyjae Spears BN Irv Smith Jr. BN Tyquan Thornton BN Jayden Reed BN Cedric Tillman BN Tank Dell,,Joe Burrow,BN,8.33%,0
4,3865959360,teamskank,1080,16.9,QB Daniel Jones RB Jahmyr Gibbs RB Khalil Herbert WR Stefon Diggs WR Davante Adams WR Jerry Jeudy TE Sam LaPorta FLEX Christian Watson BN Jaxon Smith-Njigba BN George Pickens BN Brian Robinson Jr. BN Anthony Richardson BN Jordan Love BN Roschon Johnson BN Raheem Mostert BN Isaiah Hodgins BN Chuba Hubbard BN Noah Fant BN Zamir White BN Logan Thomas,,Lamar Jackson,QB,8.33%,0
5,3865968469,FOOTBALL6717,1140,14.02,QB Jared Goff RB Jonathan Taylor RB Nick Chubb WR Mike Williams WR Tyler Lockett WR Marquise Brown TE Pat Freiermuth FLEX Josh Jacobs BN Jordan Addison BN Rashod Bateman BN Geno Smith BN Jalin Hyatt BN Tyler Higbee BN Curtis Samuel BN Corey Davis BN Terrace Marshall Jr. BN Mack Hollins BN Jalen Reagor BN Calvin Austin III BN Randall Cobb,,DeAndre Hopkins,WR,8.33%,0
6,3865952810,clemson47103,1080,13.4,QB Tua Tagovailoa RB David Montgomery RB Aaron Jones WR Ja'Marr Chase WR DeVonta Smith WR Tee Higgins TE T.J. Hockenson FLEX Mike Evans BN James Conner BN Jameson Williams BN Dalton Schultz BN Zay Jones BN Devin Singletary BN Mike Gesicki BN Cordarrelle Patterson BN Sam Howell BN Brock Purdy BN Luke Musgrave BN DeVante Parker BN Latavius Murray,,George Kittle,TE,8.33%,0
7,3865959286,Bogie01,1140,3.9,QB Dak Prescott RB Clyde Edwards-Helaire RB Cam Akers WR CeeDee Lamb WR Jaylen Waddle WR Brandin Cooks TE Dallas Goedert FLEX Joe Mixon BN Aaron Rodgers BN Cole Kmet BN Dawson Knox BN Adam Thielen BN Romeo Doubs BN Matthew Stafford BN Jake Ferguson BN Robert Woods BN Allen Robinson II BN Deuce Vaughn BN Greg Dortch BN Devin Duvernay,,Miles Sanders,RB,8.33%,0
8,3865942928,DTBCONTENDER,1020,2.4,QB Deshaun Watson RB Jerick McKinnon RB Breece Hall WR Skyy Moore WR DK Metcalf WR DJ Moore TE Travis Kelce FLEX Derrick Henry BN Diontae Johnson BN Alvin Kamara BN Allen Lazard BN Donovan Peoples-Jones BN Taysom Hill BN Kendre Miller BN Michael Gallup BN Kenny Pickett BN Tank Bigsby BN Isaiah Likely BN Desmond Ridder BN Ryan Tannehill,,Isiah Pacheco,FLEX,8.33%,9.4
9,3865968345,michiganct,1140,1.6,QB Josh Allen RB Christian McCaffrey RB Rashaad Penny WR Richie James Jr. WR Chris Godwin WR Gabe Davis TE Kyle Pitts FLEX Evan Engram BN Jalen Hurts BN Alexander Mattison BN Dalton Kincaid BN Rashid Shaheed BN Kenneth Gainwell BN Hunter Renfrow BN Khalil Shakir BN Van Jefferson BN Parris Campbell BN Jerome Ford BN Olamide Zaccheaus BN Ty Chandler,,Zay Flowers,WR,8.33%,0
10,3865968364,pustis721,1080,1,QB Justin Fields RB Javonte Williams RB James Cook WR Kadarius Toney WR Tyreek Hill WR Garrett Wilson TE Chig Okonkwo FLEX Chris Olave BN Terry McLaurin BN Michael Thomas BN Jamaal Williams BN Elijah Mitchell BN Derek Carr BN Darnell Mooney BN D'Onta Foreman BN Kareem Hunt BN Hayden Hurst BN Chase Claypool BN Cade Otton BN Deonte Harty,,Jakobi Meyers,BN,8.33%,0
