Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3871165261,Apparatus67,1020,42.020004,QB Jared Goff RB Saquon Barkley RB Dameon Pierce WR Amon-Ra St. Brown WR Amari Cooper WR Christian Watson TE Sam LaPorta FLEX George Pickens BN Tua Tagovailoa BN Jahan Dotson BN Zay Flowers BN Roschon Johnson BN Juwan Johnson BN Kendre Miller BN Kenneth Gainwell BN Sam Howell BN Mack Hollins BN Deon Jackson BN Durham Smythe BN Dyami Brown,,Saquon Barkley,RB,8.33%,0
2,3871165274,emfeldman,1020,21.54,QB Patrick Mahomes RB Najee Harris RB James Conner WR Kadarius Toney WR Chris Olave WR Diontae Johnson TE Travis Kelce FLEX Jordan Addison BN Michael Thomas BN De'Von Achane BN Adam Thielen BN Jeff Wilson Jr. BN Jaylen Warren BN Rondale Moore BN Jonathan Mingo BN Kenny Pickett BN Josh Downs BN Trey McBride BN Chris Evans BN Michael Wilson,,Amon-Ra St. Brown,WR,8.33%,19.1
3,3871175992,Nojstc,1080,13.6,QB Daniel Jones RB Jerick McKinnon RB Christian McCaffrey WR Rashee Rice WR Deebo Samuel WR Gabe Davis TE George Kittle FLEX Joe Mixon BN James Cook BN Romeo Doubs BN Taysom Hill BN Isaiah Hodgins BN Mecole Hardman Jr. BN Brock Purdy BN Jayden Reed BN Parris Campbell BN Baker Mayfield BN Zamir White BN Cade Otton BN Chase Edmonds,,Amari Cooper,WR,8.33%,0
4,3871184019,Milo_frontel,1140,13.4,QB Joe Burrow RB David Montgomery RB Kenneth Walker III WR Cooper Kupp WR Tee Higgins WR Calvin Ridley TE Dallas Goedert FLEX Marquise Brown BN Treylon Burks BN Allen Lazard BN Tyler Boyd BN Elijah Mitchell BN Chig Okonkwo BN Matthew Stafford BN Hunter Renfrow BN Van Jefferson BN Jerome Ford BN Allen Robinson II BN Corey Davis BN Keaontay Ingram,,Christian Watson,WR,8.33%,0
5,3871165501,DeepSeaMike,1140,12,QB Justin Herbert RB J.K. Dobbins RB D'Andre Swift WR Josh Reynolds WR Justin Jefferson WR DeVonta Smith TE Greg Dulcich FLEX Mike Williams BN Keenan Allen BN Zach Charbonnet BN Quentin Johnston BN Rashod Bateman BN Antonio Gibson BN Derek Carr BN Bryce Young BN Ezekiel Elliott BN Irv Smith Jr. BN Noah Fant BN Hunter Henry BN Ty Chandler,,Dameon Pierce,RB,8.33%,0
6,3871193498,bspivak24,1140,9.4,QB Lamar Jackson RB Isiah Pacheco RB Breece Hall WR Ja'Marr Chase WR Michael Pittman Jr. WR Jaxon Smith-Njigba TE Mark Andrews FLEX Travis Etienne Jr. BN Kirk Cousins BN AJ Dillon BN Elijah Moore BN D'Onta Foreman BN Jordan Love BN Tyler Higbee BN Curtis Samuel BN John Metchie III BN Chuba Hubbard BN Daniel Bellinger BN Puka Nacua BN Cole Beasley,,George Pickens,FLEX,8.33%,0
7,3871184008,spartanraider,1080,8.400001,QB Josh Allen RB Austin Ekeler RB Tony Pollard WR Marquez Valdes-Scantling WR Richie James Jr. WR DeAndre Hopkins TE Darren Waller FLEX Tyler Lockett BN Mike Evans BN Courtland Sutton BN JuJu Smith-Schuster BN Cole Kmet BN Raheem Mostert BN Dalton Kincaid BN Tyjae Spears BN Michael Gallup BN Khalil Shakir BN Ryan Tannehill BN Joshua Kelley BN DeVante Parker,,Tua Tagovailoa,QB,8.33%,0
8,3871184004,smoke_401,1140,8,QB Deshaun Watson RB Jahmyr Gibbs RB Josh Jacobs WR A.J. Brown WR Davante Adams WR Terry McLaurin TE David Njoku FLEX Miles Sanders BN Pat Freiermuth BN Alexander Mattison BN Geno Smith BN Tyler Allgeier BN Jakobi Meyers BN Donovan Peoples-Jones BN DJ Chark Jr. BN Joshua Palmer BN Jimmy Garoppolo BN Hayden Hurst BN Robert Woods BN Darius Slayton,,Jahan Dotson,BN,8.33%,0
9,3871165495,clubber9,1020,3.9,QB Trevor Lawrence RB Clyde Edwards-Helaire RB Rhamondre Stevenson WR Stefon Diggs WR Garrett Wilson WR DK Metcalf TE Evan Engram FLEX Christian Kirk BN Alvin Kamara BN Odell Beckham Jr. BN Jameson Williams BN Khalil Herbert BN Aaron Rodgers BN Darnell Mooney BN Devin Singletary BN Kareem Hunt BN Marvin Mims Jr. BN Tyler Conklin BN Zach Ertz BN Kyren Williams,,Zay Flowers,BN,8.33%,0
10,3871165267,Bigrisers,1140,1.6,QB Justin Fields RB Bijan Robinson RB Nick Chubb WR Justyn Ross WR Jerry Jeudy WR Drake London TE Kyle Pitts FLEX Chris Godwin BN Brandin Cooks BN Damien Harris BN Brian Robinson Jr. BN Jamaal Williams BN Russell Wilson BN Dalton Schultz BN Jalin Hyatt BN Rashid Shaheed BN Chase Brown BN Isaiah Likely BN Desmond Ridder BN Gus Edwards,,Jared Goff,BN,8.33%,14.02
11,3871175984,IceJester,1140,0.4,QB Jalen Hurts RB Derrick Henry RB Cam Akers WR Skyy Moore WR Tyreek Hill WR DJ Moore TE Dawson Knox FLEX Brandon Aiyuk BN Rachaad White BN Anthony Richardson BN Kyler Murray BN K.J. Osborn BN Alec Pierce BN Gerald Everett BN Tank Bigsby BN Jake Ferguson BN Deuce Vaughn BN Calvin Austin III BN Ronnie Bell BN Latavius Murray,,Roschon Johnson,BN,8.33%,0
12,3871193678,omarrb32,1200,0,QB Dak Prescott RB Jonathan Taylor RB Aaron Jones WR CeeDee Lamb WR Jaylen Waddle WR Zay Jones TE T.J. Hockenson FLEX Dalvin Cook BN Javonte Williams BN Rashaad Penny BN Samaje Perine BN C.J. Stroud BN Michael Mayer BN Nico Collins BN Wan'Dale Robinson BN Chase Claypool BN Mac Jones BN Tank Dell BN Luke Musgrave BN Evan Hull,,Juwan Johnson,BN,8.33%,0
,,,,,,,Kendre Miller,BN,8.33%,0
,,,,,,,Kenneth Gainwell,BN,8.33%,0
,,,,,,,Sam Howell,BN,8.33%,0
,,,,,,,Sam LaPorta,TE,8.33%,8.9
,,,,,,,Mack Hollins,BN,8.33%,0
,,,,,,,Deon Jackson,BN,8.33%,0
,,,,,,,Durham Smythe,BN,8.33%,0
,,,,,,,Dyami Brown,BN,8.33%,0
,,,,,,,Bijan Robinson,RB,8.33%,0
,,,,,,,Nick Chubb,RB,8.33%,0
,,,,,,,Justin Fields,QB,8.33%,0
,,,,,,,Jerry Jeudy,WR,8.33%,0
,,,,,,,Drake London,WR,8.33%,0
,,,,,,,Kyle Pitts,TE,8.33%,0
,,,,,,,Chris Godwin,WR,8.33%,0
,,,,,,,Brandin Cooks,FLEX,8.33%,0
,,,,,,,Damien Harris,BN,8.33%,0
,,,,,,,Brian Robinson Jr.,BN,8.33%,0
,,,,,,,Jamaal Williams,BN,8.33%,0
,,,,,,,Russell Wilson,BN,8.33%,0
,,,,,,,Dalton Schultz,BN,8.33%,0
,,,,,,,Jalin Hyatt,BN,8.33%,0
,,,,,,,Rashid Shaheed,BN,8.33%,0
,,,,,,,Chase Brown,BN,8.33%,0
,,,,,,,Isaiah Likely,BN,8.33%,0
,,,,,,,Desmond Ridder,BN,8.33%,0
,,,,,,,Gus Edwards,BN,8.33%,0
,,,,,,,Justyn Ross,BN,8.33%,1.6
,,,,,,,Travis Kelce,TE,8.33%,0
,,,,,,,Patrick Mahomes,QB,8.33%,20.54
