Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3874871046,bjhoo,1020,33.120003,QB Jared Goff RB Bijan Robinson RB D'Andre Swift WR Amon-Ra St. Brown WR Deebo Samuel WR Keenan Allen TE T.J. Hockenson FLEX Marquise Brown BN Kirk Cousins BN Odell Beckham Jr. BN Alexander Mattison BN Elijah Mitchell BN Darnell Mooney BN Dawson Knox BN Zay Jones BN DJ Chark Jr. BN Jonathan Mingo BN Kareem Hunt BN Jerome Ford BN Ryan Tannehill,,CeeDee Lamb,WR,8.33%,0
2,3874849519,NYkickN,1020,23.9,QB Deshaun Watson RB David Montgomery RB Nick Chubb WR Richie James Jr. WR CeeDee Lamb WR Amari Cooper TE Sam LaPorta FLEX Brandon Aiyuk BN Tyler Lockett BN Darren Waller BN Zach Charbonnet BN Geno Smith BN K.J. Osborn BN Ezekiel Elliott BN Brock Purdy BN Noah Fant BN Deuce Vaughn BN Sam Darnold BN Mack Hollins BN Michael Wilson,,Nick Chubb,RB,8.33%,0
3,3874871040,coolodessit,1020,21.54,QB Patrick Mahomes RB Breece Hall RB Najee Harris WR Kadarius Toney WR DeVonta Smith WR Gabe Davis TE Travis Kelce FLEX Javonte Williams BN Khalil Herbert BN Damien Harris BN Jakobi Meyers BN Kyler Murray BN Allen Lazard BN Derek Carr BN Joshua Palmer BN Tank Bigsby BN Van Jefferson BN Parris Campbell BN Cade Otton BN Cole Turner,,Amari Cooper,WR,8.33%,0
4,3874852818,ironmen1987,1080,12,QB Jalen Hurts RB Travis Etienne Jr. RB Miles Sanders WR Rashee Rice WR Skyy Moore WR A.J. Brown TE George Kittle FLEX Jaxon Smith-Njigba BN Samaje Perine BN Dalton Schultz BN Rashid Shaheed BN Jaylen Warren BN Josh Downs BN Chase Brown BN Sam Howell BN Chuba Hubbard BN Isaiah Likely BN Baker Mayfield BN Tank Dell BN Ty Chandler,,Brandon Aiyuk,FLEX,8.33%,0
5,3874879787,NeezDutz555,1020,11.9,QB Dak Prescott RB Jahmyr Gibbs RB Clyde Edwards-Helaire WR Chris Olave WR Terry McLaurin WR Brandin Cooks TE Dallas Goedert FLEX Austin Ekeler BN Aaron Jones BN Tua Tagovailoa BN Jameson Williams BN JuJu Smith-Schuster BN Adam Thielen BN D'Onta Foreman BN Roschon Johnson BN Devin Singletary BN Rondale Moore BN Trey McBride BN Darnell Washington BN Boston Scott,,Tyler Lockett,WR,8.33%,0
6,3874861795,DeepSeaMike,1140,9.4,QB Lamar Jackson RB Isiah Pacheco RB Kenneth Walker III WR Justin Jefferson WR Mike Evans WR Diontae Johnson TE Mark Andrews FLEX Michael Thomas BN Rashod Bateman BN Zay Flowers BN Jamaal Williams BN Russell Wilson BN Tyler Boyd BN Jeff Wilson Jr. BN Tyjae Spears BN Hunter Henry BN Kyren Williams BN Chris Evans BN Justice Hill BN Rico Dowdle,,Deshaun Watson,QB,8.33%,0
7,3874879771,LOB12thman,1140,6.8,QB Joe Burrow RB Dameon Pierce RB Rachaad White WR Marquez Valdes-Scantling WR Tyreek Hill WR Garrett Wilson TE Dalton Kincaid FLEX Tee Higgins BN Joe Mixon BN Courtland Sutton BN Rashaad Penny BN Aaron Rodgers BN De'Von Achane BN Tyler Higbee BN Kenneth Gainwell BN Hayden Hurst BN Mac Jones BN Allen Robinson II BN DeVante Parker BN Evan Hull,,David Montgomery,RB,8.33%,13.4
8,3874852847,tamcco,1140,2,QB Jordan Love RB Jerick McKinnon RB Jonathan Taylor WR Ja'Marr Chase WR Jaylen Waddle WR Christian Watson TE Kyle Pitts FLEX J.K. Dobbins BN George Pickens BN Brian Robinson Jr. BN Antonio Gibson BN Chig Okonkwo BN Bryce Young BN Michael Gallup BN Kenny Pickett BN Hunter Renfrow BN Jake Ferguson BN Tyler Conklin BN Kendrick Bourne BN Calvin Austin III,,Darren Waller,TE,8.33%,0
9,3874880049,pickle1177,1140,1.6,QB Justin Herbert RB Derrick Henry RB James Conner WR Justyn Ross WR Cooper Kupp WR DK Metcalf TE David Njoku FLEX Mike Williams BN Chris Godwin BN Treylon Burks BN Quentin Johnston BN Elijah Moore BN C.J. Stroud BN Kendre Miller BN Michael Mayer BN Khalil Shakir BN Irv Smith Jr. BN Deon Jackson BN Trey Palmer BN Dyami Brown,,Zach Charbonnet,BN,8.33%,0
10,3874852761,nastynaggio,1200,0,QB Josh Allen RB Christian McCaffrey RB Dalvin Cook WR Calvin Ridley WR DeAndre Hopkins WR Christian Kirk TE Greg Dulcich FLEX Cam Akers BN Jahan Dotson BN Tyler Allgeier BN Anthony Richardson BN Jalin Hyatt BN Taysom Hill BN Gerald Everett BN Curtis Samuel BN Jimmy Garoppolo BN Marvin Mims Jr. BN Gus Edwards BN Darius Slayton BN Zack Moss,,Geno Smith,BN,8.33%,0
