Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3871018138,lukeelder13,960,45.020004,QB Jared Goff RB Jahmyr Gibbs RB Clyde Edwards-Helaire WR Amon-Ra St. Brown WR Stefon Diggs WR Mike Williams TE Dallas Goedert FLEX Marquise Brown BN Justin Fields BN Evan Engram BN Zach Charbonnet BN Rashaad Penny BN Alexander Mattison BN Tyler Boyd BN K.J. Osborn BN DJ Chark Jr. BN Hunter Renfrow BN Jayden Reed BN Noah Fant BN Deonte Harty,,Bijan Robinson,RB,8.33%,0
2,3871039277,spburke19,1020,24.140001,QB Patrick Mahomes RB Jerick McKinnon RB Rhamondre Stevenson WR Justyn Ross WR Tyreek Hill WR Christian Watson TE Cole Kmet FLEX Tyler Lockett BN Cam Akers BN Michael Thomas BN Khalil Herbert BN Elijah Moore BN Tyler Allgeier BN Anthony Richardson BN Chig Okonkwo BN Rashid Shaheed BN Jonathan Mingo BN Curtis Samuel BN Puka Nacua BN Calvin Austin III,,Breece Hall,RB,8.33%,0
3,3871039284,jjdynomite7,840,19,QB Justin Herbert RB Isiah Pacheco RB Aaron Jones WR Marquez Valdes-Scantling WR Marvin Jones Jr. WR Kadarius Toney TE Travis Kelce FLEX Davante Adams BN Keenan Allen BN J.K. Dobbins BN Chris Godwin BN Tua Tagovailoa BN Elijah Mitchell BN Zay Jones BN Donovan Peoples-Jones BN Taysom Hill BN Devin Singletary BN Leonard Fournette BN Gus Edwards BN DeVante Parker,,Mark Andrews,TE,8.33%,0
4,3871027612,DeepSeaMike,1140,13.4,QB Dak Prescott RB David Montgomery RB Josh Jacobs WR A.J. Brown WR CeeDee Lamb WR Diontae Johnson TE Dalton Kincaid FLEX Travis Etienne Jr. BN D'Andre Swift BN Gabe Davis BN Daniel Jones BN Rashod Bateman BN Jalin Hyatt BN Joshua Palmer BN Jake Ferguson BN Isaiah Hodgins BN Cordarrelle Patterson BN Jerome Ford BN Hunter Henry BN Daniel Bellinger,,Calvin Ridley,WR,8.33%,0
5,3871018027,rdport,1140,11.6,QB Trevor Lawrence RB Bijan Robinson RB Breece Hall WR Rashee Rice WR Calvin Ridley WR Drake London TE Mark Andrews FLEX James Conner BN Courtland Sutton BN Brian Robinson Jr. BN Derek Carr BN Tyjae Spears BN Nico Collins BN Josh Downs BN Sam Howell BN Parris Campbell BN Luke Musgrave BN Cade Otton BN Chris Evans BN Ty Chandler,,Drake London,WR,8.33%,0
6,3871039278,MileHighCity303,1140,8.9,QB Lamar Jackson RB Saquon Barkley RB Derrick Henry WR Jerry Jeudy WR Zay Flowers WR John Metchie III TE Sam LaPorta FLEX Kyle Pitts BN Javonte Williams BN Russell Wilson BN Greg Dulcich BN C.J. Stroud BN Michael Mayer BN Tank Bigsby BN Marvin Mims Jr. BN Chuba Hubbard BN Mac Jones BN Zamir White BN Dyami Brown BN Latavius Murray,,Trevor Lawrence,QB,8.33%,0
7,3871035287,KsJhawk35,1140,1.6,QB Kirk Cousins RB Alvin Kamara RB Antonio Gibson WR Richie James Jr. WR Justin Jefferson WR Jaylen Waddle TE T.J. Hockenson FLEX DK Metcalf BN Christian Kirk BN Jahan Dotson BN Pat Freiermuth BN Kyler Murray BN Bryce Young BN Ezekiel Elliott BN Jaylen Warren BN Rondale Moore BN Zach Ertz BN Chase Edmonds BN Mack Hollins BN Deon Jackson,,James Conner,FLEX,8.33%,0
8,3871035202,theRind,1140,0.4,QB Josh Allen RB Christian McCaffrey RB Rachaad White WR Skyy Moore WR Chris Olave WR DeAndre Hopkins TE George Kittle FLEX Terry McLaurin BN Jamaal Williams BN Dalton Schultz BN Adam Thielen BN D'Onta Foreman BN Romeo Doubs BN Kenneth Gainwell BN Kenny Pickett BN Hayden Hurst BN Mecole Hardman Jr. BN Desmond Ridder BN Robert Woods BN Evan Hull,,Courtland Sutton,WR,8.33%,0
9,3871018155,boundbythemoon,1200,0,QB Jordan Love RB Jonathan Taylor RB Tony Pollard WR Cooper Kupp WR Michael Pittman Jr. WR Mike Evans TE Tyler Higbee FLEX Najee Harris BN Miles Sanders BN Dameon Pierce BN Treylon Burks BN AJ Dillon BN JuJu Smith-Schuster BN Jakobi Meyers BN Alec Pierce BN Trey Lance BN Mike Gesicki BN Trey McBride BN Allen Robinson II BN Ryan Tannehill,,Brian Robinson Jr.,BN,8.33%,0
9,3871035303,QuestionMarks,1200,0,QB Jalen Hurts RB Austin Ekeler RB Kenneth Walker III WR Deebo Samuel WR Brandon Aiyuk WR Brandin Cooks TE Juwan Johnson FLEX Dalvin Cook BN Odell Beckham Jr. BN Allen Lazard BN Kendre Miller BN Matthew Stafford BN Michael Gallup BN Jimmy Garoppolo BN Brock Purdy BN Chase Claypool BN Isaiah Likely BN Deuce Vaughn BN Boston Scott BN Zack Moss,,Derek Carr,BN,8.33%,0
9,3871039275,NikeDFS,1200,0,QB Joe Burrow RB James Cook RB Damien Harris WR Ja'Marr Chase WR DeVonta Smith WR Tee Higgins TE Dawson Knox FLEX DJ Moore BN Jaxon Smith-Njigba BN Quentin Johnston BN Geno Smith BN Samaje Perine BN De'Von Achane BN Jeff Wilson Jr. BN Gerald Everett BN Chase Brown BN Khalil Shakir BN Irv Smith Jr. BN Darius Slayton BN Isaiah Spiller,,Tyjae Spears,BN,8.33%,0
9,3871027568,ohmigod,1080,0,QB Deshaun Watson RB Nick Chubb RB Joe Mixon WR Garrett Wilson WR Amari Cooper WR George Pickens TE Darren Waller FLEX Jordan Addison BN David Njoku BN Jameson Williams BN Aaron Rodgers BN Darnell Mooney BN Roschon Johnson BN Raheem Mostert BN Kareem Hunt BN Tyler Conklin BN Van Jefferson BN Cedric Tillman BN Tank Dell BN Michael Wilson,,Nico Collins,BN,8.33%,0
,,,,,,,Josh Downs,BN,8.33%,0
,,,,,,,Rashee Rice,BN,8.33%,11.6
,,,,,,,Sam Howell,BN,8.33%,0
,,,,,,,Parris Campbell,BN,8.33%,0
,,,,,,,Luke Musgrave,BN,8.33%,0
,,,,,,,Cade Otton,BN,8.33%,0
,,,,,,,Chris Evans,BN,8.33%,0
,,,,,,,Ty Chandler,BN,8.33%,0
,,,,,,,Stefon Diggs,WR,8.33%,0
,,,,,,,Amon-Ra St. Brown,WR,8.33%,19.1
,,,,,,,Justin Fields,QB,8.33%,0
,,,,,,,Mike Williams,WR,8.33%,0
,,,,,,,Jahmyr Gibbs,RB,8.33%,8
,,,,,,,Dallas Goedert,TE,8.33%,0
,,,,,,,Marquise Brown,FLEX,8.33%,0
,,,,,,,Evan Engram,BN,8.33%,0
,,,,,,,Zach Charbonnet,BN,8.33%,0
,,,,,,,Rashaad Penny,BN,8.33%,0
,,,,,,,Alexander Mattison,RB,8.33%,0
