player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,14,2,0,3,71.9,11,17,356,96.2,13.2,47,0,5.6,6,392,377,34,2,81.1,7,13,172,98.4,21.5,37,9.3,6,184,181,26
Ndamukong Suh,5527,DI,PHI,8,0,0,24,54.6,0,7,98,100.0,10.2,10,0,5.6,2,101,101,9,0,49.0,0,2,49,100.0,10.2,5,4.1,1,51,51,3
Tyson Alualu,5535,DI,PIT,17,1,0,25,58.5,2,7,142,100.0,7.0,10,2,3.9,1,150,150,10,1,61.8,2,6,72,100.0,9.7,7,5.6,0,75,75,8
Brandon Graham,5538,ED,PHI,17,1,0,24,89.1,3,32,280,96.1,22.9,64,2,10.9,13,306,294,48,0,90.5,1,17,133,96.6,30.1,40,15.0,11,147,142,29
Jason Pierre-Paul,5540,ED,BLT,14,4,1,3,53.9,0,18,294,95.1,8.8,26,2,4.1,3,327,311,21,1,52.6,0,12,139,97.4,11.5,16,5.8,2,152,148,14
Kareem Jackson,5545,S,DEN,17,0,0,10,56.7,0,0,2,0.3,0.0,0,1,0.0,0,708,2,0,0,,0,0,0,0.0,,0,,0,315,0,0
Devin McCourty,5552,S,NE,17,0,0,19,53.8,0,0,3,0.4,0.0,0,0,0.0,0,683,3,0,0,53.8,0,0,3,0.9,0.0,0,0.0,0,327,3,0
Jerry Hughes,5556,ED,HST,17,0,2,13,71.3,0,49,366,99.2,18.6,68,4,9.2,9,384,381,58,0,66.4,0,19,153,98.2,21.6,33,10.1,6,163,160,25
Linval Joseph,5571,DI,PHI,8,0,0,24,59.1,0,2,73,100.0,5.5,4,1,2.7,1,75,75,3,0,64.7,0,2,16,100.0,12.5,2,6.3,0,16,16,2
Carlos Dunlap,5579,ED,KC,17,8,0,16,59.6,7,20,348,95.7,11.2,39,1,5.3,5,394,377,32,6,57.0,5,8,162,94.2,11.1,18,6.5,4,190,179,17
