player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,BLT,3,1,4.0,0,0,3,60.7,76.8,82.7,74.3,65.0,51.0,0.0,0,0,45,46,4.4,2,5
Tyson Alualu,5535,DI,PIT,3,0,2.8,0,0,25,60.0,40.9,80.0,57.5,38.1,36.4,0.0,0,0,45,45,4.4,2,4
Brandon Graham,5538,ED,PHI,3,1,2.0,0,0,24,60.1,78.1,82.7,72.7,71.0,59.3,25.0,1,0,18,19,11.1,2,2
Kareem Jackson,5545,S,DEN,3,6,10.5,0,0,10,66.8,65.0,0.0,,59.9,66.3,27.3,3,1,55,60,0.0,0,2
Devin McCourty,5552,S,NE,3,1,17.3,0,0,19,60.8,60.1,78.8,,55.8,77.7,16.7,1,0,68,69,0.0,0,4
Jerry Hughes,5556,ED,HST,3,1,6.5,1,0,13,68.2,84.5,19.5,75.8,65.2,42.2,0.0,0,2,57,57,0.0,0,2
Carlos Dunlap,5579,ED,KC,3,1,3.4,0,0,16,55.3,66.5,82.2,61.5,76.2,61.9,0.0,0,0,25,25,16.0,4,5
Al Woods,5646,DI,SEA,3,1,1.9,0,0,29,60.5,57.6,26.8,65.5,57.5,59.4,8.3,1,1,60,62,13.3,8,10
Von Miller,6154,ED,BUF,3,0,0.0,0,0,4,77.3,92.2,80.0,89.1,88.2,75.8,0.0,0,0,30,30,6.7,2,2
Patrick Peterson,6157,CB,MIN,3,0,1.3,0,0,18,57.0,61.5,81.7,60.0,82.2,74.1,0.0,0,0,81,81,4.9,4,4
J.J. Watt,6163,ED,ARZ,2,0,0.0,0,0,1,,74.7,80.7,70.0,67.1,71.2,0.0,0,1,20,22,5.0,1,1
Robert Quinn,6166,ED,CHI,3,2,2.3,1,0,6,60.0,55.0,51.7,56.1,57.4,74.1,0.0,0,1,64,65,3.1,2,3
Cameron Jordan,6176,ED,NO,3,4,1.2,0,0,20,60.0,72.1,84.6,50.3,81.2,78.2,0.0,0,0,75,78,8.0,6,9
Cameron Heyward,6183,DI,PIT,3,2,3.0,0,0,25,60.0,72.1,81.6,69.9,64.5,75.2,0.0,0,0,68,68,8.8,6,8
Justin Houston,6222,ED,BLT,3,1,0.0,0,0,3,66.8,76.3,81.1,72.7,62.0,55.9,0.0,0,0,15,16,6.7,1,1
Lawrence Guy,6385,DI,NE,3,3,1.5,0,0,19,,50.4,79.5,58.7,47.6,72.5,0.0,0,0,39,40,10.3,4,4
Josh Bynes,6503,LB,BLT,3,0,5.4,0,0,3,81.0,65.8,78.3,61.6,41.2,45.5,28.6,2,0,45,46,4.4,2,5
Nick Bellore,6515,LB,SEA,2,0,,0,0,29,,64.1,65.8,,61.2,,,0,0,5,5,0.0,0,0
Stephon Gilmore,7016,CB,IND,3,0,,0,0,14,74.6,74.9,81.3,,69.3,68.5,,0,0,77,79,0.0,0,0
Fletcher Cox,7018,DI,PHI,3,2,2.0,0,0,24,,60.7,33.2,71.9,44.0,72.5,0.0,0,1,29,29,3.4,1,1
Michael Brockers,7020,DI,DET,3,0,1.5,0,0,11,,54.6,79.5,57.5,53.1,28.4,0.0,0,0,29,29,6.9,2,2
Melvin Ingram III,7024,ED,MIA,4,1,1.0,0,0,17,55.8,72.0,0.0,80.0,76.2,38.8,0.0,0,3,42,43,4.8,2,2
Chandler Jones,7027,ED,LV,3,3,2.3,0,0,23,53.7,52.5,81.9,59.7,46.2,27.7,33.3,3,0,66,68,3.0,2,3
Bobby Wagner,7050,LB,LA,3,4,3.1,0,0,26,69.5,85.6,81.5,81.0,84.8,76.0,0.0,0,0,63,66,9.5,6,10
Lavonte David,7060,LB,TB,3,3,6.5,0,0,30,90.7,81.9,5.3,70.2,49.0,84.5,0.0,0,1,62,63,0.0,0,2
Casey Hayward Jr.,7064,CB,ATL,3,0,24.0,0,0,2,57.2,57.4,81.1,,56.2,52.8,0.0,0,0,57,60,1.8,1,3
Demario Davis,7079,LB,NO,3,5,2.7,0,0,20,74.1,77.6,83.0,75.5,67.5,48.1,8.3,1,0,94,98,5.3,5,6
Akiem Hicks,7090,DI,TB,2,0,3.2,0,0,30,,48.0,78.9,53.5,49.0,71.4,0.0,0,0,22,23,18.2,4,5
Rodney McLeod,7271,S,IND,3,1,0.3,0,0,14,66.3,62.1,76.2,60.0,48.8,62.8,0.0,0,0,38,40,7.9,3,3
Tashaun Gipson Sr.,7288,S,SF,3,1,9.7,0,0,28,74.4,82.5,80.5,,81.4,88.2,0.0,0,0,75,76,1.3,1,3
Harrison Smith,7641,S,MIN,2,0,10.5,0,0,18,67.1,64.9,82.2,,48.2,86.3,20.0,1,0,41,41,0.0,0,4
Darius Slay,7817,CB,PHI,3,0,21.0,0,0,24,76.9,74.1,82.0,,46.9,69.6,0.0,0,0,45,46,2.2,1,3
Johnathan Hankins,7830,DI,LV,3,4,2.3,0,0,23,60.0,46.2,80.3,53.0,46.3,33.4,12.5,1,0,40,42,2.5,1,3
Jon Bostic,7831,LB,WAS,1,0,,0,0,32,,75.1,69.0,59.1,68.3,,,0,0,5,5,0.0,0,0
Tyrann Mathieu,7850,S,NO,3,2,8.3,0,0,20,74.4,73.5,81.2,54.6,62.1,75.6,0.0,0,0,94,98,0.0,0,6
John Jenkins,7863,DI,MIA,4,1,2.3,0,0,17,59.8,69.0,78.5,62.5,68.7,72.3,0.0,0,0,27,27,3.7,1,3
