player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Joe Burrow,28022,QB,CIN,4,72.6,146,156,8.0,2.57,3,5,3.0,64.1,100,0,59,5.7,184,6,60,7,54.2,66.1,65.0,68.0,2,4,194,2,27.1,91.3,8.7,16,11,0,5,8,8,4.1,1099,7.0
Joe Flacco,4332,QB,NYJ,3,74.6,134,155,8.3,2.63,4,3,1.9,58.7,91,0,61,9.0,165,9,49,22,29.7,55.0,54.5,61.5,7,3,173,1,14.8,77.9,5.5,9,1,0,10,5,6,3.5,901,5.8
Kyler Murray,38334,QB,ARZ,3,75.8,128,141,6.4,2.44,3,5,3.4,63.8,90,0,36,7.2,151,7,41,1,88.8,71.6,66.3,84.3,1,1,162,1,13.9,82.6,3.3,5,5,0,9,3,3,1.9,785,5.6
Josh Allen,46601,QB,BUF,3,80.7,119,132,7.1,2.61,4,8,5.9,71.2,94,0,47,2.1,151,2,59,4,67.2,76.9,70.2,88.6,1,2,155,2,14.9,109.8,4.6,7,11,1,7,9,8,5.2,1014,7.7
Carson Wentz,10636,QB,WAS,3,76.3,118,130,8.2,2.72,4,5,3.5,63.1,82,0,53,8.9,153,8,44,32,67.7,64.0,63.3,64.1,3,3,165,2,28.3,90.6,9.8,15,8,0,5,7,6,3.6,861,6.6
Justin Herbert,28237,QB,LAC,3,76.5,115,127,7.4,2.8,4,5,3.8,66.1,84,0,53,4.5,132,4,41,27,64.4,70.9,68.7,68.5,2,2,137,0,5.7,98.9,2.3,3,2,0,6,7,3,2.2,910,7.2
Derek Carr,8671,QB,LV,3,71.7,106,120,9.3,2.58,2,5,3.8,60.8,73,0,37,3.9,130,3,47,23,40.1,60.7,58.6,72.6,6,4,140,2,18.9,85.1,5.4,7,3,0,6,6,8,5.7,850,7.1
Kirk Cousins,7102,QB,MIN,3,73.8,107,119,6.6,2.68,1,4,3.2,62.2,74,0,44,6.3,125,5,45,18,63.0,72.8,71.5,66.7,4,3,133,1,9.1,83.9,3.2,4,2,1,6,5,4,3.0,758,6.4
Matt Ryan,4317,QB,IND,3,74.1,108,117,7.2,2.63,3,1,0.8,64.1,75,0,38,6.3,132,5,40,14,21.7,54.7,55.3,50.9,2,4,137,0,31.6,77.2,9.1,12,3,0,4,3,8,5.8,769,6.6
Tua Tagovailoa,60326,QB,MIA,4,78.4,111,115,9.0,2.53,1,5,4.1,69.6,80,0,32,8.0,122,7,48,17,63.5,79.7,78.8,54.3,1,3,130,0,18.8,109.9,4.9,6,0,0,2,8,7,5.4,1035,9.0
