player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Cobie Durant,79126,S,LA,1,0,26,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,6.7,1,15,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Damar Hamlin,43291,S,BUF,3,0,4,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.7,1,27,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Logan Ryan,7864,S,TB,3,0,30,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.0,1,102,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Da'Shawn Hand,48386,DI,TEN,1,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Keion Crossen,49454,CB,MIA,4,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.9,1,54,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Josey Jewell,50720,LB,DEN,1,0,10,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,13.3,4,30,3,50.0,0,1,1,0,100.0,4,3,50.0,1,1,0,1,1,0
Jalen Thompson,49116,S,ARZ,3,0,1,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.9,1,108,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Bryan Cook,55940,S,KC,3,0,16,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,3.3,1,30,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Adrian Amos,9575,S,GB,3,0,12,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.1,1,95,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Minkah Fitzpatrick,51206,S,PIT,3,0,25,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.7,1,136,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Bradley Roby,8666,CB,NO,3,0,20,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.0,1,100,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Benjamin St-Juste,56061,CB,WAS,3,0,32,1,1,0,1,0,0,50.0,1,1,50.0,0,0,0,0,1.8,2,111,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
J.T. Gray,51495,S,NO,3,0,20,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,18.2,2,11,1,50.0,0,0,0,0,100.0,2,1,50.0,1,0,0,1,0,0
Nick Cross,97514,S,IND,2,0,14,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.5,1,65,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
William Jackson III,10658,CB,WAS,2,0,32,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,2.5,2,81,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jamal Adams,11761,S,SEA,1,0,29,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Anthony Walker,11916,LB,CLV,3,0,8,0,7,0,0,4,0,44.4,4,4,50.0,0,1,1,0,12.2,9,74,7,38.9,0,0,3,0,55.6,5,3,30.0,0,0,0,0,1,1
Damien Wilson,9560,LB,CAR,3,0,5,0,1,0,0,1,0,100.0,3,1,16.7,0,0,0,0,17.4,4,23,2,37.5,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
T.J. Edwards,30737,LB,PHI,3,0,24,2,4,0,1,2,0,58.3,7,4,35.7,1,1,0,0,8.8,12,136,7,33.3,0,1,2,0,41.7,5,3,30.0,0,0,0,1,1,0
Tremaine Edmunds,50905,LB,BUF,3,0,4,0,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,3.1,3,96,1,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
Chandon Sullivan,49349,CB,MIN,3,0,18,0,2,0,0,2,0,100.0,3,2,33.3,0,0,0,0,2.8,3,108,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Lamarcus Joyner,8676,S,NYJ,3,0,22,2,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.9,3,105,2,33.3,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0,0
Jalen Pitre,57737,S,HST,3,0,13,0,0,0,0,0,0,100.0,3,1,33.3,1,1,0,0,2.6,3,114,1,33.3,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Tracy Walker,51266,S,DET,3,0,11,0,1,0,0,0,0,60.0,3,1,33.3,1,1,0,0,5.4,5,93,2,30.0,0,0,1,0,40.0,2,1,25.0,0,0,0,1,1,0
Jevon Holland,83873,S,MIA,4,0,17,0,1,0,0,0,0,11.1,1,0,0.0,0,0,0,0,5.3,9,171,3,27.8,0,0,1,0,88.9,8,3,31.3,2,2,0,2,2,0
Xavier Woods,11946,S,CAR,3,0,5,1,1,0,0,0,0,50.0,4,1,25.0,1,0,0,0,6.9,8,116,3,25.0,0,1,1,0,50.0,4,2,25.0,0,0,0,1,0,0
Troy Andersen,57317,LB,ATL,2,0,2,0,2,0,0,2,0,75.0,3,2,33.3,0,0,0,0,23.5,4,17,2,25.0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,0
Desmond King II,11906,CB,HST,3,0,13,1,1,0,1,0,0,25.0,1,1,50.0,0,0,0,0,4.9,4,81,2,25.0,0,0,1,0,75.0,3,1,16.7,0,0,0,0,0,0
John Johnson III,11847,S,CLV,3,0,8,0,0,0,0,0,0,100.0,4,1,25.0,1,1,0,0,3.5,4,114,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Nik Needham,50356,CB,MIA,4,0,17,0,2,0,0,2,0,100.0,4,2,25.0,0,0,0,0,2.8,4,144,2,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kevin Byard,10698,S,TEN,3,0,31,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,1.7,2,116,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
