player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1496,,,G,Scottie Scheffler,68.29,11.6,88.59,86.5,33,0,0,11300,,35127,1496
2024,,,G,Max Homa,55.59,15.6,76.73,76.5,24.5,0,0,8100,,36137,2024
762740,,,G,James Piot,23.09,0.12,9.82,28.5,14,0,0,6500,,3384211,762740
1870,,,G,Daniel Berger,59.67,7.8,78.42,79,25,0,0,8400,,34742,1870
1760,,,G,Tom Hoge,47.51,3.7,55.22,70.5,22,0,0,7300,,34888,1760
300102,,,G,Collin Morikawa,60.66,10.8,76.9,81,25.5,0,0,10000,,36083,300102
2102,,,G,Ben Silverman,38.54,0.07,14.45,62,19.5,0,0,6300,,37921,2102
670550,,,G,Charles Reiter,33.58,0.05,9.98,58.5,18,0,0,6000,,58513,670550
1860,,,G,Corey Conners,58.1,13.3,76.41,79,24.5,0,0,7900,,37123,1860
1135,,,G,Phil Mickelson,35.3,0.46,32.75,60.5,18.5,0,0,6900,,34795,1135
2125,,,G,Tony Finau,61.34,18.8,79.46,81.5,26,0,0,8200,,34873,2125
571331,,,G,Brandon Matthews,29.12,0.35,32.18,52.5,16.5,0,0,6100,,1708994,571331
700009,,,G,Joohyung Kim,31.98,0.2,24.43,56,18,0,0,6400,,2087790,700009
696522,,,G,Michael Thorbjornsen,20.58,0.05,9.98,43.22,11.32,0,0,6200,,1071511,696522
1883,,,G,Danny Lee,38.53,1.6,39.72,63.5,20,0,0,6700,,34784,1883
1356,,,G,Tyrrell Hatton,57.66,6.2,68.29,78.5,24.5,0,0,8000,,35279,1356
720888,,,G,Sam Stevens,20.53,0.55,16.55,43.1,11.29,0,0,6200,,3371777,720888
765449,,,G,Ben Lorenz,20.5,0.02,9.98,43.06,11.28,0,0,6000,,3561714,765449
1048,,,G,Ryan Fox,53.43,2,57.34,76,23.5,0,0,6700,,36650,1048
1961,,,G,Scott Stallings,43.57,0.83,48.18,67,21,0,0,6800,,34999,1961
1411,,,G,Nick Hardy,42.22,0.53,41.06,66.5,21,0,0,6200,,35104,1411
1323,,,G,Martin Kaymer,,0,,,,0,0,6600,,34774,1323
1005,,,G,Stewart Cink,43.64,2,52.38,67.5,21,0,0,6700,,34863,1005
1049,,,G,Kevin Na,46.18,2.7,61.19,69.5,21.5,0,0,7000,,34798,1049
100830,,,G,Yannik Paul,40.89,0.57,15.31,65,20.15,0,0,6500,,3561724,100830
703905,,,G,Chris Gotterup,20.78,0.78,45,43.64,11.43,0,0,6600,,3549709,703905
670432,,,G,Adri Arnaus,43.8,1.6,58.27,67.5,21.5,0,0,6800,,658702,670432
670465,,,G,Kalle Samooja,41.85,0.3,30.76,66,20.5,0,0,6500,,2879284,670465
761831,,,G,Matthew McCarty,20.67,0.19,9.98,43.4,11.37,0,0,6400,,3561720,761831
760665,,,G,Tomoyasu Sugiyama,20.74,0.04,9.98,43.54,11.4,0,0,6400,,3146455,760665
320038,,,G,Sebastian Munoz,50.59,5.9,61.57,72.5,23,0,0,7400,,36138,320038
1654,,,G,Russell Henley,56.21,8.1,71.26,77.5,24.5,0,0,7300,,34884,1654
1457,,,G,Fran Quinn,20.52,0.03,9.58,43.08,11.28,0,0,6300,,3561725,1457
1149,,,G,Dustin Johnson,58.69,3.8,73.3,79,25,0,0,9400,,34771,1149
670620,,,G,Sungjae Im,62.84,18.4,78.23,82.5,26,0,0,7600,,382250,670620
494279,,,G,Chan Kim,35.88,0.22,22.86,61,19,0,0,6000,,37130,494279
1941,,,G,Matthew NeSmith,46.15,2.2,53.7,69.5,21.5,0,0,6900,,35080,1941
