player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Davante Adams,8688,WR,LV,4,11.4,3,66.0,36.4,4,11,0,2.9,1,23,23,0,89.0,77.1,87.6,,87.8,0.0,0,1,32,0.0,0,153,0,33,92.8,142,14.4,22,101.8,50,3,85.0,130,397,73,2.2,12.0,2.8
Puka Nacua,100632,WR,LA,4,9.3,4,78.0,25.0,1,4,0,7.1,3,25,26,0,66.3,78.6,89.5,55.6,87.7,0.0,0,1,37,1.1,2,179,1,39,93.9,168,30.7,55,106.8,50,1,69.3,124,501,167,4.3,12.8,2.98
Justin Jefferson,61398,WR,MIN,4,12.3,4,71.7,37.5,3,8,1,0.0,0,26,18,1,89.3,28.4,91.2,,91.0,0.0,0,0,52,0.0,0,178,1,33,93.8,167,30.9,55,132.8,46,3,69.1,123,543,176,5.3,16.5,3.25
Keenan Allen,7857,WR,LAC,4,9.2,1,81.4,50.0,3,6,0,0.0,0,19,27,1,89.7,28.8,80.2,71.8,82.3,0.0,0,0,42,1.2,2,171,1,35,93.6,160,64.3,110,132.0,43,3,35.1,60,434,167,4.8,12.4,2.71
A.J. Brown,48327,WR,PHI,4,13.1,5,70.7,25.0,2,8,0,3.3,1,20,24,0,78.4,76.8,88.7,,88.5,0.0,0,0,59,0.0,0,148,1,29,93.9,139,20.9,31,119.4,41,2,79.1,117,414,151,5.2,14.3,2.98
Ja'Marr Chase,84270,WR,CIN,4,7.4,6,72.5,33.3,1,3,0,6.5,2,16,7,0,67.3,76.7,75.0,,74.7,0.0,0,0,43,0.0,0,170,0,29,95.3,162,24.1,41,92.1,40,0,75.3,128,284,150,5.2,9.8,1.75
Tyreek Hill,10799,WR,MIA,4,14.1,6,71.8,60.0,3,5,0,3.4,1,24,17,0,76.7,76.6,92.6,,92.5,0.0,0,1,54,0.0,0,125,0,28,96.0,120,35.2,44,135.6,39,4,63.2,79,470,128,4.6,16.8,3.92
Stefon Diggs,9579,WR,BUF,4,10.2,4,81.6,42.9,3,7,0,0.0,0,19,4,0,88.3,76.8,85.4,,84.8,0.0,0,1,55,0.0,0,148,1,31,95.3,141,31.8,47,134.5,38,4,65.5,97,399,125,4.0,12.9,2.83
Chris Olave,84355,WR,NO,4,14.1,0,60.5,33.3,3,9,0,0.0,0,15,20,0,84.9,75.1,82.1,,82.5,0.0,0,2,45,0.0,0,148,0,23,95.3,141,45.9,68,64.1,38,0,52.0,77,306,123,5.3,13.3,2.17
Michael Pittman Jr.,29049,WR,IND,4,7.3,0,72.2,50.0,4,8,0,3.7,1,12,14,1,76.1,26.7,67.0,66.3,68.4,1.8,3,0,39,0.6,1,166,2,26,94.6,157,23.5,39,99.9,36,1,74.7,124,245,118,4.5,9.4,1.56
Tutu Atwell,77965,WR,LA,4,11.6,0,64.7,50.0,3,6,0,0.0,0,16,26,0,84.9,76.1,75.5,,73.5,0.0,0,1,44,0.0,0,178,0,22,95.5,170,42.7,76,86.6,34,1,57.3,102,270,63,2.9,12.3,1.59
DJ Moore,48267,WR,CHI,5,15.1,7,79.4,75.0,9,12,0,3.6,1,21,6,0,75.5,75.9,87.1,,86.6,0.0,0,0,58,0.0,0,184,0,27,97.3,179,14.7,27,158.3,34,5,85.3,157,531,232,8.6,19.7,2.97
Amon-Ra St. Brown,84470,WR,DET,4,8.9,4,78.8,80.0,4,5,0,3.7,1,16,11,1,75.5,27.0,82.5,,82.4,0.0,0,2,39,0.0,0,135,0,26,94.8,128,51.1,69,103.4,33,2,48.1,65,331,99,3.8,12.7,2.59
Adam Thielen,8288,WR,CAR,4,8.1,0,81.8,33.3,1,3,0,0.0,0,18,5,0,87.3,76.3,76.0,4.9,77.5,0.0,0,0,25,0.0,0,182,1,27,92.9,169,73.1,133,123.1,33,2,26.4,48,287,106,3.9,10.6,1.7
Garrett Wilson,97405,WR,NYJ,4,10.0,2,63.6,50.0,3,6,0,4.5,1,9,22,0,59.2,74.6,74.3,,72.8,0.0,0,2,68,0.0,0,146,0,21,95.9,140,27.4,40,78.5,33,2,72.6,106,225,90,4.3,10.7,1.61
Christian Kirk,47546,WR,JAX,4,7.6,3,72.7,50.0,2,4,0,7.7,2,12,15,0,62.3,77.1,67.3,75.7,69.0,0.0,0,0,45,0.7,1,148,0,24,95.9,142,68.9,102,105.2,33,1,29.7,44,257,81,3.4,10.7,1.81
Marquise Brown,61568,WR,ARZ,4,11.6,1,65.6,37.5,3,8,0,4.5,1,16,1,0,72.3,75.2,74.4,,76.1,0.0,0,0,41,0.0,0,147,1,21,89.8,132,17.7,26,108.7,32,2,81.6,120,239,53,2.5,11.4,1.81
Nico Collins,61441,WR,HST,4,12.7,10,68.8,66.7,2,3,0,4.3,1,17,13,0,72.8,75.1,91.0,,90.5,0.0,0,0,52,0.0,0,133,0,22,95.5,127,18.8,25,142.7,32,3,81.2,108,428,197,9.0,19.5,3.37
Romeo Doubs,84329,WR,GB,4,12.2,0,62.5,44.4,4,9,0,0.0,0,13,12,0,83.6,74.4,77.3,,75.8,0.0,0,2,30,0.0,0,129,0,20,93.8,121,18.6,24,88.5,32,3,81.4,105,224,39,2.0,11.2,1.85
Terry McLaurin,48229,WR,WAS,5,11.2,0,80.6,66.7,4,6,0,0.0,0,13,32,0,85.7,75.5,68.3,,67.8,0.0,0,0,32,0.0,0,211,0,25,91.5,193,17.5,37,112.5,31,1,82.5,174,261,62,2.5,10.4,1.35
Michael Thomas,10681,WR,NO,4,9.8,1,71.0,66.7,4,6,0,0.0,0,11,20,0,84.5,74.9,69.7,,69.2,0.0,0,0,25,0.0,0,147,1,22,98.0,144,32.7,48,90.7,31,0,67.3,99,219,37,1.7,10.0,1.52
CeeDee Lamb,61570,WR,DAL,4,8.8,4,76.7,33.3,1,3,0,0.0,0,14,9,1,85.3,26.3,73.7,,77.4,0.0,0,0,49,0.0,0,145,2,23,93.1,135,72.4,105,120.0,30,1,26.2,38,309,123,5.3,13.4,2.29
Zach Ertz,7816,TE,ARZ,4,7.2,0,66.7,50.0,2,4,0,9.1,2,5,1,0,46.6,74.4,51.8,27.7,52.3,31.5,39,0,17,1.6,2,124,0,20,90.3,112,58.1,72,76.5,30,0,10.5,13,136,41,2.1,6.8,1.21
T.J. Hockenson,40912,TE,MIN,4,5.5,1,83.3,20.0,1,5,0,3.8,1,12,18,1,75.1,26.2,72.7,65.9,71.7,57.3,90,1,24,5.1,8,157,0,25,89.2,140,32.5,51,103.2,30,2,10.2,16,203,102,4.1,8.1,1.45
Robert Woods,7822,WR,HST,4,10.1,1,60.0,50.0,4,8,1,14.3,3,12,13,0,45.1,77.6,65.0,36.3,65.4,0.7,1,0,25,0.7,1,152,1,18,94.1,143,44.7,68,78.6,30,0,51.3,78,191,40,2.2,10.6,1.34
Tee Higgins,61211,WR,CIN,4,12.3,1,40.0,22.2,2,9,0,20.0,3,8,7,0,33.8,72.3,58.9,,57.7,0.0,0,1,20,0.0,0,144,1,12,95.1,137,15.3,22,61.7,30,2,84.7,122,129,52,4.3,10.8,0.94
Mike Evans,8642,WR,TB,4,14.0,1,66.7,60.0,6,10,0,9.1,2,12,30,0,58.1,74.4,79.0,,81.3,0.0,0,0,70,0.0,0,108,1,20,95.4,103,25.9,28,137.8,30,3,74.1,80,337,103,5.2,16.9,3.27
DeAndre Hopkins,7808,WR,TEN,4,13.7,0,62.1,33.3,2,6,0,10.0,2,12,31,0,55.9,73.9,74.2,,74.5,0.0,0,2,38,0.0,0,113,1,18,92.0,104,28.3,32,56.1,29,0,69.9,79,216,32,1.8,12.0,2.08
Evan Engram,11778,TE,JAX,4,3.7,4,86.2,100.0,2,2,0,3.8,1,11,15,1,74.9,26.2,72.1,72.5,72.0,24.8,37,0,28,1.3,2,149,0,25,94.0,140,48.3,72,100.0,29,0,26.8,40,232,158,6.3,9.3,1.66
Cole Kmet,60995,TE,CHI,5,6.9,1,79.3,0.0,0,3,0,0.0,0,13,6,1,84.9,26.0,71.3,31.6,74.5,36.5,57,1,23,11.5,18,156,0,23,85.9,134,50.0,78,120.0,29,3,10.9,17,231,104,4.5,10.0,1.72
Zay Flowers,97268,WR,BLT,4,6.1,7,82.8,33.3,1,3,1,0.0,0,10,3,0,85.3,77.2,75.5,,76.5,0.0,0,1,52,0.0,0,138,1,24,92.0,127,31.2,43,87.4,29,0,68.8,95,244,116,4.8,10.2,1.92
Chris Godwin,11839,WR,TB,4,9.4,1,72.4,75.0,3,4,0,0.0,0,14,30,0,84.9,75.3,78.8,,80.3,0.0,0,2,42,0.0,0,131,0,21,93.9,123,32.8,43,70.3,29,0,67.2,88,255,107,5.1,12.1,2.07
George Pickens,99229,WR,PIT,4,11.0,1,55.2,0.0,0,8,1,0.0,0,8,25,1,82.2,23.2,64.2,,66.8,0.0,0,1,71,0.0,0,146,3,16,95.2,139,11.6,17,83.0,29,1,88.4,129,263,118,7.4,16.4,1.89
Kendrick Bourne,12270,WR,NE,4,14.0,3,57.1,0.0,0,4,0,0.0,0,8,19,0,81.7,73.3,65.8,,66.1,0.0,0,2,20,0.0,0,126,0,16,96.8,122,25.4,32,69.8,28,2,74.6,94,175,66,4.1,10.9,1.43
DeVonta Smith,61100,WR,PHI,4,13.6,0,78.6,40.0,2,5,0,0.0,0,9,24,0,84.5,75.4,72.4,,72.4,0.0,0,2,63,0.0,0,159,0,22,94.3,150,26.4,42,103.0,28,2,73.0,116,284,67,3.0,12.9,1.89
Curtis Samuel,11795,WR,WAS,5,7.4,2,85.2,50.0,2,4,0,0.0,0,11,32,0,84.9,76.4,71.6,61.6,70.3,0.0,0,2,37,0.5,1,184,0,23,90.8,167,72.8,134,85.6,27,1,26.1,48,243,85,3.7,10.6,1.46
Sam LaPorta,101690,TE,DET,4,6.1,4,81.5,85.7,6,7,0,4.3,1,11,11,0,72.1,74.9,78.8,73.4,78.1,46.0,57,0,45,10.5,13,124,0,22,84.7,105,22.6,28,116.4,27,1,31.5,39,242,107,4.9,11.0,2.3
Courtland Sutton,48164,WR,DEN,4,10.6,1,74.1,60.0,3,5,0,4.8,1,10,10,2,71.3,17.8,68.9,,68.2,0.7,1,1,25,0.0,0,146,1,20,93.2,136,24.0,35,118.8,27,3,75.3,110,216,57,2.9,10.8,1.59
Amari Cooper,9437,WR,CLV,4,15.8,0,66.7,85.7,6,7,0,0.0,0,13,8,0,82.7,73.9,74.8,,74.7,0.0,0,1,43,0.0,0,146,1,18,93.2,136,22.6,33,94.5,27,1,76.7,112,259,21,1.2,14.4,1.9
Jahan Dotson,84375,WR,WAS,5,9.4,1,63.0,50.0,1,2,1,5.6,1,7,32,0,68.7,73.9,56.1,,57.1,0.0,0,2,18,0.0,0,222,2,17,90.5,201,45.0,100,57.6,27,1,55.0,122,140,36,2.1,8.2,0.7
Calvin Ridley,48262,WR,JAX,4,12.7,1,55.6,40.0,2,5,0,21.1,4,9,15,1,30.0,23.2,59.9,,60.5,0.0,0,0,30,0.0,0,154,2,15,94.8,146,16.2,25,105.6,27,2,83.8,129,211,49,3.3,14.1,1.45
Deebo Samuel,48274,WR,SF,4,7.2,8,65.4,25.0,1,4,0,0.0,0,11,28,1,82.7,26.9,75.6,74.1,78.6,0.0,0,0,40,1.6,2,126,1,17,92.9,117,30.2,38,109.0,26,1,64.3,81,247,134,7.9,14.5,2.11
Tyler Lockett,9502,WR,SEA,4,12.4,0,65.4,33.3,1,3,0,5.6,1,10,29,0,69.6,74.1,72.8,,72.4,0.0,0,0,23,0.0,0,138,0,17,90.6,125,34.8,48,107.4,26,2,65.2,90,157,44,2.6,9.2,1.26
Travis Kelce,7844,TE,KC,3,6.9,4,65.4,16.7,1,6,1,10.5,2,9,16,0,58.1,74.4,73.9,68.7,78.8,26.3,25,1,24,6.3,6,95,3,17,88.4,84,48.4,46,91.0,26,2,23.2,22,155,75,4.4,9.1,1.85
Elijah Moore,84302,WR,CLV,4,8.3,2,65.4,25.0,1,4,0,0.0,0,7,8,1,82.2,26.0,59.1,0.0,61.6,0.0,0,1,33,0.7,1,149,0,17,93.3,139,53.0,79,64.3,26,0,37.6,56,148,50,2.9,8.7,1.06
