player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Frank Ragnow,39137,C,DET,4,0,11,78.3,100.0,66,48.5,66,84.8,1,100.0,136,136,83.4,100.0,55,40.4,55
Jonah Jackson,37070,G,DET,4,0,11,68.0,100.0,66,48.5,66,66.1,1,100.0,136,136,63.9,100.0,55,40.4,55
Penei Sewell,81788,T,DET,4,1,11,71.1,100.0,66,48.5,66,67.6,1,100.0,136,136,62.4,100.0,55,40.4,55
Terence Steele,39461,T,DAL,4,0,9,63.6,100.0,65,48.5,65,65.8,0,100.0,134,134,71.9,100.0,56,41.8,56
Jason Kelce,6343,C,PHI,4,0,24,69.6,100.0,27,20.3,27,73.7,0,100.0,133,133,71.7,100.0,85,63.9,85
Lane Johnson,7786,T,PHI,4,0,24,60.0,100.0,27,20.3,27,76.0,0,100.0,133,133,78.7,100.0,85,63.9,85
Jordan Mailata,66916,T,PHI,4,1,24,42.7,100.0,27,20.3,27,86.5,1,100.0,133,133,93.5,100.0,85,63.9,85
DeVonta Smith,61100,WR,PHI,4,0,24,60.7,100.0,26,19.7,26,57.1,0,100.0,132,132,70.1,100.0,85,64.4,85
Spencer Burford,81920,G,SF,4,0,28,50.1,100.0,41,31.3,41,58.2,1,100.0,131,131,55.6,100.0,70,53.4,70
Aaron Banks,59983,G,SF,4,0,28,44.7,100.0,41,31.3,41,51.7,0,100.0,131,131,57.8,100.0,70,53.4,70
Colton McKivitz,29314,T,SF,4,1,28,55.4,100.0,40,31.5,40,53.6,1,100.0,127,127,53.9,100.0,68,53.5,68
