player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Andre Chachere,51194,S,ARZ,3,11,,11.0,1,0,39.6,0,1,0,0,0,0.0
Nick Niemann,43500,LB,LAC,3,2,,2.0,27,0,39.6,0,1,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,3,7,,7.0,23,0,39.6,0,1,0,0,0,0.0
Alex Highsmith,43507,ED,PIT,4,11,,11.0,25,1,0.0,0,1,0,0,0,0.0
Jaquan Brisker,101665,S,CHI,5,25,,25.0,6,0,39.6,0,1,0,0,0,0.0
Marshon Lattimore,11766,CB,NO,4,8,,8.0,20,0,39.6,0,1,0,0,0,0.0
Sam Franklin Jr.,43580,S,CAR,2,6,,3.0,5,1,0.0,0,2,0,0,0,0.0
Paulson Adebo,52280,CB,NO,2,6,,6.0,20,0,39.6,0,1,0,0,0,0.0
Innis Gaines,44443,CB,GB,1,5,,2.5,12,0,39.6,0,2,0,0,0,0.0
Jaylon Johnson,56259,CB,CHI,3,6,,6.0,6,0,39.6,0,1,0,0,0,0.0
Jack Gibbens,57662,LB,TEN,3,6,,6.0,31,0,39.6,0,1,0,0,0,0.0
Cameron Sutton,11850,CB,DET,3,5,,5.0,11,0,39.6,0,1,0,0,0,0.0
Damontae Kazee,11904,S,PIT,3,6,,6.0,25,0,39.6,0,1,0,0,0,0.0
Jamin Davis,57905,LB,WAS,5,13,,13.0,32,0,39.6,0,1,0,0,0,0.0
Josh Woods,49023,LB,ARZ,1,3,,3.0,1,0,39.6,0,1,0,0,0,0.0
Terrell Edmunds,51334,S,PHI,4,12,,12.0,24,0,39.6,0,1,0,0,0,0.0
Xavier Woods,11946,S,CAR,3,17,,17.0,5,0,39.6,0,1,0,0,0,0.0
Jessie Bates III,49162,S,ATL,4,20,,10.0,2,1,0.0,0,2,0,0,0,0.0
Cam Taylor-Britt,83326,CB,CIN,3,11,,11.0,7,0,39.6,0,1,0,0,0,0.0
Terell Smith,83302,CB,CHI,1,2,,2.0,6,0,39.6,0,1,0,0,0,0.0
Ugo Amadi,49352,CB,NO,1,3,,3.0,20,0,39.6,0,1,0,0,0,0.0
Pat Surtain II,83119,CB,DEN,1,2,,2.0,10,0,39.6,0,1,0,0,0,0.0
Andrew Van Ginkel,30267,ED,MIA,4,13,,13.0,17,0,39.6,0,1,0,0,0,0.0
Juanyeh Thomas,76655,S,DAL,2,4,,4.0,9,0,39.6,0,1,0,0,0,0.0
Alex Singleton,9994,LB,DEN,4,11,,11.0,10,0,39.6,0,1,0,0,0,0.0
Jalen Davis,50431,CB,CIN,2,5,,5.0,7,0,39.6,0,1,0,0,0,0.0
Derrek Pitts,60785,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Roquan Smith,50892,LB,BLT,4,11,,11.0,3,0,39.6,0,1,0,0,0,0.0
Darrick Forrest,55087,S,WAS,5,27,27.0,13.5,32,0,56.3,1,2,0,2,4,0.07
Arthur Maulet,12224,CB,BLT,2,27,27.0,27.0,3,0,91.7,1,1,0,6,1,0.22
Derwin James Jr.,51368,S,LAC,3,23,23.0,23.0,27,0,118.8,1,1,0,15,2,0.65
De'Vondre Campbell,10749,LB,GB,3,23,23.0,11.5,12,0,56.3,1,2,0,5,5,0.22
Michael Carter II,60644,CB,NYJ,4,112,22.4,11.2,22,0,90.4,5,10,1,32,9,0.29
Justin Reid,49048,S,KC,4,44,22.0,11.0,16,0,64.6,2,4,0,20,19,0.45
Patrick Queen,57941,LB,BLT,4,21,21.0,21.0,3,0,95.8,1,1,0,7,4,0.33
Tremaine Edmunds,50905,LB,CHI,3,20,20.0,20.0,6,0,87.5,1,1,0,5,0,0.25
Jordan Poyer,8000,S,BUF,3,20,20.0,20.0,4,0,118.8,1,1,0,21,3,1.05
Antoine Winfield Jr.,42475,S,TB,4,20,20.0,10.0,30,0,81.3,1,2,0,18,22,0.9
Jordan Fuller,45326,S,LA,4,18,18.0,9.0,26,0,62.5,1,2,0,9,13,0.5
Xavier McKinney,55775,S,NYG,4,18,18.0,18.0,21,0,108.3,1,1,0,10,3,0.56
E.J. Speed,94351,LB,IND,4,17,17.0,8.5,14,0,56.3,1,2,0,0,2,0.0
Cameron Mitchell,97340,CB,CLV,4,33,16.5,16.5,8,0,118.8,2,2,0,39,16,1.18
Jalen Thompson,49116,S,ARZ,4,113,16.1,10.3,1,0,89.2,7,11,0,90,36,0.8
Nick Scott,49012,S,CIN,4,16,16.0,16.0,7,0,118.8,1,1,1,1,0,0.06
Tashaun Gipson Sr.,7288,S,SF,4,31,15.5,15.5,28,0,79.2,2,2,0,6,1,0.19
Jeremy Chinn,43179,S,CAR,4,46,15.3,9.2,5,0,74.6,3,5,0,27,28,0.59
Kevin Byard,10698,S,TEN,4,30,15.0,7.5,31,0,62.5,2,4,0,18,2,0.6
Kerby Joseph,83239,S,DET,2,29,14.5,7.3,11,0,88.5,2,4,0,43,22,1.48
Benjamin St-Juste,56061,CB,WAS,5,127,14.1,9.1,32,0,72.3,9,14,0,56,36,0.44
Talanoa Hufanga,83903,S,SF,4,14,14.0,14.0,28,0,116.7,1,1,0,12,5,0.86
Zach Cunningham,11812,LB,PHI,4,14,14.0,4.7,24,0,45.1,1,3,0,11,7,0.79
Kenneth Murray Jr.,58099,LB,LAC,4,14,14.0,14.0,27,0,87.5,1,1,0,5,2,0.36
Daryl Worley,10711,S,BLT,1,14,14.0,7.0,3,0,68.8,1,2,0,12,2,0.86
Jerome Baker,28091,LB,MIA,4,14,14.0,14.0,17,0,95.8,1,1,0,7,10,0.5
DeShon Elliott,28854,S,MIA,3,14,14.0,7.0,17,0,95.8,1,2,1,1,0,0.07
Cole Holcomb,49753,LB,PIT,4,14,14.0,14.0,25,0,108.3,1,1,0,10,4,0.71
Kyler Gordon,83451,CB,CHI,1,14,14.0,7.0,6,0,77.1,1,2,0,16,3,1.14
DJ Turner II,101376,CB,CIN,4,14,14.0,3.5,7,0,39.6,1,4,0,4,2,0.29
DaRon Bland,56158,CB,DAL,4,55,13.8,6.1,9,2,12.0,4,9,0,16,22,0.29
Kenny Moore II,51596,CB,IND,4,119,13.2,9.9,14,1,59.4,9,12,0,85,41,0.71
Jourdan Lewis,11846,CB,DAL,3,39,13.0,6.5,9,0,56.9,3,6,0,19,3,0.49
Jordan Whitehead,49196,S,NYJ,4,39,13.0,5.6,22,1,19.6,3,7,0,36,27,0.92
Jason Pinnock,56144,S,NYG,4,13,13.0,4.3,21,0,42.4,1,3,0,9,8,0.69
Devon Witherspoon,101388,CB,SEA,1,38,12.7,9.5,29,1,44.8,3,4,0,19,7,0.5
Patrick Peterson,6157,CB,PIT,4,38,12.7,9.5,25,0,116.7,3,4,0,60,47,1.58
James Bradberry,10696,CB,PHI,3,62,12.4,7.8,24,0,80.7,5,8,0,51,20,0.82
Grant Delpit,60685,S,CLV,4,37,12.3,9.3,8,0,77.1,3,4,0,11,9,0.3
Taron Johnson,49511,CB,BUF,4,97,12.1,12.1,4,0,113.0,8,8,0,89,53,0.92
Elijah Hicks,55584,S,CHI,3,12,12.0,6.0,6,0,95.8,1,2,1,3,0,0.25
Amani Hooker,51378,S,TEN,3,47,11.8,7.8,31,1,70.1,4,6,0,80,49,1.7
Jalen Mills,10867,S,NE,4,23,11.5,7.7,19,0,78.5,2,3,0,15,17,0.65
Kyle Hamilton,102684,S,BLT,4,56,11.2,8.0,3,0,74.1,5,7,0,21,16,0.38
Tre'von Moehrig,77847,S,LV,4,11,11.0,11.0,23,0,127.1,1,1,1,5,0,0.45
Chandon Sullivan,49349,CB,PIT,4,44,11.0,8.8,25,0,130.4,4,5,1,29,5,0.66
Rudy Ford,11963,S,GB,4,32,10.7,4.0,12,1,9.4,3,8,0,30,17,0.94
Myles Bryant,43336,CB,NE,4,64,10.7,9.1,19,0,98.8,6,7,0,54,46,0.84
Ja'Sir Taylor,55426,CB,LAC,4,107,10.7,5.4,27,0,72.9,10,20,0,140,68,1.31
Jimmie Ward,8665,S,HST,2,21,10.5,10.5,13,0,93.8,2,2,0,13,15,0.62
Vonn Bell,10695,S,CAR,4,21,10.5,5.3,5,0,70.8,2,4,0,26,23,1.24
Micah Hyde,7941,S,BUF,4,21,10.5,10.5,4,0,100.0,2,2,0,16,1,0.76
Jayron Kearse,10878,S,DAL,4,42,10.5,7.0,9,0,83.3,4,6,0,37,4,0.88
Grayland Arnold,43528,CB,HST,3,52,10.4,7.4,13,0,78.3,5,7,0,28,21,0.54
Justin Bethel,7654,CB,MIA,4,52,10.4,8.7,17,0,125.7,5,6,1,28,5,0.54
Tyrique Stevenson,97562,CB,CHI,4,10,10.0,10.0,6,0,118.8,1,1,0,32,13,3.2
Zyon McCollum,66769,CB,TB,2,10,10.0,10.0,30,0,118.8,1,1,0,28,24,2.8
