player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Davante Adams,8688,WR,LV,4,50,0,23,0,1.0,1,100.0,,0,0,0.0,0,1,0,78.7,88.4,0,16,0.0,0,10,1,100.0,10,158.3,1,2.0,1,16,15,15.0,16.0,1.6,10.5,0,75.0,50.0,1,2,0.0,0,3,0,90.3,85.8,0,21,0.0,0,22,3,95.5,21,110.4,4,8.0,0,44,6,2.0,14.7,2.1
Puka Nacua,100632,WR,LA,4,50,0,26,0,0.0,0,100.0,,0,0,0.0,0,0,0,88.7,56.7,0,7,0.0,0,9,3,100.0,9,84.7,3,6.0,0,13,13,4.3,4.3,1.44,6.3,0,75.0,0.0,0,1,0.0,0,4,0,67.2,89.0,0,16,0.0,0,55,6,90.9,50,92.2,8,16.0,0,53,26,4.3,8.8,1.06
Justin Jefferson,61398,WR,MIN,4,46,0,18,0,-3.7,1,66.7,0.0,0,1,0.0,0,1,0,88.7,68.3,0,8,0.0,0,13,2,84.6,11,72.9,3,6.5,0,11,18,9.0,5.5,1.0,12.7,3,64.3,0.0,0,1,0.0,0,6,1,90.0,90.6,0,52,0.0,0,55,9,89.1,49,131.5,14,30.4,1,201,99,11.0,22.3,4.1
Keenan Allen,7857,WR,LAC,4,43,0,27,0,-2.0,0,100.0,,0,0,0.0,0,0,0,91.1,71.5,0,9,0.0,0,23,7,100.0,23,88.1,7,16.3,0,36,50,7.1,5.1,1.57,8.2,1,79.2,0.0,0,2,0.0,0,11,1,90.6,86.3,0,36,1.8,2,110,19,96.4,106,119.8,24,55.8,1,226,99,5.2,11.9,2.13
A.J. Brown,48327,WR,PHI,4,41,0,24,0,-1.0,0,100.0,,0,0,0.0,0,0,0,84.5,53.3,0,1,0.0,0,8,1,87.5,7,79.2,1,2.4,0,1,2,2.0,1.0,0.14,9.0,1,83.3,,0,0,16.7,1,3,0,89.5,90.9,0,59,0.0,0,31,5,96.8,30,158.3,6,14.6,1,105,62,12.4,21.0,3.5
Ja'Marr Chase,84270,WR,CIN,4,40,0,7,0,-2.4,5,100.0,,0,0,0.0,0,1,0,91.1,94.1,0,17,0.0,0,14,7,100.0,14,95.8,7,17.5,0,49,66,9.4,7.0,3.5,1.5,4,93.3,100.0,1,1,6.7,1,7,0,62.4,73.2,0,17,0.0,0,41,14,95.1,39,95.8,15,37.5,0,105,79,5.6,7.5,2.69
Tyreek Hill,10799,WR,MIA,4,39,0,17,0,-3.0,0,100.0,,0,0,0.0,0,0,0,84.5,50.9,0,4,0.0,0,10,2,100.0,10,79.2,2,5.1,0,-1,5,2.5,-0.5,-0.1,15.6,1,72.7,0.0,0,1,11.1,1,6,0,78.7,92.7,1,47,0.0,0,44,8,93.2,41,75.6,11,28.2,0,134,32,4.0,16.8,3.27
Stefon Diggs,9579,WR,BUF,4,38,0,4,0,-2.3,1,100.0,,0,0,0.0,0,1,0,88.7,68.8,0,16,0.0,0,12,3,100.0,12,87.5,3,7.9,0,15,22,7.3,5.0,1.25,12.3,0,62.5,,0,0,0.0,0,3,0,90.6,85.5,1,15,0.0,0,47,5,95.7,45,69.3,8,21.1,1,29,3,0.6,5.8,0.64
Chris Olave,84355,WR,NO,4,38,0,20,0,-2.8,0,80.0,0.0,0,1,0.0,0,0,0,90.2,68.8,0,9,0.0,0,12,4,100.0,12,84.2,5,13.2,0,21,32,8.0,5.3,1.75,16.4,0,60.0,0.0,0,2,0.0,0,4,0,90.1,90.0,1,21,0.0,0,68,9,92.6,63,47.6,15,39.5,0,84,37,4.1,9.3,1.33
Michael Pittman Jr.,29049,WR,IND,4,36,0,14,0,-1.3,0,100.0,,0,0,0.0,0,2,0,91.1,81.8,0,39,0.0,0,21,7,100.0,21,143.2,7,19.4,1,62,71,10.1,8.9,2.95,4.4,0,85.7,100.0,1,1,0.0,0,2,1,83.9,67.8,0,12,2.6,1,39,6,92.3,36,86.9,7,19.4,0,34,20,3.3,5.7,0.94
Tutu Atwell,77965,WR,LA,4,34,0,26,0,-1.0,0,100.0,,0,0,0.0,0,0,0,84.5,52.6,0,5,0.0,0,11,2,100.0,11,79.2,2,5.9,0,4,6,3.0,2.0,0.36,11.6,0,68.8,66.7,2,3,0.0,0,8,0,90.0,77.7,1,21,0.0,0,76,11,96.1,73,83.1,16,47.1,1,111,30,2.7,10.1,1.52
DJ Moore,48267,WR,CHI,5,34,0,6,0,-1.7,0,100.0,,0,0,0.0,0,0,0,88.7,61.3,0,9,0.0,0,20,3,95.0,19,84.7,3,8.8,0,13,18,6.0,4.3,0.68,12.3,2,85.7,50.0,1,2,0.0,0,6,0,74.8,90.3,0,31,0.0,0,27,6,100.0,27,158.3,7,20.6,2,111,37,6.2,18.5,4.11
Amon-Ra St. Brown,84470,WR,DET,4,33,0,11,0,-2.0,0,100.0,,0,0,0.0,0,1,0,88.7,68.6,0,5,0.0,0,12,3,91.7,11,80.6,3,9.1,0,10,16,5.3,3.3,0.91,6.6,2,75.0,100.0,1,1,7.7,1,6,0,73.2,87.2,0,27,0.0,0,69,12,95.7,66,100.5,16,48.5,0,138,52,4.3,11.5,2.09
Adam Thielen,8288,WR,CAR,4,33,0,5,0,-2.2,0,100.0,,0,0,0.0,0,1,0,90.9,63.0,0,6,0.0,0,21,6,95.2,20,88.2,6,18.2,0,31,44,7.3,5.2,1.55,8.3,0,82.6,50.0,1,2,0.0,0,13,0,90.4,78.0,0,25,0.0,0,133,19,91.7,122,132.1,23,69.7,2,201,72,3.8,10.6,1.65
Garrett Wilson,97405,WR,NYJ,4,33,0,22,0,-1.4,1,80.0,,0,0,20.0,1,0,0,28.1,66.1,0,9,0.0,0,16,4,93.8,15,81.7,5,15.2,0,18,25,6.3,4.5,1.2,5.0,1,76.5,100.0,1,1,7.1,1,3,0,43.0,67.6,0,14,0.0,0,40,13,92.5,37,85.4,17,51.5,0,80,30,2.3,6.2,2.16
Christian Kirk,47546,WR,JAX,4,33,0,15,0,-2.0,0,85.7,,0,0,14.3,1,2,0,32.0,51.2,0,7,0.0,0,24,6,95.8,23,83.9,7,21.2,0,29,41,6.8,4.8,1.26,7.6,2,76.0,33.3,1,3,9.5,2,10,0,69.8,70.9,0,45,0.0,0,102,19,97.1,99,112.4,25,75.8,1,202,67,3.5,10.6,2.04
