player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Christian McCaffrey,11763,HB,SF,4,80,22,5,36.4,167,0,459,0,1,22,323,94.8,14,23,28,1,31,63.4,84.8,84.2,,18.9,91.0,79.3,37.7,65,0,141,18,92,101,0,0,20,98,6,459,323,4.04,5.7,1.53,48
Tony Pollard,27126,HB,DAL,4,73,5,4,30.5,95,0,311,0,1,5,193,18.0,5,18,9,1,45,59.9,66.2,82.9,,73.8,55.9,67.5,59.9,31,0,61,15,88,83,0,0,16,88,2,311,193,2.64,4.3,0.69,28
Derrick Henry,10679,HB,TEN,4,73,14,5,35.8,102,0,285,0,1,14,236,61.4,6,16,31,0,44,85.8,83.6,79.8,70.4,83.6,73.3,78.8,58.9,29,0,82,6,40,79,0,0,6,79,2,285,236,3.23,3.9,2.05,29
David Montgomery,45719,HB,DET,3,69,19,3,17.9,47,0,262,0,1,19,191,76.9,5,16,11,1,37,55.2,70.8,5.6,,59.1,60.7,71.9,60.0,16,1,27,3,46,76,0,0,3,72,5,262,191,2.77,3.8,0.59,32
Travis Etienne Jr.,57185,HB,JAX,4,69,16,2,16.2,42,0,260,0,5,16,192,70.4,3,10,15,0,32,85.5,66.1,21.4,,63.0,70.7,63.4,72.0,26,1,96,14,108,77,0,0,15,83,1,260,192,2.78,3.8,0.89,36
Brian Robinson,57120,HB,WAS,5,67,14,4,29.5,80,0,271,1,3,14,187,62.4,8,20,32,1,19,55.9,70.1,86.1,,34.6,69.0,69.5,66.4,27,0,88,9,73,71,0,0,10,76,3,271,187,2.79,4.0,1.21,45
Zack Moss,40341,HB,IND,3,66,19,3,24.3,68,0,280,2,0,19,168,67.2,8,17,14,0,16,85.0,62.1,84.9,,45.9,43.2,68.3,58.9,24,0,42,6,66,76,0,0,8,72,1,280,168,2.55,4.2,0.64,50
Kenneth Walker III,97199,HB,SEA,4,64,19,4,34.6,98,0,283,0,5,19,213,110.9,8,17,29,0,15,84.9,78.7,82.9,,66.9,67.8,77.6,60.2,36,0,73,8,55,71,0,0,8,72,5,283,213,3.33,4.4,1.33,44
Dameon Pierce,83659,HB,HST,4,64,12,0,0.0,0,0,181,0,1,12,147,41.5,5,7,13,0,21,84.9,69.2,80.6,,82.8,68.6,66.5,60.0,13,0,68,8,59,70,0,0,11,72,1,181,147,2.3,2.8,1.15,43
Kyren Williams,97118,HB,LA,4,64,9,1,8.2,20,0,245,3,2,9,156,35.8,2,15,26,1,51,59.4,65.2,86.4,,60.4,41.6,75.0,58.6,20,0,105,11,136,71,0,0,21,75,5,245,156,2.44,3.8,0.77,13
