player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,BLT,4,2,6.4,0,0,3,59.1,73.8,83.6,71.5,65.1,56.0,0.0,0,0,58,59,3.4,2,7
Tyson Alualu,5535,DI,PIT,4,0,2.8,0,0,25,60.0,37.9,34.1,56.5,39.5,36.4,0.0,0,1,54,54,3.7,2,4
Brandon Graham,5538,ED,PHI,4,1,1.8,0,0,24,71.4,79.2,83.5,73.2,65.9,63.9,16.7,1,0,27,28,14.8,4,4
Jason Pierre-Paul,5540,ED,BLT,1,0,4.0,0,0,3,60.8,52.7,78.1,53.0,53.9,74.9,0.0,0,0,14,14,7.1,1,2
Kareem Jackson,5545,S,DEN,4,7,6.9,0,0,10,68.4,67.2,19.5,,61.5,59.1,21.1,4,1,90,95,2.2,2,8
Devin McCourty,5552,S,NE,4,2,13.3,0,0,19,59.0,59.6,80.0,,60.0,77.3,18.2,2,0,102,104,1.0,1,7
Jerry Hughes,5556,ED,HST,4,2,5.7,1,0,13,68.2,79.6,30.0,69.8,66.7,47.5,0.0,0,2,71,71,1.4,1,3
Carlos Dunlap,5579,ED,KC,4,1,3.4,0,0,16,55.6,60.8,83.6,55.1,76.0,61.9,0.0,0,0,26,26,15.4,4,5
Al Woods,5646,DI,SEA,4,2,1.9,0,0,29,60.5,59.0,37.4,60.4,60.2,60.3,7.7,1,1,75,78,10.7,8,10
Von Miller,6154,ED,BUF,4,0,0.3,0,0,4,77.3,90.1,81.5,78.5,83.6,59.3,0.0,0,0,42,43,7.1,3,3
Patrick Peterson,6157,CB,MIN,4,0,1.3,0,0,18,61.7,65.5,82.6,60.0,80.8,76.6,0.0,0,0,108,109,3.7,4,4
J.J. Watt,6163,ED,ARZ,3,0,0.0,0,0,1,63.2,73.2,82.5,66.5,64.4,44.9,0.0,0,1,26,28,3.8,1,1
Robert Quinn,6166,ED,CHI,4,2,2.5,1,0,6,60.0,43.9,59.2,53.9,41.3,74.6,0.0,0,1,88,89,2.3,2,4
Cameron Jordan,6176,ED,NO,4,5,1.2,0,0,20,72.7,75.5,86.0,58.3,79.6,64.7,10.0,2,0,96,100,10.4,10,13
Cameron Heyward,6183,DI,PIT,4,3,2.8,0,0,25,60.5,76.8,82.4,70.0,71.0,76.0,0.0,0,0,83,83,8.4,7,9
Justin Houston,6222,ED,BLT,3,1,0.0,0,0,3,66.8,76.3,81.1,72.7,62.0,55.9,0.0,0,0,15,16,6.7,1,1
Lawrence Guy,6385,DI,NE,3,3,1.5,0,0,19,,50.4,79.5,58.7,47.6,72.5,0.0,0,0,39,40,10.3,4,4
Josh Bynes,6503,LB,BLT,4,0,5.3,0,0,3,78.5,63.6,79.1,57.9,41.1,50.3,25.0,2,0,60,61,3.3,2,6
Nick Bellore,6515,LB,SEA,3,1,,0,0,29,60.0,80.8,65.9,60.0,74.9,71.7,0.0,0,0,8,8,0.0,0,0
Stephon Gilmore,7016,CB,IND,4,0,,0,0,14,72.9,73.6,82.1,,69.9,69.7,,0,1,102,104,0.0,0,0
Fletcher Cox,7018,DI,PHI,4,3,2.0,0,0,24,,64.3,43.2,69.1,55.9,72.9,0.0,0,1,44,44,2.3,1,1
Michael Brockers,7020,DI,DET,4,0,2.3,0,0,11,,56.5,80.6,55.8,56.7,37.2,0.0,0,0,45,45,6.7,3,4
Melvin Ingram III,7024,ED,MIA,4,1,1.0,0,0,17,55.8,72.0,0.0,80.0,76.2,38.8,0.0,0,3,42,43,4.8,2,2
Chandler Jones,7027,ED,LV,4,3,2.0,0,0,23,63.9,58.0,83.2,60.4,50.5,28.9,30.0,3,0,78,80,3.8,3,4
Bobby Wagner,7050,LB,LA,3,4,3.1,0,0,26,69.5,85.6,81.5,81.0,84.8,76.0,0.0,0,0,63,66,9.5,6,10
Lavonte David,7060,LB,TB,4,4,6.0,0,0,30,89.3,77.7,21.7,73.8,49.7,77.7,10.0,1,1,96,99,1.0,1,5
Casey Hayward Jr.,7064,CB,ATL,4,0,24.0,0,0,2,63.4,61.8,81.6,,52.0,40.0,25.0,1,0,81,84,1.2,1,3
Demario Davis,7079,LB,NO,4,7,3.4,0,0,20,75.4,83.0,83.4,86.7,72.5,53.5,11.1,2,0,119,124,5.0,6,9
Akiem Hicks,7090,DI,TB,2,0,3.2,0,0,30,,48.0,78.9,53.5,49.0,71.4,0.0,0,0,22,23,18.2,4,5
Rodney McLeod,7271,S,IND,4,2,0.3,0,0,14,72.9,65.6,76.6,56.8,45.1,57.6,16.7,1,0,63,65,4.8,3,3
Tashaun Gipson Sr.,7288,S,SF,3,1,9.7,0,0,28,74.4,82.5,80.5,,81.4,88.2,0.0,0,0,75,76,1.3,1,3
Harrison Smith,7641,S,MIN,3,0,9.4,1,0,18,60.2,58.7,83.1,66.9,50.5,88.5,12.5,1,1,68,69,1.5,1,7
Darius Slay,7817,CB,PHI,4,0,21.0,0,0,24,77.1,74.4,82.1,,47.0,69.6,0.0,0,0,46,47,2.2,1,3
Johnathan Hankins,7830,DI,LV,4,4,2.8,0,0,23,60.0,48.6,80.9,52.6,49.5,37.1,11.1,1,0,50,52,4.0,2,4
Jon Bostic,7831,LB,WAS,1,0,,0,0,32,,75.1,69.0,59.1,68.3,,,0,0,5,5,0.0,0,0
Tyrann Mathieu,7850,S,NO,4,3,8.3,0,0,20,84.5,79.4,81.6,54.6,54.9,65.5,9.1,1,1,119,124,0.0,0,7
John Jenkins,7863,DI,MIA,4,1,2.3,0,0,17,59.8,69.0,78.5,62.5,68.7,72.3,0.0,0,0,27,27,3.7,1,3
Logan Ryan,7864,S,TB,4,0,9.0,0,1,30,66.8,75.2,80.3,59.2,89.1,85.5,0.0,0,0,34,35,2.9,1,3
