player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,BLT,4,0,,,3.8,,,0,0,0,,3,59.1,73.8,83.6,71.5,65.1,56.0,0,,100.0,2,0,0,0.0,0,5,130,1,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,4,2,-1.5,100.0,6.5,2.5,2.5,0,0,0,0.0,24,71.4,79.2,83.5,73.2,65.9,63.9,0,2,0.0,0,0,0,79.2,2,5,77,4,1,2,0,2,5,0.4,1.0
Kareem Jackson,5545,S,DEN,4,1,12.4,60.0,100.0,48.0,28.8,0,0,1,20.0,10,68.4,67.2,19.5,,61.5,59.1,0,17,11.1,1,1,1,112.5,3,153,153,1,7,5,1,25,6,0.2,8.3
Devin McCourty,5552,S,NE,4,0,22.0,75.0,100.0,48.3,36.3,0,0,1,25.0,19,59.0,59.6,80.0,,60.0,77.3,0,24,0.0,0,1,0,151.0,3,147,147,0,14,4,2,45,8,0.3,15.0
Jerry Hughes,5556,ED,HST,4,0,,,1.8,,,1,0,0,,13,68.2,79.6,30.0,69.8,66.7,47.5,1,,75.0,3,0,2,0.0,0,2,109,5,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,4,1,8.0,100.0,7.9,6.0,6.0,0,0,0,0.0,16,55.6,60.8,83.6,55.1,76.0,61.9,0,8,25.0,1,0,0,100.0,1,6,76,3,2,1,0,8,0,1.3,8.0
Von Miller,6154,ED,BUF,4,0,,,2.1,,,0,0,0,,4,77.3,90.1,81.5,78.5,83.6,59.3,0,,50.0,1,0,0,0.0,0,2,95,4,1,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,4,1,14.2,45.0,99.4,17.0,7.7,0,0,3,15.0,18,61.7,65.5,82.6,60.0,80.8,76.6,0,23,8.3,1,3,0,64.6,9,162,163,1,10,20,0,120,50,0.8,13.3
Robert Quinn,6166,ED,CHI,4,0,,,1.0,,,1,0,0,,6,60.0,43.9,59.2,53.9,41.3,74.6,0,,,0,0,1,0.0,0,1,98,1,0,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,4,0,,,2.4,,,0,0,0,,20,72.7,75.5,86.0,58.3,79.6,64.7,0,,,0,0,0,0.0,0,3,123,1,0,0,0,0,0,0.0,
