player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Laken Tomlinson,9461,G,NYJ,4,1,22,53.8,0,15,206,100.0,100.0,96.4,1,15,0,217,217,44.9,0,13,107,100.0,100.0,93.9,13,0,112,112
Connor McGovern,10778,C,NYJ,4,0,22,72.0,1,3,206,100.0,100.0,98.5,2,5,1,217,217,65.6,1,2,107,100.0,100.0,97.7,4,1,112,112
Alijah Vera-Tucker,57107,G,NYJ,4,0,22,60.7,3,10,206,100.0,100.0,96.4,0,14,1,217,217,73.7,3,6,107,100.0,100.0,95.8,9,0,112,112
Charles Leno Jr.,8880,T,WAS,4,0,32,84.1,0,7,198,100.0,100.0,96.7,0,10,3,212,212,73.2,0,7,93,100.0,100.0,93.0,10,3,99,99
Andrew Norwell,9126,G,WAS,4,1,32,69.6,2,6,196,100.0,100.0,96.9,2,10,2,210,210,55.0,1,5,91,100.0,100.0,94.5,8,2,97,97
D.J. Humphries,9457,T,ARZ,4,0,1,86.8,1,4,193,100.0,100.0,98.7,2,5,0,209,209,83.7,0,2,68,100.0,100.0,98.5,2,0,76,76
Samuel Cosmi,60114,T,WAS,4,0,32,67.2,2,5,191,100.0,100.0,95.5,0,12,5,203,203,54.2,1,4,87,100.0,100.0,91.4,10,5,92,92
Kelvin Beachum,7229,T,ARZ,4,0,1,73.6,3,8,186,100.0,100.0,96.0,2,13,2,202,202,59.8,3,5,62,100.0,100.0,91.9,9,1,70,70
Rodney Hudson,6207,C,ARZ,4,0,1,66.9,0,3,186,100.0,100.0,99.2,0,3,0,202,202,74.1,0,3,62,100.0,100.0,97.6,3,0,70,70
Dion Dawkins,11818,T,BUF,4,0,4,81.2,1,5,194,100.0,100.0,97.9,1,7,1,200,200,82.2,1,2,77,100.0,100.0,98.1,3,0,80,80
Rodger Saffold,5558,G,BUF,4,0,4,51.1,1,7,194,100.0,100.0,97.9,0,8,0,200,200,47.7,1,3,77,100.0,100.0,97.4,4,0,80,80
Will Hernandez,46180,G,ARZ,4,0,1,78.9,0,3,182,100.0,100.0,98.6,0,4,1,196,196,71.1,0,3,61,100.0,100.0,97.5,3,0,68,68
La'el Collins,9719,T,CIN,4,0,7,38.1,2,6,185,100.0,100.0,97.3,1,9,1,195,195,40.2,0,3,71,100.0,100.0,96.5,4,1,77,77
Cordell Volson,30614,G,CIN,4,1,7,50.9,4,5,185,100.0,100.0,95.9,2,12,3,195,195,71.1,1,2,71,100.0,100.0,96.5,4,1,77,77
Ted Karras,10855,C,CIN,4,0,7,66.6,0,8,185,100.0,100.0,97.3,0,9,1,195,195,63.5,0,5,71,100.0,100.0,95.1,6,1,77,77
Jonah Williams,41651,T,CIN,4,0,7,63.3,3,8,185,100.0,100.0,94.9,0,15,4,195,195,67.6,0,3,71,100.0,100.0,92.3,7,4,77,77
Alex Cappa,66578,G,CIN,4,0,7,65.4,3,2,185,100.0,100.0,97.6,0,7,2,195,195,65.3,2,1,71,100.0,100.0,95.1,5,2,77,77
Max Mitchell,81707,T,NYJ,4,0,22,50.6,3,8,182,100.0,100.0,95.9,0,13,2,191,191,44.1,3,7,93,100.0,100.0,93.5,11,1,98,98
Kolton Miller,47013,T,LV,4,1,23,75.2,2,7,171,100.0,100.0,96.8,1,10,1,182,182,78.0,0,6,83,100.0,100.0,95.2,7,1,88,88
Garrett Bradbury,46013,C,MIN,4,0,18,66.3,2,5,165,100.0,100.0,97.3,1,8,1,179,179,60.0,1,3,75,100.0,100.0,96.0,5,1,81,81
