team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,3,107,2,11,107,93.9,13,0
MIA,17,3,107,3,12,107,92.1,16,1
DAL,9,3,113,6,12,113,92.0,18,0
IND,14,3,131,5,19,131,90.8,24,0
LV,23,3,103,6,8,103,89.3,18,4
LAC,27,3,136,5,14,136,89.3,24,5
DET,11,3,106,9,14,106,88.2,24,1
KC,16,3,131,9,22,131,88.2,31,0
PHI,24,3,109,2,23,109,87.6,26,1
BLT,3,3,107,4,14,107,86.9,23,5
TB,30,3,103,2,19,103,86.9,24,3
BUF,4,3,123,3,27,123,86.2,32,2
CLV,8,3,121,5,22,121,85.5,31,4
HST,13,3,137,7,25,137,85.4,36,4
ARZ,1,3,91,7,14,91,85.2,24,3
CIN,7,3,127,10,18,127,85.0,33,5
JAX,15,3,131,4,24,131,84.7,34,6
DEN,10,3,116,5,25,116,84.5,33,3
SF,28,3,101,5,20,101,83.7,29,4
WAS,32,3,124,7,14,124,83.5,31,10
SEA,29,3,111,4,25,111,83.3,33,4
MIN,18,3,148,17,21,148,83.1,44,6
ATL,2,3,107,5,21,107,80.4,34,8
NO,20,3,117,6,18,117,80.3,35,11
LA,26,3,138,8,39,138,80.1,51,4
NE,19,3,135,10,32,135,80.0,48,6
CHI,6,3,114,4,34,114,78.9,43,5
PIT,25,3,113,10,33,113,78.3,46,3
CAR,5,3,145,12,43,145,77.6,60,5
NYG,21,3,124,5,37,124,76.6,50,8
TEN,31,3,99,6,18,99,75.8,36,12
NYJ,22,3,98,6,34,98,74.5,45,5
