player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Tre Brown,55677,CB,SEA,3,0,29,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.4,1,71,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Elijah Riley,44440,S,PIT,1,0,25,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,16.7,1,6,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Charvarius Ward,43034,CB,SF,3,0,28,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.7,1,134,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Benton Whitley,54444,ED,MIN,1,0,18,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,100.0,1,1,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Kerby Joseph,83239,S,DET,2,0,11,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.2,1,86,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Alontae Taylor,83469,CB,NO,3,0,20,0,1,0,0,1,1,66.7,2,2,75.0,1,1,0,1,2.5,3,119,2,50.0,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
Elijah Hicks,55584,S,CHI,3,0,6,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.4,1,74,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
CJ Henderson,55593,CB,CAR,3,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.7,1,58,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Amani Hooker,51378,S,TEN,2,0,31,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.4,1,71,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Cam Gill,33560,LB,TB,1,0,30,0,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,66.7,2,3,1,50.0,0,0,0,0,50.0,1,0,0.0,0,0,0,1,1,0
Jaire Alexander,49350,CB,GB,2,0,12,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.4,1,73,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Christian Gonzalez,131679,CB,NE,3,0,19,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.8,2,110,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Xavien Howard,10672,CB,MIA,3,0,17,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.8,1,120,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jamien Sherwood,83175,LB,NYJ,3,0,22,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,12.5,1,8,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Justin Bethel,7654,CB,MIA,3,0,17,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,6.1,3,49,2,50.0,0,0,1,0,100.0,3,2,50.0,1,0,0,1,0,0
Anfernee Jennings,25449,LB,NE,1,0,19,1,2,0,1,0,0,50.0,2,1,25.0,0,0,0,0,57.1,4,7,3,37.5,0,0,2,0,50.0,2,2,50.0,0,0,0,0,0,0
Roger McCreary,83176,CB,TEN,3,0,31,0,2,0,0,1,1,33.3,2,1,25.0,0,0,0,1,5.5,6,109,3,33.3,0,0,1,0,66.7,4,2,37.5,1,1,0,1,1,0
Tashaun Gipson Sr.,7288,S,SF,3,0,28,0,2,0,0,0,0,33.3,1,0,0.0,0,0,0,0,2.1,3,145,2,33.3,0,0,2,0,66.7,2,2,50.0,0,0,0,0,0,0
Jalen Pitre,57737,S,HST,1,0,13,1,1,0,0,1,0,33.3,1,1,50.0,0,0,0,0,20.0,3,15,2,33.3,0,1,0,0,66.7,2,1,25.0,0,0,0,0,0,0
Tony Adams,55953,S,NYJ,2,0,22,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,4.5,3,67,2,33.3,0,0,2,0,100.0,3,2,33.3,0,0,0,0,0,0
Kader Kohou,156070,CB,MIA,3,0,17,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.5,3,119,1,33.3,0,0,0,0,100.0,3,1,33.3,1,1,0,1,1,0
DaRon Bland,56158,CB,DAL,3,0,9,1,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,3.6,3,83,2,33.3,0,1,0,0,33.3,1,1,50.0,0,0,0,0,0,0
Dax Hill,97519,S,CIN,3,1,7,0,2,0,0,0,0,42.9,3,1,33.3,1,1,0,0,6.2,7,113,3,28.6,1,0,2,0,57.1,4,2,25.0,0,0,0,1,1,0
Henry To'oTo'o,98982,LB,HST,3,0,13,0,4,0,0,2,0,57.1,4,2,25.0,0,0,0,0,9.1,7,77,4,28.6,0,0,2,0,42.9,3,2,33.3,0,0,0,0,0,0
