player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Terell Smith,83302,CB,CHI,3,4,,4.0,6,0,39.6,0,1,0,0,0,0.0
Jaylon Johnson,56259,CB,CHI,6,15,,15.0,6,0,39.6,0,1,0,0,0,0.0
Marlon Humphrey,11771,CB,BLT,2,22,,22.0,3,0,39.6,0,1,0,0,0,0.0
Innis Gaines,44443,CB,GB,2,6,,3.0,12,0,39.6,0,2,0,0,0,0.0
Josh Woods,49023,LB,ARZ,10,17,,17.0,1,0,39.6,0,1,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,6,11,,11.0,23,0,39.6,0,1,0,0,0,0.0
Jaylon Jones,124328,CB,IND,2,2,,2.0,14,0,39.6,0,1,0,0,0,0.0
Denzel Perryman,9481,LB,HST,7,11,,5.5,13,0,39.6,0,2,0,0,0,0.0
Sione Takitaki,12666,LB,CLV,4,8,,4.0,8,1,0.0,0,2,0,0,0,0.0
Tanner McCalister,76591,CB,CLV,1,14,,14.0,8,0,39.6,0,1,0,0,0,0.0
Craig James,26360,CB,NYJ,1,5,,5.0,22,0,39.6,0,1,0,0,0,0.0
Baron Browning,58095,ED,DEN,3,2,,2.0,10,0,39.6,0,1,0,0,0,0.0
Riley Moss,83259,CB,DEN,6,9,,9.0,10,0,39.6,0,1,0,0,0,0.0
Ambry Thomas,56058,CB,SF,4,7,,7.0,28,0,39.6,0,1,0,0,0,0.0
Tyler Matakevich,10880,LB,BUF,1,1,,1.0,4,0,39.6,0,1,0,0,0,0.0
Duke Riley,11830,LB,MIA,5,6,,6.0,17,0,39.6,0,1,0,0,0,0.0
Nick Niemann,43500,LB,LAC,5,7,,7.0,27,0,39.6,0,1,0,0,0,0.0
Jeff Okudah,55674,CB,ATL,8,14,,7.0,2,0,39.6,0,2,0,0,0,0.0
Brian Burns,44522,ED,CAR,2,2,,2.0,5,0,39.6,0,1,0,0,0,0.0
Charvarius Ward,43034,CB,SF,4,5,,2.5,28,0,39.6,0,2,0,0,0,0.0
Kamu Grugier-Hill,10842,LB,CAR,7,19,,19.0,5,1,0.0,0,1,0,0,0,0.0
Tony Fields II,57698,LB,CLV,3,4,,4.0,8,0,39.6,0,1,0,0,0,0.0
Derrek Pitts,60785,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Clark Phillips III,131871,CB,ATL,3,14,,7.0,2,0,39.6,0,2,0,0,0,0.0
Ka'dar Hollman,49446,CB,HST,1,1,,1.0,13,0,39.6,0,1,0,0,0,0.0
Andre Chachere,51194,S,ARZ,8,46,46.0,11.5,1,0,46.9,1,4,0,19,8,0.41
Eddie Jackson,11867,S,CHI,10,45,45.0,22.5,6,0,70.8,1,2,0,13,6,0.29
Terrell Edmunds,51334,S,TEN,11,42,42.0,10.5,31,0,46.9,1,4,0,19,0,0.45
Percy Butler,83271,S,WAS,14,84,42.0,21.0,32,0,56.3,2,4,0,10,1,0.12
Parry Nickerson,50511,CB,MIA,3,42,42.0,14.0,17,0,42.4,1,3,0,6,1,0.14
P.J. Locke,51189,S,DEN,8,36,36.0,6.0,10,0,41.7,1,6,0,21,10,0.58
Ifeatu Melifonwu,56203,S,DET,7,34,34.0,17.0,11,0,75.0,1,2,0,15,8,0.44
Jessie Bates III,49162,S,ATL,15,64,32.0,10.7,2,1,11.8,2,6,0,31,12,0.48
DeAndre Houston-Carson,10819,S,HST,8,31,31.0,15.5,13,0,56.3,1,2,0,2,1,0.06
Darrick Forrest,55087,S,WAS,5,27,27.0,13.5,32,0,56.3,1,2,0,2,4,0.07
Fabian Moreau,11836,CB,DEN,10,26,26.0,26.0,10,0,104.2,1,1,0,9,12,0.35
Elijah Hicks,55584,S,CHI,7,25,25.0,12.5,6,0,95.8,1,2,1,3,0,0.12
Tyrel Dodson,51045,LB,BUF,10,24,24.0,24.0,4,0,87.5,1,1,0,5,-1,0.21
Budda Baker,11791,S,ARZ,10,44,22.0,11.0,1,0,116.7,2,4,1,32,10,0.73
Rodney Thomas II,108389,S,IND,12,42,21.0,21.0,14,0,158.3,2,2,1,49,23,1.17
Ji'Ayir Brown,129767,S,SF,9,41,20.5,8.2,28,1,49.6,2,5,2,17,0,0.41
Kendall Fuller,10718,CB,WAS,10,20,20.0,10.0,32,0,60.4,1,2,0,8,-1,0.4
Alex Highsmith,43507,ED,PIT,10,20,20.0,10.0,25,1,16.7,1,2,0,0,3,0.0
Jordan Whitehead,49196,S,NYJ,15,120,20.0,12.0,22,1,97.9,6,10,1,140,94,1.17
Dee Delaney,31078,S,TB,9,58,19.3,14.5,30,0,89.6,3,4,0,24,15,0.41
Cameron Sutton,11850,CB,DET,10,19,19.0,6.3,11,0,70.1,1,3,0,29,6,1.53
Donovan Wilson,49408,S,DAL,13,55,18.3,18.3,9,0,118.8,3,3,0,41,26,0.75
Antoine Winfield Jr.,42475,S,TB,15,73,18.3,12.2,30,0,97.9,4,6,0,58,38,0.79
Tyrique Stevenson,97562,CB,CHI,8,18,18.0,18.0,6,0,118.8,1,1,0,32,13,1.78
Tashaun Gipson Sr.,7288,S,SF,15,126,18.0,12.6,28,0,74.6,7,10,0,34,36,0.27
DaRon Bland,56158,CB,DAL,11,72,18.0,6.5,9,2,5.3,4,11,0,16,22,0.22
Patrick Peterson,6157,CB,PIT,15,138,17.3,8.6,25,1,47.7,8,16,0,115,68,0.83
Tyson Campbell,83217,CB,JAX,6,17,17.0,17.0,15,0,118.8,1,1,0,14,7,0.82
Mekhi Blackmon,83036,CB,MIN,10,17,17.0,17.0,18,0,158.3,1,1,1,21,1,1.24
Daryl Worley,10711,S,BLT,2,17,17.0,8.5,3,0,68.8,1,2,0,12,2,0.71
Jalen Pitre,57737,S,HST,13,51,17.0,8.5,13,0,123.6,3,6,1,58,3,1.14
Leighton Vander Esch,50950,LB,DAL,5,17,17.0,17.0,9,0,104.2,1,1,0,9,2,0.53
DeShon Elliott,28854,S,MIA,12,50,16.7,8.3,17,0,95.8,3,6,1,12,11,0.24
Bryan Cook,55940,S,KC,12,82,16.4,10.3,16,0,140.6,5,8,1,90,52,1.1
Brandon Stephens,45644,CB,BLT,8,16,16.0,8.0,3,0,89.6,1,2,0,22,4,1.38
Shaun Wade,55673,CB,NE,7,16,16.0,16.0,19,0,91.7,1,1,0,6,1,0.38
Joey Porter Jr.,101364,CB,PIT,8,32,16.0,16.0,25,0,106.3,2,2,0,19,4,0.59
Zach Cunningham,11812,LB,PHI,11,48,16.0,6.9,24,0,54.5,3,7,0,28,20,0.58
Ugo Amadi,49352,CB,NO,6,16,16.0,5.3,20,0,42.4,1,3,0,4,8,0.25
Xavier Woods,11946,S,CAR,12,63,15.8,9.0,5,2,29.8,4,7,0,33,29,0.52
Nate Landman,57788,LB,ATL,10,31,15.5,7.8,2,0,85.4,2,4,0,40,29,1.29
Jaquan Brisker,101665,S,CHI,13,61,15.3,7.6,6,0,76.0,4,8,0,62,7,1.02
Robert Spillane,50918,LB,LV,13,30,15.0,10.0,23,0,92.4,2,3,0,25,16,0.83
Bobby Wagner,7050,LB,SEA,13,45,15.0,11.3,29,0,100.0,3,4,0,34,25,0.76
De'Vondre Campbell,10749,LB,GB,10,74,14.8,9.3,12,0,88.0,5,8,0,65,22,0.88
Tony Adams,55953,S,NYJ,13,130,14.4,10.8,22,1,76.7,9,12,0,135,23,1.04
Justin Simmons,10732,S,DEN,12,72,14.4,9.0,10,0,124.5,5,8,3,59,0,0.82
Isaiah Simmons,42451,LB,NYG,13,43,14.3,14.3,21,0,108.3,3,3,0,30,26,0.7
Talanoa Hufanga,83903,S,SF,10,42,14.0,14.0,28,0,90.3,3,3,0,17,12,0.4
Mike Hughes,34057,CB,ATL,7,98,14.0,8.2,2,0,104.5,7,12,1,75,22,0.77
DeMarcco Hellams,98863,S,ATL,6,14,14.0,4.7,2,0,42.4,1,3,0,1,2,0.07
Rayshawn Jenkins,11868,S,JAX,15,112,14.0,9.3,15,0,92.7,8,12,0,101,29,0.9
Justin Reid,49048,S,KC,15,139,13.9,8.2,16,1,47.2,10,17,0,84,46,0.6
Michael Carter II,60644,CB,NYJ,13,315,13.7,7.7,22,0,73.7,23,41,1,165,111,0.52
Jalen Mills,10867,S,NE,15,95,13.6,7.3,19,0,61.4,7,13,0,45,50,0.47
