player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Matthew Bergeron,99658,G,ATL,15,0,2,46.4,100.0,139,30.9,139,59.7,0,100.0,450,450,69.8,100.0,283,62.9,283
Wyatt Teller,46131,G,CLV,15,0,8,75.2,100.0,239,53.1,239,73.5,0,100.0,450,450,73.3,100.0,164,36.4,164
Penei Sewell,81788,T,DET,15,1,11,91.7,100.0,190,42.3,190,93.8,1,100.0,449,449,90.5,100.0,216,48.1,216
John Simpson,41715,G,BLT,15,0,3,58.4,100.0,212,49.6,212,61.2,2,100.0,427,427,69.3,100.0,171,40.0,171
Darnell Wright,98480,T,CHI,15,0,6,63.8,100.0,151,35.6,151,64.6,3,100.0,424,424,64.1,100.0,222,52.4,222
Jordan Mailata,66916,T,PHI,15,1,24,51.8,100.0,116,27.4,116,81.9,1,100.0,423,423,92.5,100.0,225,53.2,225
Jake Matthews,8641,T,ATL,15,0,2,63.1,100.0,134,31.8,134,60.7,1,100.0,422,422,61.6,100.0,262,62.1,262
Jason Kelce,6343,C,PHI,15,0,24,71.5,100.0,116,27.6,116,85.1,0,100.0,421,421,84.6,100.0,223,53.0,223
Jared Goff,10635,QB,DET,15,0,11,60.3,100.0,190,45.1,190,60.3,0,94.4,421,446,60.2,99.5,214,50.8,215
Chris Lindstrom,46692,G,ATL,14,0,2,69.4,100.0,127,30.5,127,88.7,1,100.0,417,417,90.9,100.0,265,63.5,265
Kevin Zeitler,7032,G,BLT,15,0,3,53.1,100.0,205,50.2,205,59.7,0,100.0,408,408,69.3,100.0,162,39.7,162
Steve Avila,77319,G,LA,15,0,26,55.8,100.0,242,59.5,242,51.0,0,100.0,407,407,52.3,100.0,143,35.1,143
Erik McCoy,37347,C,NO,15,1,20,82.6,100.0,159,39.1,159,90.6,1,100.0,407,407,87.2,100.0,195,47.9,195
Colton McKivitz,29314,T,SF,15,1,28,54.1,100.0,116,28.7,116,64.6,1,100.0,404,404,67.1,100.0,232,57.4,232
O'Cyrus Torrence,102821,G,BUF,15,0,4,57.0,100.0,221,55.0,221,58.3,1,100.0,402,402,57.7,100.0,127,31.6,127
Coleman Shelton,39316,C,LA,15,0,26,64.0,100.0,238,59.2,238,72.4,1,100.0,402,402,81.8,100.0,142,35.3,142
Spencer Brown,42296,T,BUF,15,0,4,61.3,100.0,220,55.0,220,75.6,0,100.0,400,400,82.4,100.0,126,31.5,126
Joel Bitonio,8670,G,CLV,14,0,8,54.4,100.0,210,52.8,210,58.6,1,100.0,398,398,72.9,100.0,148,37.2,148
Drew Dalman,52270,C,ATL,13,1,2,70.1,100.0,124,31.3,124,88.8,1,100.0,396,396,90.3,100.0,247,62.4,247
DeVonta Smith,61100,WR,PHI,15,0,24,56.0,100.0,105,26.5,105,47.8,0,100.0,396,396,66.4,100.0,222,56.1,222
Terence Steele,39461,T,DAL,15,0,9,54.4,100.0,154,39.0,154,58.3,1,100.0,395,395,68.1,100.0,176,44.6,176
Jake Brendel,11117,C,SF,15,0,28,55.8,100.0,112,28.4,112,65.3,0,100.0,394,394,63.6,100.0,227,57.6,227
Graham Glasgow,10729,G,DET,14,0,11,75.7,100.0,159,40.5,159,85.5,1,100.0,393,393,87.9,100.0,196,49.9,196
Quenton Nelson,12954,G,IND,15,0,14,57.5,100.0,119,30.5,119,58.0,1,100.0,390,390,62.9,100.0,250,64.1,250
Taylor Decker,10650,T,DET,13,0,11,57.1,100.0,160,41.1,160,63.9,1,100.0,389,389,65.7,100.0,193,49.6,193
Ethan Pocic,11813,C,CLV,14,0,8,66.9,100.0,208,53.5,208,69.6,1,100.0,389,389,74.7,100.0,145,37.3,145
A.J. Brown,48327,WR,PHI,15,0,24,64.9,100.0,103,26.8,103,50.8,0,100.0,385,385,61.6,100.0,212,55.1,212
Will Fries,41530,G,IND,15,0,14,64.4,100.0,120,31.3,120,64.5,2,100.0,383,383,66.8,100.0,246,64.2,246
Mason Cole,45547,C,PIT,15,0,25,64.3,100.0,123,32.2,123,67.7,2,100.0,382,382,69.1,100.0,188,49.2,188
Aaron Brewer,46014,C,TEN,15,0,31,78.0,100.0,157,41.1,157,80.6,2,100.0,382,382,72.0,100.0,192,50.3,192
Alec Pierce,78038,WR,IND,15,0,14,72.1,100.0,116,30.7,116,66.4,0,100.0,378,378,68.4,100.0,246,65.1,246
Cesar Ruiz,59857,G,NO,14,0,20,47.6,100.0,155,41.1,155,45.9,0,100.0,377,377,48.4,100.0,173,45.9,173
Lane Johnson,7786,T,PHI,14,0,24,68.4,100.0,103,27.4,103,77.1,0,100.0,376,376,76.0,100.0,202,53.7,202
Landon Dickerson,41712,G,PHI,14,2,24,62.1,100.0,99,26.3,99,68.4,5,100.0,376,376,68.3,100.0,199,52.9,199
Shaq Mason,9564,G,HST,15,0,13,67.9,100.0,137,36.4,137,64.3,1,100.0,376,376,62.0,100.0,195,51.9,195
Ikem Ekwonu,98286,T,CAR,15,0,5,75.0,100.0,146,38.9,146,71.0,0,100.0,375,375,68.2,100.0,210,56.0,210
Bradley Bozeman,27934,C,CAR,15,0,5,64.9,100.0,146,38.9,146,67.0,2,100.0,375,375,66.8,100.0,210,56.0,210
Taylor Moton,11819,T,CAR,15,0,5,52.6,100.0,146,38.9,146,62.8,0,100.0,375,375,66.8,100.0,210,56.0,210
Garett Bolles,11775,T,DEN,15,0,10,70.6,100.0,132,35.2,132,65.4,1,100.0,375,375,68.8,100.0,177,47.2,177
Lloyd Cushenberry III,41924,C,DEN,15,0,10,67.8,100.0,131,35.0,131,71.0,0,100.0,374,374,75.0,100.0,177,47.3,177
