player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
CeeDee Lamb,61570,WR,DAL,16,10.5,19,73.5,42.3,11,26,0,3.9,5,73,9,3,87.5,45.0,90.7,,91.1,0.2,1,1,92,0.0,0,637,6,122,92.9,592,57.8,368,122.3,166,10,41.1,262,1651,633,5.2,13.5,2.79
Garrett Wilson,97405,WR,NYJ,16,10.5,19,58.5,30.6,11,36,1,5.1,5,45,22,2,68.2,31.3,73.2,,73.7,0.0,0,6,68,0.0,0,696,5,93,94.8,660,31.3,218,67.8,159,3,68.7,478,1008,301,3.2,10.8,1.53
Amon-Ra St. Brown,84470,WR,DET,15,7.6,15,75.7,50.0,13,26,0,3.4,4,70,11,1,84.7,62.5,90.0,39.2,90.2,0.0,0,3,46,0.5,3,581,1,112,94.8,551,54.6,317,115.6,148,9,44.1,256,1371,595,5.3,12.2,2.49
A.J. Brown,48327,WR,PHI,15,12.4,19,69.2,43.3,13,30,0,3.8,4,66,24,1,86.9,58.6,90.1,73.7,90.4,0.2,1,4,59,0.3,2,576,2,101,95.0,547,23.6,136,104.1,146,7,76.2,439,1394,465,4.6,13.8,2.55
Stefon Diggs,9579,WR,BUF,15,10.4,19,66.7,39.3,11,28,0,5.9,6,54,4,2,75.2,56.9,79.9,,80.3,0.0,0,4,55,0.0,0,561,3,96,93.4,524,34.9,196,95.5,144,8,63.8,358,1070,366,3.8,11.1,2.04
Keenan Allen,7857,WR,LAC,13,10.0,7,74.3,50.0,10,20,0,5.3,6,56,27,2,78.6,35.3,86.3,77.5,87.4,0.0,0,2,42,0.5,3,561,1,107,93.9,527,59.0,331,110.4,144,7,40.3,226,1245,390,3.6,11.6,2.36
Tyreek Hill,10799,WR,MIA,14,11.2,24,74.6,40.0,6,15,0,7.8,9,75,17,1,64.9,60.7,93.9,,94.2,1.2,5,3,78,0.0,0,424,2,106,96.5,409,37.5,159,131.8,142,12,60.4,256,1641,633,6.0,15.5,4.01
Davante Adams,8688,WR,LV,15,11.3,7,60.3,26.9,7,26,0,7.6,7,47,23,0,70.2,82.4,75.3,,76.1,0.0,0,6,46,0.0,0,522,1,85,95.8,500,16.7,87,75.1,141,5,82.8,432,972,299,3.5,11.4,1.94
Puka Nacua,100632,WR,LA,15,9.7,9,69.1,43.5,10,23,0,8.6,9,62,26,1,61.6,60.7,89.4,72.0,86.9,0.0,0,2,70,1.6,9,565,5,96,91.9,519,31.5,178,105.4,139,5,68.5,387,1327,511,5.3,13.8,2.56
Michael Pittman Jr.,29049,WR,IND,14,8.2,5,72.3,50.0,13,26,0,3.9,4,49,14,1,90.1,58.1,78.5,75.1,80.6,2.2,12,6,75,0.5,3,551,7,99,93.5,515,26.1,144,86.1,137,4,71.7,395,1062,473,4.8,10.7,2.06
