player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
CJ Henderson,55593,CB,CAR,10,0,5,0,2,0,0,1,0,66.7,2,2,75.0,1,1,0,0,1.6,3,190,3,66.7,0,0,1,0,33.3,1,1,50.0,0,0,0,1,1,0
Kindle Vildor,49346,CB,DET,4,0,11,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.9,1,52,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Jaire Alexander,49350,CB,GB,6,0,12,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.5,1,219,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ugo Amadi,49352,CB,NO,7,0,20,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,4.5,1,22,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Xavier Woods,11946,S,CAR,12,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,341,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Myles Jack,10670,LB,PIT,1,0,25,1,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,9.4,3,32,2,50.0,0,1,0,0,33.3,1,1,50.0,0,0,0,1,1,0
Mike Brown,56054,S,TEN,5,0,31,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.5,1,68,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Marco Wilson,55592,CB,ARZ,11,0,1,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,365,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Elijah Riley,44440,S,PIT,4,0,25,0,2,0,0,1,1,50.0,1,1,50.0,0,0,0,2,6.9,2,29,2,50.0,0,0,1,1,50.0,1,1,50.0,0,0,0,0,0,0
Christian Gonzalez,131679,CB,NE,4,0,19,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.7,2,121,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
DeAngelo Malone,56941,ED,ATL,1,0,2,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Miles Killebrew,10745,S,PIT,6,0,25,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.0,1,49,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jack Jones,29050,CB,LV,9,0,23,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.4,1,247,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Josh Blackwell,55589,CB,CHI,3,0,6,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,8.3,1,12,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
DeShon Elliott,28854,S,MIA,13,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.2,1,475,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Vonn Bell,10695,S,CAR,11,0,5,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,323,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Tre Brown,55677,CB,SEA,13,0,29,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.6,2,335,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Tre'Davious White,11782,CB,BUF,4,0,4,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,113,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Donte Jackson,49377,CB,CAR,14,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,395,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Emmanuel Forbes,124166,CB,WAS,12,0,32,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,231,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Ronnie Hickman Jr.,97702,S,CLV,8,0,8,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,162,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Khalil Dorsey,27819,CB,DET,4,0,11,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.1,1,47,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Charvarius Ward,43034,CB,SF,15,0,28,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.2,1,565,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Isaac Yiadom,49355,CB,NO,13,0,20,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,256,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Brandon Jones,43049,S,MIA,10,0,17,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,241,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Michael Davis,12040,CB,LAC,13,0,27,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.2,1,457,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Divaad Wilson,83218,CB,ARZ,2,0,1,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.3,1,43,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Christian Benford,79181,CB,BUF,13,0,4,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.2,1,447,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tracy Walker III,51266,S,DET,12,0,11,2,4,0,2,3,0,77.8,7,6,50.0,1,1,0,0,2.6,9,342,7,44.4,0,0,1,0,22.2,2,1,25.0,0,0,0,1,1,0
Ifeatu Melifonwu,56203,S,DET,8,0,11,1,1,0,0,1,0,37.5,3,1,16.7,0,0,0,0,4.2,8,192,4,37.5,0,1,0,0,62.5,5,3,50.0,2,2,0,2,2,0
Marlon Humphrey,11771,CB,BLT,9,0,3,1,2,0,0,2,0,75.0,3,2,33.3,0,0,0,0,1.2,4,345,3,37.5,0,1,0,0,25.0,1,1,50.0,0,0,0,0,0,0
Taylor Rapp,51172,S,BUF,12,0,4,0,3,0,0,2,0,50.0,2,2,50.0,0,0,0,0,1.6,4,248,3,37.5,0,0,1,0,50.0,2,1,25.0,0,0,0,0,0,0
Justin Bethel,7654,CB,MIA,8,0,17,0,1,0,0,0,0,25.0,1,0,0.0,0,0,0,0,4.7,4,85,2,37.5,0,0,1,0,75.0,3,2,50.0,1,0,0,1,0,0
Sean Murphy-Bunting,25891,CB,TEN,12,0,31,0,2,0,0,1,0,66.7,2,1,25.0,0,0,0,0,0.7,3,406,2,33.3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Jaylon Jones,49374,CB,CHI,9,0,6,1,1,0,1,1,0,66.7,2,2,50.0,0,0,0,0,3.7,3,81,2,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Antonio Johnson,124326,CB,JAX,7,0,15,0,0,0,0,0,0,33.3,1,1,100.0,1,1,0,0,4.1,3,73,1,33.3,0,0,0,0,66.7,2,0,0.0,0,0,0,1,1,0
DaRon Bland,56158,CB,DAL,15,0,9,1,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,0.6,3,477,2,33.3,0,1,0,0,33.3,1,1,50.0,0,0,0,0,0,0
P.J. Locke,51189,S,DEN,10,0,10,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.5,9,255,3,33.3,0,0,0,0,100.0,9,3,33.3,3,3,0,3,3,0
Tony Adams,55953,S,NYJ,13,0,22,0,5,0,0,1,0,12.5,1,1,50.0,0,0,0,0,1.9,8,418,5,31.3,0,0,4,0,87.5,7,4,28.6,0,0,0,0,0,0
Juan Thornhill,50426,S,CLV,10,0,8,2,1,0,2,1,0,60.0,3,3,50.0,0,0,0,0,1.7,5,294,3,30.0,0,0,0,0,40.0,2,0,0.0,0,0,0,0,0,0
Jordan Whitehead,49196,S,NYJ,15,0,22,0,1,0,0,1,1,100.0,5,2,30.0,1,1,0,1,0.9,5,529,2,30.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Tashaun Gipson Sr.,7288,S,SF,15,0,28,0,5,0,0,0,0,25.0,3,0,0.0,0,0,0,1,2.0,12,611,6,29.2,0,0,5,1,75.0,9,6,38.9,1,1,0,1,1,0
Nakobe Dean,99018,LB,PHI,5,0,24,0,2,0,0,0,0,50.0,3,1,33.3,1,0,0,0,5.3,7,131,3,28.6,0,0,1,0,50.0,3,1,16.7,0,0,0,1,0,0
Jaylen Watson,131960,CB,KC,13,0,16,0,0,0,0,0,0,42.9,3,0,0.0,0,0,0,0,3.0,7,234,2,28.6,0,0,0,0,57.1,4,2,50.0,2,2,0,2,2,0
Jaquan Brisker,101665,S,CHI,13,0,6,2,6,0,1,3,0,42.9,9,5,33.3,1,0,0,0,4.2,21,496,10,28.6,0,1,3,0,57.1,12,5,25.0,1,1,0,2,1,0
Ashtyn Davis,49560,S,NYJ,15,0,22,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.9,2,69,1,25.0,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
Arthur Maulet,12224,CB,BLT,12,0,3,2,1,0,1,0,0,35.7,5,1,10.0,0,0,0,0,5.8,14,241,5,25.0,0,1,1,0,64.3,9,4,33.3,2,2,0,2,2,0
Elijah Hicks,55584,S,CHI,12,0,6,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.7,2,307,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Grant Stuard,55933,LB,IND,3,0,14,1,1,0,1,1,0,50.0,2,2,50.0,0,0,0,0,33.3,4,12,2,25.0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,0,0
Micah Abernathy,51344,S,ATL,1,0,2,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,12.5,2,16,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Mike Edwards,51282,S,KC,15,0,16,1,1,0,0,1,0,50.0,4,2,37.5,1,1,0,0,2.3,8,351,3,25.0,0,1,0,0,50.0,4,1,12.5,0,0,0,1,1,0
Ja'Quan McMillian,100931,CB,DEN,13,0,10,1,3,0,1,1,0,56.3,9,3,22.2,1,1,0,0,4.3,16,374,6,25.0,0,0,2,0,43.8,7,3,28.6,1,1,0,2,2,0
Clark Phillips III,131871,CB,ATL,5,0,2,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,1.3,2,155,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
DeMarcco Hellams,98863,S,ATL,10,0,2,1,1,0,0,0,0,25.0,1,0,0.0,0,0,0,0,1.9,4,207,2,25.0,0,1,1,0,75.0,3,2,33.3,0,0,0,0,0,0
Amik Robertson,55619,CB,LV,12,0,23,0,0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,1.1,4,357,1,25.0,0,0,0,0,25.0,1,1,100.0,1,1,0,1,1,0
Xavien Howard,10672,CB,MIA,12,0,17,1,0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0.4,2,445,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Desmond King II,11906,CB,HST,4,0,13,1,2,0,1,0,0,20.0,2,1,25.0,0,0,0,1,8.1,10,124,4,25.0,0,0,2,1,80.0,8,3,25.0,1,1,0,1,1,0
Amari Burney,83811,LB,LV,4,0,23,0,2,0,0,0,0,33.3,1,0,0.0,0,0,0,1,8.7,4,46,2,25.0,0,0,2,1,66.7,2,2,50.0,0,0,0,0,0,0
Jerry Jacobs,83025,CB,DET,12,0,11,1,1,0,1,1,1,100.0,4,2,25.0,0,0,0,1,0.9,4,449,2,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kyle Hamilton,102684,S,BLT,15,0,3,1,10,0,0,4,0,55.6,20,7,25.0,3,3,0,0,5.9,36,606,14,23.6,0,1,6,0,44.4,16,7,21.9,0,0,0,3,3,0
Myles Bryant,43336,CB,NE,15,0,19,0,4,0,0,3,1,76.9,10,3,15.0,0,1,1,1,2.7,13,487,5,23.1,0,0,1,0,23.1,3,2,50.0,1,1,0,1,2,1
David Mayo,9602,LB,WAS,7,0,32,0,1,0,0,1,1,40.0,4,1,12.5,0,0,0,1,7.6,11,145,3,22.7,0,0,0,0,60.0,6,1,16.7,1,1,0,2,2,0
Antoine Winfield Jr.,42475,S,TB,15,0,30,2,10,0,0,6,0,51.0,25,9,24.0,3,3,0,0,8.3,50,606,17,22.0,0,2,4,0,49.0,24,8,20.8,2,3,1,5,6,1
Ar'Darius Washington,77848,CB,BLT,2,0,3,1,0,0,1,0,1,71.4,5,2,30.0,1,1,0,1,8.2,7,85,2,21.4,0,0,0,0,28.6,2,0,0.0,0,0,1,1,1,1
Khaleke Hudson,49073,LB,WAS,10,0,32,1,3,0,0,1,0,42.9,6,1,8.3,0,0,0,0,10.0,14,140,5,21.4,0,1,2,0,57.1,8,4,31.3,1,1,0,1,1,0
Ji'Ayir Brown,129767,S,SF,10,0,28,0,3,0,0,3,1,85.7,6,3,25.0,0,0,0,1,2.6,7,265,3,21.4,0,0,0,0,14.3,1,0,0.0,0,0,0,0,0,0
L'Jarius Sneed,40588,CB,KC,15,0,16,3,3,0,3,3,1,92.9,13,6,23.1,0,1,1,1,2.6,14,537,6,21.4,0,0,0,0,7.1,1,0,0.0,0,0,0,0,1,1
