player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,BLT,9,6,4.3,0,0,3,59.2,75.0,86.5,71.5,67.7,41.7,5.3,1,0,106,108,5.7,6,12
Ndamukong Suh,5527,DI,PHI,1,1,0.0,0,0,24,,78.0,74.1,74.3,67.4,70.2,0.0,0,0,9,10,11.1,1,1
Tyson Alualu,5535,DI,PIT,10,1,2.7,0,0,25,60.0,30.0,22.6,54.7,29.4,31.8,12.5,1,2,83,83,3.6,3,6
Brandon Graham,5538,ED,PHI,10,2,1.1,0,0,24,72.2,89.6,64.8,81.2,82.7,62.2,9.1,1,1,89,91,7.9,7,8
Jason Pierre-Paul,5540,ED,BLT,7,1,1.5,1,0,3,65.8,53.8,39.4,58.1,51.3,62.4,16.7,1,2,85,85,2.4,2,4
Kareem Jackson,5545,S,DEN,10,11,7.8,0,0,10,63.8,64.7,63.5,60.0,65.4,53.7,18.9,7,1,233,251,1.3,3,19
Devin McCourty,5552,S,NE,10,4,12.8,0,0,19,67.4,69.5,84.6,55.5,69.9,85.1,10.0,2,0,236,239,0.8,2,14
Jerry Hughes,5556,ED,HST,10,3,1.6,1,0,13,68.1,75.7,61.6,70.1,64.3,27.1,33.3,6,2,195,195,3.1,6,9
Linval Joseph,5571,DI,PHI,1,2,7.0,0,0,24,,84.8,76.1,74.1,75.9,72.8,0.0,0,0,16,18,0.0,0,1
Carlos Dunlap,5579,ED,KC,10,4,2.9,0,0,16,59.8,64.2,88.4,58.5,66.4,51.2,6.7,1,0,95,99,9.5,9,10
Corey Peters,5607,DI,JAX,6,3,1.3,0,0,15,60.0,57.8,82.5,59.4,55.1,72.9,0.0,0,0,58,59,3.4,2,4
Al Woods,5646,DI,SEA,9,8,1.7,0,0,29,60.5,70.9,58.1,65.6,69.6,68.4,4.2,1,1,144,147,8.3,12,15
Von Miller,6154,ED,BUF,10,1,1.7,0,0,4,74.5,84.0,24.0,80.2,78.2,52.1,16.7,2,4,128,129,7.0,9,9
Patrick Peterson,6157,CB,MIN,10,0,2.4,0,0,18,83.9,80.8,56.6,60.0,58.8,73.5,16.7,1,3,240,244,2.1,5,5
J.J. Watt,6163,DI,ARZ,10,1,0.4,0,0,1,64.0,60.1,31.2,69.2,48.2,65.4,0.0,0,5,154,158,5.8,9,9
Robert Quinn,6166,ED,PHI,11,2,2.4,2,0,24,64.6,40.7,26.9,55.5,34.8,55.0,10.0,1,4,146,149,1.4,2,7
Cameron Jordan,6176,ED,NO,10,10,1.5,0,0,20,84.0,70.5,75.2,55.6,75.0,42.2,16.7,6,1,183,190,8.2,15,20
Cameron Heyward,6183,DI,PIT,10,8,2.7,0,0,25,68.4,90.0,85.6,72.0,84.6,72.6,0.0,0,1,168,173,11.3,19,24
Justin Houston,6222,ED,BLT,7,1,0.5,0,0,3,67.9,77.2,56.4,73.8,68.2,58.6,0.0,0,1,25,28,8.0,2,2
Lawrence Guy,6385,DI,NE,7,10,2.3,0,0,19,,48.4,83.5,54.8,46.8,59.1,4.3,1,0,121,123,9.1,11,12
Chris Harris Jr.,6457,CB,NO,7,2,6.1,0,0,20,47.7,52.2,83.6,69.6,62.5,47.2,0.0,0,2,113,116,1.8,2,7
Josh Bynes,6503,LB,BLT,7,1,4.2,0,0,3,69.9,54.2,80.9,58.5,38.1,62.3,12.5,2,0,121,122,5.0,6,13
Nick Bellore,6515,LB,SEA,3,1,,0,0,29,60.0,80.8,65.9,60.0,74.9,71.7,0.0,0,0,8,8,0.0,0,0
Mario Addison,6558,ED,HST,6,4,3.3,0,0,13,64.1,54.1,86.1,56.0,48.6,58.3,12.5,1,0,75,76,2.7,2,3
Stephon Gilmore,7016,CB,IND,11,1,9.8,0,0,14,74.6,76.3,86.8,,75.9,65.2,12.5,1,2,298,308,0.3,1,6
Fletcher Cox,7018,DI,PHI,10,7,2.9,0,0,24,,58.4,71.1,62.3,53.0,53.1,8.3,2,1,163,166,6.1,10,15
Michael Brockers,7020,DI,DET,6,0,2.3,0,0,11,,51.3,81.3,55.2,50.4,37.2,0.0,0,0,62,62,4.8,3,4
Bruce Irvin,7021,ED,SEA,4,1,0.7,0,0,29,76.5,64.9,41.7,52.3,75.5,30.0,22.2,2,1,62,63,9.7,6,6
Melvin Ingram III,7024,ED,MIA,10,1,1.3,1,0,17,39.8,75.0,0.0,88.0,72.3,44.2,16.7,1,5,90,93,3.3,3,4
Chandler Jones,7027,ED,LV,10,7,2.1,1,0,23,58.3,59.9,73.5,58.5,60.2,34.4,21.4,6,1,189,191,5.3,10,15
Bobby Wagner,7050,LB,LA,10,18,3.2,0,0,26,78.1,90.1,85.7,70.9,90.3,90.8,0.0,0,0,230,241,7.4,17,30
Lavonte David,7060,LB,TB,10,11,4.4,0,0,30,86.5,81.3,54.4,65.3,67.7,85.4,3.4,1,1,241,247,3.7,9,17
Vinny Curry,7061,ED,NYJ,5,1,3.1,0,0,22,60.0,54.6,36.1,61.7,52.9,51.3,20.0,2,1,49,51,10.2,5,7
Casey Hayward Jr.,7064,CB,ATL,6,0,24.0,0,0,2,65.6,64.7,83.4,,55.2,33.7,25.0,1,0,115,119,0.9,1,3
Demario Davis,7079,LB,NO,11,15,4.2,0,0,20,80.8,81.2,61.6,89.0,66.0,56.7,12.8,6,1,295,305,5.4,16,26
Akiem Hicks,7090,DI,TB,4,0,2.8,0,0,30,59.5,46.1,4.0,58.0,49.9,72.4,0.0,0,2,42,43,11.9,5,6
Rodney McLeod,7271,S,IND,11,7,2.9,0,0,14,75.1,73.9,81.3,63.2,64.9,75.9,3.8,1,2,259,269,4.6,12,18
Michael Thomas,7279,S,CIN,1,0,7.0,0,0,7,64.4,58.0,72.5,60.0,49.9,80.6,0.0,0,0,8,8,0.0,0,1
Tashaun Gipson Sr.,7288,S,SF,10,6,9.1,0,0,28,62.9,70.2,87.2,65.5,85.0,90.9,0.0,0,0,218,223,0.9,2,9
Harrison Smith,7641,S,MIN,9,4,10.5,1,0,18,60.3,61.9,87.3,65.5,62.1,80.7,13.6,3,1,202,206,1.0,2,15
Justin Bethel,7654,CB,MIA,4,0,6.3,0,0,17,59.5,56.8,78.8,,44.5,55.8,40.0,2,1,18,21,0.0,0,3
Xavier Rhodes,7806,CB,BUF,1,0,6.0,0,0,4,61.1,63.0,74.5,,65.1,75.1,0.0,0,0,9,9,0.0,0,1
Darius Slay,7817,CB,PHI,10,2,17.7,0,0,24,78.2,75.3,85.8,,52.5,57.8,18.2,2,2,215,220,0.5,1,7
Johnathan Hankins,7830,DI,DAL,8,5,2.6,1,0,9,60.0,43.4,52.4,51.4,46.1,29.0,13.3,2,1,96,100,5.2,5,8
Jon Bostic,7831,LB,WAS,6,4,3.0,0,0,32,56.7,57.9,78.8,51.7,61.5,68.7,8.3,1,0,61,63,6.6,4,7
Jamie Collins Sr.,7833,LB,NE,1,1,,0,0,19,43.8,58.0,75.8,57.9,68.7,70.5,0.0,0,0,16,16,0.0,0,0
Tyrann Mathieu,7850,S,NO,11,11,9.6,0,0,20,78.9,76.4,84.8,62.2,65.0,61.6,11.4,4,1,294,304,1.7,5,20
John Jenkins,7863,DI,MIA,9,4,1.8,0,0,17,59.8,50.9,80.4,60.4,46.4,74.8,0.0,0,0,59,60,5.1,3,5
