player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,BLT,9,0,,,4.4,,,0,0,0,,3,59.2,75.0,86.5,71.5,67.7,41.7,0,,100.0,4,0,0,0.0,0,12,271,4,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,10,2,-1.5,100.0,5.1,4.5,4.5,0,0,0,0.0,24,72.2,89.6,64.8,81.2,82.7,62.2,0,2,20.0,1,0,1,79.2,2,9,175,5,2,2,0,2,5,0.2,1.0
Jason Pierre-Paul,5540,ED,BLT,7,0,3.5,100.0,4.3,3.0,3.0,1,0,0,0.0,3,65.8,53.8,39.4,58.1,51.3,62.4,1,8,0.0,0,0,2,60.4,2,8,188,3,3,2,0,16,9,2.7,8.0
Kareem Jackson,5545,S,DEN,10,3,9.4,66.7,99.8,28.2,18.8,0,1,4,19.0,10,63.8,64.7,63.5,60.0,65.4,53.7,0,23,20.7,6,3,1,121.8,14,426,427,4,20,21,3,124,27,0.3,8.9
Devin McCourty,5552,S,NE,10,2,19.0,61.5,99.5,44.5,27.4,0,2,3,23.1,19,67.4,69.5,84.6,55.5,69.9,85.1,2,54,3.4,1,3,0,99.8,8,367,369,1,26,13,2,145,27,0.4,18.1
Jerry Hughes,5556,ED,HST,10,0,,,1.3,,,1,0,0,,13,68.1,75.7,61.6,70.1,64.3,27.1,1,,71.4,5,0,2,0.0,0,3,226,9,2,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,10,1,8.0,100.0,6.5,14.0,14.0,0,0,0,0.0,16,59.8,64.2,88.4,58.5,66.4,51.2,0,8,28.6,2,0,0,100.0,1,14,214,7,4,1,0,8,0,0.6,8.0
Von Miller,6154,ED,BUF,10,0,,,1.0,,,0,0,0,,4,74.5,84.0,24.0,80.2,78.2,52.1,0,,40.0,2,0,4,0.0,0,3,301,11,3,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,10,2,12.3,59.1,99.8,15.4,9.1,0,0,8,18.2,18,83.9,80.8,56.6,60.0,58.8,73.5,3,38,5.9,2,8,3,69.3,26,431,432,9,30,44,2,330,127,0.8,12.7
J.J. Watt,6163,DI,ARZ,10,1,,,0.3,,,0,0,0,,1,64.0,60.1,31.2,69.2,48.2,65.4,0,,33.3,1,0,5,0.0,0,1,318,7,1,0,0,0,0,0.0,
Robert Quinn,6166,ED,PHI,11,0,0.5,100.0,2.8,2.5,2.5,2,0,0,0.0,24,64.6,40.7,26.9,55.5,34.8,55.0,0,13,0.0,0,0,4,104.2,2,6,215,2,1,2,0,18,17,3.6,9.0
Cameron Jordan,6176,ED,NO,10,1,0.0,0.0,3.1,,8.0,0,0,1,100.0,20,84.0,70.5,75.2,55.6,75.0,42.2,0,,28.6,2,1,1,39.6,0,9,288,6,4,1,0,0,0,0.0,
Justin Houston,6222,ED,BLT,7,0,,,6.7,,,0,0,0,,3,67.9,77.2,56.4,73.8,68.2,58.6,1,,60.0,3,0,1,0.0,0,12,179,9,2,0,0,0,0,0.0,
Chris Harris Jr.,6457,CB,NO,7,0,7.2,76.5,92.1,7.1,5.4,0,0,1,2.9,20,47.7,52.2,83.6,69.6,62.5,47.2,0,62,13.3,2,1,2,112.9,26,198,215,5,13,34,1,304,129,1.7,11.7
Josh Bynes,6503,LB,BLT,7,3,3.9,58.3,84.4,17.0,9.9,0,0,1,8.3,3,69.9,54.2,80.9,58.5,38.1,62.3,1,22,14.3,2,1,0,72.6,7,124,147,3,9,12,1,83,56,0.7,11.9
Nick Bellore,6515,LB,SEA,1,0,,,50.0,,,0,0,0,,29,60.0,80.8,65.9,60.0,74.9,71.7,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Mario Addison,6558,ED,HST,6,0,-3.0,0.0,0.9,,1.0,0,0,0,0.0,13,64.1,54.1,86.1,56.0,48.6,58.3,0,,0.0,0,0,0,39.6,0,1,107,0,1,1,0,0,0,0.0,
Stephon Gilmore,7016,CB,IND,11,1,10.5,59.3,100.0,10.7,6.4,0,1,9,15.3,14,74.6,76.3,86.8,,75.9,65.2,1,53,8.8,3,5,2,75.6,35,397,397,7,30,59,0,441,170,1.2,12.6
Bruce Irvin,7021,ED,SEA,4,0,-1.5,100.0,9.7,4.5,4.5,0,0,0,0.0,29,76.5,64.9,41.7,52.3,75.5,30.0,0,6,50.0,2,0,1,83.3,2,9,93,2,2,2,0,8,11,0.9,4.0
Melvin Ingram III,7024,ED,MIA,10,0,1.9,100.0,17.0,5.0,5.0,1,0,0,0.0,17,39.8,75.0,0.0,88.0,72.3,44.2,0,19,50.0,2,0,5,107.1,7,39,229,7,2,7,0,68,55,1.9,9.7
Chandler Jones,7027,ED,LV,10,3,3.0,100.0,9.0,5.4,5.4,1,0,1,20.0,23,58.3,59.9,73.5,58.5,60.2,34.4,0,14,16.7,1,0,1,100.0,5,29,324,0,2,5,0,40,25,1.5,8.0
Bobby Wagner,7050,LB,LA,10,9,1.3,80.0,79.0,17.8,14.3,0,0,2,10.0,26,78.1,90.1,85.7,70.9,90.3,90.8,0,49,3.0,1,2,0,100.2,16,293,371,9,23,20,0,161,138,0.6,10.1
Lavonte David,7060,LB,TB,10,5,5.5,75.6,94.2,10.5,7.9,0,1,4,8.9,30,86.5,81.3,54.4,65.3,67.7,85.4,0,36,2.7,1,4,1,98.8,34,374,397,16,31,45,1,284,122,0.8,8.4
Casey Hayward Jr.,7064,CB,ATL,6,1,12.0,57.1,100.0,14.1,8.0,0,0,3,10.7,2,65.6,64.7,83.4,,55.2,33.7,1,40,23.5,4,2,0,80.2,16,236,236,1,12,28,1,225,68,1.0,14.1
Demario Davis,7079,LB,NO,11,5,2.8,69.6,87.4,21.5,15.0,0,0,3,13.0,20,80.8,81.2,61.6,89.0,66.0,56.7,0,26,18.2,4,2,1,88.7,16,366,419,14,13,23,0,158,122,0.5,9.9
Akiem Hicks,7090,DI,TB,4,0,0.0,100.0,1.2,1.0,1.0,0,0,0,0.0,30,59.5,46.1,4.0,58.0,49.9,72.4,0,7,0.0,0,0,2,95.8,1,1,82,1,1,1,0,7,7,7.0,7.0
Rodney McLeod,7271,S,IND,11,4,6.6,65.5,97.4,16.5,10.8,0,0,3,10.3,14,75.1,73.9,81.3,63.2,64.9,75.9,1,24,6.9,2,3,2,77.2,19,334,343,8,23,29,1,163,130,0.5,8.6
Michael Thomas,7279,S,CIN,2,0,,,92.9,,,0,0,0,,7,64.4,58.0,72.5,60.0,49.9,80.6,0,,0.0,0,0,0,0.0,0,13,14,0,1,0,0,0,0,0.0,
Tashaun Gipson Sr.,7288,S,SF,10,1,10.8,55.6,99.0,37.0,20.6,0,3,2,11.1,28,62.9,70.2,87.2,65.5,85.0,90.9,1,40,0.0,0,2,0,66.0,10,391,395,3,20,18,0,176,57,0.5,17.6
Harrison Smith,7641,S,MIN,9,2,12.5,75.0,99.0,16.7,12.5,1,0,2,7.1,18,60.3,61.9,87.3,65.5,62.1,80.7,4,49,5.3,2,1,1,90.8,21,378,382,5,34,28,2,282,85,0.8,13.4
Justin Bethel,7654,CB,MIA,4,0,8.4,61.1,100.0,7.1,4.3,0,0,2,11.1,17,59.5,56.8,78.8,,44.5,55.8,1,19,0.0,0,2,1,53.5,11,86,86,2,11,18,0,102,58,1.3,9.3
Xavier Rhodes,7806,CB,BUF,1,0,15.3,33.3,100.0,15.0,5.0,0,0,1,33.3,4,61.1,63.0,74.5,,65.1,75.1,0,5,0.0,0,0,0,42.4,1,16,16,0,1,3,0,5,0,0.3,5.0
Darius Slay,7817,CB,PHI,10,3,12.7,50.0,100.0,14.9,7.5,0,4,3,6.3,24,78.2,75.3,85.8,,52.5,57.8,3,41,7.1,2,3,2,51.0,24,379,379,7,23,48,1,304,93,0.8,12.7
Johnathan Hankins,7830,DI,DAL,8,0,,,1.0,,,1,0,0,,9,60.0,43.4,52.4,51.4,46.1,29.0,0,,,0,0,1,0.0,0,1,96,0,0,0,0,0,0,0.0,
Jon Bostic,7831,LB,WAS,6,0,5.0,83.3,94.4,16.2,13.5,0,0,0,0.0,32,56.7,57.9,78.8,51.7,61.5,68.7,0,41,0.0,0,0,0,156.3,5,84,89,1,2,6,1,72,68,0.9,14.4
Jamie Collins Sr.,7833,LB,NE,1,0,6.0,100.0,66.7,4.0,4.0,0,0,0,0.0,19,43.8,58.0,75.8,57.9,68.7,70.5,0,11,,0,0,0,112.5,1,4,6,0,0,1,0,11,5,2.8,11.0
