player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,BLT,6,0,,,5.2,,,0,0,0,,3,61.8,73.2,85.2,67.6,68.5,51.1,0,,100.0,3,0,0,0.0,0,10,191,2,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,6,2,-1.5,100.0,5.9,3.5,3.5,0,0,0,0.0,24,72.3,90.0,85.5,85.0,73.4,66.2,0,2,0.0,0,0,0,79.2,2,7,119,4,2,2,0,2,5,0.3,1.0
Jason Pierre-Paul,5540,ED,BLT,3,0,1.0,100.0,3.1,1.0,1.0,0,0,0,0.0,3,37.8,49.4,82.7,60.2,42.4,56.1,0,8,0.0,0,0,0,100.0,1,3,97,1,2,1,0,8,7,8.0,8.0
Kareem Jackson,5545,S,DEN,6,2,9.2,63.6,100.0,36.1,23.0,0,0,3,27.3,10,69.2,70.0,45.6,,67.9,57.3,0,17,18.8,3,2,1,107.4,7,273,273,2,11,11,1,58,19,0.2,8.3
Devin McCourty,5552,S,NE,6,0,19.2,80.0,99.6,54.0,43.2,0,0,1,20.0,19,60.7,61.8,82.1,58.3,62.1,81.9,0,24,0.0,0,1,0,149.6,4,223,224,0,17,5,2,52,7,0.2,13.0
Jerry Hughes,5556,ED,HST,5,0,,,1.4,,,1,0,0,,13,68.2,76.6,40.1,67.1,66.2,49.6,1,,75.0,3,0,2,0.0,0,2,142,5,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,6,1,8.0,100.0,9.7,11.0,11.0,0,0,0,0.0,16,56.2,59.2,85.8,57.4,63.6,42.2,0,8,25.0,1,0,0,100.0,1,11,113,3,2,1,0,8,0,0.7,8.0
Von Miller,6154,ED,BUF,6,0,,,1.2,,,0,0,0,,4,78.7,89.5,28.5,81.9,82.9,66.9,0,,33.3,1,0,2,0.0,0,2,169,8,2,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,6,2,13.2,50.0,99.6,16.9,8.5,0,0,5,17.9,18,70.3,73.0,83.9,60.0,81.0,81.1,1,23,5.3,1,5,1,55.7,14,254,255,3,16,28,0,180,62,0.8,12.9
Robert Quinn,6166,ED,CHI,6,0,3.0,100.0,3.3,4.0,4.0,1,0,0,0.0,6,56.9,40.4,47.9,55.6,36.4,48.4,0,13,,0,0,2,118.8,1,5,153,1,0,1,0,13,10,3.3,13.0
Cameron Jordan,6176,ED,NO,6,0,,,2.8,,,0,0,0,,20,75.0,72.5,87.2,57.2,77.4,57.8,0,,0.0,0,0,0,0.0,0,5,180,3,1,0,0,0,0,0.0,
Justin Houston,6222,ED,BLT,3,0,,,6.5,,,0,0,0,,3,66.8,76.3,81.1,72.7,62.0,55.9,0,,50.0,2,0,0,0.0,0,6,93,2,2,0,0,0,0,0.0,
