playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478048,2023,Igor Shesterkin,NYR,G,other,8,825.0,1.58,0.0,32.0,1.11,1.0,2.96,0.0,14.51,14.0,0.42,1.0,9.03,12.0,4.82,7.0,1.52,14.0,4.0,2.0,0.43,0.43,0.71,0.0,0.0,0.0,12.0,0.0,0.0
8478048,2023,Igor Shesterkin,NYR,G,all,8,27435.0,21.55,18.0,461.0,15.7,23.0,55.4,8.0,229.34,205.0,7.58,2.0,125.67,155.0,89.75,109.0,20.33,236.0,54.0,26.0,6.71,6.43,8.4,4.0,8.0,6.0,145.0,2.0,1.0
8478048,2023,Igor Shesterkin,NYR,G,5on5,8,21667.0,13.0,11.0,332.0,10.47,15.0,42.21,5.0,166.01,145.0,5.34,1.0,90.13,110.0,66.57,84.0,12.42,181.0,32.0,15.0,4.87,4.03,4.1,4.0,5.0,2.0,104.0,2.0,1.0
8478048,2023,Igor Shesterkin,NYR,G,4on5,8,2424.0,5.88,6.0,76.0,3.44,6.0,7.98,3.0,36.76,34.0,0.15,0.0,21.15,27.0,11.25,9.0,5.42,29.0,14.0,8.0,1.0,1.58,3.29,0.0,2.0,4.0,25.0,0.0,0.0
8478048,2023,Igor Shesterkin,NYR,G,5on4,8,2519.0,0.37,1.0,12.0,0.26,0.0,0.92,0.0,6.29,7.0,1.62,0.0,2.21,1.0,5.0,7.0,0.37,7.0,2.0,0.0,0.16,0.21,0.0,0.0,1.0,0.0,3.0,0.0,0.0
8477967,2023,Thatcher Demko,VAN,G,other,11,1307.0,3.71,0.0,28.0,1.07,4.0,2.99,0.0,15.86,11.0,0.48,0.0,7.6,9.0,6.01,9.0,3.36,9.0,9.0,4.0,0.3,1.22,2.2,0.0,0.0,0.0,6.0,0.0,0.0
8477967,2023,Thatcher Demko,VAN,G,all,11,38734.0,33.99,22.0,607.0,23.84,41.0,79.99,20.0,334.11,323.0,11.51,2.0,178.06,214.0,130.39,160.0,32.28,327.0,91.0,40.0,8.83,11.77,13.39,9.0,6.0,7.0,149.0,0.0,0.0
8477967,2023,Thatcher Demko,VAN,G,5on5,11,30622.0,22.56,15.0,458.0,16.81,31.0,63.76,15.0,251.43,236.0,8.45,2.0,131.92,158.0,100.09,124.0,21.79,255.0,63.0,26.0,7.05,8.17,7.35,9.0,3.0,3.0,114.0,0.0,0.0
8477967,2023,Thatcher Demko,VAN,G,4on5,11,3008.0,6.66,7.0,106.0,5.48,6.0,11.91,5.0,57.31,66.0,0.26,0.0,35.38,42.0,17.65,19.0,6.11,54.0,17.0,8.0,1.27,2.2,3.19,0.0,3.0,4.0,27.0,0.0,0.0
8477967,2023,Thatcher Demko,VAN,G,5on4,11,3797.0,1.06,0.0,15.0,0.48,0.0,1.33,0.0,9.51,10.0,2.32,0.0,3.16,5.0,6.64,8.0,1.01,9.0,2.0,2.0,0.21,0.19,0.66,0.0,0.0,0.0,2.0,0.0,0.0
