player_id,team,opp,pos,name,fpts,proj_own,smash,value_percent,ceil,floor,min_exposure,max_exposure,rg_value,salary,custom,rg_id,partner_id
881056,SEA,NYJ,TE,Tyler Mabry,0.43,0,,0.7,0.86,,0,0,-7.32,2500,,1849841,881056
741785,NYJ,SEA,QB,Mike White,16.91,5.16,4.1,42.7,26.02,9.81,0,0,0.36,5400,,328578,741785
875523,NE,MIA,WR,Kristian Wilkerson,,0,,,,,0,0,-8.75,3000,,1844548,875523
689689,CLE,WAS,TE,Pharaoh Brown,0.27,0.03,,,0.54,,0,0,-7.48,2500,,37028,689689
1071823,ATL,ARI,WR,Josh Ali,,0,,,,,0,0,-8.75,3000,,-1071823,1071823
843733,DEN,KC,TE,Mitchell Fraboni,,0,,,,,0,0,-7.75,2500,,-843733,843733
733744,SEA,NYJ,RB,Wayne Gallman Jr.,,0,,,,,0,0,-10.75,4000,,36967,733744
861278,NYJ,SEA,TE,Tyler Conklin,7.74,8.19,7.6,36.1,15.72,3.22,0,0,-0.81,2900,,328304,861278
613866,WAS,CLE,QB,Carson Wentz,14.35,0.85,3.1,38,22.59,8.41,0,0,-1.60,5100,,35558,613866
744425,NE,MIA,TE,Hunter Henry,6.33,3.88,8.1,31.5,15.95,1.7,0,0,-2.42,3000,,35634,744425
820435,LAR,LAC,WR,Brandon Powell,6.83,1.25,1.9,31,13.51,2.75,0,0,-1.92,3000,,328242,820435
833514,SEA,NYJ,WR,Cody Thompson,,0,,,,,0,0,-8.75,3000,,982696,833514
921965,NE,MIA,WR,Raleigh Webb,,0,,,,,0,0,-8.75,3000,,3515278,921965
943635,GB,MIN,RB,Patrick Taylor,0.18,0.04,,,0.36,,0,0,-10.57,4000,,1844272,943635
944636,WAS,CLE,TE,Armani Rogers,,0,,,,,0,0,-7.75,2500,,3491895,944636
560241,ARI,ATL,WR,DeAndre Hopkins,15.31,5.48,11.1,34.36,26.18,8.51,0,0,-2.84,7700,,16563,560241
944416,LV,SF,RB,Josh Jacobs,16.83,6.57,12.6,47.2,25.53,10.03,0,0,-0.72,7400,,973101,944416
924946,ARI,ATL,WR,Antoine Wesley,,0,,,,,0,0,-8.75,3000,,1001210,924946
933537,NE,MIA,RB,J.J. Taylor,,0,,,,,0,0,-10.75,4000,,1844398,933537
727837,DET,CHI,QB,Jared Goff,19.81,12.26,6.3,50,29.42,12.02,0,0,2.86,5600,,35673,727837
837958,GB,MIN,WR,Allen Lazard,12.02,7.02,9.7,35.9,22.27,5.57,0,0,-1.53,5400,,328523,837958
835417,LV,SF,WR,Chris Lacy,,0,,,,,0,0,-8.75,3000,,471650,835417
867009,SF,LV,WR,Jauan Jennings,7.5,0.32,2,22.5,16.13,2.77,0,0,-2.45,3600,,1849815,867009
946748,MIN,GB,RB,Kene Nwangwu,,0,,,,,0,0,-10.75,4000,,2861721,946748
824428,DEN,KC,TE,Andrew Beck,0.4,0,,,0.8,,0,0,-7.35,2500,,982262,824428
1074309,GB,MIN,WR,Jeff Cotton Jr.,,0,,,,,0,0,-8.75,3000,,-1074309,1074309
822008,DET,CHI,WR,DJ Chark Jr.,9.95,3.88,7.1,30.4,19.74,4.02,0,0,-1.40,4300,,328522,822008
652520,WAS,CLE,WR,Alex Erickson,,0,,,,,0,0,-8.75,3000,,35425,652520
1067918,GB,MIN,WR,Christian Watson,12.15,4.54,7.9,29.8,22.44,5.5,0,0,-2.40,5900,,3491515,1067918
885940,CAR,TB,TE,Giovanni Ricci,0.11,0,,,0.22,,0,0,-7.64,2500,,1844743,885940
880022,NO,PHI,WR,Kirk Merritt,0.06,0.05,,,0.12,,0,0,-8.69,3000,,1844366,880022
880033,KC,DEN,RB,Ronald Jones II,0.21,0.02,,,0.42,,0,0,-10.54,4000,,328794,880033
401534,DEN,KC,QB,Russell Wilson,14.6,0.74,1.3,27.8,22.51,8.77,0,0,-1.95,5400,,13560,401534
555358,SF,LV,QB,Jimmy Garoppolo,,0,,,,,0,0,-13.75,4000,,18136,555358
820601,LV,SF,RB,Jakob Johnson,,0,,,,,0,0,-10.75,4000,,963120,820601
851225,CHI,DET,TE,Sammis Reyes,,0,,,,,0,0,-7.75,2500,,-851225,851225
975503,IND,NYG,TE,Jelani Woods,7.36,0.18,1.8,16,15.34,2.78,0,0,-0.99,2800,,3491721,975503
692660,DET,CHI,WR,Kalif Raymond,3.73,0.03,0.4,9.6,11.6,,0,0,-5.22,3100,,35608,692660
831007,LAC,LAR,QB,Easton Stick,,0,,,,,0,0,-13.75,4000,,982758,831007
923814,LV,SF,WR,DJ Turner,,0,,,,,0,0,-8.75,3000,,2862308,923814
465752,LV,SF,RB,Brandon Bolden,0.42,0.04,,,0.84,,0,0,-10.33,4000,,13620,465752
944428,MIN,GB,TE,Irv Smith Jr.,,0,,,,,0,0,-7.75,2500,,982176,944428
913826,CHI,DET,WR,Byron Pringle,6.72,0.43,2.47,21.57,16.46,0.8,0,0,-3.03,3500,,328853,913826
695311,DET,CHI,RB,Jamaal Williams,10.17,1.56,6.6,37.7,18.59,4.08,0,0,-2.58,5000,,36872,695311
748309,MIN,GB,QB,Nick Mullens,,0,,,,,0,0,-14.95,4600,,37067,748309
552586,ATL,ARI,TE,MyCole Pruitt,3.25,0.05,0.63,11.12,9.14,0.03,0,0,-4.50,2500,,21627,552586
883312,NYJ,SEA,WR,Irvin Charles,,0,,,,,0,0,-8.75,3000,,3515611,883312
752665,SF,LV,TE,Ross Dwelley,,0,,,,,0,0,-7.75,2500,,329008,752665
881058,MIN,GB,WR,K.J. Osborn,7.75,1,3,21.7,15.59,3.13,0,0,-4.20,4600,,1844304,881058
653699,NO,PHI,WR,Michael Thomas,,0,,,,,0,0,-8.75,3000,,35596,653699
698227,LAR,LAC,WR,Cooper Kupp,,0,,,,,0,0,-8.75,3000,,37050,698227
832900,DEN,KC,RB,Chase Edmonds,7.28,0.35,1.9,19.9,12.92,3.59,0,0,-4.27,4400,,328948,832900
