player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Justin Jefferson,61398,WR,MIN,14,151,0,18,12.4,3,62.0,57.1,8,14,3.1,1,21,0,69.5,87.6,1,47,0.0,0,202,31,90.6,183,102.4,50,33.1,1,604,234,7.5,19.5,3.3,0,10.3,6,82.5,61.1,11,18,5.7,4,42,0,78.8,90.4,3,64,0.0,0,323,66,94.7,306,109.1,80,53.0,3,874,284,4.3,13.2,2.86
Tyreek Hill,10799,WR,MIA,14,149,0,17,11.3,3,73.1,37.5,3,8,0.0,0,13,1,83.2,90.6,1,26,0.0,0,77,19,93.5,72,109.1,26,17.4,2,228,59,3.1,12.0,3.17,0,12.5,5,74.0,61.5,8,13,4.9,4,47,0,78.7,91.9,3,64,0.0,0,293,77,94.9,278,112.6,104,69.8,5,1118,322,4.2,14.5,4.02
Davante Adams,8688,WR,LV,14,141,0,23,11.8,5,55.6,42.9,3,7,6.3,1,12,0,66.7,83.1,0,58,0.0,0,108,15,92.6,100,121.1,27,19.1,3,231,98,6.5,15.4,2.31,0,12.4,6,62.9,53.3,8,15,5.1,3,33,1,75.0,89.7,4,41,0.3,1,293,56,96.2,282,86.7,89,63.1,4,767,266,4.8,13.7,2.72
Stefon Diggs,9579,WR,BUF,14,137,0,4,11.8,5,60.8,40.0,4,10,13.9,5,24,0,41.2,83.9,0,41,0.0,0,174,31,92.5,161,113.6,51,37.2,4,425,185,6.0,13.7,2.64,0,10.5,9,81.2,75.0,6,8,1.8,1,33,0,88.9,85.7,0,46,0.0,0,293,56,95.6,280,116.4,69,50.4,2,664,184,3.3,11.9,2.37
Travis Kelce,7844,TE,KC,14,125,0,16,8.6,13,70.5,42.9,3,7,6.1,2,23,0,70.3,90.1,1,39,3.0,6,201,31,87.1,175,127.4,44,35.2,7,385,235,7.6,12.4,2.2,0,7.1,8,76.9,42.9,3,7,3.8,2,36,1,79.3,91.0,2,46,4.7,13,276,50,90.9,251,102.5,65,52.0,1,686,312,6.2,13.7,2.73
Diontae Johnson,33441,WR,PIT,14,120,0,25,11.0,2,52.5,30.0,3,10,8.7,2,16,1,61.3,70.6,2,20,0.0,0,146,21,91.1,133,45.4,40,33.3,0,196,56,2.7,9.3,1.47,0,10.8,8,69.4,80.0,4,5,5.7,3,23,0,66.1,70.2,4,37,0.0,0,347,50,94.2,327,66.2,72,60.0,0,508,125,2.5,10.2,1.55
CeeDee Lamb,61570,WR,DAL,14,118,0,9,11.2,1,63.9,54.5,6,11,4.2,1,18,0,74.9,91.1,1,30,0.0,0,122,23,91.0,111,99.9,36,30.5,2,325,98,4.3,14.1,2.93,0,10.8,5,71.6,40.0,4,10,5.9,3,30,0,70.5,78.5,1,35,0.0,0,277,48,95.7,265,109.6,67,56.8,3,629,234,4.9,13.1,2.37
D.K. Metcalf,47864,WR,SEA,14,118,0,29,14.5,1,51.4,31.3,5,16,0.0,0,11,0,83.2,79.1,1,54,0.0,0,106,18,89.6,95,88.7,35,29.7,2,308,87,4.8,17.1,3.24,0,9.4,2,74.6,75.0,12,16,6.0,3,23,2,70.5,71.2,0,26,0.0,0,310,47,95.5,296,100.6,63,53.4,1,469,116,2.5,10.0,1.58
Michael Pittman Jr.,29049,WR,IND,13,118,0,14,7.2,1,64.4,58.3,7,12,9.4,3,17,2,59.0,69.9,2,25,0.0,0,177,29,92.7,164,61.6,45,38.1,0,263,108,3.7,9.1,1.6,0,6.7,4,76.8,45.5,5,11,0.0,0,21,0,90.2,70.5,1,28,0.0,0,315,43,96.5,304,97.3,56,47.5,1,440,148,3.4,10.2,1.45
Amon-Ra St. Brown,84470,WR,DET,13,114,0,11,6.5,1,71.8,50.0,4,8,3.4,1,21,0,76.7,90.1,0,49,0.0,0,126,28,91.3,115,128.9,39,34.2,4,307,132,4.7,11.0,2.67,0,5.9,6,80.6,0.0,0,3,3.8,2,28,0,79.1,82.4,1,32,0.0,0,230,50,97.0,223,96.6,62,54.4,0,546,271,5.4,10.9,2.45
A.J. Brown,48327,WR,PHI,14,112,0,24,13.7,9,64.4,46.2,6,13,9.4,3,20,1,49.6,90.2,0,68,0.0,0,162,29,92.6,150,145.1,45,40.2,6,537,199,6.9,18.5,3.58,0,12.2,2,62.0,37.5,3,8,6.1,2,18,1,70.8,69.3,2,40,0.0,0,273,31,95.2,260,86.6,50,44.6,2,434,154,5.0,14.0,1.67
Austin Ekeler,12164,HB,LAC,14,111,0,27,-0.2,1,80.0,0.0,0,1,7.7,1,7,0,61.8,60.6,0,21,19.2,20,104,12,78.8,82,127.6,15,13.5,2,77,99,8.3,6.4,0.94,0,-1.4,17,83.8,0.0,0,2,6.6,4,17,1,69.8,74.9,0,21,10.6,27,254,57,85.4,217,95.1,68,61.3,1,384,478,8.4,6.7,1.77
Amari Cooper,9437,WR,CLV,14,111,0,8,15.2,0,53.2,46.2,6,13,13.8,4,22,0,44.2,81.8,1,53,0.0,0,167,25,91.0,152,104.5,47,42.3,4,435,87,3.5,17.4,2.86,0,10.9,6,66.7,54.5,6,11,2.7,1,25,0,80.4,75.0,1,55,0.0,0,275,36,96.0,264,90.3,54,48.6,1,443,117,3.3,12.3,1.68
Chris Godwin,11839,WR,TB,12,111,0,30,9.3,1,75.0,75.0,3,4,7.7,1,11,0,63.2,70.0,0,20,1.0,1,101,12,91.1,92,118.5,16,14.4,1,127,37,3.1,10.6,1.38,0,6.0,4,72.0,61.1,11,18,6.3,4,24,0,69.4,72.1,1,44,0.3,1,301,59,95.3,287,86.6,82,73.9,0,583,283,4.8,9.9,2.03
Christian Kirk,47546,WR,JAX,14,108,0,15,10.3,0,69.7,28.6,2,7,11.5,3,19,0,50.6,84.0,0,34,0.0,0,140,23,90.7,127,130.0,33,30.6,3,313,83,3.6,13.6,2.46,0,9.6,5,70.0,28.6,2,7,2.3,1,24,0,83.6,73.7,4,49,0.3,1,336,42,96.4,324,72.4,60,55.6,0,572,241,5.7,13.6,1.77
Garrett Wilson,97405,WR,NYJ,14,104,0,22,10.0,9,65.1,50.0,7,14,3.4,1,21,0,76.7,90.1,0,54,0.0,0,161,28,95.7,154,111.5,43,41.3,2,409,146,5.2,14.6,2.66,0,11.0,9,71.1,36.4,4,11,0.0,0,23,0,88.3,79.5,0,60,0.4,1,256,32,97.7,250,113.7,45,43.3,1,485,197,6.2,15.2,1.94
Ja'Marr Chase,84270,WR,CIN,10,104,0,7,11.6,3,66.7,37.5,3,8,8.3,2,19,0,60.3,90.2,1,60,0.0,0,115,22,87.8,101,129.9,33,31.7,5,359,143,6.5,16.3,3.55,0,9.5,5,69.0,22.2,2,9,4.8,2,23,1,75.3,77.3,1,26,0.0,0,264,40,95.1,251,95.9,58,55.8,2,446,177,4.4,11.2,1.78
Mike Evans,8642,WR,TB,13,103,0,30,10.7,2,69.0,71.4,5,7,0.0,0,14,0,83.6,81.2,1,41,0.0,0,124,20,93.5,116,105.5,29,28.2,2,260,85,4.3,13.0,2.24,0,15.6,2,59.7,60.0,9,15,9.8,4,27,0,56.7,71.8,3,51,0.0,0,325,37,96.3,313,75.7,62,60.2,1,576,85,2.3,15.6,1.84
Zay Jones,11792,WR,JAX,13,102,0,15,7.5,0,77.4,66.7,2,3,7.7,2,16,0,63.2,74.8,0,19,0.8,1,133,24,89.5,119,105.7,31,30.4,1,211,72,3.0,8.8,1.77,0,9.3,8,70.8,28.6,2,7,8.0,4,24,0,61.9,70.0,1,59,0.7,2,304,46,96.1,292,106.9,65,63.7,4,495,201,4.4,10.8,1.7
Tyler Lockett,9502,WR,SEA,14,101,0,29,16.9,0,63.2,25.0,1,4,7.7,1,7,1,61.8,60.6,0,35,0.0,0,112,12,90.2,101,121.2,19,18.8,2,143,15,1.3,11.9,1.42,0,10.5,3,76.9,25.0,1,4,2.0,1,31,0,86.5,79.9,5,40,0.0,0,313,50,95.8,300,95.5,65,64.4,4,637,186,3.7,12.7,2.12
Terry McLaurin,48229,WR,WAS,14,99,0,32,10.3,5,73.9,50.0,2,4,0.0,0,11,0,82.2,74.9,0,42,0.0,0,134,17,91.0,122,136.5,23,23.2,2,242,133,7.8,14.2,1.98,0,13.4,6,67.6,64.7,11,17,4.2,2,34,0,76.8,86.3,1,45,0.0,0,309,46,95.8,296,94.3,68,68.7,0,685,214,4.7,14.9,2.31
DeVonta Smith,61100,WR,PHI,14,99,0,24,10.0,4,64.1,46.2,6,13,7.4,2,17,0,64.3,81.6,0,45,0.0,0,164,25,92.7,152,121.7,39,39.4,3,380,196,7.8,15.2,2.5,0,10.5,6,80.0,25.0,2,8,2.2,1,23,0,83.9,74.8,0,45,0.0,0,290,44,95.2,276,110.2,55,55.6,1,494,154,3.5,11.2,1.79
Jaylen Waddle,84088,WR,MIA,14,99,0,17,9.4,1,69.2,0.0,0,2,10.0,1,8,1,56.7,67.7,0,42,0.0,0,77,9,92.2,71,141.3,13,13.1,3,131,56,6.2,14.6,1.85,0,13.0,5,62.7,26.7,4,15,10.6,5,35,0,51.5,86.2,1,67,0.3,1,291,42,94.5,275,107.7,67,67.7,2,799,290,6.9,19.0,2.91
