player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Matt Feiler,9289,G,LAC,14,1,27,59.3,3,28,663,100.0,100.0,97.1,4,35,4,691,691,53.6,2,20,316,100.0,100.0,96.2,23,1,330,330
Shaq Mason,9564,G,TB,14,0,30,73.0,8,12,646,100.0,100.0,98.3,0,21,1,687,687,71.7,5,9,300,100.0,100.0,97.3,15,1,322,322
Robert Hainsey,59980,C,TB,14,1,30,70.3,4,14,646,100.0,100.0,98.6,1,18,0,687,687,61.2,3,8,300,100.0,100.0,98.2,11,0,322,322
Zion Johnson,99681,G,LAC,14,1,27,50.6,5,25,655,100.0,100.0,97.1,3,34,4,683,683,33.4,5,20,312,100.0,100.0,94.7,29,4,326,326
Orlando Brown Jr.,46227,T,KC,14,1,16,74.2,7,32,616,100.0,100.0,96.2,2,43,4,658,658,73.8,4,21,257,100.0,100.0,94.0,28,3,280,280
Creed Humphrey,59996,C,KC,14,0,16,78.4,2,13,616,100.0,100.0,98.8,3,15,0,658,658,67.2,1,10,257,100.0,100.0,97.9,11,0,280,280
Kelvin Beachum,7229,T,ARZ,14,0,1,74.9,4,33,615,100.0,100.0,96.2,2,42,5,657,657,65.0,4,24,242,100.0,100.0,92.6,32,4,258,258
Ed Ingram,59819,G,MIN,14,1,18,41.5,15,27,604,100.0,100.0,95.0,2,51,9,647,647,28.2,11,22,286,100.0,100.0,91.8,40,7,306,306
Brian O'Neill,46854,T,MIN,14,0,18,76.6,4,13,604,100.0,100.0,97.6,0,23,6,647,647,73.0,3,10,286,100.0,100.0,96.3,17,4,306,306
Ezra Cleveland,41973,G,MIN,14,1,18,52.1,16,23,603,100.0,100.0,96.1,2,43,4,646,646,44.3,11,19,285,100.0,100.0,93.7,33,3,305,305
Andrew Wylie,12333,T,KC,14,3,16,61.5,4,32,591,100.0,100.0,95.8,8,43,7,632,632,59.9,1,20,249,100.0,100.0,93.8,26,5,272,272
Cordell Volson,30614,G,CIN,14,1,7,52.0,10,19,582,100.0,100.0,96.8,2,33,4,625,625,61.1,4,11,244,100.0,100.0,96.1,17,2,265,265
Rodger Saffold,5558,G,BUF,14,2,4,50.5,4,26,593,100.0,100.0,97.1,4,32,2,625,625,39.4,3,19,262,100.0,100.0,95.0,24,2,286,286
Alex Cappa,66578,G,CIN,14,0,7,71.5,4,10,581,100.0,100.0,98.3,0,17,3,624,624,70.1,2,8,244,100.0,100.0,96.7,13,3,265,265
Ted Karras,10855,C,CIN,14,0,7,76.3,1,13,581,100.0,100.0,98.5,0,16,2,624,624,72.2,1,9,244,100.0,100.0,97.1,12,2,265,265
Jonah Williams,41651,T,CIN,14,0,7,64.1,6,19,577,100.0,100.0,96.3,3,34,9,620,620,70.4,2,8,241,100.0,100.0,95.4,16,6,262,262
Quenton Nelson,12954,G,IND,14,1,14,75.5,4,17,578,100.0,100.0,97.7,4,24,3,610,610,64.4,3,16,302,100.0,100.0,96.2,21,2,318,318
La'el Collins,9719,T,CIN,14,2,7,43.7,6,22,564,100.0,100.0,96.6,6,33,5,605,605,39.3,4,14,236,100.0,100.0,94.5,22,4,255,255
Trey Smith,62960,G,KC,13,2,16,67.7,1,25,549,100.0,100.0,97.3,4,28,2,586,586,62.3,1,13,225,100.0,100.0,96.0,16,2,246,246
Laken Tomlinson,9461,G,NYJ,14,1,22,70.2,3,24,566,100.0,100.0,97.6,1,27,0,586,586,63.8,2,18,259,100.0,100.0,96.1,20,0,268,268
Connor McGovern,10778,C,NYJ,14,0,22,70.4,4,11,565,100.0,100.0,98.1,2,18,3,585,585,65.8,3,6,259,100.0,100.0,97.1,12,3,268,268
Luke Fortner,42028,C,JAX,14,0,15,59.0,5,22,548,100.0,100.0,97.4,1,28,1,580,580,46.1,2,17,233,100.0,100.0,95.9,19,0,245,245
Donovan Smith,9467,T,TB,12,0,30,70.4,6,17,545,100.0,100.0,96.8,6,29,6,579,579,62.1,3,15,263,100.0,100.0,95.1,22,4,280,280
James Daniels,45576,G,PIT,14,2,25,70.9,3,15,539,100.0,100.0,98.3,5,18,0,579,579,57.8,3,12,289,100.0,100.0,97.4,15,0,304,304
Chukwuma Okorafor,46302,T,PIT,14,1,25,66.0,2,26,539,100.0,100.0,96.8,4,31,3,579,579,61.5,2,20,289,100.0,100.0,95.5,24,2,304,304
Kevin Dotson,46735,G,PIT,14,1,25,74.4,4,6,539,100.0,100.0,98.3,4,14,4,579,579,72.3,3,4,289,100.0,100.0,97.4,11,4,304,304
Dan Moore Jr.,60120,T,PIT,14,1,25,68.8,8,18,539,100.0,100.0,96.5,4,32,6,579,579,52.6,8,15,289,100.0,100.0,94.3,28,5,304,304
Joe Thuney,10712,G,KC,12,0,16,86.8,4,10,540,100.0,100.0,98.5,0,15,1,577,577,77.9,2,9,227,100.0,100.0,97.1,12,1,247,247
Brandon Scherff,9438,G,JAX,14,0,15,64.7,1,14,542,100.0,100.0,97.7,1,20,5,574,574,51.8,1,9,230,100.0,100.0,96.1,14,4,242,242
Abraham Lucas,60218,T,SEA,14,0,29,69.0,7,11,536,100.0,100.0,96.8,2,26,8,573,573,64.6,6,8,247,100.0,100.0,94.7,20,6,265,265
Charles Cross,98401,T,SEA,14,0,29,64.8,4,30,536,100.0,100.0,95.7,3,40,6,573,573,65.2,2,22,247,100.0,100.0,93.5,28,4,265,265
Jawaan Taylor,41665,T,JAX,14,0,15,75.5,0,8,539,100.0,100.0,98.5,2,12,4,570,570,74.5,0,6,225,100.0,100.0,97.3,9,3,236,236
Ryan Kelly,10652,C,IND,14,0,14,62.4,2,14,541,100.0,100.0,97.6,1,21,5,569,569,64.0,1,10,276,100.0,100.0,96.6,15,4,291,291
Charles Leno Jr.,8880,T,WAS,14,0,32,85.0,6,16,536,100.0,100.0,96.8,0,28,6,569,569,78.5,3,13,235,100.0,100.0,94.0,22,6,252,252
Braden Smith,46794,T,IND,13,2,14,76.4,7,14,538,100.0,100.0,97.1,5,26,5,568,568,74.7,4,12,280,100.0,100.0,96.1,19,3,295,295
Andrew Norwell,9126,G,WAS,14,1,32,58.9,4,19,534,100.0,100.0,97.1,3,27,4,567,567,53.6,1,11,233,100.0,100.0,95.7,16,4,250,250
Connor Williams,46216,C,MIA,14,0,17,71.4,1,6,534,100.0,100.0,99.0,3,9,2,566,566,50.7,1,6,156,100.0,100.0,96.5,9,2,163,163
Robert Hunt,46139,G,MIA,14,2,17,75.3,2,13,533,100.0,100.0,98.2,3,17,2,565,565,60.4,1,7,155,100.0,100.0,96.1,10,2,162,162
Cam Robinson,11789,T,JAX,14,1,15,74.8,4,19,527,99.8,99.6,97.1,2,27,4,558,560,56.5,4,16,219,100.0,100.0,94.1,23,3,231,231
Joel Bitonio,8670,G,CLV,14,0,8,79.0,5,11,518,100.0,100.0,98.3,3,17,1,557,557,76.6,3,7,243,100.0,100.0,97.5,11,1,263,263
Dion Dawkins,11818,T,BUF,13,3,4,79.2,2,21,527,99.8,99.8,97.2,6,26,3,553,554,72.0,2,16,237,100.0,100.0,95.4,20,2,256,256
Jamaree Salyer,81656,T,LAC,11,0,27,76.5,7,24,530,100.0,100.0,96.3,0,35,4,553,553,65.5,3,18,253,100.0,100.0,94.3,25,4,264,264
Ryan Bates,28300,G,BUF,13,1,4,61.9,3,18,520,100.0,100.0,97.8,1,22,1,546,546,51.8,1,13,226,100.0,100.0,96.5,15,1,244,244
Taylor Decker,10650,T,DET,14,0,11,72.8,8,18,513,100.0,100.0,96.9,1,29,3,545,545,60.8,5,15,239,100.0,100.0,94.6,23,3,258,258
Jedrick Wills Jr.,58467,T,CLV,14,1,8,68.3,10,20,507,100.0,100.0,96.1,5,35,5,545,545,63.6,5,13,236,100.0,100.0,94.5,22,4,255,255
Mason Cole,45547,C,PIT,14,1,25,65.3,3,14,505,100.0,100.0,97.9,1,19,2,544,544,50.7,3,12,264,100.0,100.0,96.4,17,2,279,279
Penei Sewell,81788,T,DET,14,1,11,73.0,5,17,512,99.8,99.6,97.5,4,24,2,543,545,69.7,3,13,239,100.0,100.0,96.2,17,1,258,258
Rob Havenstein,9490,T,LA,14,3,26,66.9,7,22,526,100.0,100.0,96.3,5,34,5,543,543,58.1,6,20,231,100.0,100.0,93.1,29,3,238,238
Laremy Tunsil,10647,T,HST,14,0,13,91.3,2,8,512,100.0,99.8,98.8,2,11,1,543,544,87.4,2,5,202,100.0,100.0,98.3,7,0,216,216
Tytus Howard,25472,T,HST,14,3,13,68.6,5,24,510,100.0,100.0,97.0,3,30,1,542,542,64.5,3,14,200,100.0,100.0,95.7,17,0,214,214
Austin Blythe,10882,C,SEA,14,1,29,68.7,5,9,504,100.0,100.0,98.0,1,17,3,541,541,58.3,4,7,234,100.0,100.0,96.4,14,3,252,252
Josh Myers,59992,C,GB,14,1,12,75.1,2,6,503,100.0,100.0,98.6,1,11,3,537,537,66.6,2,4,190,100.0,100.0,97.4,8,2,205,205
Andrew Thomas,59701,T,NYG,14,0,21,88.9,3,11,495,100.0,100.0,98.0,0,17,3,537,537,82.2,3,9,201,100.0,100.0,96.5,13,1,211,211
Mark Glowinski,9567,G,NYG,14,0,21,56.5,4,20,491,100.0,100.0,96.5,3,29,5,532,532,33.3,2,14,201,100.0,100.0,93.5,21,5,211,211
Garrett Bradbury,46013,C,MIN,12,0,18,68.1,4,18,495,100.0,100.0,97.4,1,24,2,530,530,59.2,2,15,227,100.0,100.0,95.4,19,2,244,244
Isaac Seumalo,10713,G,PHI,14,2,24,74.7,3,14,498,100.0,100.0,98.1,3,18,1,527,527,71.9,1,10,223,100.0,100.0,97.5,11,0,234,234
Dalton Risner,47008,G,DEN,13,0,10,71.5,5,17,492,100.0,100.0,97.2,0,25,3,527,527,66.2,1,13,217,100.0,100.0,96.3,15,1,240,240
Jason Kelce,6343,C,PHI,14,1,24,82.4,0,9,497,100.0,100.0,99.1,4,9,0,527,527,76.1,0,6,222,100.0,100.0,98.6,6,0,233,233
Tristan Wirfs,64818,T,TB,11,0,30,90.0,1,2,488,100.0,100.0,99.5,1,4,1,521,521,90.3,0,1,215,100.0,100.0,99.8,1,0,232,232
Lane Johnson,7786,T,PHI,14,3,24,89.1,0,9,487,100.0,100.0,99.1,4,9,0,517,517,88.9,0,6,219,100.0,100.0,98.6,6,0,230,230
Kolton Miller,47013,T,LV,13,1,23,82.4,3,22,488,100.0,100.0,96.8,1,28,3,516,516,81.5,1,17,261,100.0,100.0,95.8,20,2,273,273
Cesar Ruiz,59857,G,NO,14,0,20,63.4,2,9,491,100.0,100.0,98.3,1,14,3,516,516,52.8,2,7,252,100.0,100.0,97.0,12,3,267,267
Ryan Ramczyk,11787,T,NO,14,0,20,75.9,5,12,489,100.0,100.0,97.6,1,20,3,514,514,72.8,4,10,250,100.0,100.0,96.0,17,3,265,265
Michael Onwenu,27357,G,NE,14,0,19,85.0,1,7,486,100.0,100.0,99.2,1,8,0,514,514,80.5,1,6,250,100.0,100.0,98.6,7,0,267,267
Damien Lewis,81532,G,SEA,13,0,29,70.9,2,12,480,100.0,100.0,97.9,1,17,3,513,513,58.9,1,11,220,100.0,100.0,96.4,14,2,237,237
Frank Ragnow,39137,C,DET,13,0,11,67.3,0,10,476,100.0,100.0,98.7,0,11,1,508,508,54.8,0,6,217,100.0,100.0,98.2,7,1,236,236
Jon Runyan,36661,G,GB,14,0,12,78.4,1,9,475,100.0,100.0,98.5,0,12,2,507,507,68.4,1,6,180,100.0,100.0,97.5,8,1,195,195
Dylan Parham,60953,G,LV,14,0,23,53.5,7,30,478,100.0,100.0,95.5,0,40,3,507,507,40.3,5,22,241,100.0,100.0,93.6,29,2,253,253
A.J. Cann,9500,G,HST,13,0,13,61.2,4,16,475,100.0,100.0,96.8,0,25,5,504,504,46.8,1,12,187,100.0,100.0,94.4,17,4,200,200
Trent Brown,9677,T,NE,14,4,19,76.0,5,17,476,100.0,100.0,96.0,8,30,8,504,504,68.0,5,14,245,100.0,100.0,93.7,25,6,262,262
Ben Powers,41482,G,BLT,14,1,3,87.8,1,8,475,100.0,100.0,99.1,1,9,0,502,502,79.0,0,5,183,100.0,100.0,98.6,5,0,195,195
Tyler Linderbaum,82291,C,BLT,14,0,3,54.1,2,18,474,100.0,100.0,97.3,1,23,3,501,501,43.0,1,9,182,100.0,100.0,96.2,12,2,194,194
Scott Quessenberry,23918,C,HST,13,0,13,25.0,3,19,470,100.0,100.0,96.2,0,29,7,500,500,24.0,2,10,192,100.0,100.0,94.3,17,5,205,205
Jake Brendel,11117,C,SF,14,2,28,71.8,2,7,469,100.0,100.0,98.8,5,10,1,499,499,57.9,2,4,217,100.0,100.0,98.2,7,1,231,231
Tyler Biadasz,41178,C,DAL,14,0,9,66.5,3,10,466,100.0,100.0,98.6,1,13,0,494,494,58.3,2,7,196,100.0,100.0,97.7,9,0,207,207
Zack Martin,8651,G,DAL,14,0,9,78.6,2,13,464,100.0,100.0,98.4,0,15,0,492,492,77.0,1,9,195,100.0,100.0,97.4,10,0,206,206
Aaron Banks,59983,G,SF,14,3,28,65.7,2,22,461,100.0,100.0,97.2,4,25,1,491,491,60.8,1,18,212,100.0,100.0,95.5,19,0,226,226
Landon Dickerson,41712,G,PHI,14,0,24,76.7,3,9,459,100.0,100.0,98.5,4,13,1,488,488,77.4,2,6,209,100.0,100.0,97.6,9,1,220,220
Jon Feliciano,9561,C,NYG,13,0,21,64.3,2,15,452,100.0,100.0,97.5,4,20,3,486,486,56.6,1,12,186,100.0,100.0,96.0,14,1,195,195
Tyler Smith,98385,T,DAL,14,3,9,60.4,8,20,458,100.0,100.0,95.6,4,34,6,486,486,52.4,4,14,195,100.0,100.0,93.3,22,4,206,206
Trey Pipkins,91462,T,LAC,11,0,27,62.4,7,16,461,100.0,100.0,97.1,1,25,2,481,481,56.0,6,12,225,100.0,100.0,95.1,20,2,235,235
Cameron Fleming,8775,T,DEN,12,1,10,71.4,5,12,448,100.0,100.0,96.5,2,24,7,479,479,70.8,3,7,178,100.0,100.0,93.8,16,6,199,199
Morgan Moses,8701,T,BLT,14,0,3,76.6,0,15,452,100.0,100.0,97.5,3,19,4,479,479,65.1,0,13,175,100.0,100.0,94.0,17,4,187,187
Kevin Zeitler,7032,G,BLT,13,1,3,80.5,0,13,452,100.0,100.0,98.1,1,15,2,479,479,67.8,0,7,172,100.0,100.0,96.8,9,2,184,184
Spencer Brown,42296,T,BUF,12,1,4,47.2,8,26,453,100.0,100.0,95.4,2,38,4,478,478,40.3,3,22,195,100.0,100.0,91.5,29,4,214,214
Cole Strange,22976,G,NE,14,1,19,64.7,1,13,445,100.0,100.0,97.5,2,18,4,473,473,48.2,1,12,229,100.0,100.0,95.4,17,4,246,246
James Hurst,9001,T,NO,13,0,20,77.1,4,15,447,100.0,100.0,97.0,1,23,4,471,471,68.5,2,12,234,100.0,100.0,95.3,18,4,248,248
Mike McGlinchey,46275,T,SF,14,2,28,66.1,3,13,441,100.0,100.0,97.1,8,21,5,469,469,57.5,3,10,202,100.0,100.0,94.8,17,4,216,216
Jordan Mailata,66916,T,PHI,13,1,24,72.4,1,22,435,99.8,99.8,96.2,3,28,5,461,462,66.9,1,13,200,100.0,100.0,94.5,18,4,209,209
Andre James,47058,C,LV,12,0,23,69.5,3,11,437,100.0,100.0,97.9,3,16,2,460,460,66.7,2,6,231,100.0,100.0,98.3,8,0,241,241
Ikem Ekwonu,98286,T,CAR,14,0,5,70.1,1,16,436,100.0,100.0,96.9,3,22,5,459,459,56.5,0,15,172,100.0,100.0,93.9,18,3,185,185
Brady Christensen,51985,G,CAR,14,2,5,66.2,2,13,436,100.0,100.0,97.8,5,17,2,459,459,42.8,2,13,172,100.0,100.0,94.5,17,2,185,185
Elgton Jenkins,46298,G,GB,12,0,12,67.6,1,12,429,100.0,100.0,97.8,1,16,3,459,459,59.1,0,9,160,100.0,100.0,95.3,12,3,174,174
Taylor Moton,11819,T,CAR,14,1,5,81.6,1,15,436,100.0,100.0,97.5,2,19,3,459,459,77.9,1,11,172,100.0,100.0,94.8,15,3,185,185
Austin Corbett,46290,G,CAR,14,0,5,78.8,2,7,436,100.0,100.0,98.5,0,11,2,459,459,71.9,1,4,172,100.0,100.0,97.4,7,2,185,185
Christian Darrisaw,77373,T,MIN,11,0,18,80.3,3,8,426,100.0,100.0,98.0,1,14,3,458,458,77.2,1,4,195,100.0,100.0,97.2,8,3,209,209
Mitch Morse,9482,C,BUF,12,1,4,70.2,2,9,433,100.0,100.0,98.3,2,13,2,456,456,66.8,2,3,191,100.0,100.0,97.6,7,2,209,209
Jermaine Eluemunor,11914,T,LV,14,0,23,72.5,2,17,427,100.0,100.0,97.1,3,22,3,455,455,76.4,2,9,227,100.0,100.0,96.3,14,3,240,240
Aaron Brewer,46014,G,TEN,14,0,31,40.7,4,21,426,100.0,100.0,96.1,1,29,4,454,454,30.5,2,15,181,100.0,100.0,93.1,21,4,192,192
