Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size
2022-12-31 04:22:09 UTC,59,aac9a1bc-69b3-4b21-b7fc-04b495149aa8,James,Cook,BUF,RB,375d7050-3c25-4d4f-a580-380328e54276,b2166fa7-f898-4707-9b2e-90d125335433,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2022-12-31 04:19:53 UTC,50,4f94b11d-66d6-4a43-af4b-8bcf834d016d,Noah,Brown,DAL,WR,375d7050-3c25-4d4f-a580-380328e54276,b2166fa7-f898-4707-9b2e-90d125335433,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2022-12-31 04:18:46 UTC,47,8a5991c2-6c83-4b62-ac45-baa6f4d3fe28,Michael,Gallup,DAL,WR,375d7050-3c25-4d4f-a580-380328e54276,b2166fa7-f898-4707-9b2e-90d125335433,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2022-12-31 04:16:40 UTC,38,1ef01684-cd98-4251-abab-66a08fee3220,Dawson,Knox,BUF,TE,375d7050-3c25-4d4f-a580-380328e54276,b2166fa7-f898-4707-9b2e-90d125335433,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2022-12-31 04:16:05 UTC,35,b721965d-afa7-4732-8ef6-823959d3f213,Ezekiel,Elliott,DAL,RB,375d7050-3c25-4d4f-a580-380328e54276,b2166fa7-f898-4707-9b2e-90d125335433,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2022-12-31 04:14:01 UTC,26,61525788-464d-4e0a-8e82-9acc27d39358,Dak,Prescott,DAL,QB,375d7050-3c25-4d4f-a580-380328e54276,b2166fa7-f898-4707-9b2e-90d125335433,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2022-12-31 04:13:23 UTC,23,ea9c68fb-d9be-4a33-9b24-8cfc81ed90e7,Gabe,Davis,BUF,WR,375d7050-3c25-4d4f-a580-380328e54276,b2166fa7-f898-4707-9b2e-90d125335433,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2022-12-31 04:11:17 UTC,14,512b0805-be97-45e2-9083-819166e404c4,Tony,Pollard,DAL,RB,375d7050-3c25-4d4f-a580-380328e54276,b2166fa7-f898-4707-9b2e-90d125335433,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2022-12-31 04:10:35 UTC,11,ffec5b23-df12-4679-a7ae-eca2db486e23,CeeDee,Lamb,DAL,WR,375d7050-3c25-4d4f-a580-380328e54276,b2166fa7-f898-4707-9b2e-90d125335433,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2022-12-31 04:08:31 UTC,2,3be23605-2b20-443f-8c4e-d2b302f42f5d,Josh,Allen,BUF,QB,375d7050-3c25-4d4f-a580-380328e54276,b2166fa7-f898-4707-9b2e-90d125335433,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-04 02:28:22 UTC,58,ec0fb72b-06e2-49a6-b731-aa35aa420b4f,Leonard,Fournette,TB,RB,9438b1ad-6d04-40b5-bbb6-a81b7076dab1,3c4fa4cf-b8fd-4aca-8792-387419d0c45f,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-04 02:26:50 UTC,51,79daa644-3d4f-47fc-b411-5928891e9063,Tom,Brady,TB,QB,9438b1ad-6d04-40b5-bbb6-a81b7076dab1,3c4fa4cf-b8fd-4aca-8792-387419d0c45f,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-04 02:26:20 UTC,46,4edd7f93-7f82-4236-b238-c8944f5b2a81,Chris,Godwin,TB,WR,9438b1ad-6d04-40b5-bbb6-a81b7076dab1,3c4fa4cf-b8fd-4aca-8792-387419d0c45f,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-04 02:25:04 UTC,39,9bd56f9f-52b9-4d8f-bc2c-1678907739b9,Mike,Evans,TB,WR,9438b1ad-6d04-40b5-bbb6-a81b7076dab1,3c4fa4cf-b8fd-4aca-8792-387419d0c45f,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-04 02:24:21 UTC,34,fa82a38a-1987-4787-bc0d-8445d01bbbf5,Tyler,Boyd,CIN,WR,9438b1ad-6d04-40b5-bbb6-a81b7076dab1,3c4fa4cf-b8fd-4aca-8792-387419d0c45f,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-04 02:22:38 UTC,27,bde5bf63-63c9-48f9-b268-c5d65757288a,Brock,Purdy,SF,QB,9438b1ad-6d04-40b5-bbb6-a81b7076dab1,3c4fa4cf-b8fd-4aca-8792-387419d0c45f,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-04 02:22:12 UTC,22,c9351064-a58e-4206-b807-6bba1cbb09c2,Brandon,Aiyuk,SF,WR,9438b1ad-6d04-40b5-bbb6-a81b7076dab1,3c4fa4cf-b8fd-4aca-8792-387419d0c45f,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-04 02:20:48 UTC,15,e9935f76-c7dc-4a49-99d0-9ccf37117a29,Deebo,Samuel,SF,WR,9438b1ad-6d04-40b5-bbb6-a81b7076dab1,3c4fa4cf-b8fd-4aca-8792-387419d0c45f,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-04 02:20:20 UTC,10,c67851b9-53ce-43c4-a04c-6d812b96a7c0,Tee,Higgins,CIN,WR,9438b1ad-6d04-40b5-bbb6-a81b7076dab1,3c4fa4cf-b8fd-4aca-8792-387419d0c45f,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-04 02:19:20 UTC,3,4d996c79-4af3-4745-81db-9d168d8932ca,Christian,McCaffrey,SF,RB,9438b1ad-6d04-40b5-bbb6-a81b7076dab1,3c4fa4cf-b8fd-4aca-8792-387419d0c45f,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-03 04:52:17 UTC,59,a32cff38-3f3e-4f50-a5e9-95ec217e5589,Mecole,Hardman,KC,WR,527f2b00-df92-4d21-9d6d-2e0968496b3c,b3875946-230e-4b52-8752-d98750e557e5,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
2023-01-03 04:49:54 UTC,50,553abd66-7835-4469-8cf3-60ac436ed572,Isaiah,McKenzie,BUF,WR,527f2b00-df92-4d21-9d6d-2e0968496b3c,b3875946-230e-4b52-8752-d98750e557e5,0.0,6,0.0,The Mitten 2,f27427ea-19c2-42e6-b4f2-c6559d23e639,5.0,250000.0,56520,,,,,
