player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
DyShawn Gales,79027,CB,S DAK ST,4,7,,3.5,292,2,0.0,0,2,0,0,0,0.0
Jalen Jones,148495,CB,WM & MARY,4,5,,5.0,348,0,39.6,0,1,0,0,0,0.0
Rocco Milia,148721,LB,COLUMBIA,4,13,,6.5,145,0,39.6,0,2,0,0,0,0.0
Todric McGee,148117,S,MO STATE,4,12,,12.0,230,0,39.6,0,1,0,0,0,0.0
Tim White,148022,S,ROB MORRIS,4,23,,23.0,277,0,39.6,0,1,0,0,0,0.0
T.J. Jones,147947,CB,GARD-WEBB,2,2,,2.0,171,0,39.6,0,1,0,0,0,0.0
Jayden Ah You,147860,LB,WEBER ST,4,12,,12.0,342,0,39.6,0,1,0,0,0,0.0
King Ambers,160026,CB,TXAMCO,1,1,,1.0,1139,0,39.6,0,1,0,0,0,0.0
D'Ante Smith,160090,CB,TXAMCO,1,1,,1.0,1139,0,39.6,0,1,0,0,0,0.0
Zion Keith,76637,CB,SCAR STATE,3,5,,5.0,290,0,39.6,0,1,0,0,0,0.0
Peyton Woulard,76639,S,CAMPBELL,5,7,,7.0,131,0,39.6,0,1,0,0,0,0.0
Tyler Nubin,97895,S,MINNESOTA,7,23,,23.0,225,0,39.6,0,1,0,0,0,0.0
Jalen Jackson,97887,CB,MIDDLE TN,4,9,,9.0,224,0,39.6,0,1,0,0,0,0.0
Zamari Walton,76654,CB,GA TECH,2,2,,2.0,176,0,39.6,0,1,0,0,0,0.0
Cannon Blauser,97718,LB,OHIO,2,3,,3.0,259,0,39.6,0,1,0,0,0,0.0
Armani Chatman,76663,CB,VA TECH,2,5,,5.0,337,0,39.6,0,1,0,0,0,0.0
Kedrick Green,160528,S,HOWARD,1,3,,3.0,184,0,39.6,0,1,0,0,0,0.0
Dylan Leonardis,160562,LB,MOREHEAD,1,1,,1.0,234,0,39.6,0,1,0,0,0,0.0
Tanner Blount,97551,LB,FRESNO ST,1,1,,1.0,169,0,39.6,0,1,0,0,0,0.0
Caleb Tate,97499,LB,BUFFALO,1,3,,3.0,126,0,39.6,0,1,0,0,0,0.0
