player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Tre Brown,55677,CB,SEA,2,0,29,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.6,1,61,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Christian Gonzalez,131679,CB,NE,2,0,19,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,1.4,1,71,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Justin Bethel,7654,S,MIA,2,0,17,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,11.8,2,17,2,75.0,0,0,1,0,100.0,2,2,75.0,1,0,0,1,0,0
Shaquille Leonard,49684,LB,IND,2,0,14,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.6,1,64,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Kerby Joseph,83239,S,DET,2,0,11,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.2,1,86,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
CJ Henderson,55593,CB,CAR,2,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.9,1,53,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Elijah Hicks,55584,S,CHI,2,0,6,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,3.0,1,33,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Ja'Sir Taylor,55426,CB,LAC,2,0,27,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,3.0,1,33,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Charvarius Ward,43034,CB,SF,3,0,28,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.7,1,134,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Benton Whitley,54444,ED,MIN,1,0,18,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,100.0,1,1,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Elijah Riley,44440,S,PIT,1,0,25,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,16.7,1,6,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Jaire Alexander,49350,CB,GB,2,0,12,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.4,1,73,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jamien Sherwood,83175,LB,NYJ,2,0,22,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,16.7,1,6,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Cam Gill,33560,LB,TB,1,0,30,0,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,66.7,2,3,1,50.0,0,0,0,0,50.0,1,0,0.0,0,0,0,1,1,0
Cobie Durant,79126,CB,LA,2,0,26,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,2.4,1,42,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kader Kohou,156070,CB,MIA,2,0,17,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.2,2,89,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Troy Andersen,57317,LB,ATL,1,0,2,0,2,0,0,1,1,20.0,1,1,50.0,0,0,0,1,11.9,5,42,3,40.0,0,0,1,0,80.0,4,2,37.5,1,1,0,1,1,0
Henry To'oTo'o,98982,LB,HST,2,0,13,0,3,0,0,2,0,75.0,3,2,33.3,0,0,0,0,12.1,4,33,3,37.5,0,0,1,0,25.0,1,1,50.0,0,0,0,0,0,0
Tashaun Gipson Sr.,7288,S,SF,3,0,28,0,2,0,0,0,0,33.3,1,0,0.0,0,0,0,0,2.1,3,145,2,33.3,0,0,2,0,66.7,2,2,50.0,0,0,0,0,0,0
DaRon Bland,56158,CB,DAL,2,0,9,1,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,5.2,3,58,2,33.3,0,1,0,0,33.3,1,1,50.0,0,0,0,0,0,0
E.J. Speed,94351,LB,IND,2,0,14,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,8.3,3,36,1,33.3,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Tony Adams,55953,S,NYJ,2,0,22,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,4.5,3,67,2,33.3,0,0,2,0,100.0,3,2,33.3,0,0,0,0,0,0
Jalen Pitre,57737,S,HST,1,0,13,1,1,0,0,1,0,33.3,1,1,50.0,0,0,0,0,20.0,3,15,2,33.3,0,1,0,0,66.7,2,1,25.0,0,0,0,0,0,0
Kamu Grugier-Hill,10842,LB,CAR,1,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,15.2,5,33,2,30.0,0,0,1,0,100.0,4,2,37.5,1,1,0,1,1,0
Jerry Jacobs,83025,CB,DET,2,0,11,0,1,0,0,1,1,100.0,2,1,25.0,0,0,0,1,2.2,2,89,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Nicholas Morrow,51674,LB,PHI,1,0,24,1,1,0,1,0,0,25.0,1,1,50.0,0,0,0,0,9.3,4,43,2,25.0,0,0,1,0,75.0,3,1,16.7,0,0,0,0,0,0
Jordyn Brooks,50851,LB,SEA,2,0,29,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,4.3,2,47,1,25.0,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
M.J. Stewart,49397,S,HST,2,0,13,0,1,0,0,1,0,50.0,1,1,50.0,0,1,1,0,4.0,2,50,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,1,1
Grant Delpit,60685,S,CLV,2,0,8,1,1,0,0,1,0,50.0,2,1,25.0,0,0,0,0,6.1,4,66,2,25.0,0,1,0,0,50.0,2,1,25.0,0,0,0,0,0,0
Antoine Winfield Jr.,42475,S,TB,2,0,30,1,0,0,0,0,0,33.3,2,1,50.0,1,1,0,0,7.2,6,83,2,25.0,0,1,0,0,66.7,4,1,12.5,0,0,0,1,1,0
Drew Sanders,123933,LB,DEN,1,0,10,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,66.7,2,3,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Frankie Luvu,51028,LB,CAR,2,0,5,1,2,0,0,1,0,44.4,8,4,43.8,3,2,0,1,31.7,20,63,6,22.5,0,1,0,1,55.6,10,1,5.0,0,0,0,3,2,0
Ar'Darius Washington,77848,CB,BLT,2,0,3,1,0,0,1,0,1,71.4,5,2,30.0,1,1,0,1,8.2,7,85,2,21.4,0,0,0,0,28.6,2,0,0.0,0,0,1,1,1,1
