player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Tre Brown,55677,CB,SEA,4,0,29,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.0,1,100,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
CJ Henderson,55593,CB,CAR,6,0,5,0,2,0,0,1,0,66.7,2,2,75.0,1,1,0,0,2.1,3,141,3,66.7,0,0,1,0,33.3,1,1,50.0,0,0,0,1,1,0
Christian Gonzalez,131679,CB,NE,4,0,19,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.7,2,121,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Charvarius Ward,43034,CB,SF,6,0,28,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.4,1,232,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jaire Alexander,49350,CB,GB,3,0,12,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.9,1,108,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kevin Byard,10698,S,TEN,6,0,31,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,219,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Amik Robertson,55619,CB,LV,4,0,23,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,2.2,2,93,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Jaylon Jones,49374,CB,CHI,4,0,6,1,1,0,1,1,0,100.0,2,2,50.0,0,0,0,0,4.4,2,45,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
DeMarcco Hellams,98863,S,ATL,2,0,2,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,4.3,1,23,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Tre'Davious White,11782,CB,BUF,4,0,4,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,113,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Marco Wilson,55592,CB,ARZ,6,0,1,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,231,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Elijah Hicks,55584,S,CHI,6,0,6,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,189,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Benton Whitley,54444,ED,MIN,1,0,18,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,100.0,1,1,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Elijah Riley,44440,S,PIT,1,0,25,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,16.7,1,6,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Donte Jackson,49377,CB,CAR,5,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.8,1,133,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Justin Bethel,7654,CB,MIA,6,0,17,0,1,0,0,0,0,25.0,1,0,0.0,0,0,0,0,5.0,4,80,2,37.5,0,0,1,0,75.0,3,2,50.0,1,0,0,1,0,0
Mike Edwards,51282,S,KC,6,0,16,1,0,0,0,0,0,75.0,3,1,33.3,1,1,0,0,3.4,4,118,2,37.5,0,1,0,0,25.0,1,1,50.0,0,0,0,1,1,0
Arthur Maulet,12224,CB,BLT,4,0,3,0,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,4.2,3,71,1,33.3,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Tracy Walker III,51266,S,DET,5,0,11,1,1,0,1,0,0,66.7,2,1,25.0,0,0,0,0,1.7,3,177,2,33.3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
DaRon Bland,56158,CB,DAL,6,0,9,1,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,1.7,3,179,2,33.3,0,1,0,0,33.3,1,1,50.0,0,0,0,0,0,0
Jaquan Brisker,101665,S,CHI,6,0,6,2,2,0,1,1,0,30.0,3,2,33.3,0,0,0,0,4.9,10,206,5,30.0,0,1,1,0,70.0,7,3,28.6,1,1,0,1,1,0
Tony Adams,55953,S,NYJ,4,0,22,0,3,0,0,0,0,0.0,0,0,,0,0,0,0,3.2,5,157,3,30.0,0,0,3,0,100.0,5,3,30.0,0,0,0,0,0,0
Kyle Hamilton,102684,S,BLT,6,0,3,0,4,0,0,1,0,66.7,12,4,29.2,3,3,0,0,7.5,18,240,7,27.8,0,0,3,0,33.3,6,3,25.0,0,0,0,3,3,0
Devon Witherspoon,101388,CB,SEA,4,0,29,1,2,0,1,2,0,77.8,7,3,21.4,0,0,0,0,4.7,9,191,4,27.8,0,0,0,0,22.2,2,1,50.0,1,1,0,1,1,0
Xavien Howard,10672,CB,MIA,6,0,17,1,0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0.9,2,224,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Patrick Peterson,6157,CB,PIT,5,0,25,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,1.0,2,205,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kader Kohou,156070,CB,MIA,6,0,17,2,0,0,0,0,0,25.0,2,0,0.0,0,0,0,0,3.5,8,230,3,25.0,0,2,0,0,75.0,6,3,33.3,1,1,0,1,1,0
Jerry Jacobs,83025,CB,DET,6,0,11,0,1,0,0,1,1,100.0,2,1,25.0,0,0,0,1,0.8,2,260,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Johnathan Abram,34646,S,NO,2,0,20,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,4.3,2,47,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Tashaun Gipson Sr.,7288,S,SF,6,0,28,0,2,0,0,0,0,25.0,1,0,0.0,0,0,0,0,1.7,4,241,2,25.0,0,0,2,0,75.0,3,2,33.3,0,0,0,0,0,0
Troy Hill,9881,CB,CAR,6,0,5,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,3.8,4,105,2,25.0,0,0,2,0,100.0,4,2,25.0,0,0,0,0,0,0
Tyrel Dodson,51045,LB,BUF,3,0,4,1,1,0,0,1,0,50.0,2,1,25.0,0,0,0,0,10.3,4,39,2,25.0,0,1,0,0,50.0,2,1,25.0,0,0,0,0,0,0
