player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,12,2,0,3,73.1,10,14,313,95.7,13.7,43,0,5.8,6,347,332,30,2,83.2,7,10,148,98.1,23.0,34,9.8,6,158,155,23
Ndamukong Suh,5527,DI,PHI,4,0,0,24,55.5,0,3,50,100.0,8.0,4,0,5.0,1,51,51,4,0,48.0,0,1,23,100.0,4.3,1,2.2,0,24,24,1
Tyson Alualu,5535,DI,PIT,13,1,0,25,56.7,2,4,119,100.0,5.9,7,2,3.4,1,124,124,7,1,57.5,2,3,60,100.0,6.7,4,4.2,0,61,61,5
Brandon Graham,5538,ED,PHI,13,1,0,24,90.1,3,23,200,95.5,23.0,46,1,11.5,10,221,211,36,0,90.6,1,13,91,97.1,30.8,28,16.5,8,102,99,22
Jason Pierre-Paul,5540,ED,BLT,10,3,1,3,55.0,0,11,217,94.7,8.3,18,2,3.5,2,244,231,13,1,53.7,0,6,101,96.4,9.9,10,5.0,2,111,107,8
Kareem Jackson,5545,S,DEN,13,0,0,10,56.7,0,0,2,0.4,0.0,0,1,0.0,0,541,2,0,0,,0,0,0,0.0,,0,,0,240,0,0
Devin McCourty,5552,S,NE,13,0,0,19,55.5,0,0,2,0.4,0.0,0,0,0.0,0,497,2,0,0,55.5,0,0,2,0.9,0.0,0,0.0,0,224,2,0
Jerry Hughes,5556,ED,HST,13,0,2,13,72.6,0,38,283,99.0,20.1,57,3,9.5,8,296,293,46,0,69.7,0,14,114,97.5,23.7,27,10.5,5,121,118,19
Linval Joseph,5571,DI,PHI,4,0,0,24,59.9,0,0,36,100.0,5.6,2,1,2.8,1,36,36,1,0,54.2,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Carlos Dunlap,5579,ED,KC,13,4,0,16,57.9,1,14,242,94.5,10.3,25,1,5.2,5,274,259,20,3,57.0,1,7,107,92.0,11.2,12,7.5,4,125,115,12
Corey Peters,5607,DI,JAX,8,0,0,15,58.5,1,5,82,100.0,8.5,7,0,3.7,0,88,88,6,0,62.7,1,2,30,100.0,13.3,4,5.0,0,31,31,3
Al Woods,5646,DI,SEA,12,1,0,29,68.6,0,10,128,99.3,10.2,13,1,5.5,2,134,133,12,0,71.9,0,4,32,97.1,15.6,5,9.4,1,35,34,5
Von Miller,6154,ED,BUF,11,0,0,4,81.8,4,33,286,98.7,18.2,52,4,9.3,8,315,311,45,0,81.5,3,19,144,98.7,23.6,34,12.5,7,157,155,29
Patrick Peterson,6157,CB,MIN,13,0,0,18,60.0,0,0,1,0.2,0.0,0,3,0.0,0,577,1,0,0,,0,0,0,0.0,,0,,0,260,0,0
J.J. Watt,6163,DI,ARZ,12,5,0,1,67.8,11,25,382,99.7,13.4,51,5,6.5,7,397,396,43,1,71.3,5,19,187,100.0,19.3,36,9.1,5,192,192,29
Robert Quinn,6166,ED,PHI,12,0,2,24,55.6,4,15,205,96.9,10.2,21,4,5.1,1,225,218,20,0,57.5,2,9,103,96.5,13.6,14,6.3,1,114,110,12
Cameron Jordan,6176,ED,NO,12,1,0,20,54.1,3,15,330,97.0,9.4,31,1,4.8,7,365,354,25,1,53.9,1,10,160,98.3,13.1,21,6.6,5,181,178,16
Cameron Heyward,6183,DI,PIT,13,0,0,25,72.1,9,24,358,100.0,17.6,63,1,6.0,5,375,375,38,0,72.3,7,16,205,100.0,19.0,39,7.6,4,214,214,27
Justin Houston,6222,ED,BLT,10,0,0,3,71.9,3,17,208,91.8,18.8,39,1,9.6,10,243,223,30,0,70.9,1,12,106,93.5,23.6,25,12.7,7,124,116,20
Lawrence Guy,6385,DI,NE,10,0,0,19,54.7,0,11,173,100.0,8.7,15,0,4.3,2,178,178,13,0,55.4,0,5,50,100.0,14.0,7,7.0,1,53,53,6
Chris Harris Jr.,6457,CB,NO,9,0,0,20,68.5,0,5,17,7.4,11.8,2,4,20.6,1,242,18,6,0,68.9,0,4,8,6.2,25.0,2,25.0,0,129,8,4
Josh Bynes,6503,LB,BLT,7,0,0,3,58.5,0,1,20,15.6,5.0,1,0,7.5,1,147,23,2,0,67.1,0,0,4,11.9,0.0,0,25.0,1,42,5,1
Nick Bellore,6515,FB,SEA,1,0,0,29,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Mario Addison,6558,ED,HST,9,1,0,13,62.4,1,15,161,99.4,11.2,18,0,6.2,2,166,165,18,1,66.1,1,7,76,100.0,14.5,11,6.6,1,77,77,9
Fletcher Cox,7018,DI,PHI,13,0,0,24,62.7,6,15,330,100.0,10.6,35,1,5.3,7,346,346,28,0,69.3,3,11,157,100.0,15.9,25,8.3,6,166,166,20
Michael Brockers,7020,DI,DET,6,1,0,11,55.2,1,1,60,100.0,5.0,3,0,1.7,0,61,61,2,0,47.8,0,0,14,100.0,0.0,0,0.0,0,15,15,0
Bruce Irvin,7021,ED,SEA,7,0,0,29,53.8,2,10,137,88.1,10.9,15,2,5.8,2,160,141,14,0,60.2,0,8,67,97.1,19.4,13,9.0,2,70,68,10
Melvin Ingram III,7024,ED,MIA,13,1,1,17,82.4,5,21,234,82.8,19.2,45,6,8.1,6,303,251,32,0,90.1,3,14,107,87.6,30.8,33,13.6,6,129,113,23
Chandler Jones,7027,ED,LV,13,1,1,23,61.5,8,29,398,92.8,13.3,53,2,5.9,5,456,423,42,0,69.4,3,17,158,94.5,22.2,35,9.5,5,181,171,25
Bobby Wagner,7050,LB,LA,13,0,0,26,73.6,1,8,90,18.7,16.7,15,1,10.6,5,492,92,14,0,77.5,1,5,32,17.3,28.1,9,18.8,3,196,34,9
Lavonte David,7060,LB,TB,13,0,0,30,63.3,0,2,32,6.7,9.4,3,1,9.4,2,505,34,4,0,68.5,0,2,17,8.1,17.6,3,11.8,1,209,17,3
Vinny Curry,7061,ED,NYJ,8,0,0,22,57.9,0,6,73,100.0,11.0,8,1,4.1,0,77,77,6,0,70.0,0,4,24,100.0,20.8,5,8.3,0,26,26,4
Demario Davis,7079,LB,NO,13,0,0,20,85.6,2,4,50,11.2,18.0,9,1,22.0,8,517,58,14,0,64.0,0,3,24,12.0,8.3,2,14.6,2,241,29,5
Akiem Hicks,7090,DI,TB,7,1,0,30,57.0,3,3,137,99.3,8.8,12,2,2.2,0,147,146,6,1,62.3,2,3,51,98.2,17.6,9,4.9,0,56,55,5
Rodney McLeod,7271,S,IND,13,0,0,14,63.2,0,2,8,2.2,12.5,1,2,12.5,0,411,9,2,0,53.3,0,1,1,0.5,0.0,0,50.0,0,184,1,1
Michael Thomas,7279,S,CIN,2,0,0,7,60.0,0,0,1,7.1,0.0,0,0,0.0,0,14,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Tashaun Gipson Sr.,7288,S,SF,13,0,0,28,63.5,0,0,5,0.9,20.0,1,0,20.0,1,529,5,1,0,69.7,0,0,2,0.8,50.0,1,50.0,1,255,2,1
Harrison Smith,7641,S,MIN,11,0,1,18,60.0,0,2,7,1.6,0.0,0,1,14.3,0,485,8,2,0,67.6,0,2,2,0.9,0.0,0,50.0,0,218,2,2
Johnathan Hankins,7830,DI,DAL,10,1,1,9,50.8,1,3,96,99.1,4.2,4,1,2.1,0,107,106,4,0,54.7,0,1,22,100.0,4.5,1,2.3,0,24,24,1
Jon Bostic,7831,LB,WAS,8,0,0,32,51.2,0,0,6,4.8,0.0,0,0,0.0,0,125,6,0,0,53.9,0,0,3,6.8,0.0,0,0.0,0,44,3,0
Jamie Collins Sr.,7833,LB,NE,2,0,0,19,57.9,0,0,2,20.0,0.0,0,0,0.0,0,10,2,0,0,,0,0,0,0.0,,0,,0,1,0,0
Tyrann Mathieu,7850,S,NO,13,0,0,20,67.4,1,1,12,2.9,0.0,0,1,8.3,0,515,15,2,0,75.7,1,1,7,3.3,0.0,0,14.3,0,241,8,2
John Jenkins,7863,DI,MIA,12,0,0,17,60.6,0,7,94,99.0,9.6,9,0,3.7,0,98,97,7,0,63.4,0,3,24,100.0,16.7,4,6.3,0,24,24,3
Logan Ryan,7864,S,TB,6,0,0,30,56.6,0,1,3,1.7,0.0,0,0,16.7,0,177,3,1,0,,0,0,0,0.0,,0,,0,96,0,0
Duron Harmon,7872,S,LV,13,1,0,23,57.4,0,2,18,3.5,5.6,1,0,5.6,0,512,18,2,0,54.0,0,2,3,1.6,33.3,1,33.3,0,188,3,2
Brandon Williams,7875,DI,KC,1,0,0,16,54.2,1,0,12,92.3,8.3,1,0,4.2,0,13,12,1,0,57.1,1,0,3,100.0,33.3,1,16.7,0,3,3,1
Akeem Spence,7882,DI,SF,5,0,0,28,47.6,0,0,47,100.0,0.0,0,0,0.0,0,53,53,0,0,49.4,0,0,14,100.0,0.0,0,0.0,0,17,17,0
William Gholston,7908,DI,TB,13,0,0,30,56.9,3,4,158,98.8,6.3,10,0,2.2,0,168,166,7,0,53.7,0,1,42,100.0,4.8,2,1.2,0,44,44,1
Steven Means,7929,ED,BLT,1,0,0,3,65.1,0,1,17,94.7,11.8,2,0,2.9,0,19,18,1,0,66.6,0,0,8,100.0,12.5,1,0.0,0,9,9,0
A.J. Klein,7930,LB,BUF,3,0,0,4,60.7,0,1,7,13.5,14.3,1,0,7.1,0,52,7,1,0,55.3,0,0,2,11.8,0.0,0,0.0,0,17,2,0
