player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Zion Johnson,99681,G,LAC,2,0,27,49.8,1,2,85,100.0,100.0,98.2,0,3,0,87,87,35.5,1,0,33,100.0,100.0,98.5,1,0,34,34
Matt Feiler,9289,G,LAC,2,0,27,40.8,0,6,85,100.0,100.0,95.3,0,7,1,87,87,22.1,0,5,33,100.0,100.0,89.4,6,1,34,34
Rashawn Slater,59971,T,LAC,2,0,27,73.0,1,1,85,100.0,100.0,98.8,0,2,0,87,87,64.4,1,0,33,100.0,100.0,98.5,1,0,34,34
Andrew Wylie,12333,T,KC,2,0,16,66.1,0,2,77,100.0,100.0,98.7,1,2,0,83,83,73.3,0,1,30,100.0,100.0,98.3,1,0,34,34
Creed Humphrey,59996,C,KC,2,0,16,70.9,1,2,77,100.0,100.0,98.1,1,3,0,83,83,65.8,0,2,30,100.0,100.0,96.7,2,0,34,34
Orlando Brown Jr.,46227,T,KC,2,1,16,39.2,2,5,77,100.0,100.0,95.5,1,7,0,83,83,55.1,1,4,30,100.0,100.0,91.7,5,0,34,34
Joe Thuney,10712,G,KC,2,0,16,78.3,0,3,77,100.0,100.0,98.1,0,3,0,83,83,67.9,0,3,30,100.0,100.0,95.0,3,0,34,34
Jonah Williams,41651,T,CIN,1,0,7,63.6,1,4,65,100.0,100.0,93.1,0,7,2,71,71,76.1,0,1,39,100.0,100.0,93.6,3,2,44,44
Cordell Volson,30614,G,CIN,1,0,7,44.3,2,3,65,100.0,100.0,93.1,0,7,2,71,71,74.2,1,1,39,100.0,100.0,97.4,2,0,44,44
Ted Karras,10855,C,CIN,1,0,7,76.5,0,0,65,100.0,100.0,100.0,0,0,0,71,71,84.4,0,0,39,100.0,100.0,100.0,0,0,44,44
