player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Justin Jefferson,61398,WR,MIN,17,176,0,18,12.7,3,61.8,53.3,8,15,2.9,1,24,0,71.4,88.5,1,47,0.0,0,225,34,91.1,205,106.8,55,31.3,2,642,239,7.0,18.9,3.13,0,10.1,6,80.2,57.9,11,19,4.9,4,49,0,82.9,90.6,4,64,0.0,0,379,77,95.3,361,104.2,96,54.5,3,1024,352,4.6,13.3,2.84
Davante Adams,8688,WR,LV,17,168,0,23,12.3,5,53.1,42.9,3,7,5.6,1,14,0,68.7,83.0,0,58,0.0,0,133,17,92.5,123,118.2,32,19.0,4,248,101,5.9,14.6,2.02,0,12.7,7,61.3,45.0,9,20,7.1,5,38,1,67.3,88.8,6,60,0.3,1,360,65,95.8,345,82.0,106,63.1,5,934,327,5.0,14.4,2.71
Tyreek Hill,10799,WR,MIA,17,167,0,17,11.9,3,66.7,37.5,3,8,0.0,0,13,1,83.6,89.1,2,26,0.0,0,88,20,93.2,82,84.3,30,18.0,2,232,61,3.1,11.6,2.83,0,13.1,5,72.4,57.1,8,14,4.5,4,54,0,81.6,91.5,4,64,0.0,0,365,84,94.8,346,106.8,116,69.5,5,1235,335,4.0,14.7,3.57
Travis Kelce,7844,TE,KC,17,150,0,16,7.9,13,72.7,40.0,4,10,4.8,2,29,0,75.5,90.9,1,39,2.6,6,234,40,88.0,206,129.3,55,36.7,7,457,271,6.8,11.4,2.22,0,7.3,8,76.3,37.5,3,8,3.3,2,39,1,82.5,90.6,2,52,4.9,16,328,58,91.2,299,102.7,76,50.7,1,796,358,6.2,13.7,2.66
Stefon Diggs,9579,WR,BUF,16,149,0,4,12.4,5,60.0,41.7,5,12,13.2,5,26,0,43.4,84.0,0,41,0.0,0,193,33,91.7,177,110.2,55,36.9,4,447,190,5.8,13.5,2.53,0,11.0,9,81.1,77.8,7,9,1.6,1,36,0,90.0,85.9,0,49,0.0,0,325,60,95.7,311,122.4,74,49.7,3,750,189,3.2,12.5,2.41
CeeDee Lamb,61570,WR,DAL,17,148,0,9,10.7,3,69.8,58.3,7,12,3.2,1,22,0,78.9,90.9,1,34,0.0,0,156,30,92.3,144,105.5,43,29.1,2,407,123,4.1,13.6,2.83,0,10.5,7,74.1,40.0,4,10,6.0,4,36,0,71.3,78.9,1,39,0.0,0,352,63,95.2,335,117.8,85,57.4,5,800,325,5.2,12.7,2.39
Diontae Johnson,33441,WR,PIT,17,141,0,25,11.0,4,51.1,25.0,3,12,7.7,2,18,1,65.0,72.1,2,32,0.0,0,172,24,90.1,155,48.2,47,33.3,0,240,81,3.4,10.0,1.55,0,11.0,10,65.1,57.1,4,7,10.0,6,26,0,49.1,67.5,4,37,0.0,0,407,54,94.3,384,64.9,83,58.9,0,572,139,2.6,10.6,1.49
Garrett Wilson,97405,WR,NYJ,17,139,0,22,11.0,9,58.9,42.1,8,19,2.9,1,23,1,79.4,87.6,0,54,0.0,0,197,33,95.9,189,96.4,56,40.3,2,448,153,4.6,13.6,2.37,0,11.1,13,65.1,31.3,5,16,0.0,0,28,0,90.2,81.7,1,60,0.3,1,320,41,97.5,312,93.7,63,45.3,1,585,233,5.7,14.3,1.88
D.K. Metcalf,47864,WR,SEA,17,139,0,29,14.2,2,56.1,33.3,6,18,4.2,1,14,0,73.7,78.9,1,54,0.0,0,133,23,90.2,120,92.2,41,29.5,2,367,98,4.3,16.0,3.06,0,10.5,1,68.4,66.7,12,18,7.1,4,24,2,66.3,69.4,2,26,0.0,0,359,52,96.1,345,81.5,76,54.7,1,528,118,2.3,10.2,1.53
Amon-Ra St. Brown,84470,WR,DET,16,139,0,11,6.9,1,73.3,50.0,4,8,2.9,1,26,0,79.4,91.2,0,49,0.0,0,142,33,91.5,130,127.7,45,32.4,4,377,155,4.7,11.4,2.9,0,6.2,7,76.9,20.0,1,5,4.8,3,34,0,77.2,81.8,1,32,0.0,0,303,60,96.4,292,95.5,78,56.1,0,648,314,5.2,10.8,2.22
Michael Pittman Jr.,29049,WR,IND,16,139,0,14,7.7,1,62.7,53.8,7,13,11.1,4,19,2,53.0,68.7,2,25,0.0,0,201,32,93.0,187,67.2,51,36.7,1,277,108,3.4,8.7,1.48,0,7.1,4,78.1,45.5,5,11,0.0,0,25,0,90.5,69.1,1,28,0.0,0,379,50,96.3,365,99.5,64,46.0,1,525,185,3.7,10.5,1.44
A.J. Brown,48327,WR,PHI,17,137,0,24,14.1,9,62.3,50.0,8,16,10.8,4,24,1,45.3,89.8,0,68,0.0,0,196,33,91.8,180,139.9,53,38.7,6,613,224,6.8,18.6,3.41,0,12.6,4,61.2,45.5,5,11,4.7,2,25,1,76.3,73.7,3,78,0.0,0,349,41,96.3,336,90.0,67,48.9,3,653,247,6.0,15.9,1.94
Chris Godwin,11839,WR,TB,15,137,0,30,8.7,1,70.8,57.1,4,7,5.6,1,14,0,68.7,73.0,0,20,0.8,1,127,17,92.1,117,107.1,24,17.5,1,185,57,3.4,10.9,1.58,0,5.6,7,75.8,57.9,11,19,5.1,4,33,0,76.5,76.0,1,44,0.3,1,369,75,95.7,353,91.9,99,72.3,0,733,398,5.3,9.8,2.08
DeVonta Smith,61100,WR,PHI,17,132,0,24,10.1,4,67.3,53.3,8,15,5.7,2,24,0,70.9,87.0,0,45,0.0,0,201,33,92.0,185,132.8,49,37.1,5,477,220,6.7,14.5,2.58,0,10.3,6,76.7,30.0,3,10,1.8,1,29,0,88.2,77.0,0,45,0.0,0,366,56,96.2,352,106.8,73,55.3,1,634,189,3.4,11.3,1.8
Ja'Marr Chase,84270,WR,CIN,12,127,0,7,11.6,3,65.7,37.5,3,8,8.0,2,20,0,61.3,90.3,2,60,0.0,0,120,23,88.3,106,117.1,35,27.6,5,374,146,6.3,16.3,3.53,0,9.9,9,68.1,16.7,2,12,7.5,4,29,2,65.6,72.4,1,26,0.0,0,336,49,94.9,319,92.2,72,56.7,2,517,225,4.6,10.6,1.62
Amari Cooper,9437,WR,CLV,17,126,0,8,15.0,0,52.1,46.2,6,13,13.8,4,22,0,45.4,81.0,1,53,0.0,0,181,25,90.1,163,102.3,48,38.1,4,435,87,3.5,17.4,2.67,0,12.0,6,69.2,64.3,9,14,2.2,1,32,0,84.3,78.7,1,55,0.0,0,348,45,95.1,331,103.0,65,51.6,2,615,158,3.5,13.7,1.86
Mike Evans,8642,WR,TB,15,123,0,30,10.8,2,62.9,75.0,6,8,0.0,0,15,0,84.5,80.4,2,41,0.0,0,144,22,93.8,135,83.4,35,28.5,2,283,92,4.2,12.9,2.1,0,15.9,2,62.2,61.1,11,18,8.0,4,33,0,63.0,74.1,4,63,0.0,0,387,46,96.4,373,85.8,74,60.2,3,727,108,2.3,15.8,1.95
Christian Kirk,47546,WR,JAX,17,123,0,15,10.8,1,70.7,25.0,2,8,9.4,3,23,0,57.0,87.7,0,34,0.0,0,164,29,90.9,149,135.4,41,33.3,4,412,107,3.7,14.2,2.77,0,9.0,5,69.7,28.6,2,7,4.2,2,26,0,77.4,69.7,4,49,0.3,1,397,46,96.5,383,72.7,66,53.7,0,599,262,5.7,13.0,1.56
Austin Ekeler,12164,HB,LAC,17,123,0,27,-0.1,2,81.3,0.0,0,1,7.1,1,8,0,63.2,61.6,0,21,18.6,21,113,13,79.6,90,130.7,16,13.0,2,94,114,8.8,7.2,1.04,0,-1.2,19,85.3,0.0,0,2,5.9,4,18,1,73.1,75.9,0,21,9.8,28,285,64,86.3,246,94.4,75,61.0,1,420,512,8.0,6.6,1.71
T.J. Hockenson,40912,TE,MIN,17,123,0,18,12.1,0,58.1,55.6,5,9,5.3,1,14,0,70.5,73.0,0,32,10.1,20,198,18,82.8,164,113.2,31,25.2,3,227,59,3.3,12.6,1.38,0,6.3,8,75.0,57.1,8,14,5.6,3,19,0,72.0,65.7,4,58,11.0,38,345,51,86.1,297,68.8,68,55.3,0,469,242,4.7,9.2,1.58
Zay Jones,11792,WR,JAX,16,117,0,15,7.9,0,73.5,66.7,2,3,10.7,3,16,0,53.8,70.2,0,19,0.6,1,155,25,89.7,139,100.2,34,29.1,1,221,72,2.9,8.8,1.59,0,8.9,8,70.3,37.5,3,8,8.8,5,26,0,58.7,67.3,1,59,0.5,2,365,52,95.9,350,103.5,74,63.2,4,541,218,4.2,10.4,1.55
Terry McLaurin,48229,WR,WAS,17,115,0,32,11.3,5,66.7,50.0,3,6,0.0,0,14,0,83.6,77.3,1,52,0.0,0,159,20,91.2,145,121.0,30,26.1,3,316,149,7.5,15.8,2.18,0,13.5,6,67.1,66.7,12,18,5.6,3,38,0,71.9,83.9,1,51,0.0,0,368,51,95.7,352,95.5,76,66.1,0,784,231,4.5,15.4,2.23
