player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,11,2,0,3,74.4,10,14,290,95.7,14.5,42,0,6.2,6,322,308,30,2,84.2,7,10,138,98.0,23.9,33,10.5,6,148,145,23
Ndamukong Suh,5527,DI,PHI,3,0,0,24,62.4,0,2,30,100.0,10.0,3,0,6.7,1,30,30,3,0,52.2,0,0,10,100.0,0.0,0,0.0,0,10,10,0
Tyson Alualu,5535,DI,PIT,12,1,0,25,55.3,2,4,115,100.0,5.2,6,2,2.6,0,120,120,6,1,57.7,2,3,59,100.0,6.8,4,4.2,0,60,60,5
Brandon Graham,5538,ED,PHI,12,1,0,24,82.3,3,20,182,95.0,22.0,40,1,10.2,7,201,191,30,0,80.3,1,12,80,96.7,28.8,23,14.4,5,90,87,18
Jason Pierre-Paul,5540,ED,BLT,9,3,1,3,56.2,0,10,198,95.0,8.6,17,2,3.5,2,222,211,12,1,54.2,0,5,90,96.0,10.0,9,5.0,2,100,96,7
Kareem Jackson,5545,S,DEN,12,0,0,10,60.0,0,0,1,0.2,0.0,0,1,0.0,0,497,1,0,0,,0,0,0,0.0,,0,,0,225,0,0
Devin McCourty,5552,S,NE,12,0,0,19,55.5,0,0,2,0.4,0.0,0,0,0.0,0,450,2,0,0,55.5,0,0,2,1.0,0.0,0,0.0,0,207,2,0
Jerry Hughes,5556,ED,HST,12,0,2,13,71.1,0,35,258,98.9,19.8,51,3,9.9,8,271,268,43,0,66.7,0,11,100,97.2,22.0,22,10.5,5,107,104,16
Linval Joseph,5571,DI,PHI,3,0,0,24,62.3,0,0,27,100.0,7.4,2,1,3.7,1,27,27,1,0,55.6,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Carlos Dunlap,5579,ED,KC,12,4,0,16,59.0,1,12,221,94.4,10.4,23,1,5.2,5,250,236,18,3,58.7,1,7,99,91.3,12.1,12,8.1,4,115,105,12
