player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Puka Nacua,100632,WR,LA,2,33,0,26,0,0.0,0,100.0,,0,0,0.0,0,0,0,84.5,62.4,0,5,0.0,0,3,2,100.0,3,79.2,2,6.1,0,6,6,3.0,3.0,2.0,6.3,0,66.7,0.0,0,1,0.0,0,2,0,51.7,85.6,0,16,0.0,0,28,4,92.9,26,84.0,6,18.2,0,38,23,5.8,9.5,1.46
Deebo Samuel,48274,WR,SF,3,26,0,28,0,-2.5,1,100.0,,0,0,0.0,0,2,1,90.9,85.1,0,30,6.7,1,15,6,93.3,14,113.9,6,23.1,0,68,83,13.8,11.3,4.86,1.4,1,87.5,,0,0,0.0,0,4,1,85.7,80.5,0,30,0.0,0,32,7,93.8,30,115.1,8,30.8,0,93,86,12.3,13.3,3.1
Justin Jefferson,61398,WR,MIN,2,25,0,18,0,,0,,,0,0,,0,0,0,,47.7,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,12.3,1,83.3,,0,0,0.0,0,3,1,83.2,84.9,0,30,0.0,0,23,5,91.3,21,118.8,6,24.0,0,104,37,7.4,20.8,4.95
Tyreek Hill,10799,WR,MIA,2,24,0,17,0,-3.0,0,100.0,,0,0,0.0,0,0,0,84.5,59.1,0,4,0.0,0,4,2,100.0,4,79.2,2,8.3,0,-1,5,2.5,-0.5,-0.25,16.0,0,75.0,0.0,0,1,14.3,1,5,0,68.8,92.9,1,47,0.0,0,24,6,95.8,23,77.1,8,33.3,0,112,31,5.2,18.7,4.87
Michael Pittman Jr.,29049,WR,IND,2,21,0,14,0,-1.0,0,100.0,,0,0,0.0,0,1,0,88.7,85.6,0,39,0.0,0,11,3,100.0,11,158.3,3,14.3,1,48,51,17.0,16.0,4.36,3.0,0,100.0,100.0,1,1,0.0,0,2,1,75.5,71.0,0,12,0.0,0,18,4,94.4,17,94.8,4,19.0,0,27,15,3.8,6.8,1.59
Chris Olave,84355,WR,NO,2,21,0,20,0,-2.7,0,100.0,,0,0,0.0,0,0,0,88.7,80.3,0,9,0.0,0,6,3,100.0,6,90.3,3,14.3,0,17,25,8.3,5.7,2.83,13.3,0,66.7,0.0,0,1,0.0,0,3,0,85.3,90.5,1,21,0.0,0,32,6,90.6,29,45.8,9,42.9,0,60,16,2.7,10.0,2.07
Stefon Diggs,9579,WR,BUF,2,20,0,4,0,-1.5,0,100.0,,0,0,0.0,0,1,0,84.5,72.6,0,16,0.0,0,9,2,100.0,9,106.3,2,10.0,0,19,22,11.0,9.5,2.11,14.8,0,60.0,,0,0,0.0,0,2,0,89.3,77.1,1,15,0.0,0,32,3,93.8,30,70.4,5,25.0,1,22,3,1.0,7.3,0.73
Nico Collins,61441,WR,HST,2,20,0,13,0,,0,,,0,0,,0,0,0,,47.2,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,15.3,1,66.7,,0,0,0.0,0,2,0,83.2,80.7,0,25,0.0,0,16,2,100.0,16,109.7,3,15.0,0,39,12,6.0,19.5,2.44
Kendrick Bourne,12270,WR,NE,2,20,0,19,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,46.7,0,1,0.0,0,15,1,100.0,15,79.2,1,5.0,0,1,4,4.0,1.0,0.07,10.2,0,40.0,0.0,0,1,0.0,0,1,0,83.6,66.7,1,13,0.0,0,25,2,96.0,24,9.2,5,25.0,0,16,8,4.0,8.0,0.67
Keenan Allen,7857,WR,LAC,2,19,0,27,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,70.6,0,8,0.0,0,9,1,100.0,9,100.0,1,5.3,0,8,10,10.0,8.0,0.89,9.7,0,77.8,0.0,0,1,0.0,0,4,0,86.9,88.2,0,36,3.6,2,55,7,94.5,52,149.1,9,47.4,1,98,31,4.4,14.0,1.88
Darren Waller,9637,TE,NYG,3,19,0,21,0,,0,,,0,0,,0,0,0,,41.1,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,8.8,0,50.0,0.0,0,2,0.0,0,2,0,82.7,65.5,0,13,0.0,0,45,3,91.1,41,60.4,6,31.6,0,24,9,3.0,8.0,0.59
Robert Woods,7822,WR,HST,2,19,0,13,0,-1.5,0,50.0,,0,0,50.0,1,0,0,24.1,29.4,0,6,0.0,0,7,1,100.0,7,56.3,2,10.5,0,6,8,8.0,6.0,0.86,12.1,0,75.0,100.0,1,1,0.0,0,4,0,46.7,74.1,0,25,2.4,1,41,6,95.1,39,104.7,8,42.1,0,77,22,3.7,12.8,1.97
Tee Higgins,61211,WR,CIN,2,18,0,7,0,,0,,,0,0,,0,0,0,,47.7,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,12.6,0,60.0,50.0,1,2,0.0,0,3,0,62.1,67.1,1,16,0.0,0,15,3,93.3,14,77.1,5,27.8,1,30,14,4.7,10.0,2.14
Calvin Ridley,48262,WR,JAX,2,18,0,15,0,-2.0,1,100.0,,0,0,0.0,0,0,0,84.5,48.3,0,5,0.0,0,14,2,100.0,14,83.3,2,11.1,0,8,12,6.0,4.0,0.57,17.0,0,100.0,,0,0,0.0,0,1,0,38.1,66.3,0,9,0.0,0,12,1,100.0,12,143.8,1,5.6,1,9,0,0.0,9.0,0.75
George Kittle,11901,TE,SF,3,18,0,28,0,,0,,,0,0,,0,0,0,,36.8,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,6.2,2,83.3,,0,0,0.0,0,2,0,44.0,63.2,0,11,3.1,1,32,5,87.5,28,92.4,6,33.3,0,37,21,4.2,7.4,1.32
Zach Ertz,7816,TE,ARZ,2,18,0,1,0,-2.0,0,50.0,,0,0,0.0,0,0,0,78.7,45.2,0,-3,0.0,0,10,1,90.0,9,56.3,2,11.1,0,-3,2,2.0,-3.0,-0.33,3.8,0,66.7,,0,0,20.0,1,0,0,52.8,50.7,0,6,3.1,1,32,4,93.8,30,72.2,6,33.3,0,21,7,1.8,5.3,0.7
CeeDee Lamb,61570,WR,DAL,2,17,0,9,0,-3.0,1,100.0,,0,0,0.0,0,1,0,84.5,73.4,0,6,0.0,0,8,2,100.0,8,79.2,2,11.8,0,6,12,6.0,3.0,0.75,6.4,0,81.8,50.0,1,2,0.0,0,6,0,84.9,85.3,0,49,0.0,0,50,9,94.0,47,114.0,11,64.7,0,125,71,7.9,13.9,2.66
Tutu Atwell,77965,WR,LA,2,17,0,26,0,,0,,,0,0,,0,0,0,,49.1,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,10.3,0,77.8,100.0,1,1,0.0,0,6,0,84.5,83.1,0,21,0.0,0,41,7,97.6,40,110.2,9,52.9,0,94,25,3.6,13.4,2.35
Mike Evans,8642,WR,TB,2,17,0,30,0,,0,,,0,0,,0,0,0,,47.9,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,3.0,0,100.0,,0,0,0.0,0,0,0,59.2,79.9,0,7,0.0,0,14,1,100.0,14,95.8,1,5.9,0,7,4,4.0,7.0,0.5
Davante Adams,8688,WR,LV,2,17,0,23,0,1.0,1,100.0,,0,0,0.0,0,1,0,78.7,94.8,0,16,0.0,0,5,1,100.0,5,158.3,1,5.9,1,16,15,15.0,16.0,3.2,12.7,0,66.7,50.0,1,2,0.0,0,2,0,80.0,76.1,0,21,0.0,0,14,2,100.0,14,109.7,3,17.6,0,38,4,2.0,19.0,2.71
Ja'Marr Chase,84270,WR,CIN,2,17,0,7,0,-3.5,2,100.0,,0,0,0.0,0,0,0,90.2,91.5,0,7,0.0,0,8,4,100.0,8,88.5,4,23.5,0,21,35,8.8,5.3,2.63,0.9,2,100.0,100.0,1,1,0.0,0,3,0,83.2,68.7,0,12,0.0,0,18,7,94.4,17,90.5,7,41.2,0,40,34,4.9,5.7,2.35
