player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Christian McCaffrey,11763,HB,SF,3,60,16,3,37.7,133,0,353,0,1,16,269,107.3,9,15,28,1,23,55.8,74.4,83.6,,23.0,71.4,76.4,37.4,65,0,70,11,73,76,0,0,12,71,3,353,269,4.48,5.9,0.96,37
Derrick Henry,10679,HB,TEN,2,40,2,2,28.7,41,0,143,0,0,2,107,11.9,2,9,31,0,22,81.8,73.7,77.2,,82.8,76.4,69.3,59.5,23,0,71,5,22,44,0,0,5,45,1,143,107,2.68,3.6,3.23,18
Tony Pollard,27126,HB,DAL,2,39,2,2,33.8,48,0,142,0,1,2,100,16.0,3,8,9,1,25,42.0,61.5,78.8,,85.8,59.1,60.2,60.0,25,0,49,9,36,45,0,0,10,48,2,142,100,2.56,3.6,1.36,14
Brian Robinson,57120,HB,WAS,2,37,9,2,28.8,42,0,146,1,1,9,102,68.9,4,13,32,0,13,81.0,74.9,81.0,,26.6,52.7,77.3,60.0,27,0,49,3,33,38,0,0,4,40,2,146,102,2.76,3.9,1.48,23
James Conner,11860,HB,ARZ,2,37,11,3,35.7,60,0,168,0,1,11,114,88.0,5,10,1,0,18,81.2,82.1,79.9,,87.7,59.6,81.8,69.2,22,0,8,5,38,43,0,0,5,42,1,168,114,3.08,4.5,0.21,18
David Montgomery,45719,HB,DET,2,37,11,2,22.0,31,0,141,0,0,11,98,76.7,2,7,11,1,23,33.7,58.8,0.0,,52.3,59.2,61.2,60.0,16,1,7,1,30,43,0,0,1,38,2,141,98,2.65,3.8,0.23,14
Rachaad White,131633,HB,TB,2,34,7,0,0.0,0,0,112,0,1,7,89,51.1,1,7,30,0,15,81.1,80.5,81.0,,59.0,68.8,81.7,60.5,13,0,40,7,47,45,0,0,7,41,1,112,89,2.62,3.3,0.85,18
Miles Sanders,40555,HB,CAR,2,32,1,0,0.0,0,0,115,0,1,1,58,9.3,3,4,5,1,15,34.8,53.2,79.6,,17.1,62.3,53.0,60.0,13,0,30,7,38,36,0,0,9,39,0,115,58,1.81,3.6,0.79,16
Jerome Ford,83601,HB,CLV,2,31,6,2,60.6,86,0,142,1,0,6,138,78.6,2,4,8,1,17,29.9,68.5,78.6,,83.1,53.0,71.1,60.0,69,0,25,3,31,35,0,0,4,34,0,142,138,4.45,4.6,0.81,13
Tyler Allgeier,83639,HB,ATL,2,31,6,2,33.3,41,0,123,0,0,6,103,58.6,4,8,2,0,10,80.0,67.5,76.0,,83.5,65.0,65.2,60.0,22,0,19,3,20,33,0,0,3,34,2,123,103,3.32,4.0,0.95,21
Travis Etienne Jr.,57185,HB,JAX,2,30,7,1,22.2,26,0,117,0,1,7,91,65.6,1,4,15,0,16,80.2,69.6,0.0,,74.5,57.0,73.7,72.5,26,1,29,7,56,38,0,0,7,37,1,117,91,3.03,3.9,0.52,14
D'Andre Swift,57212,HB,PHI,2,29,9,1,24.2,43,0,178,1,1,9,95,99.3,3,10,24,0,1,79.9,69.1,0.0,,19.0,43.7,81.6,59.6,43,1,6,4,30,36,0,0,5,33,1,178,95,3.28,6.1,0.2,28
Bijan Robinson,123126,HB,ATL,2,29,7,2,22.2,40,0,180,1,4,7,115,111.8,7,11,2,0,7,33.3,86.1,80.0,,5.0,75.5,89.0,59.4,21,0,75,10,47,40,0,0,11,39,0,180,115,3.97,6.2,1.6,21
Joshua Kelley,13750,HB,LAC,2,29,2,1,11.5,15,0,130,1,0,2,75,17.8,4,11,27,0,15,79.3,61.4,81.9,,75.5,36.3,69.0,60.0,15,0,0,0,45,32,0,0,2,29,1,130,75,2.59,4.5,0.0,13
