player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Justin Jefferson,61398,WR,MIN,15,10.7,11,73.7,57.9,22,38,1,5.4,7,77,18,0,79.5,85.4,90.9,,91.0,0.0,0,4,64,0.0,0,682,4,123,93.4,637,29.2,199,113.3,167,8,69.8,476,1756,613,5.0,14.3,2.76
Tyreek Hill,10799,WR,MIA,15,12.3,12,72.9,54.2,13,24,1,3.4,4,72,17,1,90.0,64.3,92.5,,92.5,1.4,7,5,64,0.0,0,498,4,113,93.8,467,42.2,210,108.3,155,7,54.4,271,1632,481,4.3,14.4,3.49
Davante Adams,8688,WR,LV,15,12.3,16,59.1,46.7,14,30,0,4.3,4,57,23,1,82.3,56.0,89.9,66.1,90.3,0.0,0,4,58,0.2,1,571,2,88,94.2,538,30.3,173,103.0,149,12,69.2,395,1290,447,5.1,14.7,2.4
Stefon Diggs,9579,WR,BUF,15,11.5,15,72.7,47.6,10,21,2,8.2,9,68,4,1,62.9,58.1,89.9,,89.9,0.0,0,1,53,0.0,0,575,5,101,94.1,541,34.4,198,123.3,139,10,65.6,377,1325,415,4.1,13.1,2.45
Travis Kelce,7844,TE,KC,15,7.9,24,72.9,41.2,7,17,0,5.8,6,71,16,1,76.2,57.9,91.4,68.7,91.7,26.8,159,3,52,3.7,22,594,4,97,89.7,533,45.1,268,122.9,133,12,27.6,164,1257,629,6.5,13.0,2.36
CeeDee Lamb,61570,WR,DAL,15,10.7,10,70.5,46.2,12,26,1,4.2,4,61,9,0,83.2,84.2,87.7,,89.2,0.2,1,4,39,0.0,0,514,4,91,95.1,489,60.5,311,107.6,129,8,38.1,196,1207,430,4.7,13.3,2.47
Diontae Johnson,33441,WR,PIT,15,10.5,11,64.6,47.1,8,17,1,6.8,6,43,25,1,65.3,56.1,69.8,,70.6,0.0,0,6,37,0.0,0,599,6,82,93.5,560,12.5,75,62.7,127,0,87.5,524,809,206,2.5,9.9,1.44
D.K. Metcalf,47864,WR,SEA,15,11.7,6,68.3,52.6,20,38,1,3.4,3,46,29,2,86.9,29.1,78.8,,80.2,0.0,0,2,54,0.0,0,548,8,86,93.8,514,16.6,91,101.5,126,6,83.4,457,1005,231,2.7,11.7,1.96
Amon-Ra St. Brown,84470,WR,DET,14,6.5,9,76.8,38.5,5,13,0,4.0,4,60,11,0,84.8,84.3,90.4,64.9,90.1,0.4,2,1,49,0.2,1,450,0,96,94.2,424,59.6,268,113.8,125,6,38.9,175,1050,501,5.2,10.9,2.48
Michael Pittman Jr.,29049,WR,IND,14,7.1,5,72.0,51.7,15,29,0,4.3,4,45,14,2,83.3,30.0,71.4,,71.0,0.2,1,3,28,0.0,0,601,1,90,95.0,571,25.8,155,85.9,125,2,74.0,445,854,312,3.5,9.5,1.5
Chris Godwin,11839,WR,TB,13,6.0,6,73.6,58.3,14,24,0,5.3,5,46,30,0,77.6,83.1,73.6,73.9,74.8,0.2,1,1,44,0.4,2,559,3,89,93.7,524,73.3,410,97.4,121,3,26.3,147,848,422,4.7,9.5,1.62
Amari Cooper,9437,WR,CLV,15,13.0,6,60.8,55.6,15,27,0,7.6,6,57,8,0,65.1,81.7,80.3,,82.8,0.0,0,3,55,0.0,0,538,5,73,93.7,504,24.9,134,96.7,120,7,75.1,404,1004,224,3.1,13.8,1.99
A.J. Brown,48327,WR,PHI,15,12.6,15,67.2,50.0,13,26,0,5.9,5,54,24,2,69.9,28.9,88.6,,89.9,0.0,0,2,68,0.0,0,533,2,80,94.2,502,25.5,136,124.8,119,10,74.3,396,1304,475,5.9,16.3,2.6
Ja'Marr Chase,84270,WR,CIN,11,9.6,11,68.7,36.4,8,22,0,6.0,5,54,7,2,73.6,29.0,81.9,,83.1,0.2,1,4,60,0.0,0,513,3,79,92.6,475,22.6,116,102.8,115,8,76.4,392,960,397,5.0,12.2,2.02
Austin Ekeler,12164,HB,LAC,15,-0.8,23,86.1,40.0,2,5,0,4.8,5,33,27,2,81.2,53.1,79.5,37.1,77.9,0.0,0,0,23,10.8,50,465,0,99,86.0,400,9.7,45,104.1,115,5,3.4,16,634,766,7.7,6.4,1.59
Christian Kirk,47546,WR,JAX,15,9.6,6,67.3,25.0,4,16,0,9.5,8,50,15,1,60.7,83.8,73.3,62.3,75.5,0.3,2,4,49,0.2,1,589,1,76,95.1,560,75.7,446,100.5,113,7,23.1,136,988,362,4.8,13.0,1.76
Garrett Wilson,97405,WR,NYJ,15,10.7,18,63.4,38.7,12,31,1,2.7,2,50,22,1,87.0,26.8,81.3,35.6,85.0,1.5,8,0,60,0.4,2,531,5,71,96.8,514,38.0,202,103.9,112,4,60.5,321,996,364,5.1,14.0,1.94
Mike Evans,8642,WR,TB,14,13.7,5,60.4,65.2,15,23,1,5.6,4,48,30,0,67.9,81.1,70.0,,71.8,0.0,0,7,51,0.0,0,617,4,67,94.7,584,26.6,164,69.9,111,3,73.4,453,926,181,2.7,13.8,1.59
DeVonta Smith,61100,WR,PHI,15,10.6,10,71.2,40.0,10,25,0,6.0,5,48,24,1,72.9,82.6,78.9,,80.0,0.0,0,0,45,0.0,0,556,2,79,94.2,524,24.6,137,120.5,111,7,75.4,419,1014,382,4.8,12.8,1.94
T.J. Hockenson,40912,TE,MIN,15,7.9,8,70.9,52.2,12,23,0,7.1,6,39,18,1,68.4,82.1,69.3,49.7,72.8,49.1,305,3,81,10.3,64,621,5,78,84.5,525,34.0,211,99.8,110,6,16.9,105,839,399,5.1,10.8,1.6
Zay Jones,11792,WR,JAX,14,9.5,8,70.8,41.7,5,12,0,8.5,7,43,15,0,60.1,82.2,70.1,75.6,70.2,0.0,0,1,59,0.6,3,545,0,75,94.3,514,33.6,183,103.4,106,5,66.4,362,778,281,3.7,10.4,1.51
Jaylen Waddle,84088,WR,MIA,15,12.6,7,63.8,25.0,5,20,0,10.7,8,55,17,1,50.3,48.1,85.0,65.7,86.4,0.0,0,2,84,0.2,1,486,1,67,93.4,454,24.1,117,122.7,105,8,74.5,362,1260,483,7.2,18.8,2.78
Terry McLaurin,48229,WR,WAS,15,13.3,11,69.2,66.7,16,24,0,2.7,2,52,32,0,87.0,50.5,80.6,,84.0,0.0,0,1,51,0.0,0,567,2,72,94.0,533,21.9,124,112.3,104,4,78.0,442,1092,368,5.1,15.2,2.05
Mark Andrews,47436,TE,BLT,14,10.5,3,62.7,47.4,9,19,0,5.9,4,42,3,1,73.0,47.5,77.9,67.1,76.2,12.6,54,3,36,0.2,1,430,1,64,95.3,410,66.0,284,89.0,102,5,21.4,92,747,224,3.5,11.7,1.82
Tyler Lockett,9502,WR,SEA,14,11.4,3,77.2,40.0,4,10,0,2.5,2,47,29,1,89.2,29.4,78.5,65.3,78.3,0.8,4,5,40,0.2,1,516,1,78,94.0,485,42.1,217,112.0,101,8,56.4,291,964,257,3.3,12.4,1.99
Drake London,86519,WR,ATL,15,10.9,8,61.6,54.2,13,24,1,3.2,2,39,2,3,84.3,22.0,80.8,,82.2,0.0,0,3,37,0.0,0,390,2,61,94.9,370,17.9,70,83.7,99,4,82.1,320,699,195,3.2,11.5,1.89
Chris Olave,84355,WR,NO,13,15.2,2,64.3,33.3,7,21,2,3.1,2,44,20,1,84.7,44.9,84.6,,85.4,0.3,1,4,53,0.0,0,398,3,63,95.5,380,32.2,128,88.8,98,3,67.6,269,940,184,2.9,14.9,2.47
