player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Darnell Wright,98480,T,CHI,10,0,6,66.6,100.0,99,36.4,99,66.2,3,100.0,272,272,64.5,100.0,135,49.6,135
Wyatt Teller,46131,G,CLV,8,0,8,69.6,100.0,133,49.4,133,69.8,0,100.0,269,269,69.4,100.0,112,41.6,112
Jason Kelce,6343,C,PHI,9,0,24,73.9,100.0,75,27.9,75,83.7,0,100.0,269,269,80.8,100.0,147,54.6,147
Jordan Mailata,66916,T,PHI,9,1,24,41.7,100.0,75,27.9,75,81.4,1,100.0,269,269,94.1,100.0,147,54.6,147
John Simpson,41715,G,BLT,9,0,3,61.8,100.0,137,51.3,137,55.7,0,100.0,267,267,61.6,100.0,101,37.8,101
Cody Whitehair,10690,G,CHI,10,0,6,53.7,100.0,96,36.6,96,41.8,0,100.0,262,262,33.7,100.0,127,48.5,127
Erik McCoy,37347,C,NO,9,1,20,86.5,100.0,102,39.7,102,89.7,1,100.0,257,257,83.5,100.0,122,47.5,122
Jake Matthews,8641,T,ATL,9,0,2,65.0,100.0,86,33.7,86,70.2,1,100.0,255,255,69.3,100.0,156,61.2,156
Kevin Zeitler,7032,G,BLT,9,0,3,54.8,100.0,133,52.2,133,61.8,0,100.0,255,255,69.2,100.0,95,37.3,95
Landon Dickerson,41712,G,PHI,9,2,24,64.4,100.0,72,28.2,72,70.8,4,100.0,255,255,74.1,100.0,137,53.7,137
Matthew Bergeron,99658,G,ATL,9,0,2,50.8,100.0,86,33.7,86,54.2,0,100.0,255,255,60.5,100.0,156,61.2,156
Chris Lindstrom,46692,G,ATL,9,0,2,64.1,100.0,86,33.7,86,84.5,1,100.0,255,255,90.1,100.0,156,61.2,156
Drew Dalman,52270,C,ATL,9,1,2,76.9,100.0,86,33.7,86,90.6,1,100.0,255,255,89.3,100.0,156,61.2,156
Ethan Pocic,11813,C,CLV,8,0,8,69.4,100.0,129,50.8,129,72.8,1,100.0,254,254,75.2,100.0,104,40.9,104
DeVonta Smith,61100,WR,PHI,9,0,24,57.5,100.0,67,26.5,67,52.4,0,100.0,253,253,67.7,100.0,147,58.1,147
Lane Johnson,7786,T,PHI,9,0,24,63.9,100.0,67,26.7,67,73.6,0,100.0,251,251,74.6,100.0,141,56.2,141
Jedrick Wills Jr.,58467,T,CLV,8,0,8,66.9,100.0,124,49.6,124,54.5,1,100.0,250,250,41.1,100.0,102,40.8,102
Penei Sewell,81788,T,DET,8,1,11,74.2,100.0,108,43.4,108,80.4,1,100.0,249,249,74.6,100.0,116,46.6,116
A.J. Brown,48327,WR,PHI,9,0,24,58.8,100.0,65,26.5,65,56.1,0,100.0,245,245,61.5,100.0,139,56.7,139
Quenton Nelson,12954,G,IND,9,0,14,49.4,100.0,73,29.9,73,56.3,0,100.0,244,244,61.0,100.0,161,66.0,161
Dawand Jones,101550,T,CLV,8,0,8,35.9,100.0,117,48.3,117,49.6,1,100.0,242,242,64.1,100.0,102,42.1,102
DJ Moore,48267,WR,CHI,10,0,6,70.1,100.0,85,35.3,85,70.0,0,99.6,241,242,61.6,100.0,125,51.9,125
Alec Pierce,78038,WR,IND,9,0,14,73.9,100.0,72,30.0,72,53.4,0,100.0,240,240,61.3,100.0,159,66.3,159
Dallas Goedert,47272,TE,PHI,9,0,24,51.7,100.0,60,25.3,60,76.3,0,100.0,237,237,77.3,100.0,131,55.3,131
Kaleb McGary,46912,T,ATL,9,1,2,62.2,100.0,83,35.0,83,69.7,1,100.0,237,237,74.4,100.0,145,61.2,145
Michael Pittman Jr.,29049,WR,IND,9,0,14,65.5,100.0,70,29.7,70,54.6,1,100.0,236,236,58.6,100.0,160,67.8,160
