player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Jacobs,45953,HB,LV,9,159,19,3,11.3,57,0,506,3,8,19,329,29.9,6,25,23,1,88,77.3,63.4,15.6,60.0,44.2,50.2,69.5,56.9,24,2,242,28,165,190,0,0,40,187,5,506,329,2.07,3.2,1.47,60
Travis Etienne Jr.,57185,HB,JAX,8,151,33,6,25.2,147,0,583,1,12,33,423,70.8,13,31,15,0,82,90.3,71.5,51.2,,54.5,72.2,69.8,70.4,35,1,266,27,202,178,0,0,31,178,7,583,423,2.8,3.9,1.32,65
Derrick Henry,10679,HB,TEN,8,138,29,8,32.2,195,0,605,0,2,29,447,64.8,11,29,31,0,62,90.1,88.6,82.7,66.0,87.0,81.8,83.4,58.3,63,0,161,17,90,158,0,0,18,155,4,605,447,3.24,4.4,1.79,76
Christian McCaffrey,11763,HB,SF,8,137,33,7,32.2,210,0,653,0,3,33,465,72.3,16,38,28,3,50,43.1,84.6,87.5,,18.8,91.0,79.6,39.7,65,0,292,32,192,179,0,0,34,169,9,653,465,3.39,4.8,1.52,83
D'Andre Swift,57212,HB,PHI,9,135,24,5,22.3,137,0,614,1,6,24,326,43.9,9,30,24,3,42,40.8,63.3,46.7,,30.8,52.9,69.6,55.8,43,1,166,30,184,167,0,0,34,165,3,614,326,2.41,4.5,0.9,92
Zack Moss,40341,HB,IND,8,132,27,6,30.2,186,0,615,3,4,27,410,65.1,15,31,14,0,34,90.0,68.2,88.1,,58.3,53.3,71.0,58.0,56,0,123,16,135,149,0,0,19,148,5,615,410,3.11,4.7,0.91,98
Joe Mixon,11803,HB,CIN,8,126,16,2,8.6,42,1,490,2,2,16,324,30.9,12,30,7,0,70,90.0,66.9,13.1,,47.3,59.8,71.0,60.7,22,2,158,24,190,144,0,0,28,150,3,490,324,2.57,3.9,0.83,54
Saquon Barkley,45791,HB,NYG,6,126,16,6,29.2,147,0,503,1,4,16,362,38.8,9,21,21,1,56,72.2,70.6,85.9,,78.6,68.0,68.2,56.3,34,0,111,22,145,150,0,0,28,148,1,503,362,2.87,4.0,0.77,66
Kenneth Walker III,97199,HB,SEA,8,126,33,7,35.5,189,0,532,1,10,33,377,91.2,11,26,29,0,28,89.8,72.0,6.4,,42.2,63.1,75.4,59.2,45,2,111,15,122,139,0,0,18,141,6,532,377,2.99,4.2,0.91,88
Isiah Pacheco,83747,HB,KC,9,124,25,6,28.2,148,0,525,0,6,25,377,63.7,11,30,16,0,51,89.9,78.6,86.9,,47.6,69.1,79.9,60.4,48,0,160,24,152,137,0,0,28,148,3,525,377,3.04,4.2,1.05,70
